id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.521890806138823e+18,2022-05-04 16:33:38+00:00,['1521890806138822658'],"""we call on countries to strengthen protections for freedom of expression.""—yeah, right😏 https://t.co/t7S6N6lsyh",,we call on countries to strengthen protections for freedom of expressionyeah right ,country protection freedom expressionyeah right
1.5214465612298158e+18,2022-05-03 11:08:21+00:00,['1521446561229815808'],"""Consider Lankesh,Daphne Galizia&amp;Khashoggi..Their murders dominated the front pages..But their killers remain unquestioned not just by authorities but often by publishers&amp;editors who develop a comfortable amnesia when meetin those in power.They do not want to lose access to them""",,consider lankeshdaphne galiziaampkhashoggitheir murders dominated the front pagesbut their killers remain unquestioned not just by authorities but often by publishersampeditors who develop a comfortable amnesia when meetin those in powerthey do not want to lose access to them,lankeshdaphne galiziaampkhashoggitheir murder front killer authority publishersampeditors amnesia meetin powerthey access
1.521150202530435e+18,2022-05-02 15:30:44+00:00,['1521150202530435072'],@SaniaFarooqui Eid Mubarak my dear❤️,, eid mubarak my dear,mubarak dear
1.520766325089575e+18,2022-05-01 14:05:21+00:00,['1520766325089574912'],Hypocrite leaders all over the world are still avoiding to criticize Israel despite that the #Apartheid state is committing war crimes by the day.,,hypocrite leaders all over the world are still avoiding to criticize israel despite that the  state is committing war crimes by the day,leader world state crime
1.520764559576998e+18,2022-05-01 13:58:20+00:00,['1520764559576997889'],"Lavrov the tough guy didn't dare to say: Imagine Russia is Israel. Instead he said ""imagine Russia is the United States."" If we imagine that Ukraine is Palestine then shouldn't Russia be Israel in this case? https://t.co/KrGCsqg3wc",,lavrov the tough guy didn't dare to say imagine russia is israel instead he said imagine russia is the united states if we imagine that ukraine is palestine then shouldn't russia be israel in this case ,dare russia russia state ukraine russia case
1.5207153398264422e+18,2022-05-01 10:42:45+00:00,['1520715339826442241'],@RanaAyyub @etihad Happy Birthday Rana❤️,,  happy birthday rana,birthday rana
1.5204669189474058e+18,2022-04-30 18:15:37+00:00,['1520466918947405825'],@Reem_Abdellatif @Twitter Forget this idiot. You look gorgeous😍 and you're one of the strongest women I ever knew💪,,  forget this idiot you look gorgeous and you're one of the strongest women i ever knew,forget idiot woman
1.52010328610748e+18,2022-04-29 18:10:40+00:00,['1520103286107480064'],Professor Marc Owen Jones: The BotsBuster The absolute best in #disinformation https://t.co/LaaDoLI7CK https://t.co/GGPtKlyEuZ,,professor marc owen jones the botsbuster the absolute best in   ,professor marc owen botsbuster absolute
1.5200409072859668e+18,2022-04-29 14:02:47+00:00,['1520040907285966851'],How about you do something about it @TwitterSupport ? Didn't @elonmusk want to defeat the spam bots and authenticate all humans like he said? https://t.co/CZgqjVpSUf,,how about you do something about it   didn't  want to defeat the spam bots and authenticate all humans like he said ,something human
1.5200223165535437e+18,2022-04-29 12:48:55+00:00,['1520022316553543680'],"@abierkhatib @marcowenjones @Zak_khan27 @iyad_elbaghdadi You are all Palestinian activists,you tweet about Israeli crimes,your tweets are powerful and credible,you are showing the world the truth and you are annoying and embarassing the Apartheid state of Israel which is losing the narrative.Who's gona be behind it you think??",,    you are all palestinian activistsyou tweet about israeli crimesyour tweets are powerful and credibleyou are showing the world the truth and you are annoying and embarassing the apartheid state of israel which is losing the narrativewhos gona be behind it you think,activistsyou tweet tweet credibleyou world truth apartheid state israel narrativewhos gona
1.5194406920823153e+18,2022-04-27 22:17:45+00:00,['1519440692082315265'],"""Islam, Christianity, and Judaism have been in Palestine for a very long time. Zionism is the stranger to the land."" -Steven Salaita-",,islam christianity and judaism have been in palestine for a very long time zionism is the stranger to the land steven salaita,christianity judaism palestine time zionism stranger land
1.5194399602349875e+18,2022-04-27 22:14:51+00:00,['1519439960234987520'],"Du n'importe quoi ! For Twitter to deserve public trust, it must stop being Toxic, stop online violence, stop misogyny, stop disinformation and fake news, stop hate speech. https://t.co/yMgD6iNdkt",,du n'importe quoi  for twitter to deserve public trust it must stop being toxic stop online violence stop misogyny stop disinformation and fake news stop hate speech ,quoi twitter trust stop online violence stop misogyny disinformation news stop hate speech
1.5193515823028716e+18,2022-04-27 16:23:40+00:00,['1519351582302871555'],لا أنصح بمشاهدة الفيديو لذوي القلوب الضعيفة.هذه عينة من جرائم الحرب التي ارتكبها النظام السوري بقيادة الاسد بحسب الغارديان. Tamadon massacre:a hidden war crime in Syria https://t.co/hFRUijzyZl via @YouTube,,                   tamadon massacrea hidden war crime in syria  via ,tamadon crime
1.5193033430841262e+18,2022-04-27 13:11:58+00:00,['1519303343084126211'],@DimaSadek Toxic Twitter allowing sick people to spread hate. God bless your children🙏,, toxic twitter allowing sick people to spread hate god bless your children,toxic twitter people hate child
1.519100656296026e+18,2022-04-26 23:46:34+00:00,['1519100656296026113'],“Freedom for the wolves has often meant death to the sheep”.,,freedom for the wolves has often meant death to the sheep,freedom wolf death sheep
1.5190794952228454e+18,2022-04-26 22:22:29+00:00,['1519079495222845440'],Excellent opinion article👌 https://t.co/5bDOn9b8FK,,excellent opinion article ,opinion article
1.5187269740548014e+18,2022-04-25 23:01:41+00:00,['1518726974054801410'],@elonmusk Will you defeat bots&amp;trolls? Will you defeat the troll army of authoritarian regimes trying to silence journalists? Will you stop Twitter from failing to respect women’s rights online? Will I be able to tweet without being targeted by Saudi Arabia in misogynistic smear campaign??,, will you defeat botsamptrolls will you defeat the troll army of authoritarian regimes trying to silence journalists will you stop twitter from failing to respect women’s rights online will i be able to tweet without being targeted by saudi arabia in misogynistic smear campaign,botsamptrolls troll army regime journalist twitter right online arabia smear campaign
1.5187051850188104e+18,2022-04-25 21:35:06+00:00,['1518705185018810370'],"Elon Musk raged at the head of Saudi sovereign wealth fund for failing to support his bid to take Tesla private, texts show ⁦@billbostockUK⁩ https://t.co/TNb5ar49gg",,elon musk raged at the head of saudi sovereign wealth fund for failing to support his bid to take tesla private texts show  ,elon musk head sovereign wealth fund text show
1.5186897282662195e+18,2022-04-25 20:33:41+00:00,['1518689728266219521'],Will you defeat bots&amp;trolls? Will you defeat the troll army of authoritarian regimes trying to silence journalists? Will you stop Twitter from failing to respect women’s rights online? Will I be able to tweet without being targeted by Saudi Arabia in misogynistic smear campaign?? https://t.co/4v6Opj42cT,,will you defeat botsamptrolls will you defeat the troll army of authoritarian regimes trying to silence journalists will you stop twitter from failing to respect women’s rights online will i be able to tweet without being targeted by saudi arabia in misogynistic smear campaign ,botsamptrolls troll army regime journalist twitter right online arabia smear campaign
1.5180137506153636e+18,2022-04-23 23:47:36+00:00,['1518013750615363584'],This is freakin' unbelievable🤬 Watch Israel's #APARTHEID against Palestinian Christians https://t.co/VdwKWGxwDx,,this is freakin unbelievable watch israel's  against palestinian christians ,watch christian
1.5176368242855567e+18,2022-04-22 22:49:49+00:00,['1517636824285556737'],"#Israel the settler-colonial and apartheid state bullies and cancels anyone who stands in solidarity with #Palestine and recognizes the ongoing violence that Palestinians, Muslim and non-Muslim, suffer at the hands of Israeli occupation forces.",, the settlercolonial and apartheid state bullies and cancels anyone who stands in solidarity with  and recognizes the ongoing violence that palestinians muslim and nonmuslim suffer at the hands of israeli occupation forces,state bully cancel anyone solidarity violence suffer hand occupation force
1.517602144387584e+18,2022-04-22 20:32:01+00:00,['1517602144387584000'],"1-""Starting the story in the middle"" happens when you ignore that Israelis are OCCUPIERS and Palestinians are under occupation, when you ignore that Israelis stole palestinian lands! 2-Good he didn't accuse her of Antisemitism! https://t.co/92pDvKvYnJ",,the story in the middle happens when you ignore that israelis are occupiers and palestinians are under occupation when you ignore that israelis stole palestinian lands he didn't accuse her of antisemitism ,story middle israeli occupier palestinian occupation antisemitism
1.515572948417065e+18,2022-04-17 06:08:43+00:00,['1515572948417064963'],"The Zionist rhetoric would say if you condemn this awful attack on Palestinians elderly people that this is false information and libelous accusations fueling antisemitism. Actually, you have to condemn the victims if you want to please zionists. https://t.co/3axbf9CIuw",,the zionist rhetoric would say if you condemn this awful attack on palestinians elderly people that this is false information and libelous accusations fueling antisemitism actually you have to condemn the victims if you want to please zionists ,zionist rhetoric attack palestinian people information accusation antisemitism victim zionist
1.5150720290027151e+18,2022-04-15 20:58:15+00:00,['1515072029002715138'],"Jews are celebrating Erev Pesach, Christians are celebrating Easter, Muslims are celebrating Ramadan. Why can't the Israeli regime just let us have a more peaceful world,let people have Happy erev Pesach,blessed Good Friday, Ramadan Mubarak?How is war possible during Holy days?",,jews are celebrating erev pesach christians are celebrating easter muslims are celebrating ramadan why can't the israeli regime just let us have a more peaceful worldlet people have happy erev pesachblessed good friday ramadan mubarakhow is war possible during holy days,pesach christian easter muslim ramadan regime worldlet people erev friday mubarakhow
1.5150418358273188e+18,2022-04-15 18:58:16+00:00,['1515041835827318784'],"Please RT this video about an upcoming documentary INSIDE ISRAELI APARTHEID, produced by @Mondoweiss Palestine News Director, @yumna_patel. https://t.co/GmznJQ0SDb",,please rt this video about an upcoming documentary inside israeli apartheid produced by  palestine news director  ,video apartheid news director
1.5149766552944804e+18,2022-04-15 14:39:16+00:00,['1514976655294480388'],Israeli occupation deliberately attacking journalists. https://t.co/z4icoNID7Z,,israeli occupation deliberately attacking journalists ,occupation journalist
1.514963922784297e+18,2022-04-15 13:48:40+00:00,['1514963922784296964'],Why would anyone attack an elderly Palestinian worshipper in his Mosque??? Why?????? #AlAqsaUnderAttack #IsraeliCrimes #IsraeliOccupation #IsraeliApartheid #FreePalestine https://t.co/jRvIX4FEJv,,why would anyone attack an elderly palestinian worshipper in his mosque why      ,anyone worshipper mosque
1.5149601522517524e+18,2022-04-15 13:33:41+00:00,['1514960152251752452'],"""A picture is worth a thousand words"" #AqsaUnderAttack pic via @ragabelnaqeeb https://t.co/CGxpRabf32",,a picture is worth a thousand words  pic via  ,picture word
1.5149412914230477e+18,2022-04-15 12:18:44+00:00,['1514941291423047689'],"This is not ""clashes btw Israeli police and Palestinians"" This is Israeli Apartheid https://t.co/3axbf9CIuw",,this is not clashes btw israeli police and palestinians this is israeli apartheid ,clash police palestinian apartheid
1.514937415693181e+18,2022-04-15 12:03:20+00:00,['1514937415693180928'],And What Jesus Death and Resurrection Say About Palestinian Suffering?????????? https://t.co/ksOciendJx,,and what jesus death and resurrection say about palestinian suffering ,jesus death resurrection suffering
1.5149242705850614e+18,2022-04-15 11:11:06+00:00,['1514924270585061381'],"😡😡😡😡😡😡😡😡😡😡 and then you read the headlines of western media: ""clashes between israeli police and palestinians"" with no context ever, obfuscating the ugly truth of the israeli occupation https://t.co/AfuvpFAyxr",, and then you read the headlines of western media clashes between israeli police and palestinians with no context ever obfuscating the ugly truth of the israeli occupation ,headline medium clash police palestinian context truth occupation
1.5148728969335767e+18,2022-04-15 07:46:58+00:00,['1514872896933576711'],"Every single #Ramadan,brutal and enraging #IsraeliAparheid occupation regime attacks AlAqsa mosque. #AlAqsaUnderAttack #Palestine https://t.co/q3MqEAwL88",,every single brutal and enraging  occupation regime attacks alaqsa mosque   ,brutal occupation regime attack mosque
1.514365925809664e+18,2022-04-13 22:12:26+00:00,['1514365925809664003'],"""Is suicide forbidden?"", the Palestinian child Ahmad Manasra asks his Lawyer Khalid Zabarka. Ahmad was first detained at the age of 13 by the criminal #IsraeliApartheid regime. #الحرية_لأحمد_مناصرة #FreeAhmadManasra https://t.co/TsDb9jfnq2",,is suicide forbidden the palestinian child ahmad manasra asks his lawyer khalid zabarka ahmad was first detained at the age of by the criminal  regime   ,child manasra lawyer zabarka ahmad regime
1.5129332990853243e+18,2022-04-09 23:19:42+00:00,['1512933299085324290'],"An Israeli soldier arresting a #Palestinian child in #Jerusalem ! It is not the first time,thousands of Palestinian children have been arrested&amp;prosecuted by the Israeli military! Do you still believe #Israel wants Peace? It's #Apartheid👇 https://t.co/e9wzYQI62k",,an israeli soldier arresting a  child in   it is not the first timethousands of palestinian children have been arrestedampprosecuted by the israeli military do you still believe  wants peace it's  ,soldier child timethousands child peace
1.5128837184442614e+18,2022-04-09 20:02:41+00:00,['1512883718444261381'],"“Pegasus victims deserve justice,” said Marwa Fatafta, MENA Policy Manager at @accessnow . “From Palestine to France,NSO Group has been enabling human rights abuses on a mass scale without real consequences..” https://t.co/zfA2fhuYhZ",,pegasus victims deserve justice said marwa fatafta mena policy manager at   from palestine to francenso group has been enabling human rights abuses on a mass scale without real consequences ,pegasus victim justice mena policy manager palestine group right abuse mass scale consequence
1.5125678047965755e+18,2022-04-08 23:07:21+00:00,['1512567804796575754'],"Israeli occupation, #IsraeliApartheid collective punishment against #Palestinians demolitions,administrative detention, restricting Al Aqsa access,cruel system of domination &amp;the crimes against humanity committed by Israeli authorities WON'T bring Peace. https://t.co/SSDnQoHCoW",,israeli occupation  collective punishment against  demolitionsadministrative detention restricting al aqsa accesscruel system of domination ampthe crimes against humanity committed by israeli authorities won't bring peace ,occupation punishment detention aqsa accesscruel system domination crime humanity authority peace
