id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5167478750568243e+18,2022-04-20 11:57:27+00:00,['1516747875056824325'],"@LauraPriceWrite @tiffphilippou Thanks so much, Laura",  thanks so much laura,thanks laura
1.516457180882477e+18,2022-04-19 16:42:20+00:00,['1516457180882477058'],Very much enjoying how much this is winding people up. Of course some people can't wait to change their names if they don't like theirs or they have a bad relationship with their father but curiously men in similar situations rarely decide to take their wife's name...! https://t.co/5sJv5FDIen,very much enjoying how much this is winding people up of course some people can't wait to change their names if they don't like theirs or they have a bad relationship with their father but curiously men in similar situations rarely decide to take their wife's name ,people course people wait name relationship father situation name
1.5164481597233193e+18,2022-04-19 16:06:30+00:00,['1516448159723319296'],Great list of podcasts here! https://t.co/kLYPWmPK6b,great list of podcasts here ,list podcasts
1.5161418107997594e+18,2022-04-18 19:49:10+00:00,['1516141810799759372'],@ActuallyAkeela ❤️❤️❤️ hope you find somewhere better soon. Sending lots of love Xxxx,  hope you find somewhere better soon sending lots of love xxxx,hope love xxxx
1.514964232311296e+18,2022-04-15 13:49:54+00:00,['1514964232311296006'],@TinyWriterLaura @joelgolby I’m cackling! That’s my new fave cheese related story. @BiteYourBrum feel like you would enjoy…,  i’m cackling that’s my new fave cheese related story  feel like you would enjoy,cheese story feel
1.5147186472222474e+18,2022-04-14 21:34:02+00:00,['1514718647222247432'],@andotheridiots I just watched the whole thing over the last few weeks haha, i just watched the whole thing over the last few weeks haha,thing week
1.5145326792193884e+18,2022-04-14 09:15:04+00:00,['1514532679219388416'],Congrats Sophia! Can’t wait to read this. Please give the thread a read 👇🏻👇🏻👇🏻 https://t.co/fIDIPwDwVf,congrats sophia can’t wait to read this please give the thread a read  ,congrats wait please thread
1.5145171903844393e+18,2022-04-14 08:13:31+00:00,['1514517190384439296'],Side note but is there another one of these that asks where your mother was born or is it only fathers who matter? https://t.co/1nZsaIlEua,side note but is there another one of these that asks where your mother was born or is it only fathers who matter ,note mother father
1.5142855986301583e+18,2022-04-13 16:53:15+00:00,['1514285598630158341'],I’ve seen so much gross homophobia in response to the Private Eye “story”. Being reminded of the social media guidelines ≠ being found guilty of bullying. This is just a targeted attack designed to try and silence someone supportive of trans people. The obsession needs to stop! https://t.co/PPR63d9BAu,i’ve seen so much gross homophobia in response to the private eye story being reminded of the social media guidelines  being found guilty of bullying this is just a targeted attack designed to try and silence someone supportive of trans people the obsession needs to stop ,homophobia response story medium guideline attack someone supportive trans people obsession
1.5142626610762998e+18,2022-04-13 15:22:06+00:00,['1514262661076299779'],@jessicabateman @alyamooro Have to agree with Jess when comparing it to my time living in Berlin. It’s a whole other level there!!,  have to agree with jess when comparing it to my time living in berlin it’s a whole other level there,jess time living berlin level
1.5142622192566477e+18,2022-04-13 15:20:21+00:00,['1514262219256647680'],"On this note, what’s a good alternative to Duolingo? https://t.co/gII2SRuD16",on this note what’s a good alternative to duolingo ,note alternative
1.5142619221363425e+18,2022-04-13 15:19:10+00:00,['1514261922136342536'],@iroughol YES. The last time I had it was probably 2013 and it was not like this. I just want to practice my Spanish not worrying about how many gems I’m collecting ffs!, yes the last time i had it was probably and it was not like this i just want to practice my spanish not worrying about how many gems i’m collecting ffs,time practice
1.5139365040364134e+18,2022-04-12 17:46:04+00:00,['1513936504036413454'],"Have you pledged to this @unbounders campaign yet? @katbrown is working on a book of essays about infertility, childlessness, baby loss and infertility that needs to be published and will be when she hits her target which she is SO CLOSE to: https://t.co/Eo1xrZcY0L https://t.co/PETSnZQMJM",have you pledged to this  campaign yet  is working on a book of essays about infertility childlessness baby loss and infertility that needs to be published and will be when she hits her target which she is so close to  ,campaign book essay infertility childlessness baby loss infertility target
1.5139345059496837e+18,2022-04-12 17:38:08+00:00,['1513934505949683717'],@missmolliequirk Message me if you have any questions about what to expect, message me if you have any questions about what to expect,message question
1.5138407402202604e+18,2022-04-12 11:25:32+00:00,['1513840740220260358'],"Anyway, give it a listen. We also talk about why I started @TheSingleSupp, what people still get wrong about those of us who are unattached and why we need to keep breaking open the conversation to end stigma and shame around these topics! Loved talking to @tiffphilippou for it!",anyway give it a listen we also talk about why i started  what people still get wrong about those of us who are unattached and why we need to keep breaking open the conversation to end stigma and shame around these topics loved talking to  for it,listen people conversation stigma shame topic
1.5138407382699008e+18,2022-04-12 11:25:32+00:00,['1513840738269900805'],"This is the kind of thing single women are not supposed to talk about. We're supposed to be the cool girls who don't care about these things. And if you do talk about it, people often given terrible advice about how to get round the problem or that we have 'plenty of time'.",this is the kind of thing single women are not supposed to talk about we're supposed to be the cool girls who don't care about these things and if you do talk about it people often given terrible advice about how to get round the problem or that we have plenty of time,kind thing woman girl thing people advice problem plenty time
1.5138407360049357e+18,2022-04-12 11:25:31+00:00,['1513840736004935680'],Deep breath... I talked to @tiffphilippou about the biggest downside of being single one that for a long time I pretended to be totally fine about and that is wanting to be a mum. It's a v. honest chat! TW: social infertility childlessness https://t.co/uyyaJ4STnN,deep breath i talked to  about the biggest downside of being single one that for a long time i pretended to be totally fine about and that is wanting to be a mum it's a v honest chat tw social infertility childlessness ,breath downside time honest infertility childlessness
1.5127927373173268e+18,2022-04-09 14:01:09+00:00,['1512792737317326849'],@charlottor @sen_68kylie @MarinaHyde Have you actually read the article? The whole thing is criticising him and taking the piss out of him…,   have you actually read the article the whole thing is criticising him and taking the piss out of him,article thing piss
1.512731855518417e+18,2022-04-09 09:59:14+00:00,['1512731855518416900'],@sen_68kylie @RachelCDailey You may find going to a diff person a totally diff experience. I’ve had a whole spectrum of experiences incl. v. painful and it seems to depend on who is doing it the room set up. You could go to the AP explain your anxieties (and you can always change your mind when there),  you may find going to a diff person a totally diff experience i’ve had a whole spectrum of experiences incl v painful and it seems to depend on who is doing it the room set up you could go to the ap explain your anxieties and you can always change your mind when there,person experience spectrum experience painful room anxiety mind
1.5126950588725494e+18,2022-04-09 07:33:01+00:00,['1512695058872549377'],Support this book! It’s so close to reaching its target ❤️ https://t.co/kMv5YPEiMv,support this book it’s so close to reaching its target  ,support book target
1.5125112117070193e+18,2022-04-08 19:22:28+00:00,['1512511211707019271'],"@CasparSalmon Have you asked her to re-record? You never know she may be fine with it. I‘ve had to re-do interviews with a couple of high profile people when tech fails me (not for a podcast but for written articles). They were OK with it. Anyway, worth a shot!! Xx", have you asked her to rerecord you never know she may be fine with it ive had to redo interviews with a couple of high profile people when tech fails me not for a podcast but for written articles they were ok with it anyway worth a shot xx,interview couple profile people tech podcast article shot
1.5123815608881723e+18,2022-04-08 10:47:17+00:00,['1512381560888172545'],What a surprise. This vile man was also a domestic abuser! https://t.co/zjTfq53zrB,what a surprise this vile man was also a domestic abuser ,surprise vile abuser
1.5117094456251638e+18,2022-04-06 14:16:32+00:00,['1511709445625163784'],@RobynVinter @risj_oxford Happy to help myself as that’s my fave kind of journalism although not doing that much of it right now. Or can I recommend @AasmaDay ? Also @carlanine and the community team at the Guardian would be good.,  happy to help myself as that’s my fave kind of journalism although not doing that much of it right now or can i recommend   also  and the community team at the guardian would be good,kind journalism community team guardian
1.5116181394481275e+18,2022-04-06 08:13:43+00:00,['1511618139448127490'],"Two-child policy hasn’t made UK families smaller, only poorer, finds report https://t.co/N2LwYXgKzl",twochild policy hasn’t made uk families smaller only poorer finds report ,twochild policy family find report
1.5113678037391974e+18,2022-04-05 15:38:58+00:00,['1511367803739197444'],Emotions still raw after mystifying death of Bobbi-Anne McLeod https://t.co/sqnqyWCCRI,emotions still raw after mystifying death of bobbianne mcleod ,emotion death bobbianne mcleod
1.5111042642314322e+18,2022-04-04 22:11:46+00:00,['1511104264231432192'],"Love this 🥰 Rest in peace, June https://t.co/rKdBaj8xFD",love this  rest in peace june ,rest peace june
1.5109161231848366e+18,2022-04-04 09:44:09+00:00,['1510916123184836614'],The latest issue of The Single Supplement has gone out into the world and it's a guest piece by the lovely @missmolliequirk who writes about being single her whole life and the lessons she learned from her single mum! Check your inbox and your spam folders! https://t.co/y5ZiflDYJn,the latest issue of the single supplement has gone out into the world and it's a guest piece by the lovely  who writes about being single her whole life and the lessons she learned from her single mum check your inbox and your spam folders ,issue supplement world guest piece life lesson inbox spam folder
1.5100166393702072e+18,2022-04-01 22:09:56+00:00,['1510016639370207237'],"@hansmollman Hope you’re OK, Mollie! ❤️ I’m having a flair up at the mo, maybe in solidarity. But not as bad as you. (Also sorry for slipping into recommendations in my last tweet to you. Know how annoying unsolicited advice is.)", hope you’re ok mollie  i’m having a flair up at the mo maybe in solidarity but not as bad as you also sorry for slipping into recommendations in my last tweet to you know how annoying unsolicited advice is,mollie flair solidarity recommendation tweet advice
1.510008163566854e+18,2022-04-01 21:36:15+00:00,['1510008163566854154'],"“Sadly it seems that some anti-trans groups have spread false narratives and stoked irrational fears, with quite devastating results. The truth, as always, has been the casualty.” https://t.co/BARKb9phYV",sadly it seems that some antitrans groups have spread false narratives and stoked irrational fears with quite devastating results the truth as always has been the casualty ,antitrans group narrative fear result truth casualty
1.5099931353210102e+18,2022-04-01 20:36:32+00:00,['1509993135321010187'],Ramadan Mubarak to all my Muslim friends and followers ❤️,ramadan mubarak to all my muslim friends and followers ,ramadan mubarak muslim friend follower
1.5098402327992566e+18,2022-04-01 10:28:57+00:00,['1509840232799256581'],I haven’t shared anything about this yet. It’s too close to home (literally and metaphorically). But I’m glad those who suffered or lost babies or mothers are finally being heard and hopefully nothing like this will ever happen again ❤️ This is very moving from @DOckendenLtd https://t.co/MjXnYpY00h,i haven’t shared anything about this yet it’s too close to home literally and metaphorically but i’m glad those who suffered or lost babies or mothers are finally being heard and hopefully nothing like this will ever happen again  this is very moving from  ,anything home glad baby mother nothing
1.5098236644049715e+18,2022-04-01 09:23:07+00:00,['1509823664404971522'],"@joaustin65 Jo, thanks so much for getting in touch. Always looking for people to write guest pieces esp. those who have experiences different to my own. Can you drop me an email? My email is in my bio (where location should be!)", jo thanks so much for getting in touch always looking for people to write guest pieces esp those who have experiences different to my own can you drop me an email my email is in my bio where location should be,thanks touch people piece experience email location
1.5096692117775114e+18,2022-03-31 23:09:23+00:00,['1509669211777511429'],@FionaWilson_ Intriguing! Definitely send it over. My email is in my bio (where the location should be), intriguing definitely send it over my email is in my bio where the location should be,email location
1.5096217051777188e+18,2022-03-31 20:00:36+00:00,['1509621705177718788'],@Margotgoodlife @NotRollergirl I love Daisy and I’m reading Careering right now!,  i love daisy and i’m reading careering right now,daisy reading
1.5096215790046577e+18,2022-03-31 20:00:06+00:00,['1509621579004657672'],@CaronMcKinlay Thanks so much. Got overwhelmed with DMs so I haven’t got through them all yet. Will get back to you tomorrow!, thanks so much got overwhelmed with dms so i haven’t got through them all yet will get back to you tomorrow,thanks tomorrow
1.5096208208926597e+18,2022-03-31 19:57:05+00:00,['1509620820892659717'],@talkaboutloss @JKPBooks Ooh thanks. Can you send me an email please? Email address in my bio (where location usually is!),  ooh thanks can you send me an email please email address in my bio where location usually is,thanks please email address location
1.5095473884652544e+18,2022-03-31 15:05:18+00:00,['1509547388465254401'],Will get back to everyone as fast as I can! Decided to post this while I was in the middle of finishing something important which was silly.,will get back to everyone as fast as i can decided to post this while i was in the middle of finishing something important which was silly,everyone middle something
1.50953251790003e+18,2022-03-31 14:06:12+00:00,['1509532517900029960'],@crudites_ @annamyers139 Awesome! My email is in my bio (where my location should be!) Would love to hear from you,  awesome my email is in my bio where my location should be would love to hear from you,email location
1.5095320722258248e+18,2022-03-31 14:04:26+00:00,['1509532072225824770'],"While I'm at it, I love being a guest on podcasts or radio shows and have even been a talking head on Sky News before so if you're a producer, I am available to talk on issues that affect single people. My email is in my bio (where location should be). #PRrequest",while i'm at it i love being a guest on podcasts or radio shows and have even been a talking head on sky news before so if you're a producer i am available to talk on issues that affect single people my email is in my bio where location should be ,guest podcasts radio show head news producer issue people email location
1.5095267496415273e+18,2022-03-31 13:43:17+00:00,['1509526749641527309'],@joannemallon Ooh sounds good. That would be great. I'll DM you my address, ooh sounds good that would be great i'll dm you my address,sound address
1.5095265687579156e+18,2022-03-31 13:42:34+00:00,['1509526568757915657'],@HarrietMinter Oooh thanks Harriet. I think so too...! haha. I really need to get better at doing my own promo., oooh thanks harriet i think so too haha i really need to get better at doing my own promo,thanks promo
1.5095245998849106e+18,2022-03-31 13:34:44+00:00,['1509524599884910592'],@sofiavictoriad I know! Although trains in Europe are so much cheaper than here. I could get across northern Italy for a fraction of the price trains cost here. I actually never did the Eurorail thing which is silly considering I love overland travel. Maybe I’ll do it when I retire…🤣, i know although trains in europe are so much cheaper than here i could get across northern italy for a fraction of the price trains cost here i actually never did the eurorail thing which is silly considering i love overland travel maybe i’ll do it when i retire,train europe italy fraction price train cost eurorail thing love overland travel
1.5095193959319634e+18,2022-03-31 13:14:04+00:00,['1509519395931963395'],@AmandaTayteTait @PRJournoRequest Oooh this sounds right up my street! Do Dm me!,  oooh this sounds right up my street do dm me,oooh street
1.5095190205543383e+18,2022-03-31 13:12:34+00:00,['1509519020554338317'],During my last trip abroad I travelled between Croatia and Italy via ferry and train too come to think of it. Travelling overland is an adventure in itself which appeals to me. I used @seatsixtyone's website https://t.co/Vrq98XiBIg to work out how to get from A to B. So helpful!,during my last trip abroad i travelled between croatia and italy via ferry and train too come to think of it travelling overland is an adventure in itself which appeals to me i used s website  to work out how to get from a to b so helpful,trip croatia ferry overland adventure appeal
1.5095182039737385e+18,2022-03-31 13:09:19+00:00,['1509518203973738498'],"I also travelled across China by train when I was living in Korea. I only had a week there but thanks to sleeper trains I visited Beijing, Shanghai and had a v.short stop in Xian to see the terracotta warriors. Again v. efficient and easy to navigate train stations etc.",i also travelled across china by train when i was living in korea i only had a week there but thanks to sleeper trains i visited beijing shanghai and had a vshort stop in xian to see the terracotta warriors again v efficient and easy to navigate train stations etc,china train korea week thanks train shanghai vshort stop terracotta warrior train station
1.5095175882582426e+18,2022-03-31 13:06:53+00:00,['1509517588258242561'],I know a lot of people may find the idea of taking trains or coaches in foreign countries stressful but my experience has nearly always been positive. English is used and all the train conductors etc speak English too (we are very lucky!). Trains in Europe are also v.efficient.,i know a lot of people may find the idea of taking trains or coaches in foreign countries stressful but my experience has nearly always been positive english is used and all the train conductors etc speak english too we are very lucky trains in europe are also vefficient,people idea train coach country experience english train conductor train europe
1.5095164494712504e+18,2022-03-31 13:02:21+00:00,['1509516449471250437'],"@AnnaSulan @emmahdhughes Oooh I haven't, no! But thanks for the rec!",  oooh i havent no but thanks for the rec,oooh thanks
1.5095163044782572e+18,2022-03-31 13:01:47+00:00,['1509516304478257156'],"I've done quite a lot of overland travel in Europe. First a trip from Romania to Serbia to Croatia with friends and then I worked in Italy doing summer camps in diff. parts of the country, travelling by train, and when I lived in Spain I took a lot of overnight coaches to save £",i've done quite a lot of overland travel in europe first a trip from romania to serbia to croatia with friends and then i worked in italy doing summer camps in diff parts of the country travelling by train and when i lived in spain i took a lot of overnight coaches to save ,overland travel europe trip romania friend italy summer camp diff part country travelling train spain coach
1.509516302418854e+18,2022-03-31 13:01:46+00:00,['1509516302418853898'],"Love this. Do keep clicking 'more replies' to see the whole thread so you can see where he ended up. Obv not everyone will want to or be able to do this but it does go to show how much you can travel overland, which we should all be doing more of given the climate crisis. https://t.co/yvHAeiW7Eh",love this do keep clicking more replies to see the whole thread so you can see where he ended up obv not everyone will want to or be able to do this but it does go to show how much you can travel overland which we should all be doing more of given the climate crisis ,reply thread everyone climate crisis
1.5095086239275827e+18,2022-03-31 12:31:15+00:00,['1509508623927582725'],"And also get myself on some lists... if anyone has any advice / tips for pimping their newsletter out, I would welcome ideas. I feel like I fly under the radar a bit... I know it's a newsletter not a magazine but my readers do really read my stuff and click on links etc!",and also get myself on some lists if anyone has any advice  tips for pimping their newsletter out i would welcome ideas i feel like i fly under the radar a bit i know it's a newsletter not a magazine but my readers do really read my stuff and click on links etc,list anyone advice newsletter idea radar newsletter magazine reader stuff click link
1.5095072773001544e+18,2022-03-31 12:25:54+00:00,['1509507277300154368'],I am often finding that I'm having to contact book PR myself rather than the other way round. They are always pleased to hear from me and thrilled I want to cover their author's latest release and it struck me that I need to shout more about what I do and how popular it is.,i am often finding that i'm having to contact book pr myself rather than the other way round they are always pleased to hear from me and thrilled i want to cover their author's latest release and it struck me that i need to shout more about what i do and how popular it is,book release
1.5095068163963863e+18,2022-03-31 12:24:04+00:00,['1509506816396386310'],"I do not usually cover dating/the search for love. The newsletter is a safe space away from that topic which dominates all other coverage for singles in magazines, books, TV etc. Plus we have so much else going in our lives. Sometimes I cover sex, intimacy, heartbreak though.",i do not usually cover datingthe search for love the newsletter is a safe space away from that topic which dominates all other coverage for singles in magazines books tv etc plus we have so much else going in our lives sometimes i cover sex intimacy heartbreak though,search love newsletter space topic coverage single magazine book life intimacy heartbreak
1.5095064329573908e+18,2022-03-31 12:22:33+00:00,['1509506432957390851'],"As well as the more obvious stuff, I also cover things like friendships, parenthood, housing, personal finance, confidence, dealing with comparison, loneliness (and also positive alone time), feminism, shame, stigma, solo travel, lifestyle stuff, body image, mental health etc",as well as the more obvious stuff i also cover things like friendships parenthood housing personal finance confidence dealing with comparison loneliness and also positive alone time feminism shame stigma solo travel lifestyle stuff body image mental health etc,stuff thing friendship housing finance confidence comparison loneliness time feminism shame stigma solo travel stuff body image health
1.5095053121974313e+18,2022-03-31 12:18:06+00:00,['1509505312197431296'],@tufayel @msemmamitchell Oooh it sounds amazing! Would love to grab a copy and arrange an interview,  oooh it sounds amazing would love to grab a copy and arrange an interview,oooh copy arrange interview
1.5095029548978708e+18,2022-03-31 12:08:44+00:00,['1509502954897870848'],@HarrietMinter Oh good! Almost didn't press send on this haha, oh good almost didn't press send on this haha,press send
1.5095009887800689e+18,2022-03-31 12:00:55+00:00,['1509500988780068874'],"Book/celeb PR - I have a popular newsletter aimed at single women (&amp;also read by men coupled up people). I'm approaching 10,000 readers. They are VERY engaged! I love interviewing people for it am always looking for new things to recommend. Pls send me stuff! #JournoRequest",bookceleb pr  i have a popular newsletter aimed at single women ampalso read by men coupled up people i'm approaching readers they are very engaged i love interviewing people for it am always looking for new things to recommend pls send me stuff ,bookceleb newsletter woman people reader people thing
1.5094765638799647e+18,2022-03-31 10:23:52+00:00,['1509476563879964672'],Poor Bruce! Aphasia sounds awful. https://t.co/nXBa3q4QFI,poor bruce aphasia sounds awful ,bruce aphasia
1.5090726703899034e+18,2022-03-30 07:38:56+00:00,['1509072670389903364'],@shattenstone @mayahattenstone Awwww! Love this video! Well done Marje,  awwww love this video well done marje,awwww love video marje
