id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5649983155734856e+18,2022-08-31 15:27:29+00:00,['1564998315573485570'],#NHS #ToryPolicies https://t.co/klJLj56O0A,,,nan 
1.56449886046618e+18,2022-08-30 06:22:49+00:00,['1564498860466180096'],#water #pollution #profits https://t.co/Wx2cvX6kel,,,nan 
1.5641504336099246e+18,2022-08-29 07:18:18+00:00,['1564150433609924610'],Nuclear waste is a threat to life - with no adequate responsible plan in place for the future. https://t.co/WS8JucUgvx,,nuclear waste threat life adequate responsible plan place future,waste threat life plan 
1.5641494209160888e+18,2022-08-29 07:14:17+00:00,['1564149420916088832'],#energy #life #death #danger and #ClimateCrisis https://t.co/qex4vCiZoZ,,,nan 
1.5640282952382546e+18,2022-08-28 23:12:58+00:00,['1564028295238254593'],#ClimateCrisis https://t.co/jLQLxLV20Y,,,nan 
1.5635320949276467e+18,2022-08-27 14:21:15+00:00,['1563532094927646722'],#CPFC❤️💙 https://t.co/y7hYdJr7F4,,,nan 
1.56349535581508e+18,2022-08-27 11:55:15+00:00,['1563495355815079936'],#Water #pollution https://t.co/9VNT8u2MV4,,,nan 
1.5634688343756308e+18,2022-08-27 10:09:52+00:00,['1563468834375630848'],#StandByYourPost https://t.co/Sve03amE5m,,,nan 
1.5631611929562522e+18,2022-08-26 13:47:25+00:00,['1563161192956252161'],‘the high court agreed that three elderly Kenyan men had the right to sue for damages in Britain for the injuries they had sustained – beatings and torture – during the crushing of the Mau Mau resistance’ #Kenya #reparations https://t.co/bbNZR2WR9h,,high court agreed three elderly kenyan men right sue damage britain injury sustained beating torture crushing mau mau resistance,court sue damage injury torture mau resistance 
1.5631607325433078e+18,2022-08-26 13:45:35+00:00,['1563160732543307777'],The blood never dries | Red Pepper #Kenya #reparations  https://t.co/O9nUUM2oYG,,blood never dry red pepper,blood pepper 
1.5631303184751124e+18,2022-08-26 11:44:44+00:00,['1563130318475112454'],#ExitECT or when we win we still lose £€$ #oil #rnergy #ClimateActionNow https://t.co/1Bi4hpeqIC,,win still lose,win 
