id,created_at,edit_history_tweet_ids,text,clean_text
1.565122458163839e+18,2022-08-31 23:40:47+00:00,['1565122458163838983'],@Revinthenorth @tomstapandbrew @TheWomanfredi @seanayling @CatherineCleg Please tell me you’ve just made friends on a Twitter thread 🖤,please tell youve made friend twitter thread
1.5651219341862175e+18,2022-08-31 23:38:42+00:00,['1565121934186217475'],I keep seeing so many ads for “working from home outfits”. Bestie if I’m working from home I’m not getting dressed.,keep seeing many working home outfit bestie working home getting dressed
1.5650618414616822e+18,2022-08-31 19:39:55+00:00,['1565061841461682182'],"@phantom1985im No, I always avoid where I can but sadly only Ticketmaster for these ones.",always avoid sadly ticketmaster one
1.5650576800074342e+18,2022-08-31 19:23:22+00:00,['1565057680007434244'],Best of luck to everyone trying to get Harry tickets tomorrow. Thoughts are with us all as we run the gauntlet of rage that is Ticketmaster 🖤,best luck everyone trying get harry ticket tomorrow thought run gauntlet rage ticketmaster
1.5650373007734292e+18,2022-08-31 18:02:24+00:00,['1565037300773429253'],"Let’s talk gigs on school nights (yes, I still call them that despite the fact I’m pushing 40). What makes you go out to play on a school night gig wise? Especially at the moment?",let talk gig school night yes still call despite fact pushing make play school night gig wise especially moment
1.5650277955453338e+18,2022-08-31 17:24:37+00:00,['1565027795545333761'],Yes lad. https://t.co/qi5Y3LLBlF,yes lad
1.564981997877039e+18,2022-08-31 14:22:38+00:00,['1564981997877039104'],@rushworth_peter @DannyStoakes @Ticketmaster @gigsandtours @TicketmasterUK @MBCPRTweets @MrPeachLBD @alexaliciamedia @RadioTfsc @r4rockdotcom @RadioWatchDawg @FirestormMcr @foofighters Ticketmaster have introduced new software to detect bots and stop bulk buying - which then resulted in hundreds of people getting their genuine tickets cancelled. I don’t like them but understand it’s rough to police. Change is needed but it takes time to work out what to do.,ticketmaster introduced new software detect bot stop bulk buying resulted hundred people getting genuine ticket cancelled dont like understand rough police change needed take time work
1.5648958473468518e+18,2022-08-31 08:40:19+00:00,['1564895847346851840'],"@brendonvbone @foofighters @gigsandtours No, I’m getting a little worried",getting little worried
1.5647532995801006e+18,2022-08-30 23:13:52+00:00,['1564753299580100612'],@ksorbs You OK hun?,hun
1.5647485633509622e+18,2022-08-30 22:55:03+00:00,['1564748563350962182'],"I can’t believe that people on over £80,000 a year get to a) pay these prices for gourmet food and b) claim it on expenses. https://t.co/yR8liNEve5",cant believe people year get pay price gourmet food claim expense
1.564705662021632e+18,2022-08-30 20:04:35+00:00,['1564705662021632000'],"The more and more I find out about @eiecampaign, the more I love what they’re doing. https://t.co/BlCd6YaLuw",find love theyre
1.5646698001267507e+18,2022-08-30 17:42:05+00:00,['1564669800126750720'],@oopsbluehair Absolute joke this 😔,absolute joke
1.564599764196692e+18,2022-08-30 13:03:47+00:00,['1564599764196691968'],@ethandavidlee @NewStatesman @willydunn I mean I do love a good pj conference call but I work damn hard!,mean love good conference call work damn hard
1.564597564909011e+18,2022-08-30 12:55:02+00:00,['1564597564909010945'],"@ethandavidlee @NewStatesman @willydunn Yep, I’d be commuting to Edinburgh from Manchester everyday!",yep commuting edinburgh manchester everyday
