id,created_at,edit_history_tweet_ids,text,clean_text
1.5646445845792932e+18,2022-08-30 16:01:53+00:00,['1564644584579293191'],"@aardizzoia I can't believe Gmail has no way for the account administrator to set up some kind of warning for a mass reply, but a quick search isn't bringing one up, so maybe there isn't a way to do it. I'd have thought that feature would be built by now.",can't believe gmail way account administrator set kind warning mass reply quick search bringing one maybe way i'd thought feature would built
1.564643382454096e+18,2022-08-30 15:57:06+00:00,['1564643382454095873'],"@aardizzoia Imagine Harvard having an email system that doesn't throw up some kind of ""DID YOU REALLY MEAN TO REPLY TO 1000 PEOPLE?"" alert...",imagine harvard email system throw kind really mean reply people alert
1.5645494554913423e+18,2022-08-30 09:43:52+00:00,['1564549455491342336'],"@socialsoprano @TeltheTrekkie ""Add an egg to the cake mix and bake""

""OK""",add egg cake mix bake
1.5645307115326546e+18,2022-08-30 08:29:23+00:00,['1564530711532654592'],@aardizzoia Im also wondering how the UK manages a downward dip at the end despite this graph being cumulative,also wondering manages downward dip end despite graph cumulative
1.5643868207916073e+18,2022-08-29 22:57:37+00:00,['1564386820791607297'],*waves portfolio hopefully at choir directors who follow me* https://t.co/Wu4K6awXtw https://t.co/KRwH5PMHpZ,wave portfolio hopefully choir director follow
1.5642581235394232e+18,2022-08-29 14:26:13+00:00,['1564258123539423233'],"@terratologist Cost of getting to office per week, instead of working from home: suspiciously not included in their calculations",cost getting office per week instead working home suspiciously included calculation
1.5640070805241364e+18,2022-08-28 21:48:40+00:00,['1564007080524136449'],"We have over 20 people signed up now! If you're considering coming to this, but prefer singing with someone else who's confident next to you - fear not, we have plenty of voices who can lead. Please sign  up by 11th September so we can send you music and learning tracks. https://t.co/KUEJPyMULd",people signed considering coming prefer singing someone else who's confident next fear plenty voice lead please sign september send music learning track
1.5640049890596127e+18,2022-08-28 21:40:21+00:00,['1564004989059612672'],"@RichardWellings Burning your possessions to stay warm presented  an ""alternative, low-cost option"".  WHAT THE HELL IS WRONG WITH YOU?",burning possession stay warm presented alternative lowcost option hell wrong
1.563439572927021e+18,2022-08-27 08:13:36+00:00,['1563439572927021057'],@lorelixenberg The ISM and MU both have free legal advice for members.,ism free legal advice member
1.5634224912087327e+18,2022-08-27 07:05:43+00:00,['1563422491208732673'],@CheersBVS They're planning to delete every copy on 5th May next year... 9/9 to 5/5.,they're planning delete every copy may next year
1.5634212995688243e+18,2022-08-27 07:00:59+00:00,['1563421299568824320'],"@aksocolofsky ""Burger flippers"" / ""shelf stackers""",burger flipper shelf stacker
1.5632578519124746e+18,2022-08-26 20:11:30+00:00,['1563257851912474624'],"@GabrielaLFrank just heard Leyendas at the Edinburgh Festival, excellent work, really enjoyed it.  Thank you!",heard leyendas edinburgh festival excellent work really enjoyed thank
1.563254397865722e+18,2022-08-26 19:57:46+00:00,['1563254397865721856'],@Marcas_Mac @RachelWlkr Omg. Had to rewind to capture this but it was worth it! https://t.co/5CSAyj39hA,omg rewind capture worth
1.5632290513842545e+18,2022-08-26 18:17:03+00:00,['1563229051384254466'],@choir_southside @CharterisCentre I'm doing this event in your rehearsal venue 4days later - please invite your singers! https://t.co/68yEcCrcW0,i'm event rehearsal venue day later please invite singer
1.5627056347048632e+18,2022-08-25 07:37:11+00:00,['1562705634704863232'],"@rsl318 hur hur hur... oh wait, maybe this wasn't an ""I got laid"" tweet, sorry",hur hur hur wait maybe got laid tweet sorry
1.5627003425127465e+18,2022-08-25 07:16:09+00:00,['1562700342512746496'],"@lincnotfound @violanorth You need to add ketchup, salsa and BBQ sauce...

The Four Seasonings",need add ketchup salsa bbq sauce four seasoning
1.562447506197594e+18,2022-08-24 14:31:29+00:00,['1562447506197594112'],"@sccscot @ScotCCAN @LocalPeopleLead @FoEScot @OxfamScotland @WWFScotland @RSPBScotland @ClimateFringe @scvotweet Anyone in Edinburgh, here's one you might enjoy if you like singing: https://t.co/68yEcCJma8 Please sign up early so we can send you music in advance!",anyone edinburgh here's one might enjoy like singing please sign early send music advance
1.5624374078776484e+18,2022-08-24 13:51:21+00:00,['1562437407877648386'],Sometimes @on_lothianbuses I see one other person wearing a mask. Usually it's none. But there's still a very good reason to be wearing it. https://t.co/qLMNImsjXn,sometimes see one person wearing mask usually none there's still good reason wearing
1.5621858492062966e+18,2022-08-23 21:11:45+00:00,['1562185849206296577'],"@pitchfork @Komaniecki_R ""This song cannot be played on record player A""",song cannot played record player
1.5621848782207713e+18,2022-08-23 21:07:53+00:00,['1562184878220771328'],@HenryDMcPherson Everything was fine until the Cheese and Onion PretzelsNation attacked,everything fine cheese onion pretzelsnation attacked
1.5620706725281014e+18,2022-08-23 13:34:04+00:00,['1562070672528101376'],"@artsyhonker Yes - I've seen @MLiebreich suggest we will need to separate renewable electricity and non-renewable into two markets, which sounds like a feasible solution.",yes i've seen suggest need separate renewable electricity nonrenewable two market sound like feasible solution
1.5620359128249958e+18,2022-08-23 11:15:57+00:00,['1562035912824995841'],@amybryce I heard there was a secret one? I know a guy named David who might be able to hook you up.,heard secret one know guy named david might able hook
1.5620348468342538e+18,2022-08-23 11:11:43+00:00,['1562034846834253825'],"@artsyhonker Yep, both true. I was thinking of energy becoming cheaper because of renewables, which would include the long-term cost and the cost of making them in a climate-sustainable way.",yep true thinking energy becoming cheaper renewables would include longterm cost cost making climatesustainable way
1.5620275817250898e+18,2022-08-23 10:42:51+00:00,['1562027581725089792'],"@artsyhonker If energy becomes much cheaper than it was before the current crisis, some business ideas which weren't viable before due to electricity cost might suddenly be more viable. But if there's enough cheap energy for them to become viable... fine? Unless it's cr*pto obviously.",energy becomes much cheaper current crisis business idea viable due electricity cost might suddenly viable there's enough cheap energy become viable fine unless crpto obviously
1.562026215896236e+18,2022-08-23 10:37:25+00:00,['1562026215896236032'],"@artsyhonker I think ""traffic jams"" in this metaphor would correspond to blackouts / running out of power. That's not an issue we've really had in the past several years, rather the reverse: e.g. wind farms have been told to stop supplying power because it was overloading the grid.",think traffic jam metaphor would correspond blackout running power that's issue we've really past several year rather reverse wind farm told stop supplying power overloading grid
1.5620258058945413e+18,2022-08-23 10:35:47+00:00,['1562025805894541313'],"@artsyhonker If companies needed more energy we'd build more - the government only allows a certain amount of generative power to be added to the grid each year, because there isn't actually much demand for extra power, and presumably they don't want to produce more than we will use.",company needed energy we'd build government allows certain amount generative power added grid year actually much demand extra power presumably want produce use
1.5620252648923218e+18,2022-08-23 10:33:38+00:00,['1562025264892321792'],"@artsyhonker I don't think that will be a factor unless it's a lot cheaper than it has been in the past. Until recently, companies could choose to use a lot more energy with little extra financial penalty, they just didn't - we're nowhere near full generation capacity.",think factor unless lot cheaper past recently company could choose use lot energy little extra financial penalty we're nowhere near full generation capacity
1.5619758388405944e+18,2022-08-23 07:17:14+00:00,['1561975838840594434'],@CliveWhitburn @aksocolofsky Not sure if I just invented it or not!,sure invented
1.561837818183385e+18,2022-08-22 22:08:48+00:00,['1561837818183385089'],"@aksocolofsky Before getting big enough to explode, surely it just would pop off the end of the bassoon and fweeeeeeee about for a while?",getting big enough explode surely would pop end bassoon fweeeeeeee
1.561836264965505e+18,2022-08-22 22:02:37+00:00,['1561836264965505024'],@JonnElledge more like doctor whoooooo amirite,like doctor whoooooo amirite
1.5617478827887534e+18,2022-08-22 16:11:25+00:00,['1561747882788753408'],"@BenGoldsmith @MajorGrubert Immigration hasn't significantly risen in the past couple of years. The difference is Brexit, untreated water due to lack of required chemicals (again, Brexit), a toothless enforcement system that's had its budget cut, and a shower of shit in government.",immigration significantly risen past couple year difference brexit untreated water due lack required chemical brexit toothless enforcement system that's budget cut shower shit government
