id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.521516015208837e+18,2022-05-03 15:44:21+00:00,['1521516015208837121'],"Desperately sad, what a tragic loss of a young life. https://t.co/EWyTl1v93l",desperately sad what a tragic loss of a young life ,loss life
1.5214405978019348e+18,2022-05-03 10:44:40+00:00,['1521440597801934848'],Sobering picture of #media freedom around the world at launch of RSF’s 2022 World Press Freedom Index together with The Foreign Press Association. Ukraine/Russia high risk countries for journalists along with Myanmar HK. Space shrinking for independent journalism. @RSF_inter,sobering picture of  freedom around the world at launch of rsf’s world press freedom index together with the foreign press association ukrainerussia high risk countries for journalists along with myanmar hk space shrinking for independent journalism ,picture freedom world launch world press freedom index press association risk country journalist myanmar space journalism
1.5213129481022505e+18,2022-05-03 02:17:26+00:00,['1521312948102250497'],"Cookham Festival: A Celebration of the Arts By the Village, For the Village - https://t.co/dHywiVh5B2 via @eturbonews",cookham festival a celebration of the arts by the village for the village   via ,cookham festival celebration village village
1.5211957766716334e+18,2022-05-02 18:31:50+00:00,['1521195776671633415'],There are so many heartbreaking stories like this. If only an end was in sight to the tragedy in Ukraine. https://t.co/tzHT8U6tQQ,there are so many heartbreaking stories like this if only an end was in sight to the tragedy in ukraine ,story sight tragedy
1.521115874689749e+18,2022-05-02 13:14:20+00:00,['1521115874689748994'],Fact checking is essential these days. https://t.co/MYbT4Eel8E,fact checking is essential these days ,fact checking
1.5210591297244897e+18,2022-05-02 09:28:51+00:00,['1521059129724489729'],@CJAjournalists We should take part in this poll. https://t.co/r2sXTvu2R4, we should take part in this poll ,part poll
1.520224967513854e+18,2022-04-30 02:14:11+00:00,['1520224967513853955'],Liz Truss risks recklessly inflaming Ukraine’s war to serve her own ambition | Simon Jenkins https://t.co/Yit0hW8CCZ,liz truss risks recklessly inflaming ukraine’s war to serve her own ambition  simon jenkins ,truss risk ambition simon jenkins
1.5200391164523725e+18,2022-04-29 13:55:40+00:00,['1520039116452372481'],An evil industry - shame on the manufacturers and buyers. https://t.co/sJw8FmEIR8,an evil industry  shame on the manufacturers and buyers ,industry shame manufacturer buyer
1.519684721655128e+18,2022-04-28 14:27:26+00:00,['1519684721655128065'],Great news - huge admiration for their saviours. https://t.co/jU3GqJtfJj,great news  huge admiration for their saviours ,news admiration saviour
1.5196357865427436e+18,2022-04-28 11:12:59+00:00,['1519635786542743552'],Glue traps are cruel and must be banned. https://t.co/ajLDC0HmLP,glue traps are cruel and must be banned ,glue trap
1.5196326317841654e+18,2022-04-28 11:00:27+00:00,['1519632631784165377'],A tragedy for HK and journalism. Thx ⁦@JElliottIndia⁩ https://t.co/F16dvLWGZN,a tragedy for hk and journalism thx  ,tragedy journalism
1.5195818640460472e+18,2022-04-28 07:38:43+00:00,['1519581864046047232'],The surprising afterlife of used hotel soap https://t.co/6RcZ3mzGXZ,the surprising afterlife of used hotel soap ,afterlife hotel soap
1.519580845807448e+18,2022-04-28 07:34:40+00:00,['1519580845807448064'],Incredibly brave young men. Ukrainians should be allowed to live in peace. https://t.co/s4L9rhIC3W,incredibly brave young men ukrainians should be allowed to live in peace ,ukrainian peace
1.519306519606702e+18,2022-04-27 13:24:36+00:00,['1519306519606702080'],These hunters are a menace and a threat to all species. https://t.co/q1qpbKrBsQ,these hunters are a menace and a threat to all species ,hunter menace threat specie
1.5192699674091684e+18,2022-04-27 10:59:21+00:00,['1519269967409168389'],"Gazprombank chief found dead was ASSASSINATED, colleague claims https://t.co/i70haHO04J",gazprombank chief found dead was assassinated colleague claims ,gazprombank chief colleague claim
1.5189950160640614e+18,2022-04-26 16:46:48+00:00,['1518995016064061442'],Those risking their lives to protect these animals are true heroes. https://t.co/mwQDfCVsAm,those risking their lives to protect these animals are true heroes ,life animal hero
1.5188981423302042e+18,2022-04-26 10:21:51+00:00,['1518898142330204162'],Heartbreaking. These abominable hunters should rot in hell. https://t.co/wjIMI5cTbU,heartbreaking these abominable hunters should rot in hell ,hunter hell
1.5186449447260242e+18,2022-04-25 17:35:44+00:00,['1518644944726024194'],This is definitely a cause for concern. The longterm benefit could be that we would save time and energy by signing off Twitter. https://t.co/U8yIDTvJ4p,this is definitely a cause for concern the longterm benefit could be that we would save time and energy by signing off twitter ,cause concern longterm benefit time energy twitter
1.5182711895961272e+18,2022-04-24 16:50:34+00:00,['1518271189596127232'],"Outrageous, the Russian authorities must not be allowed to get away with arresting this brave journalist. https://t.co/XNCZhAIRQO",outrageous the russian authorities must not be allowed to get away with arresting this brave journalist ,authority journalist
1.5179329268722074e+18,2022-04-23 18:26:26+00:00,['1517932926872207365'],Fantastic to see positive news for a change. https://t.co/1cVDf4zEjj,fantastic to see positive news for a change ,news change
1.517899619937702e+18,2022-04-23 16:14:05+00:00,['1517899619937701891'],Continuing deforestation on this scale will be a disaster for the world. https://t.co/p8zVH4Wox0,continuing deforestation on this scale will be a disaster for the world ,deforestation scale disaster world
1.517897862385963e+18,2022-04-23 16:07:06+00:00,['1517897862385963011'],Thank goodness for the wonderful people who devote their lives to saving abused animals. They will be blessed. https://t.co/X7chcSxtpB,thank goodness for the wonderful people who devote their lives to saving abused animals they will be blessed ,thank goodness people life animal
1.517897556088529e+18,2022-04-23 16:05:53+00:00,['1517897556088528896'],"Terrifying for everyone, especially these young children, who should be out in the playing ground and not cowering in the basement. https://t.co/PI937cey3B",terrifying for everyone especially these young children who should be out in the playing ground and not cowering in the basement ,everyone child playing ground basement
1.5171306544289382e+18,2022-04-21 13:18:29+00:00,['1517130654428938242'],Excellent and timely piece. https://t.co/v28PjyEayb,excellent and timely piece ,excellent piece
