id,created_at,edit_history_tweet_ids,text,clean_text
1.5648600671779553e+18,2022-08-31 06:18:08+00:00,['1564860067177955329'],"Wordle 438 5/6

⬛🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",wordle
1.5641896627296256e+18,2022-08-29 09:54:11+00:00,['1564189662729625603'],@AlastairMorris7 Tat's just some idiot struggling with the seatbelt! :-),tat's idiot struggling seatbelt
1.5641376374385254e+18,2022-08-29 06:27:27+00:00,['1564137637438525440'],"Nmbr14 839
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟩
 https://t.co/D0yCQzjQNo",nmbr
1.564137203751682e+18,2022-08-29 06:25:44+00:00,['1564137203751682049'],"Wordle 436 6/6

🟩⬛⬛⬛🟨
🟩🟨⬛⬛⬛
🟩🟩🟨⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",wordle
1.5635162222299955e+18,2022-08-27 13:18:10+00:00,['1563516222229995522'],"Wordle 434 5/6

⬛🟨⬛⬛🟨
⬛🟩⬛⬛⬛
⬛⬛⬛⬛🟨
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩",wordle
1.5624065649753334e+18,2022-08-24 11:48:47+00:00,['1562406564975333377'],Shiny new car. Hyundai Bayon.  m-Hybrid compact SUV. 22 plate used (yes you read that right) . Absolute dream to drive!  :) https://t.co/kSahtxcZRZ,shiny new car hyundai bayon mhybrid compact suv plate used yes read right absolute dream drive
1.5624055704512348e+18,2022-08-24 11:44:50+00:00,['1562405570451234816'],@AlastairMorris7 Ooh no!,ooh
1.5621818730106266e+18,2022-08-23 20:55:57+00:00,['1562181873010626565'],"https://t.co/2tnv5uy2oI 204: 10 guesses

🟩🟨🟨🟨🟨
🟨🟨🟩🟨🟩
🟨🟩🟨🟨🟩
🟨🟩🟨🟨🟨
🟨🟨🟨🟩🟨

&lt;6:🟩 &lt;11:🟨 &lt;16:🟧 16+:🟥
#squareword #squareword204",guess
1.5621798762238444e+18,2022-08-23 20:48:01+00:00,['1562179876223844356'],"Nmbr14 265
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟦
🟧🟧🟧🟧🟩
 https://t.co/D0yCQzjQNo",nmbr
1.5621791436803318e+18,2022-08-23 20:45:06+00:00,['1562179143680331777'],"Wordle 430 X/6

⬛⬛⬛⬛🟨
⬛⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛⬛⬛⬛⬛
⬛🟩🟨🟩⬛
🟩🟩⬛🟩🟩",wordle
1.5621787641881395e+18,2022-08-23 20:43:35+00:00,['1562178764188139521'],"#waffle214 4/5

🟩🟩🟩🟩🟩
🟩⭐🟩⭐🟩
🟩🟩🟩🟩🟩
🟩⭐🟩⭐🟩
🟩🟩🟩🟩🟩

🔥 streak: 29
🥈 #wafflesilverteam
https://t.co/2doreCLcGm",streak
1.5620547274494157e+18,2022-08-23 12:30:43+00:00,['1562054727449415683'],@BullfinchesUk LOL,lol
1.5612856561895752e+18,2022-08-21 09:34:42+00:00,['1561285656189575168'],"#waffle212 5/5

🟩🟩🟩🟩🟩
🟩⭐🟩⭐🟩
🟩🟩⭐🟩🟩
🟩⭐🟩⭐🟩
🟩🟩🟩🟩🟩

🔥 streak: 28
🥈 #wafflesilverteam
https://t.co/2doreCLcGm",streak
