id,created_at,edit_history_tweet_ids,text,withheld,clean_text
1.564416594050261e+18,2022-08-30 00:55:56+00:00,['1564416594050260992'],"Join me listening to #marvellous #spotifyplaylist #indietunestuesday #IndieTunesTuesdaybyvinnie by #playlistcurator @SixStringSurfer featuring #awesome #highlytalented #indieartists who make #fantastic #indie #music #LGTWO #rtArtBoost  #MuseBoost #wfmRT 

https://t.co/LQtfwzpkpN",,join listening featuring make
1.5644156373169357e+18,2022-08-30 00:52:08+00:00,['1564415637316935680'],"More #IndieArtists: 

@olivedaresthed1
@ValeryanVal
@TracyCloudMusic
@TheCaesarSense
@DrSoucMusic

#LGTWO #rtArtBoost #RFBoost  #MuseBoost @tunebubblemusic",,
1.564415634942972e+18,2022-08-30 00:52:07+00:00,['1564415634942971905'],"More #IndieArtists: 

@SugarJunkiesUK
@stomp_city
@MusicSeibert
@DawnEmilymusic
@volkermilch 
@DileeInc 
@Forwardmanne 
@JillWinterMusic 
@TheoStarTheTech
@ElisaDuwez
@RodneyRogue
@Marcotobiamusic
@rapz90

#LGTWO #rtArtBoost #RFBoost  #MuseBoost @tunebubblemusic",,
1.5644156333491323e+18,2022-08-30 00:52:07+00:00,['1564415633349132289'],"New #SpotifyPlaylist #IndieTunesTuesdaybyvinnie
with #IndieArtists 

@Chenel_No1
@RenMassieMusic
@jam_tako3
@RoseMarianFinn1
@JordanESP
@selinahawker
@LofthouseLeo
@SixStringSurfer 

#LGTWO #rtArtBoost #RFBoost  #MuseBoost @tunebubblemusic 

https://t.co/o8UlDW0CqY",,new
1.564118659437568e+18,2022-08-29 05:12:02+00:00,['1564118659437568006'],"Listen to/watch Mix ""De Wind"" #youtubemix #dewind #DeWind by #SixStringSurfer and other #artists on #YouTube #great #music #LGTWO #rtArtBoost #RFBoost #MuseBoost @tunebubblemusic
https://t.co/srFtsNbdfp https://t.co/YfFtp2Dq2g",,listen towatch mix wind
1.564104070717231e+18,2022-08-29 04:14:04+00:00,['1564104070717231104'],"@RoseMarianFinn1 @Judy_Cockerton @fett1111 @liz_davinci @ade_w17 @kelly_kintner @LucasLumic @JLControversy @BlackettMusic @RoseAlaimoMusic @EdHarrisMusic @OxaiRoura @UpsideofMaybe @RadioTfsc @MusicSeibert @JordanESP @EdensEndMusic @MunchLine @edeagle89 @enriclinare @DawnEmilymusic Fantastic, Ladies! Dawn &amp; Rose go Glenn Miller! ❤️🎙🎵🎶❤️",,fantastic lady dawn amp rose glenn miller
1.5632915370099548e+18,2022-08-26 22:25:21+00:00,['1563291537009954816'],"@RodSavage13 @MunkiB @Networktheband @luisetoza @liz_davinci @DignardCatia @kickedoutofthe @Miles8000 @pietlouter @FrankiPineapple @Delerium65 @JordanESP @MarkAlexanderC @indiebdream @TheMetalByrds @InterstitiumAu Thanks, Rod! 🙏",,thanks rod
1.563008008044843e+18,2022-08-26 03:38:43+00:00,['1563008008044843008'],"@RodSavage13 @MunkiB @Networktheband @luisetoza @liz_davinci @DignardCatia @kickedoutofthe @Miles8000 @pietlouter @FrankiPineapple @Delerium65 @JordanESP @MarkAlexanderC @indiebdream @TheMetalByrds @InterstitiumAu Thanks, Rod, for adding my song ""De Wind"" to this cool playlist! 🙏👍",,thanks rod adding song wind cool playlist
1.562211104243204e+18,2022-08-23 22:52:06+00:00,['1562211104243204096'],"@HelenCounts85 @SugarJunkiesUK @estella_dawn @_maddiemueller_ @decmclaughlin_ @DGloverMusic @AliceLynskey @ROJORMUSIC @JessieGalante @JordanESP @millasampaios @madeleinemayi @zoewrenmusic Helen, thanks a lot for adding ""Skydiving"" to this marvellous playlist! 🙏🙂🍀🔥",,helen thanks lot adding skydiving marvellous playlist
1.5618700322207007e+18,2022-08-23 00:16:48+00:00,['1561870032220700672'],@JillWinterMusic @SugarJunkiesUK @stomp_city @MusicSeibert @DawnEmilymusic @volkermilch @DileeInc @Forwardmanne @TheoStarTheTech @ElisaDuwez @RodneyRogue @Marcotobiamusic @rapz90 @tunebubblemusic 👍🍀🌞🎵🎶🎤🎸🔥🍀,,
