,id,created_at,edit_history_tweet_ids,text,withheld
0,1.5642988188536914e+18,2022-08-29 17:07:56+00:00,['1564298818853691394'],RT @SancSL: Nickleby Road in #Chelmsford  recently hosted an Open Day to celebrate 30 years of service and the launch of their new music ro…,
1,1.5602497213897196e+18,2022-08-18 12:58:16+00:00,['1560249721389719554'],RT @SancSL: @SteelPanTrust  Thank you for delivering these wonderful workshops funded by @WeAreSanctuary #CommunityInvestment. Nickleby Roa…,
2,1.5599848938699162e+18,2022-08-17 19:25:56+00:00,['1559984893869916162'],"Our charity is devastated to learn about this elderly mans murder. He busked right outside our premises &amp; was stabbed minutes away. He graced us with his music outside of Tesco often, he will be missed. We send love to his family and may he R.I.P 

https://t.co/XJbDoS7yVE https://t.co/J8t3IFOWmF",
3,1.559984289785254e+18,2022-08-17 19:23:32+00:00,['1559984289785253888'],"Our charity is devastated to learn about this elderly mans murder. He busked right outside our premises &amp; was stabbed minutes away. He graced us with his music outside of Tesco often, he will be missed. This is awful news, we send love to his family and may he R.I.P 💚 https://t.co/j18qbfRqIM",
4,1.5598345124309563e+18,2022-08-17 09:28:22+00:00,['1559834512430956546'],RT @MedwayCulture: @SteelPanTrust @Rehman_Chishti Always a pleasure to work with your team and always the most enjoyable part of our commun…,
5,1.55965779014212e+18,2022-08-16 21:46:08+00:00,['1559657790142119937'],"It was an emotional end after delivering music workshops at @SancSL in Chelmsford for 6 weeks and they delivered a fantastic steelband performance at their bbq. We are going to miss you’ll 🥰

@ChelmsCouncil @chelmsfordindep @ChelmsfordCVS https://t.co/FucyqW6FQc",
6,1.559647024945025e+18,2022-08-16 21:03:22+00:00,['1559647024945025024'],"We had the pleasure to be at @MedwayCulture carnival again this year. We delivered workshops for just over 100 people in the community and meeting Cllr Roger Barrett was an absolute pleasure, he even did a workshop with us!!! @medway_council @Rehman_Chishti https://t.co/Wp6Q3TyjsC",
7,1.5596439144617124e+18,2022-08-16 20:51:00+00:00,['1559643914461712386'],"It was lovely to meet you @Rehman_Chishti at @MedwayCulture carnival. Cllr Roger Barrett took part in our 30-minute workshop and learned a piece of music, I later saw him in the parade 😂👌🥰. Fantastic community support from Medway representatives! https://t.co/9cLDCqR1yq",
8,1.5577609935429386e+18,2022-08-11 16:08:57+00:00,['1557760993542938624'],@YouthWorking @SptInspirations @Sustrans @ConnectStars_UK @sonshinesmiless @LondonSport @catalysthousing Always so nice to work with people with a genuine love and care for their community. Thanks so much for inviting us to your summer roadshow 👌,
9,1.5577605591724442e+18,2022-08-11 16:07:13+00:00,['1557760559172444161'],RT @YouthWorking: Another great session on our summer roadshow with @SteelPanTrust @SptInspirations @Sustrans @ConnectStars_UK @sonshinesmi…,
10,1.5576955024136028e+18,2022-08-11 11:48:43+00:00,['1557695502413602816'],"RT @YouthWorking: @catalysthousing Another great session with our community &amp; partners. Special thanks to @SptInspirations, @sonshinesmiles…",
11,1.5576954470488517e+18,2022-08-11 11:48:29+00:00,['1557695447048851457'],RT @YouthWorking: Our Summer Roadshow team are moving on to The Unity Centre in Brent today. Come along and say hello from 11am-2pm!  Remem…,
12,1.5537227427168911e+18,2022-07-31 12:42:23+00:00,['1553722742716891139'],It is Steel span Trust 9th  Birthday today!! 🎂 https://t.co/jQ2UwsIWdo,
13,1.5524602727779533e+18,2022-07-28 01:05:47+00:00,['1552460272777953280'],"RT @ContrastPan: Great evening on Wednesday playing for the @uniofleicester Centenary civic dinner! 💃🏾🎶🥂🍾

#universityofleicester #uol #ste…",
14,1.5524592812571894e+18,2022-07-28 01:01:50+00:00,['1552459281257189376'],"RT @WhenSteelTalks: When Steel Talks

July 26 is one of significance in steelband history - TASPO at the Festival of Britain

See interview…",
15,1.5499781582288077e+18,2022-07-21 04:42:44+00:00,['1549978158228807683'],RT @WestwayTrust: Lessons from Leeds Carnival: An audience with Chijioke Ojukwu and Arthur France who will be sharing his experiences in le…,
16,1.5499226493249004e+18,2022-07-21 01:02:10+00:00,['1549922649324900354'],Remembering this wonderful summer festival 👌#brentfordcanalfestival https://t.co/a9G8ItgF5k,
17,1.5499217779329595e+18,2022-07-21 00:58:42+00:00,['1549921777932959753'],We enjoyed performing at @NELFT awards ceremony. Great people doing great works! https://t.co/9qY1JTihjc,
18,1.549918254495404e+18,2022-07-21 00:44:42+00:00,['1549918254495404032'],"Pan music brings communities together.

@LSBU open day in July. https://t.co/TNYWwo5gj1",
19,1.5472912613416632e+18,2022-07-13 18:45:58+00:00,['1547291261341663234'],Checkout School-O-Rama highlights here @HPA_Philip_Lane. https://t.co/3uaGOX7NpC,
20,1.5472696222018273e+18,2022-07-13 17:19:59+00:00,['1547269622201827329'],"Checkout School-O-Rama highlights here @HPA_Philip_Lane.

https://t.co/VUdx94EaXN",
21,1.547269555403346e+18,2022-07-13 17:19:43+00:00,['1547269555403345920'],"Thanks so much for coming guys can't believe you've only been playing for 1-year Harris Academy Philip Lane @HPA_Philip_Lane

https://t.co/ezaKDiNsMb",
22,1.547259762366202e+18,2022-07-13 16:40:48+00:00,['1547259762366201857'],"School-O-Rama competition performance are up!

https://t.co/VmletNjwVi

@HarrisFedMusic @elmgreenschool @ColerainePark @HarrisFed",
23,1.5467444724694426e+18,2022-07-12 06:33:14+00:00,['1546744472469442561'],@elmgreenschool Very good piece of music we were so impressed 👏,
24,1.5466498429440369e+18,2022-07-12 00:17:12+00:00,['1546649842944036864'],"School-O-Rama highlights 2022. 
Stepney All Saints School performance @ our Blockorama was outstanding, thank you so much for your music 🎼💃🕺 @StepneyAS @KAPANMUSIC https://t.co/AuuWe2suln",
25,1.5464506977046405e+18,2022-07-11 11:05:52+00:00,['1546450697704640512'],RT @1stClass_Coders: @SteelPanTrust @UKONCareers @elmgreenschool @ColerainePark @StepneyAS @HarrisFedMusic @KingsdaleFS Thank you @SteelPan…,
26,1.546327040730796e+18,2022-07-11 02:54:30+00:00,['1546327040730796032'],"We are still buzzing from Fridays School-O-Rama, check out the highlights @UKONCareers @elmgreenschool @ColerainePark @StepneyAS @HarrisFedMusic @KingsdaleFS https://t.co/5n9alip4BU",
27,1.5460367033532662e+18,2022-07-10 07:40:48+00:00,['1546036703353266176'],"School-O-Rama 2022 photo album now available on 
Steel Pan Trust Facebook https://t.co/DDNjBlIEjs 

@HarrisFedMusic @elmgreenschool @KingsdaleFS @StepneyAS @ColerainePark

What a fantastic day thanks so much for participating! 💚 https://t.co/l1tvQLfnDQ",
28,1.5457786980743496e+18,2022-07-09 14:35:35+00:00,['1545778698074349568'],RT @UsaamaK: Amazing sounds @SteelPanTrust 🎵 🎶 and I’m gutted I missed it. So very proud of everyone who put on this great show of Caribbea…,
29,1.545508861355901e+18,2022-07-08 20:43:21+00:00,['1545508861355900929'],"RT @Vestryhall: Feeling the wonderful Carribbean vibes 
@canonshouse with @SteelPanTrust schools competition! Amazing talent all should be…",
