id,created_at,edit_history_tweet_ids,text,withheld,clean_text
1.5647347115488543e+18,2022-08-30 22:00:01+00:00,['1564734711548854272'],@rachaelminott @waji35 So pleased for you Rachel. Well done!,,pleased rachel well done
1.564529290930053e+18,2022-08-30 08:23:45+00:00,['1564529290930053120'],@toryboypierce They have desks at home. Why doesn't the govt actually do any work when there's a cost of living crisis?,,desk home govt actually work there's cost living crisis
1.5641812160012e+18,2022-08-29 09:20:37+00:00,['1564181216001200129'],Breakdowns &amp; Tory government go hand-in-hand. https://t.co/J1V3SG4Hia,,breakdown amp tory government handinhand
1.5638491142903562e+18,2022-08-28 11:20:58+00:00,['1563849114290356230'],@MickBooker There'd be less panic if we had a trustworthy working government that cared about us.,,there'd panic trustworthy working government cared
1.5631482177718927e+18,2022-08-26 12:55:51+00:00,['1563148217771892736'],@1TVINE 🙏,,
1.5631452786095923e+18,2022-08-26 12:44:10+00:00,['1563145278609592325'],@myldn @1TVINE,,
1.561839056270631e+18,2022-08-22 22:13:43+00:00,['1561839056270630912'],@kellegall @cormac_mcginley That's so sad... this government are murderers through and through.,,that's sad government murderer
1.561694959467651e+18,2022-08-22 12:41:07+00:00,['1561694959467651072'],#nationaliseallutilities now and get the #ToriesOut,,get
1.5616942328507105e+18,2022-08-22 12:38:14+00:00,['1561694232850710530'],"This is simply unsustainable. Huge energy bills impact on everything including transport, food prices, and businesses/schools/hospitals, etc being able to stay open. People won't be able to heat NOR eat. https://t.co/8o2LPCT5Vq",,simply unsustainable huge energy bill impact everything including transport food price businessesschoolshospitals etc able stay open people able heat eat
1.5607408254698168e+18,2022-08-19 21:29:44+00:00,['1560740825469816833'],@kuchkuchnights @sway @EpikaDance @djritu1 @pulseconnects @TimeOutLondon @bmp_online @AsiansUK @SouthIndiansUK @AsianFXRadio @asianculturevul @Indians_InUK 💃🕺💃,,
1.560682369807442e+18,2022-08-19 17:37:27+00:00,['1560682369807441920'],@kellegall 3rd world Tory Britain...,,world tory britain
1.560571616979198e+18,2022-08-19 10:17:22+00:00,['1560571616979197952'],@eiecampaign @MichaelRosenYes Recently at tube stn a woman asked me about next train. It was 10pm and she'd just finished 12-hr shift at hospital &amp; was desperate to get home before early morning back at work. In her team of nurses that used to be 27 there are only 9 left. #NHSisbroken #ToryBrexitDisaster,,recently tube stn woman asked next train she'd finished shift hospital amp desperate get home early morning back work team nurse used left
1.5599299234431058e+18,2022-08-17 15:47:30+00:00,['1559929923443105792'],@RKBinjie @Abi_Sampa Favourite track by them and featured on A World in London radio!,,favourite track featured world london radio
1.559860685592486e+18,2022-08-17 11:12:22+00:00,['1559860685592485889'],"How likely is it that one day @Lionesses will be making headlines like these? 🙄
#abusivemen in #football https://t.co/OmdIGvLg2P",,likely one day making headline like
1.5598533186288517e+18,2022-08-17 10:43:06+00:00,['1559853318628851713'],@fascinatorfun And Sunak's words: 'I don't want to ignore Nicola. I want to take her on and BEAT her'...,,sunak's word want ignore nicola want take beat her'
1.5596756532802028e+18,2022-08-16 22:57:07+00:00,['1559675653280202753'],"@SkyNews Which 'sign' were you hoping for? 40 new hospitals, Brexit benefits, 20,000 new police officers, or a windfall for the NHS have all been promises &amp; lies.",,'sign' hoping new hospital brexit benefit new police officer windfall promise amp lie
1.5594565455906324e+18,2022-08-16 08:26:28+00:00,['1559456545590632448'],@southasianartuk 🙏🙏,,
1.5594524998992036e+18,2022-08-16 08:10:23+00:00,['1559452499899203589'],@DJDebSmith @BBCLookNorth Because our government are all on holiday again in places like Greece and don't care anyway..,,government holiday place like greece care anyway
1.559151974033113e+18,2022-08-15 12:16:12+00:00,['1559151974033113088'],"@BBCLondonNews What an unbalanced tweet about what happened in Cyprus 1974. Intervention by Turkey was necessary to protect Turkish Cypriots on the island.
The language you use matters BBC London.",,unbalanced tweet happened cyprus intervention turkey necessary protect turkish cypriot island language use matter bbc london
1.5584005138881946e+18,2022-08-13 10:30:10+00:00,['1558400513888194560'],@pulseconnects 😍🥰,,
1.5580131459600384e+18,2022-08-12 08:50:55+00:00,['1558013145960038400'],"Hot lineup for November 19th @Printworks_LDN including @djritu1 at @TheHydraLdn x @LondonJazzFest!
🎶💃
#AWorldinLondon #music #nightlife #London @Seriouslive https://t.co/9lMB66qxrW",,hot lineup november including
1.557424083121365e+18,2022-08-10 17:50:11+00:00,['1557424083121364997'],"A #SouthAsian feast of #arts #dance #music outdoors in the #sun! Catch super dancers &amp; performers at #ANHAD on Saturday 13th August in Bell Square #Hounslow + a #Bollywood party by @djritu1 💃🎶💃
#AWorldinLondon #Slough @Akademi @asianculturevul @pulseconnects https://t.co/7TGUVHJiz9",,feast outdoors catch super dancer amp performer saturday august bell square party
1.5570176378420306e+18,2022-08-09 14:55:07+00:00,['1557017637842030593'],Legend... RIP #OliviaNewtonJohn https://t.co/zupNoa5EGG,,legend rip
1.556942345119187e+18,2022-08-09 09:55:56+00:00,['1556942345119186950'],Who regulates Ofgem??! https://t.co/Jkfb0Thm5y,,regulates ofgem
1.556938268297552e+18,2022-08-09 09:39:44+00:00,['1556938268297551872'],"Do the same for #JohnsonOut!
#TrumpRaid https://t.co/cSBEB6pZzN",,
1.5562291160007148e+18,2022-08-07 10:41:49+00:00,['1556229116000714752'],"@NadineDorries We've witnessed 12 years of the most egregious abuse of power in Westminster by your partying Tory Party.
#JohnsonOut #ToriesOutNow",,we've witnessed year egregious abuse power westminster partying tory party
1.5562271619248005e+18,2022-08-07 10:34:03+00:00,['1556227161924800512'],#JohnsonOut is permanently on holiday. https://t.co/9JJiG7AFuE,,permanently holiday
1.5559756410355876e+18,2022-08-06 17:54:36+00:00,['1555975641035587584'],"@NadineDorries Bizarre.. my instinct for survival tells me to back someone who is truthful, competent, reliable, hard-working, and caring about this country. Not the 'winner' that Telegraph readers would choose.",,bizarre instinct survival tell back someone truthful competent reliable hardworking caring country 'winner' telegraph reader would choose
1.555323191366656e+18,2022-08-04 22:41:59+00:00,['1555323191366656002'],@kellegall https://t.co/Yurfx85e0K,,
1.5553229099582177e+18,2022-08-04 22:40:52+00:00,['1555322909958217733'],@workplacennd 😂😂,,
1.5551384059016028e+18,2022-08-04 10:27:43+00:00,['1555138405901602816'],Taking up all that space at a diner without even ordering anything. Tsk! https://t.co/21ZnpbKR4H,,taking space diner without even ordering anything tsk
1.5551366939210056e+18,2022-08-04 10:20:55+00:00,['1555136693921005568'],"Your, you're... https://t.co/436Qcdby5i",,
1.554618737344512e+18,2022-08-03 00:02:45+00:00,['1554618737344512000'],@RKBinjie A 70s stand up comedy routine.,,stand comedy routine
1.5544038147358556e+18,2022-08-02 09:48:43+00:00,['1554403814735855618'],@femikoyamusic Legend!! 😍,,legend
1.5540341677421732e+18,2022-08-01 09:19:52+00:00,['1554034167742173185'],"@jovanabackovic @djritu1 @Chloe_Kelly98 @Nike Totally!! I'm also impressed by parents that took their sons to the match (or via TV), because it's vital that boys get the message that girls/women can be successful, can play football, and can have space to be!",,totally i'm also impressed parent took son match via vital boy get message girlswomen successful play football space
1.5540321254264095e+18,2022-08-01 09:11:45+00:00,['1554032125426409473'],@RishiSunak @Lionesses Doubt that any of the Lionesses are fans of you or the Tory party.,,doubt lioness fan tory party
1.5540307780776428e+18,2022-08-01 09:06:24+00:00,['1554030778077642753'],"Too busy partying for himself.
#JohnsonOut https://t.co/FTlojvMDEm",,busy partying
1.5529596483864535e+18,2022-07-29 10:10:07+00:00,['1552959648386453504'],"Son of migrants, champion of deportations. Is that coconut oil in #RishiSunak's hair? https://t.co/hQsopWtRgU",,son migrant champion deportation coconut oil hair
1.5525920707868795e+18,2022-07-28 09:49:30+00:00,['1552592070786879488'],@kellegall @backsideofwat3r Many happy returns Marcus! xx,,many happy return marcus
1.55236062826172e+18,2022-07-27 18:29:49+00:00,['1552360628261720068'],@Poonit5 🙏🥰🙏,,
1.5523440601736847e+18,2022-07-27 17:23:59+00:00,['1552344060173684738'],@angie_lemon @djritu1 @steliospetrakis @LenkaLichtenber @avipaul @Xeniafranca @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @pricklypearldn @danrosenbergnet @WMInyc @RealWorldRec @ballantynecomms @theWMfoundation @SevenSeas_Music https://t.co/7XFtL8VDWz,,
1.5522518672410132e+18,2022-07-27 11:17:39+00:00,['1552251867241013248'],@angie_lemon @RoopaPanesar @djritu1 @ResonanceFM @tarkan @PhyllisShow @MariahCarey @LenkaLichtenber @lambrego One final radio roar from us before the summer break! 😍,,one final radio roar summer break
1.5522411738840187e+18,2022-07-27 10:35:09+00:00,['1552241173884018700'],"Lions and #Lionesses of #globalmusic🌍🎶
@djritu1 mixes #Tarkan #PhyllisHyman #MariahCarey @steliospetrakis @LenkaLichtenber @avipaul @Xeniafranca &amp; more!
RIP iconic #Bhangra star #BalwinderSafri🙏 
🎧Anytime @mixcloud💃  https://t.co/yoNq1eQKMz
📻Weds27July @ResonanceFM 6.30pm https://t.co/IWqcETRqQO",,lion mix amp rip iconic star anytime wedsjuly
1.5522376317606543e+18,2022-07-27 10:21:05+00:00,['1552237631760654338'],"All star lineup on this new #AWorldinLondon global music show! Hear #Tarkan #MariahCarey #PhyllisHyman #BalwinderSafri #DobetGnahore and many more on our final programme this season!
#globalmusic #soul #jazz #funk #afropop #worldmusic #djritu https://t.co/a4isrjbfge",,star lineup new global music show hear many final programme season
1.552075910395863e+18,2022-07-26 23:38:27+00:00,['1552075910395863040'],@djritu1 🙏,,
1.5511455641039995e+18,2022-07-24 10:01:36+00:00,['1551145564103999488'],Will our Zelensky look-alike get to keep his new Action Man outfit? https://t.co/OrsP6R9K9d,,zelensky lookalike get keep new action man outfit
1.5511440993230395e+18,2022-07-24 09:55:46+00:00,['1551144099323039744'],@carolecadwalla Beautiful Meg. May her journey to Rainbow Bridge be a happy one. So sorry Carole x,,beautiful meg may journey rainbow bridge happy one sorry carole
1.5509516952360714e+18,2022-07-23 21:11:14+00:00,['1550951695236071426'],"Cool clothes &amp; hot music @kuchkuchnights for #Bollywood-lovers on Saturday 30th July @Swaylondon!
#LondonNightlife #SaturdayVibes #music #dance #summer #sarees #salwars #party #KuchKuchNights https://t.co/AiwO9PNKms",,cool clothes amp hot music lover saturday july
1.5508573002394337e+18,2022-07-23 14:56:08+00:00,['1550857300239433728'],Spot on! https://t.co/ZVhF3ksTK5,,spot
1.5507776830339195e+18,2022-07-23 09:39:46+00:00,['1550777683033919488'],"One tax rule for us, no rules for them.
Dodgy dealings by #nadhimzahawi as well as #Sunak.
#ToriesOut https://t.co/qNEbwmJ4D6",,one tax rule rule dodgy dealing well
1.5504048220624896e+18,2022-07-22 08:58:09+00:00,['1550404822062489600'],"@workplacennd @djritu1 @ResonanceFM @bcaheritage He is! 
@ResonanceFM will have the links somewhere and I'll also look in my diary",,link somewhere i'll also look diary
1.5498790890367754e+18,2022-07-20 22:09:04+00:00,['1549879089036775425'],"@angie_lemon @lambrego @cecilsharphouse @TheEFDSS 3 of my all time favourite people 😍
Hope the album launch went well! xx",,time favourite people hope album launch went well
1.5498032306028626e+18,2022-07-20 17:07:38+00:00,['1549803230602862593'],"@avipaul @djritu1 @Camilla_sax @lambrego @Minyeshu @RoopaPanesar @JaffaRoad @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @RealWorldRec @Cadiz_Music @angie_lemon @juslikemusic @IndyVidyalankar @pricklypearldn Much easier than pronouncing 'hiatus', as you can tell from this show!",,much easier pronouncing 'hiatus' tell show
1.549802801181692e+18,2022-07-20 17:05:56+00:00,['1549802801181691905'],"@Poonit5 @mixcloud Better late than never, and always welcome 🤗",,better late never always welcome
1.5497171892001505e+18,2022-07-20 11:25:44+00:00,['1549717189200150529'],@RoopaPanesar Have a feeling that I'll be humming the raga all day now!,,feeling i'll humming raga day
1.549716797380825e+18,2022-07-20 11:24:11+00:00,['1549716797380825091'],@kellegall Sad.... I guess we'll hear more feedback from the fire brigades across the country today...,,sad guess we'll hear feedback fire brigade across country today
1.54971636139554e+18,2022-07-20 11:22:27+00:00,['1549716361395539971'],@angie_lemon @djritu1 @Camilla_sax @lambrego @Minyeshu @avipaul @RoopaPanesar @JaffaRoad @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @RealWorldRec @Cadiz_Music @juslikemusic @IndyVidyalankar @pricklypearldn @AsianArtsAgency Thank you for the great music!! xx,,thank great music
1.549716027285672e+18,2022-07-20 11:21:07+00:00,['1549716027285671938'],"@angie_lemon @djritu1 @ResonanceFM @mixcloud @lambrego @RoopaPanesar @AsianArtsAgency @Cadiz_Music As you know, I keep my words minimal on AWIL, but I must say that Roopa's #sitar virtuosity &amp; dexterity bring this show to a wonderfully intense, climatic finale! #HeatAndStardust #indianclassical #music #Subha #RoopaPanesar",,know keep word minimal awil must say roopa's virtuosity amp dexterity bring show wonderfully intense climatic finale
1.549706765197103e+18,2022-07-20 10:44:19+00:00,['1549706765197103104'],"Soundwaves thru heatwaves🎶🌞🎶
@djritu1 mixes #HotterThanJuly #globalmusic #funk #Jazz #Motown by #StevieWonder @Camilla_sax @lambrego @Minyeshu @avipaul @RoopaPanesar @JaffaRoad #CrystalWaters++ 🌍🎶
🎧Anytime @mixcloud💃 https://t.co/ntWya75oNv
📻Weds20July @ResonanceFM 6.30pm https://t.co/uANQoxKyDJ",,soundwaves thru heatwaves mix anytime wedsjuly
1.549540511186387e+18,2022-07-19 23:43:41+00:00,['1549540511186386947'],@kellegall Did you get any rain? We had a downpour but it's evaporated already! Still megahot here but thankful not to experience a powercut or fire xx,,get rain downpour evaporated already still megahot thankful experience powercut fire
1.5495356777249874e+18,2022-07-19 23:24:29+00:00,['1549535677724987393'],@johnredwood Other countries are glad too.,,country glad
1.549412225659687e+18,2022-07-19 15:13:55+00:00,['1549412225659686919'],"@kellegall You too, Kelle 🙏 Looks like coastal areas are not as cool as we thought they would be.
We're ok here but looking forward to some rain at 8pm!",,kelle look like coastal area cool thought would we're looking forward rain
1.5494117289449308e+18,2022-07-19 15:11:57+00:00,['1549411728944930817'],Thank you #firefighters and @MayorofLondon 🙏 https://t.co/uAVby6yBdg,,thank
1.5491538347522458e+18,2022-07-18 22:07:10+00:00,['1549153834752245760'],"@kellegall 37 here today, Kelle, and 39 or so tomorrow!",,today kelle tomorrow
1.548953720460804e+18,2022-07-18 08:51:59+00:00,['1548953720460804096'],"Cool new #Funk music by @avipaul + lyric video too!
We've got the #disco version on #aworldinlondon radio along with tunes by #DonnaSummer #IbrahimTatlises #MarthaandtheVandellas &amp; more!
🎧 Anytime @mixcloud 💃  https://t.co/jbpmVIqOQW https://t.co/O8FLuKyizM",,cool new music lyric video we've got version radio along tune amp anytime
1.5487806598330122e+18,2022-07-17 21:24:18+00:00,['1548780659833012225'],"From Drowning St to Chequers, no party is complete, without the people's soundtrack - not even the Tory Party. Thank you @snb19692 👌
#SteveBray 
#JohnsonTheCorruptPM #ToriesPartiedWhilePeopleDied https://t.co/bwmuVasojG",,drowning chequer party complete without people's soundtrack even tory party thank
1.5486355932691825e+18,2022-07-17 11:47:52+00:00,['1548635593269182464'],"@kellegall Yes, and other cost cutting measures. x",,yes cost cutting measure
1.548236630737109e+18,2022-07-16 09:22:32+00:00,['1548236630737108998'],@Bestfootmusic @SuellaBraverman Yes!!,,yes
1.5482364228715397e+18,2022-07-16 09:21:42+00:00,['1548236422871539712'],"Some people are sent questionnaires for attending numerous booze-fuelled indoor parties at No.10 and others are prosecuted for attending an outdoor candlelit vigil... 
No rules for them, silly rules for us. https://t.co/L4bjhnyamy",,people sent questionnaire attending numerous boozefuelled indoor party others prosecuted attending outdoor candlelit vigil rule silly rule
1.5482343548615844e+18,2022-07-16 09:13:29+00:00,['1548234354861584385'],"Would be useful all over the country - for night workers &amp; economy, hospitality sector, and minicab drivers. In my patch of London, last night bus is at 00.21 and no night tube + not everyone feels safe travelling on public transport anyway. Cab frm central ldn costs approx £40. https://t.co/rrTsQSvr9l",,would useful country night worker amp economy hospitality sector minicab driver patch london last night bus night tube everyone feel safe travelling public transport anyway cab frm central ldn cost approx
1.5482342171920097e+18,2022-07-16 09:12:56+00:00,['1548234217192009728'],"@kellegall Would be useful all over the country - for night workers &amp; economy, hospitality sector, and minicab drivers. In my patch of London, last night bus is at 00.21 and no night tube + not everyone feels safe travelling on public transport anyway. Cab frm central ldn costs approx £40.",,would useful country night worker amp economy hospitality sector minicab driver patch london last night bus night tube everyone feel safe travelling public transport anyway cab frm central ldn cost approx
1.5478607669459968e+18,2022-07-15 08:28:59+00:00,['1547860766945996807'],"Even if she's out of the Tory liarship race it's seriously worrying if she's still the Attorney General for England and Wales.
#SuellaBraverman https://t.co/qWLoFKWp4o",,even tory liarship race seriously worrying still attorney general england wale
1.5478598244482212e+18,2022-07-15 08:25:14+00:00,['1547859824448221185'],@SuellaBraverman I'm one of those 'British people' and I won't forgive you for your UKip stance.,,i'm one 'british people' forgive ukip stance
1.5475289212683428e+18,2022-07-14 10:30:21+00:00,['1547528921268342784'],@kinaaraofficial @djritu1 🙏🥰🎶🌎,,
1.5473251884501647e+18,2022-07-13 21:00:47+00:00,['1547325188450164737'],@RoopaPanesar @djritu1 Apologies for typo - Subha!,,apology typo subha
1.5472866070400532e+18,2022-07-13 18:27:28+00:00,['1547286607040053256'],@angie_lemon @djritu1 @Wiyaala @RoopaPanesar @avipaul @kinaaraofficial @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @pricklypearldn @1TVINE @WMInyc @RealWorldRec @NYPRecords @globalFEST_NYC @mofinitumimusic 🙏🥰 Love the music on this show!!,,love music show
1.547286441427886e+18,2022-07-13 18:26:49+00:00,['1547286441427886081'],@angie_lemon @djritu1 @Wiyaala @RoopaPanesar @avipaul @kinaaraofficial @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @pricklypearldn @1TVINE @WMInyc @RealWorldRec @NYPRecords @globalFEST_NYC @mofinitumimusic @AsianArtsAgency @Cadiz_Music Fantastic musicianship by Roopa &amp; Kaviraj!,,fantastic musicianship roopa amp kaviraj
1.5472726549267988e+18,2022-07-13 17:32:02+00:00,['1547272654926798851'],@djritu1 @Wiyaala @RoopaPanesar @avipaul @kinaaraofficial @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @RealWorldRec @angie_lemon @pricklypearldn @AsianArtsAgency @CadizMusic_Ltd @GlobalMusicInst @juslikemusic @kellegall On-air now @ResonanceFM! https://t.co/TjU7NreMGB,,onair
1.5472293791803023e+18,2022-07-13 14:40:04+00:00,['1547229379180302342'],@avipaul @djritu1 Deservedly so!,,deservedly
1.5472288924775096e+18,2022-07-13 14:38:08+00:00,['1547228892477509633'],@kinaaraofficial @djritu1 @ResonanceFM A pleasure Kinaara! x,,pleasure kinaara
1.547227997983445e+18,2022-07-13 14:34:35+00:00,['1547227997983444992'],@bmay No wonder the Scots want independence...,,wonder scot want independence
1.5472233029297848e+18,2022-07-13 14:15:56+00:00,['1547223302929784841'],"@AsianArtsAgency @RoopaPanesar @djritu1 @ResonanceFM @Cadiz_Music 🎧 Anytime worldwide @mixcloud 
💃 https://t.co/jbpmVIqOQW
 🌍🎶🌍",,anytime worldwide
1.5471605639266673e+18,2022-07-13 10:06:37+00:00,['1547160563926667264'],"@pulseconnects @RoopaPanesar Also, the Orchestral Qawwali track!!",,also orchestral qawwali track
1.5471561716263567e+18,2022-07-13 09:49:10+00:00,['1547156171626356736'],@bmay NONE.,,none
1.5471555559654072e+18,2022-07-13 09:46:43+00:00,['1547155555965407232'],@CommonsHomeAffs She declined to do anything decent for the country years ago.,,declined anything decent country year ago
1.5471550618680402e+18,2022-07-13 09:44:46+00:00,['1547155061868040192'],"@angie_lemon @djritu1 @ResonanceFM 100 episodes of A World in London, made at home!",,episode world london made home
1.547150680405721e+18,2022-07-13 09:27:21+00:00,['1547150680405721089'],@angie_lemon @djritu1 @ResonanceFM @RoopaPanesar @AsianArtsAgency @CadizMusic_Ltd Anytime worldwide link: https://t.co/jbpmVIqOQW,,anytime worldwide link
1.5471505125539512e+18,2022-07-13 09:26:41+00:00,['1547150512553951235'],@angie_lemon @djritu1 @Wiyaala @RoopaPanesar @avipaul @kinaaraofficial @mixcloud @ResonanceFM @pulseconnects @Bestfootmusic @pricklypearldn @1TVINE @WMInyc @RealWorldRec @NYPRecords @globalFEST_NYC @mofinitumimusic @AsianArtsAgency @Cadiz_Music Superb #raga album by Roopa! A pleasure to have Subha on the 100th unlocked edition of @aworldinlondon 🥰,,superb album roopa pleasure subha unlocked edition
1.5471500194506056e+18,2022-07-13 09:24:43+00:00,['1547150019450605568'],@pricklypearldn @EventimApollo We too! #Gelsemin by #IbrahimTatlises &amp; @EventimApollo info on @aworldinlondon radio show - 100th unlocked edition! 🎧 https://t.co/jbpmVIqOQW,,amp info radio show unlocked edition
