,id,created_at,edit_history_tweet_ids,text,withheld
0,1.520419727914455e+18,2022-04-30 15:08:05+00:00,['1520419727914455040'],"RT @AFP: They all had different paths to death on Yablunska Street in the Ukrainian town of Bucha -- a risky evacuation, a borrowed bicycle…",
1,1.5196208851241124e+18,2022-04-28 10:13:46+00:00,['1519620885124112385'],"RT @AFP: An @AFP team were the first journalists to discover the horrors of #Bucha, a quiet town near Kyiv where Russian troops are accused…",
2,1.5108934770386412e+18,2022-04-04 08:14:10+00:00,['1510893477038641155'],"Morocco's bees are equally stung by drought. Experts say the oldest traditional, collective beehive in the world, dating back to 1850, is today under threat from a changing climate. One beekeeper says he has lost almost a 3rd of his hives in just 2 months. https://t.co/ptmADuwFsl https://t.co/qtR1B64v3J",
3,1.5108810462121042e+18,2022-04-04 07:24:46+00:00,['1510881046212104194'],"RT @p_zalewski: Turkey’s official inflation rate climbs to 61.1%, the highest since March 2002. Researchers at @ENAGRUP put the actual rate…",
4,1.5108784842599178e+18,2022-04-04 07:14:36+00:00,['1510878484259917824'],"RT @dannyctkemp: ‘All these people were shot.’

Twenty bodies strewn across Bucha’s street of death. Full @AFP report as Russian retreat re…",
5,1.510246098824274e+18,2022-04-02 13:21:43+00:00,['1510246098824273920'],"RT @dannyctkemp: Utter devastation. 

The Ukrainian commuter town of Irpin held off the full force of Russia’s bid to capture Kyiv, but tha…",
6,1.5092020262862725e+18,2022-03-30 16:12:57+00:00,['1509202026286272515'],"RT @liz_cookman: As thousands try to escape Ukraine’s besieged city of #Mariupol, a small group of former residents make the perilous journ…",
7,1.5084571832011366e+18,2022-03-28 14:53:12+00:00,['1508457183201136647'],"RT @AFP: The Taliban have ordered airlines in Afghanistan to stop women from flying unless accompanied by a male relative, in the latest cr…",
8,1.504884591299072e+18,2022-03-18 18:17:00+00:00,['1504884591299072003'],"RT @afpfr: Odessa, ""la perle de la mer Noire"", épargnée jusqu'à présent par les horreurs de la guerre en Ukraine, se prépare à une attaque…",
9,1.5041412054074163e+18,2022-03-16 17:03:03+00:00,['1504141205407416329'],"RT @L4ingstone: ""We cannot always be victims every time there is a war somewhere in the world,"" says an auditor in Malawi, where bread and…",
10,1.504025433435775e+18,2022-03-16 09:23:01+00:00,['1504025433435774980'],"RT @AFP: VIDEO Seven women at a maternity hospital in Kyiv are scheduled to give birth soon amid war, in a country where several maternity…",
11,1.504017674866774e+18,2022-03-16 08:52:11+00:00,['1504017674866774017'],"RT @JoeWSJ: Inside Chernobyl, 200 staff are now hostages: toiling round the clock at gunpoint on the site of the world’s worst nuclear disa…",
12,1.5037862265574892e+18,2022-03-15 17:32:30+00:00,['1503786226557489152'],RT @AFP: #BREAKING Turkish foreign minister to visit Russia and Ukraine this week: Erdogan https://t.co/t6EDXq8sy7,
13,1.5037612148449075e+18,2022-03-15 15:53:06+00:00,['1503761214844907522'],RT @dmitryzaksAFP: Lidiya Tikhovska peered past the crater left behind by the latest Russian missile to smash into Kyiv and pictured the ch…,
14,1.5037611353796198e+18,2022-03-15 15:52:47+00:00,['1503761135379619840'],RT @dannyctkemp: Kyiv was rocked by a series of Russian strikes this morning. Went with @c_bertier and Fadel Senna inside one of the apartm…,
15,1.5037458914165637e+18,2022-03-15 14:52:13+00:00,['1503745891416563720'],"RT @mojobeirut: 11 years today since the war in #Syria started, half a million people killed, half of the population forced from their home…",
16,1.5037451864673608e+18,2022-03-15 14:49:25+00:00,['1503745186467360769'],"RT @Kilicbil: Pregnent women walk in a basement of maternity hospital as sirens warning for air raids in Mykolaiv, on March 14, 2022. Alain…",
17,1.5037449534066975e+18,2022-03-15 14:48:29+00:00,['1503744953406697498'],"RT @daphnerousseau: ""Très calmes, les mains posées sur leurs gros ventres, elles descendent lentement les deux étages qui mènent au sous-so…",
18,1.5023304666696704e+18,2022-03-11 17:07:49+00:00,['1502330466669670402'],"RT @FulyaOzerkan: #NATO must not allow #Russia's invasion of #Ukraine to spill over into an open conflict between the alliance and Moscow,…",
19,1.5019039750036644e+18,2022-03-10 12:53:06+00:00,['1501903975003664390'],RT @AFP: #BREAKING Half of Kyiv population has left: mayor https://t.co/VMPNe1BWFD,
20,1.5019037320276623e+18,2022-03-10 12:52:08+00:00,['1501903732027662348'],"RT @LuanaSarmini: A Mykolaïv, dernier verrou avant Odessa, l'hôpital se remplit, les civils fuient https://t.co/RwF869kOvX L'article de @Cc…",
21,1.5018326614044713e+18,2022-03-10 08:09:43+00:00,['1501832661404471296'],RT @AFP: @DelphineTouitou The Russian and Ukrainian foreign ministers will Thursday hold face-to-face talks in southern Turkey in the first…,
22,1.4965650649035817e+18,2022-02-23 19:18:10+00:00,['1496565064903581704'],"RT @Grenadinere: Our @AFP story with @RazAkkoc on the ""labour spring"" in Turkey, including Migros and Yemeksepeti strikes, with @Basaranaks…",
23,1.4935471553106616e+18,2022-02-15 11:26:05+00:00,['1493547155310661634'],@gulaykaplan Çok çok teşekkür ederim! Umarım sen de iyisin ve her şey yolunda. 🙏🏾🥰,
24,1.4933154320607068e+18,2022-02-14 20:05:18+00:00,['1493315432060706822'],"@LiselHintz Thanks so much, and for your support, especially with recap. It is and was really appreciated!",
25,1.4933044208676536e+18,2022-02-14 19:21:32+00:00,['1493304420867653640'],@Ali_Yesilyurt I’m hoping the French won’t mind me wearing the fez…,
26,1.4933038617208545e+18,2022-02-14 19:19:19+00:00,['1493303861720854535'],@Istanbultelaviv Thank you!,
27,1.4933038254526505e+18,2022-02-14 19:19:10+00:00,['1493303825452650498'],"@liz_cookman Thank you. Just saw where you currently are, keep safe!",
28,1.493293937498501e+18,2022-02-14 18:39:53+00:00,['1493293937498501127'],@ezzsaid Thanks Ezz!,
29,1.4932930443842929e+18,2022-02-14 18:36:20+00:00,['1493293044384292864'],@inantemelkuran Ailem Türkiye’de olduğu için ve burası home oldu attık (Ankaralı olduk zaten) her zaman endişe duyarım ama en azından işte o kaygıları her an yaşamam 😔,
30,1.4932926030555177e+18,2022-02-14 18:34:35+00:00,['1493292603055517698'],@Viggo_ThePIE Thank you!,
31,1.4932925651514982e+18,2022-02-14 18:34:26+00:00,['1493292565151498246'],@virginie_arslan Merciiiii on se voit bientôt!,
32,1.4932923286347858e+18,2022-02-14 18:33:29+00:00,['1493292328634785800'],@OmarKadkoy Thank you!,
33,1.4932922646338683e+18,2022-02-14 18:33:14+00:00,['1493292264633868290'],@SonerCagaptay Thank you!,
34,1.4932922188572754e+18,2022-02-14 18:33:03+00:00,['1493292218857275402'],"@JYSrouji Hahah, I hope so. Thank you!",
35,1.4932920967819633e+18,2022-02-14 18:32:34+00:00,['1493292096781963275'],@dvdvrgl Merci!,
36,1.493188678398759e+18,2022-02-14 11:41:37+00:00,['1493188678398758912'],@iclalturan Thank you!,
37,1.4931886178832998e+18,2022-02-14 11:41:23+00:00,['1493188617883299842'],@zero_luca Thank you,
38,1.4931885606855148e+18,2022-02-14 11:41:09+00:00,['1493188560685514752'],"@DidierBK I'm super excited, and I shall do, I had heard something on the grapevine...",
39,1.4931884123623506e+18,2022-02-14 11:40:34+00:00,['1493188412362350592'],@opinion_turkey This has been my dream since 2017. I'm excited to learn more about French politics and to bring the foreign correspondent's eye to France.,
40,1.4931882069798625e+18,2022-02-14 11:39:45+00:00,['1493188206979862530'],"@kuscuozgurr Yes, I am aware of this but it should be pointed out that HDP, the second-largest opposition party, cannot attend the meeting because of what you say. The comment/observation I made is still valid to make.",
41,1.4931877314925896e+18,2022-02-14 11:37:51+00:00,['1493187731492589568'],@p_zalewski Thank you!,
42,1.4931876372298998e+18,2022-02-14 11:37:29+00:00,['1493187637229899778'],@olgarosca Thank you!,
43,1.493187587334447e+18,2022-02-14 11:37:17+00:00,['1493187587334447106'],"@NHashmiDeputyPR Haha most likely, but minus the sleep deprivation!",
44,1.493187327438512e+18,2022-02-14 11:36:15+00:00,['1493187327438512129'],@suzanfraser @AFP Cok tesekkur ederim!,
45,1.493187281037013e+18,2022-02-14 11:36:04+00:00,['1493187281037012997'],@dlepeska Hah! Thank you,
46,1.4931872037695488e+18,2022-02-14 11:35:46+00:00,['1493187203769548803'],@batubozkurk Tesekkur ederim!,
47,1.4931869071609078e+18,2022-02-14 11:34:35+00:00,['1493186907160907779'],@aishagani Shukran!,
48,1.4931868102851092e+18,2022-02-14 11:34:12+00:00,['1493186810285109252'],"@hilalkoylu Cok tesekkur ederim. Evet, kalbim Ankara'da kalir...",
49,1.4931865913298166e+18,2022-02-14 11:33:20+00:00,['1493186591329816579'],@IlkeToygur Thank you! I am stoked to be there for the elections and to watch another country's ups and downs. And to sleep more maybe.,
50,1.493186223149568e+18,2022-02-14 11:31:52+00:00,['1493186223149568009'],@horton_official @AFP Mate a belated congratulations to you too! Thank you 😘,
51,1.4931861091652567e+18,2022-02-14 11:31:25+00:00,['1493186109165256704'],@Nanor_6 Thank you!,
52,1.493186075673641e+18,2022-02-14 11:31:17+00:00,['1493186075673640963'],@ragipsoylu Thank you! It'll be less tiring for sure...,
53,1.49318595664359e+18,2022-02-14 11:30:48+00:00,['1493185956643590144'],@achopkins1 Thank you! Haha as long as they are positive developments...,
