id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5221451670331802e+18,2022-05-05 09:24:22+00:00,['1522145167033180162'],@dannybamping Good video - cllr bamping,, good video  cllr bamping,video cllr bamping
1.5218135927016448e+18,2022-05-04 11:26:49+00:00,['1521813592701644800'],The #Ukrainian trade in harvesting #stemcells from #babies What horrors this country conceals Murder of the innocent to feed western beauty trade https://t.co/8pJ5rJ8hpV,,the  trade in harvesting  from  what horrors this country conceals murder of the innocent to feed western beauty trade ,trade country murder innocent beauty trade
1.52154142190327e+18,2022-05-03 17:25:18+00:00,['1521541421903269892'],@ST_Police I'm really concerned at the conduct of #safertravel partners @nationalexpress following my reporting of their drivers conduct toward a lone female. It would seem a concerted effort made to cover up his propositioning of the woman.,, i'm really concerned at the conduct of  partners  following my reporting of their drivers conduct toward a lone female it would seem a concerted effort made to cover up his propositioning of the woman,conduct partner reporting driver lone female effort propositioning woman
1.5208385961771418e+18,2022-05-01 18:52:31+00:00,['1520838596177141770'],An evil looking creature Dead eyes and blackened soul https://t.co/Y2Mrx0bt1Z,,an evil looking creature dead eyes and blackened soul ,creature soul
1.520693206228349e+18,2022-05-01 09:14:48+00:00,['1520693206228348928'],Who knew #TractorSex was a thing..... #NeilParish was looking at Tractors and then ended up on #porn site https://t.co/je5OkTWmpu,,who knew  was a thing  was looking at tractors and then ended up on  site ,thing tractor site
1.5202057764591206e+18,2022-04-30 00:57:55+00:00,['1520205776459120645'],"@BTPLondon i witnessed national express coach driver trying to proposition a lone female travelling on bus. Is this something of concern, particularly regarding your current #safertravel campaign #MeToo",, i witnessed national express coach driver trying to proposition a lone female travelling on bus is this something of concern particularly regarding your current  campaign ,express coach driver lone female something concern campaign
1.5200258557910958e+18,2022-04-29 13:02:59+00:00,['1520025855791095809'],"@UniqueJames To be fair, the little time they spend in parliament rather shows it's not them running the ship.",, to be fair the little time they spend in parliament rather shows it's not them running the ship,time parliament ship
1.5200256635955855e+18,2022-04-29 13:02:13+00:00,['1520025663595585537'],@UniqueJames Yes the people who put themselves up for office are generally the most unsuited for power....,, yes the people who put themselves up for office are generally the most unsuited for power,people office power
1.519910557255676e+18,2022-04-29 05:24:50+00:00,['1519910557255675904'],"Why you should vote #Independent at every opportunity While you were locked down, they party on....... #beergate #partygate Not to be trusted with your vote https://t.co/uybCAoshKl",,why you should vote  at every opportunity while you were locked down they party on   not to be trusted with your vote ,opportunity party vote
1.519606229886247e+18,2022-04-28 09:15:32+00:00,['1519606229886246912'],@PlymUni Does the Uni have a position on this serious matter? @Plymouth_Live https://t.co/cxkNW75ofv,, does the uni have a position on this serious matter  ,position matter
1.519560827212374e+18,2022-04-28 06:15:07+00:00,['1519560827212374016'],@LukePollard Do you honestly think that's an appropriate statement in such a serious war situation? Please explain why your use of #porn has any bearing on #UkraineWar,, do you honestly think that's an appropriate statement in such a serious war situation please explain why your use of  has any bearing on ,statement situation please bearing
1.5195593082745037e+18,2022-04-28 06:09:05+00:00,['1519559308274503681'],@LouHaigh Labour have a unenviable record in complicity with child abuse coverups Cyril smith et al,, labour have a unenviable record in complicity with child abuse coverups cyril smith et al,labour record complicity abuse coverups
1.519403002116944e+18,2022-04-27 19:47:59+00:00,['1519403002116943880'],@CharlotteHollo What's your view on protecting @PlymUni students from abuse of power? https://t.co/uMQbmNEHPc A number of universities rightly see the obvious abuse of power issue and outright ban relationships between lecturers and students. #Election2022,, what's your view on protecting  students from abuse of power  a number of universities rightly see the obvious abuse of power issue and outright ban relationships between lecturers and students ,view student abuse power number university abuse power issue relationship lecturer student
1.519401918086406e+18,2022-04-27 19:43:41+00:00,['1519401918086406144'],https://t.co/uMQbmNEHPc A number of universities rightly see the obvious abuse of power issue and outright ban relationships between lecturers and students.,, a number of universities rightly see the obvious abuse of power issue and outright ban relationships between lecturers and students,number university abuse power issue relationship lecturer student
1.519401006001492e+18,2022-04-27 19:40:03+00:00,['1519401006001491972'],@PlymUni on the subject of protecting female students. Does the university support sexual relationships between lecturers and students?,, on the subject of protecting female students does the university support sexual relationships between lecturers and students,subject student university support relationship lecturer student
1.5194002693139456e+18,2022-04-27 19:37:07+00:00,['1519400269313945601'],@CharlotteHollo serious question on protecting female University students in #Plymouth Do you think its morally proper for lecturers to date their students? My view us it's an abuse of power,, serious question on protecting female university students in  do you think its morally proper for lecturers to date their students my view us it's an abuse of power,question university student lecturer date student view abuse power
1.5193987285825495e+18,2022-04-27 19:31:00+00:00,['1519398728582549504'],The abuse of children is at epidemic levels across the globe. Governments turn a blind eye as many in these circles are paedophiles too https://t.co/vkmpxjwrrJ,,the abuse of children is at epidemic levels across the globe governments turn a blind eye as many in these circles are paedophiles too ,abuse child level globe government circle paedophile
1.5193971440793436e+18,2022-04-27 19:24:42+00:00,['1519397144079343620'],The state of politics in UK when #LabourParty seek to employ a director of smear. @Dominic2306 is to be fair perfect for the role https://t.co/dzrHjmHbZe,,the state of politics in uk when  seek to employ a director of smear  is to be fair perfect for the role ,state politics seek director perfect role
