,id,created_at,edit_history_tweet_ids,text,withheld
0,1.4814895421714145e+18,2022-01-13 04:53:26+00:00,['1481489542171414528'],RT @JackPosobiec: Anyone else would go to jail for this. Pfizer CEO will probably get a raise. https://t.co/DJgYf6Xh30,
1,1.48148931693321e+18,2022-01-13 04:52:32+00:00,['1481489316933210113'],@JennyRathbone They helped put him where he is,
2,1.4814892412218327e+18,2022-01-13 04:52:14+00:00,['1481489241221832706'],RT @JennyRathbone: The Guardian view on the US pursuit of Julian Assange: set him free | Editorial https://t.co/yByxhC5OF6 I agree,
3,1.481348537711575e+18,2022-01-12 19:33:08+00:00,['1481348537711575050'],"RT @GongSteve: 111th Week, Julian Assange Sydney Town Hall Gatherings, 2022-01-07 

This Week: Speeches - Banners - Leafleting - Chanting…",
4,1.4807609066152428e+18,2022-01-11 04:38:06+00:00,['1480760906615242752'],"RT @smarsilia: Second developer of WikiLeaks inspired submission system ""SecureDrop"", security expert James Dolan, aged 36, has tragically…",
5,1.480651734427054e+18,2022-01-10 21:24:17+00:00,['1480651734427054080'],"RT @AngelFox1971: Please help with food and gas to get to work this week. I am insulin dependent and have to eat or become hypoglycemic. 
P…",
6,1.480637826655994e+18,2022-01-10 20:29:01+00:00,['1480637826655993857'],@mialka Prayers,
7,1.480637292209492e+18,2022-01-10 20:26:54+00:00,['1480637292209491970'],RT @ShirleyAnnOliv2: Hello 👋 🤗 https://t.co/knIypGWA8I,
8,1.4798689990769254e+18,2022-01-08 17:33:58+00:00,['1479868999076925442'],RT @AdamTarel: @AngelFox1971 The constant shameful attempts of states to silence (by criminal means) the people who tell the truth about th…,
9,1.479676982749274e+18,2022-01-08 04:50:58+00:00,['1479676982749274114'],"RT @Snowden: Every serious press freedom organization in the world is calling for Assange's release, and yet the government absolutely refu…",
10,1.4796769239576822e+18,2022-01-08 04:50:44+00:00,['1479676923957682179'],"RT @GongSteve: Psychological operations, like all conjuring tricks, stop working as soon as we understand how they are done. The conjurer g…",
11,1.4796765389457818e+18,2022-01-08 04:49:12+00:00,['1479676538945781763'],RT @hendopolis: MORNING STAR: Assange clocks up 1000 days of prison torment #TomorrowsPapersToday https://t.co/sBgmhc8O80,
12,1.479676382946988e+18,2022-01-08 04:48:35+00:00,['1479676382946988036'],"RT @SteveGodfrey7: Why no reports in US 'media'? don't they carry news anymore, just gossip and innuendo?",
13,1.4796760515507855e+18,2022-01-08 04:47:16+00:00,['1479676051550785539'],RT @rhodyisland: Can’t wait to read this! @julie_kelly2 https://t.co/sJi8CsknSp,
14,1.479675659920327e+18,2022-01-08 04:45:43+00:00,['1479675659920326660'],@JVR926 Yes. It made me violently ill for 3 days.,
15,1.4796754697883238e+18,2022-01-08 04:44:57+00:00,['1479675469788323851'],"RT @NilsMelzer: URGENT @DutchMFA:
➡️This is one of the most disgusting scenes of #PoliceBrutality I have seen since #GeorgeFloyd!
➡️These o…",
16,1.4796754062487265e+18,2022-01-08 04:44:42+00:00,['1479675406248726529'],"RT @GongSteve: Remember, lies and deception are NOT a substitute for evidence. #FreeAssange",
17,1.479675348510032e+18,2022-01-08 04:44:28+00:00,['1479675348510031874'],RT @GongSteve: The limit of how cruel our government is prepared to be is only measured in our ability to unite and stop them. #FreeAssange,
18,1.4789104889689375e+18,2022-01-06 02:05:12+00:00,['1478910488968937476'],Car repair involving my air compressor and pulleys being bent. Major cost of over 2k. Can anyone help so I can still go to work? angelfoxmedia@gmail.com is my PayPal,
19,1.4786852239908372e+18,2022-01-05 11:10:04+00:00,['1478685223990837250'],RT @GongSteve: Suppression of known truth relevant to the wellbeing of the people is a clear crime against humanity. People need to be info…,
20,1.4786851770481418e+18,2022-01-05 11:09:53+00:00,['1478685177048141825'],RT @GongSteve: You will find the top propaganda of the day in the top headlines of the mainstream news. It's one big psychological operatio…,
21,1.4786851001413386e+18,2022-01-05 11:09:35+00:00,['1478685100141338628'],RT @NilsMelzer: I thank @POL_DenHaag for promptly confirming that two officers involved in this particularly grave instance of #PoliceBruta…,
22,1.478685018008531e+18,2022-01-05 11:09:15+00:00,['1478685018008530944'],"RT @GongSteve: 110th Week, Julian Assange Sydney Town Hall Gatherings, 2021-12-31 

This Week: New Year's Eve atmosphere - Speech - Banners…",
23,1.4779324229143593e+18,2022-01-03 09:18:42+00:00,['1477932422914359300'],"RT @H4HGFund: Thousands of poor patients in Gaza Palestine are waiting for your support, save their lives, donate now to the ""Poor Patients…",
24,1.4771746336653353e+18,2022-01-01 07:07:31+00:00,['1477174633665335297'],"RT @SamHeughan: Wishing you all a Happy Hogmanay!!!

Hope you’re spending it with good friends and family. Thanks to all mine that made thi…",
