id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.522162949099606e+18,2022-05-05 10:35:02+00:00,['1522162949099606016'],"Join @Kassy in London on 25 May and learn the basics of TikTok as a platform, how to define a strategy and create videos that are both informative and engaging. Book your place here: https://t.co/78WZtCzYb0 https://t.co/815ITDCLaG",join london may learn basic tiktok platform define strategy create video informative engaging book place,False,tiktok platform define strategy video book place 
1.522132752237306e+18,2022-05-05 08:35:02+00:00,['1522132752237305856'],Learn how to find copywriting clients – and get paid – on this one-day course led by @jackiebarrie https://t.co/LJkWOIYMPn https://t.co/g9CSKCkM6A,learn find copywriting client get paid oneday course led,False,client get course 
1.52209348330095e+18,2022-05-05 05:59:00+00:00,['1522093483300950017'],"There have never been more challenges - and opportunities - facing the media industry and those who work in it.

Our @newsrewired conference agenda reflects that reality, looking at newsroom revenue, tech, data and more on 24 May. Book your ticket now https://t.co/2Ij9l3GyyM",never challenge opportunity facing medium industry work conference agenda reflects reality looking newsroom revenue tech data may book ticket,False,challenge opportunity medium industry work conference agenda reality revenue tech book ticket 
1.5218345384937513e+18,2022-05-04 12:50:02+00:00,['1521834538493751296'],New workshop: 'Presenting and reporting skills for broadcast' with Paul Connolly. Aimed at both broadcast beginners and seasoned on-camera journalists. https://t.co/WfVXiRNq4i https://t.co/HFLPUhqK8S,new workshop 'presenting reporting skill broadcast' paul connolly aimed broadcast beginner seasoned oncamera journalist,False,workshop reporting skill broadcast broadcast beginner journalist 
1.521826160027517e+18,2022-05-04 12:16:45+00:00,['1521826160027516929'],ICYMI... https://t.co/9EtmHk2Pqf,icymi,True,icymi 
1.521787981291524e+18,2022-05-04 09:45:02+00:00,['1521787981291524096'],"At @Newsrewired, @EsextonBrown, @HarbZ, @chandnisembhi, @patersonjon and Kim Fletcher will join us to talk about how to train the next generation of journalists. Book your tickets for the 24 May event now: https://t.co/enu57Pa514 https://t.co/v0QRP12oYv",kim fletcher join talk train next generation journalist book ticket may event,False,kim join talk generation journalist book ticket event 
1.5217514914632417e+18,2022-05-04 07:20:02+00:00,['1521751491463241729'],Former BBC producer @jacksoper is leading a two-day online training course which will give you an introduction to podcasting https://t.co/I5oIYlONR7 https://t.co/8jFm0HWzjC,former bbc producer leading twoday online training course give introduction podcasting,False,bbc producer training course introduction podcasting 
1.5217323540787814e+18,2022-05-04 06:04:00+00:00,['1521732354078781441'],"""Best and most useful investment ever. I got a job thanks to what I learned at @newsrewired"" - words of one of our previous conference attendees.
 
💡 Interest piqued? Read more testimonials and buy your ticket for our 24 May event here https://t.co/2chatbrDXK",best useful investment ever got job thanks learned word one previous conference attendee interest piqued read testimonial buy ticket may event,False,investment job word conference attendee interest buy ticket event 
1.5215365227591557e+18,2022-05-03 17:05:50+00:00,['1521536522759155714'],"#WorldPressFreedomDay2022 is a reminder of why democracy and a free press matter. But conversations about safety, sustainability and sourcing need to be an all-year priority

https://t.co/xjr2gtzSVG",reminder democracy free press matter conversation safety sustainability sourcing need allyear priority,False,reminder democracy press matter conversation safety sustainability priority 
1.5214860021158175e+18,2022-05-03 13:45:05+00:00,['1521486002115817472'],Award-winning documentary filmmaker and author @videojournalist will be leading our six-week online mobile journalism masterclass. Book here: https://t.co/POYSESebSf https://t.co/cQcPgsh6ZU,awardwinning documentary filmmaker author leading sixweek online mobile journalism masterclass book,False,filmmaker author online journalism masterclass book 
1.5214841247746703e+18,2022-05-03 13:37:37+00:00,['1521484124774670339'],"📣 We are excited to announce the full agenda for @newsrewired on 24 May. Join us to discuss the challenges and opportunities facing the journalism industry, from AI to audience growth to the future of newsletters https://t.co/yCeeFctVHq",excited announce full agenda may join discus challenge opportunity facing journalism industry audience growth future newsletter,False,announce agenda discus challenge opportunity journalism industry audience growth newsletter 
1.521474404093358e+18,2022-05-03 12:59:00+00:00,['1521474404093358087'],Over 350 attacks on journalists and the free press linked to Russia's war in Ukraine have been reported since @globalfreemedia started tracking these in a new database https://t.co/G4nmJGqx7k #WorldPressFreedomDay,attack journalist free press linked russia's war ukraine reported since started tracking new database,False,attack journalist press russia war ukraine database 
1.5214507575470449e+18,2022-05-03 11:25:02+00:00,['1521450757547044870'],"At @Newsrewired, @MeeraSelva1, @khanundrum, @skynewsgirl and @mrjohncrowley will discuss how to build resilient newsrooms. Book your ticket for the 24 May event here: https://t.co/cByE7vWiCC https://t.co/yTetyASijf",discus build resilient newsroom book ticket may event,False,discus newsroom book ticket event 
1.5214251034011484e+18,2022-05-03 09:43:06+00:00,['1521425103401148417'],"@Reuters The @globalvoices team highlights this year's theme of the “digital siege” and the rise of digital authoritarianism. 

Here is a selection of stories which emphasise the perspectives of regular citizens, marginalised communities, and local journalists.

https://t.co/IRfoD537bA",team highlight year's theme digital siege rise digital authoritarianism selection story emphasise perspective regular citizen marginalised community local journalist,False,team year theme siege rise authoritarianism selection story citizen community journalist 
1.5214230045295657e+18,2022-05-03 09:34:45+00:00,['1521423004529565696'],"Today is World Press Freedom Day, a reminder of the importance of democracy and independent journalism #WPFD2022

@reuters thanks its journalists all over the world covering the war in Ukraine: ""Your work keeps us informed. Thank you.""

https://t.co/vHD31NTQOE",today world press freedom day reminder importance democracy independent journalism thanks journalist world covering war ukraine work keep informed thank,False,today world press freedom day importance democracy journalism world war work keep thank 
1.5214079756043346e+18,2022-05-03 08:35:02+00:00,['1521407975604334593'],This one-day in-person course will teach you the skills needed to create a successful newsletter. Book separately our as part of our @Newsrewired conference: https://t.co/eA3UP7jYpA https://t.co/2a3MUgtDmT,oneday inperson course teach skill needed create successful newsletter book separately part conference,False,course teach skill create newsletter book part conference 
1.5212734350031708e+18,2022-05-02 23:40:25+00:00,['1521273435003170816'],New booking on 'Copywriting for freelancers 11/05/22' from @AnnaGardiner78. Info: https://t.co/efRMw4CQ8Q #journalism #training,new booking 'copywriting freelancer info,False,freelancer info 
1.5212104802656788e+18,2022-05-02 19:30:15+00:00,['1521210480265678848'],New booking on 'Copywriting for freelancers 11/05/22' from @AnnaGardiner78. Info: https://t.co/efRMw4Ciji #journalism #training,new booking 'copywriting freelancer info,False,freelancer info 
1.5211429077382472e+18,2022-05-02 15:01:45+00:00,['1521142907738247169'],"On this four-week course, experienced freelance journalists @lilycanter and @emmajourno will teach you how to become a successful freelance writer during the COVID-19 pandemic and beyond. https://t.co/H3ww0Pa21C https://t.co/PvagDJVC30",fourweek course experienced freelance journalist teach become successful freelance writer covid pandemic beyond,False,course journalist freelance writer 
1.5211220828048302e+18,2022-05-02 13:39:00+00:00,['1521122082804830208'],"On the Newsrewired agenda for 24 May:

💪Newsroom resilience
💰Revenue models 
📚Training and retaining new journalists
🤝Tackling polarisation
🤖AI for audience needs
📊Getting first party data right
🤯…and much more, see https://t.co/t3llMhswnI 

Will you be joining? #newsrw",newsrewired agenda may newsroom resilience revenue model training retaining new journalist tackling polarisation audience need getting first party data right much see joining,False,agenda resilience revenue model journalist polarisation audience need party 
1.5210823024110264e+18,2022-05-02 11:00:55+00:00,['1521082302411026432'],Join us at @Newsrewired for a workshop on using AI to deliver relevant content for your audiences from @xhgMattia. See the agenda for the 24 May event here: https://t.co/bWdc0N5sWJ https://t.co/V4HrU38HnH,join workshop using deliver relevant content audience see agenda may event,False,join workshop deliver content audience agenda event 
1.5210455893828977e+18,2022-05-02 08:35:02+00:00,['1521045589382897665'],Want to get more out of interviews? Take our new two-day online course and learn advanced techniques to take your interviews to the next level https://t.co/H9fW1ZFU7e https://t.co/ObOIF41zsF,want get interview take new twoday online course learn advanced technique take interview next level,False,get interview course learn interview level 
1.5207914147743744e+18,2022-05-01 15:45:02+00:00,['1520791414774374402'],"At @Newsrewired, @EsextonBrown, @HarbZ1 and @patersonjon will join us to talk about how to train the next generation of journalists. Book your tickets for the 24 May event now: https://t.co/3ZztkcBtds https://t.co/s3kqnlrHRc",join talk train next generation journalist book ticket may event,False,join talk generation journalist book ticket event 
1.5207659866470236e+18,2022-05-01 14:04:00+00:00,['1520765986647023618'],"The @telegraph is doubling-down its audio-first journalism 

@T_Louloudis shares how having a dedicated audio team has helped to cover important stories both quickly and creatively. But now the focus moving forward is narrative-driven episodic content

https://t.co/lTsDEm7svm",doublingdown audiofirst journalism share dedicated audio team helped cover important story quickly creatively focus moving forward narrativedriven episodic content,False,journalism share team story content 
1.5207310186464666e+18,2022-05-01 11:45:03+00:00,['1520731018646466560'],"On this one-day course, you will learn the basics of TikTok as a platform, how to define a strategy and create videos that are both informative and engaging. Book as part of @Newsrewired+ here: https://t.co/ysk0TcpvRE https://t.co/zDXTL8pTxF",oneday course learn basic tiktok platform define strategy create video informative engaging book part,False,course tiktok platform define strategy video book part 
1.5207191775641395e+18,2022-05-01 10:58:00+00:00,['1520719177564139522'],"A loyal and mobilised audience is worth a lot more than the revenue they generate. 

@BlackBalladUK shows it can inform your coverage, sell event tickets and even bring you new hires

https://t.co/o21S6HT8jc",loyal mobilised audience worth lot revenue generate show inform coverage sell event ticket even bring new hire,False,loyal audience worth lot revenue show coverage event ticket hire 
