id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5221201954096824e+18,2022-05-05 07:45:08+00:00,['1522120195409682433'],@Keir_Starmer You are trying to throw me out of the party. Why should I support you when you fail to support me and thousands of other loyal members of @UKLabour who have worked hard to get a socialist government over the decades?,trying throw party support fail support thousand loyal member worked hard get socialist government decade,False
1.521768224823513e+18,2022-05-04 08:26:32+00:00,['1521768224823513088'],@HackneyAbbott . . . yet they accused @jeremycorbyn of sitting on the fence. @keirstarmer has been there so long that he's becoming part of the fixture.,yet accused sitting fence long he's becoming part fixture,False
1.5217672763363697e+18,2022-05-04 08:22:46+00:00,['1521767276336369665'],@lunaberga It'll take time to get that image of Emperor Boris out of my mind.,it'll take time get image emperor boris mind,False
1.521073641676542e+18,2022-05-02 10:26:31+00:00,['1521073641676541953'],@MichaelRosenYes A chapel in Machynlleth (ended up as a warehouse) was built by my four (possibly five) times great grandfather and other NonConformists. He was a lay preacher and before the chapel was built the vicar threatened to run him out of town for holding prayer meetings in his home.,chapel machynlleth ended warehouse built four possibly five time great grandfather nonconformist lay preacher chapel built vicar threatened run town holding prayer meeting home,False
1.5210720425017098e+18,2022-05-02 10:20:09+00:00,['1521072042501709825'],@MichaelRosenYes @RRussellDavies Ronnie Scott - a great jazz artiste.,ronnie scott great jazz artiste,True
1.521067316737364e+18,2022-05-02 10:01:23+00:00,['1521067316737363968'],"@Anniepop2027 @peterkyle @LBC Being in power and applying socialist principles to the government is the goal. 
Blair was never a socialist and neither is Starmer.",power applying socialist principle government goal blair never socialist neither starmer,False
1.5210504230119834e+18,2022-05-02 08:54:15+00:00,['1521050423011983360'],@Anniepop2027 @peterkyle @LBC Two peas from the same pod. Both threw out socialism to reach power.,two pea pod threw socialism reach power,False
1.5203491728467108e+18,2022-04-30 10:27:44+00:00,['1520349172846710784'],"@NursesEquality @stergio2 If a nurse is properly trained and is helping me then I don't care about that person's sex, race, creed or colour. That is a principle I apply to all people.",nurse properly trained helping care person's sex race creed colour principle apply people,False
1.518960883623465e+18,2022-04-26 14:31:10+00:00,['1518960883623464969'],"@redsarah99 @UKLabour @Conservatives @RachelReevesMP @BorisJohnson I feel your hurt. I have worked for the Labour movement for over 50 years - I have never found it so hard to admit that I am a member as I do now.
I coped with Kinnock, I put up with Blair - I redoubled my efforts for @jeremycorbyn but @Keir_Starmer is not a genuine socialist.",feel hurt worked labour movement year never found hard admit member coped kinnock put blair redoubled effort genuine socialist,False
1.518513945807573e+18,2022-04-25 08:55:11+00:00,['1518513945807572993'],@Think_Blue_Sky @joshclaytes @Keir_Starmer Two cheeks of the same posterior.,two cheek posterior,False
1.5177605252785848e+18,2022-04-23 07:01:22+00:00,['1517760525278584832'],@jolly_angelina @MPrepuce @victoriacuckson @redsarah99 It wasn't even a long weekend. Just the two days as far as I can remember.,even long weekend two day far remember,False
1.51775992818586e+18,2022-04-23 06:59:00+00:00,['1517759928185860097'],"@MPrepuce @victoriacuckson @redsarah99 He took a weekend off to have a break. Even his enemies within the party praised him for his efforts in the anti-Brexit campaign.
If you want to believe the lies and smears then more fool you.",took weekend break even enemy within party praised effort antibrexit campaign want believe lie smear fool,False
1.5175927907414385e+18,2022-04-22 19:54:51+00:00,['1517592790741438465'],@HouseOfRedRobin @jeremycorbyn I'd be there. @uklabour is heading further and further right with @Keir_Starmer running the show.,i'd heading right running show,False
1.517592167837012e+18,2022-04-22 19:52:22+00:00,['1517592167837011969'],@MPrepuce @victoriacuckson @redsarah99 He went up and down the country speaking AGAINST Brexit. That is just one more of the lies used against him.,went country speaking brexit one lie used,False
1.5175524058853745e+18,2022-04-22 17:14:22+00:00,['1517552405885374466'],@JackBon60290058 @penguinoni No you're not.,,True
1.5175463466344817e+18,2022-04-22 16:50:18+00:00,['1517546346634481667'],"Making friends with a puppet.
https://t.co/MiePh1kRSD",making friend puppet,False
1.5166792364211036e+18,2022-04-20 07:24:43+00:00,['1516679236421103620'],"@stranahan @maurlind None of the above.
Try Jeremy Corbyn.",none try jeremy corbyn,False
1.5163181270465044e+18,2022-04-19 07:29:47+00:00,['1516318127046504448'],@nikpet1 Does he have a fairy tail or a devil tail?,doe fairy tail devil tail,False
1.5163176081984758e+18,2022-04-19 07:27:44+00:00,['1516317608198475780'],"@jeremycorbyn @FromSteveHowell Jeremy, I fully support this, unfortunately it will not let me complete signing it having read it through.",jeremy fully support unfortunately let complete signing read,False
1.5156715097250284e+18,2022-04-17 12:40:22+00:00,['1515671509725028355'],@mikecoulson48 @grmram 👍🏴󠁧󠁢󠁷󠁬󠁳󠁿,,
1.5156701497261957e+18,2022-04-17 12:34:58+00:00,['1515670149726195717'],@mikecoulson48 @grmram That's good.,that's good,False
1.5156446986600653e+18,2022-04-17 10:53:50+00:00,['1515644698660065281'],@mikecoulson48 @grmram Already following him.,already following,False
1.515613535849562e+18,2022-04-17 08:50:00+00:00,['1515613535849562113'],"@amateuradam @Tezzerk54 Not really - because most people abroad count us all as English. My heritage is Welsh, Irish, Scottish, Cornish, English and a dash of Viking.
When people ask my nationality I normally say British but if it is a question based on ultra-nationalism I tend to say Welsh or Celtic.",really people abroad count english heritage welsh irish scottish cornish english dash viking people ask nationality normally say british question based ultranationalism tend say welsh celtic,False
1.5152898676090634e+18,2022-04-16 11:23:51+00:00,['1515289867609063424'],"A revolutionary poem from times past. It still strikes a chord.
https://t.co/PZYZ7LHvms",revolutionary poem time past still strike chord,False
1.5152783982386422e+18,2022-04-16 10:38:17+00:00,['1515278398238642180'],@BThroughParty Bet @Keir_Starmer would expel any @UKLabour member who joined in.,bet would expel member joined,False
1.5149210364873114e+18,2022-04-15 10:58:15+00:00,['1514921036487311361'],@davesumnersmith Someone who has bought a load of old wooden sailing ships and who will save cash by making the refugees work their passage.,someone bought load old wooden sailing ship save cash making refugee work passage,False
1.5148898037367562e+18,2022-04-15 08:54:09+00:00,['1514889803736756224'],@HackneyAbbott @labourblackrose Because he has no clue.,clue,False
1.514726957996548e+18,2022-04-14 22:07:03+00:00,['1514726957996548097'],"Searching for those lost in war
https://t.co/WK8DWe8KAh",searching lost war,False
1.5141448571194655e+18,2022-04-13 07:34:00+00:00,['1514144857119465472'],"Do not forget the children of Yemen.
https://t.co/bscLbplXFB",forget child yemen,False
1.5141375666640896e+18,2022-04-13 07:05:01+00:00,['1514137566664089602'],"@johnmcdonnellMP Dear comrade - it is time to take the gloves off with regard to @Keir_Starmer 
He is carrying out a vendetta against the heart and soul of @UKLabour and those in the PLP who should be fighting on our behalf and on behalf of @jeremycorbyn in particular.
#TimeForChange
#StarmerOUT",dear comrade time take glove regard carrying vendetta heart soul plp fighting behalf behalf particular,False
1.513909057593258e+18,2022-04-12 15:57:01+00:00,['1513909057593257988'],"Children Ukraine are not the first to face the fear of war. This poem is by the brilliant poet @MichaelRosenYes
And was written in 2009
Read it and think about it. Children in Gaza still suffer today.
https://t.co/SVcNy9Ohdh",child ukraine first face fear war poem brilliant poet written read think child gaza still suffer today,False
1.5136110050493809e+18,2022-04-11 20:12:39+00:00,['1513611005049380876'],"In war children suffer.
https://t.co/eZ2sBZA2h4",war child suffer,True
1.5124944145848484e+18,2022-04-08 18:15:43+00:00,['1512494414584848392'],"Stuck in the middle of a pointless dispute.
https://t.co/LHF9UXWM6Z",stuck middle pointless dispute,False
1.5121490952506e+18,2022-04-07 19:23:33+00:00,['1512149095250599943'],"A taste of Scotland.
https://t.co/i0T0bdKrfF",taste scotland,False
1.5117607729254646e+18,2022-04-06 17:40:30+00:00,['1511760772925464585'],"Saxons slaughter invaders
https://t.co/yKzFcNoe3t",saxon slaughter invader,True
1.5117408450320955e+18,2022-04-06 16:21:18+00:00,['1511740845032095750'],"Russian poetry.
https://t.co/Eo9TCNBHLE",russian poetry,False
1.5114007423971246e+18,2022-04-05 17:49:52+00:00,['1511400742397124608'],@World_Le_Wise Why?,,False
1.511400452126032e+18,2022-04-05 17:48:42+00:00,['1511400452126031878'],@Grumbletwat Yes. I corrected with my PPS.,yes corrected pps,False
1.511399378329772e+18,2022-04-05 17:44:26+00:00,['1511399378329772042'],@Grumbletwat PPS: I meant what happened to D?,pps meant happened,False
1.5113992041948529e+18,2022-04-05 17:43:45+00:00,['1511399204194852867'],@Grumbletwat PS: what happened to E?,happened,False
1.5113985124995643e+18,2022-04-05 17:41:00+00:00,['1511398512499564546'],"@Grumbletwat Why?
My comment just means nothing is black and white.",comment mean nothing black white,False
1.5113971268734894e+18,2022-04-05 17:35:30+00:00,['1511397126873489409'],"@Grumbletwat At no point have I suggested anyone ""deserves"" anything that is happening in Ukraine.
Nobody deserves to have their home invaded whether it is invaded by a thief or an army.
Nobody deserves to die.
Please do not put words into my mouth or think you can read my mind.",point suggested anyone deserves anything happening ukraine nobody deserves home invaded whether invaded thief army nobody deserves die please put word mouth think read mind,False
1.5113953991096934e+18,2022-04-05 17:28:38+00:00,['1511395399109693446'],"@Grumbletwat I would not consider anything could possible mitigate any atrocities.
All I seek is evidence to go with any answers.
Any decent reporter would want to see that evidence.
PS: I think Vladimir Putin is a despicable man who puts Russia to shame.",would consider anything could possible mitigate atrocity seek evidence answer decent reporter would want see evidence think vladimir putin despicable man put russia shame,False
1.511394233017643e+18,2022-04-05 17:24:00+00:00,['1511394233017643009'],"@stevesurrey1 If that is true then it might provide an answer to one of my questions.
If they are useless then Russian troops might possibly not care if they were stolen.
They might even have offered the useless packs in exchange for real food.
The world is full of such hustlers.",true might provide answer one question useless russian troop might possibly care stolen might even offered useless pack exchange real food world full hustler,False
