,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
25517,25517,meeting visit friend bonus colleague time note,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@nursekelsey Two great meetings and a covid appropriate visit with a friend! Bonus: a senior colleague took time to send me a really supportive note,2020-11-05 01:14:22+00:00,None
25518,25518,hour,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.456082139619607,False,"@emmaandollie @ketaminh 6 hours, you mean? 😜",2020-11-05 05:06:31+00:00,None
25519,25519,news oncology nurse making,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@SHURadiotherapy That’s great news! And I bet I know who some of them are! We have some very passionate oncology nurses in the making 🥰,2020-11-05 07:24:48+00:00,None
25520,25520,thanks think session part science module,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@SHURadiotherapy Thanks Jo! Will have a think about how we can do this, would be a great extra curricular session or maybe even part of their Science module learning 👍🏻",2020-11-05 07:28:16+00:00,None
25521,25521,robin sleep well,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8534443472546253,False,@Robin08139490 Goodnight sweet Robin. Sleep well💕💕,2020-11-05 07:34:11+00:00,None
25522,25522,conference wait conference visit,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,We are ready for day 2 of the #CPHVA2020 conference and can’t wait to have you join us. To enter the conference visit https://t.co/NtXJUv9JIz,2020-11-05 07:42:58+00:00,None
25523,25523,mine tomorrow,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@unit_1974 Mine is 9 days after tomorrow. Yay us for perfect lockdown annual leave timing,2020-11-05 07:53:10+00:00,None
25524,25524,technology conference,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1443436291491757,False,#acutetelestroke new technology in neurology conference #now https://t.co/ijfVmJtJCP,2020-11-05 08:36:58+00:00,None
25525,25525,nope,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8950550537856234,False,@_SJPeace_ Nope we dont want them,2020-11-05 09:16:26+00:00,None
25526,25526,today year today year today mile trend morning miler,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Today was a really rubbish, slow run. But that happens. Then Facebook throws out 3 years ago today and my current 10km pb, and 4 years ago today with my current 5 mile pb. Bucking the trend this morning with my rubbish 8 miler.... https://t.co/lQl8migN0X",2020-11-05 09:17:26+00:00,None
25527,25527,carpet workplace daughter dizzy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@NeuroRebel Carpets, the carpets in her workplace make my daughter dizzy",2020-11-05 09:19:56+00:00,None
25528,25528,word,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0871355948477834,False,Interesting .... yes thats one word for it https://t.co/AUKGwRJlIF,2020-11-05 09:23:38+00:00,None
25529,25529,president arizona nevada vote count,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"A great day for a new President 🤞 will be watching Georgia, Arizona and Nevada with vote counts continuing #USElectionResults #BidenHarris #BlueSkies",2020-11-05 09:24:27+00:00,None
25530,25530,hour team belfast,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.302977930863278,False,And for next few hours I am leaving the US to join this great team in Belfast (virtually 😅) for #voicesofleadership @wibni https://t.co/4KFqiNmjlH https://t.co/G24ws6VE90,2020-11-05 09:25:54+00:00,None
25531,25531,nothing week,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,False,@unit_1974 Yep. Am secretly glad to do nothing for a week though really.,2020-11-05 09:40:44+00:00,Life
25532,25532,ulcer blister,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.522589299745124,False,"Woke up with ulcers, or possibly blisters all along my lower lip... Excuse me, what’s happening?!",2020-11-05 09:54:36+00:00,None
25533,25533,baby,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.742064881384319,False,How is my baby 3 on Monday 😢 #timeflies,2020-11-05 10:12:43+00:00,None
25534,25534,birthday hope,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.5750815787953997,True,@thePaulDonnelly Happy Birthday Paul 🎂🎂🎂🎂Hope you have a great day. Lotsa luvxxx https://t.co/fOGLlCfXX1,2020-11-05 10:15:41+00:00,Life
25535,25535,body couple anything reaction product,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.8043517793015938,False,"@lucyalanaxo Let’s see if my body decides to turn against me in the next couple of days again. I’ve only ever had anything like it when I had an allergic reaction, but I’m not trying any new lip products right now 🤷🏼‍♀️",2020-11-05 10:20:09+00:00,Life
25536,25536,clanlands book tuesday cannot graham book adventure writer skill,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5575121272620872,False,@SamHeughan well got my Clanlands book on Tuesday and I cannot put it down really living it! Proud of you both Graham and you Sam! Please do another book on your next adventure! You have now proved you are a writer along with your other skills https://t.co/uHm5r6I2Ze,2020-11-05 10:20:36+00:00,None
25537,25537,water,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,WTH is micellar water anyway? #asking_for_myself,2020-11-05 10:25:01+00:00,None
25538,25538,fuck,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.951151725160456,True,Oh fuck 😢 https://t.co/QYvwc9Xn8b,2020-11-05 10:33:27+00:00,Life
25539,25539,emergency carmex,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6262093471992085,False,@SammieMattel Oh darling. I always keep an emergency carmex stashed away so I’ll dig it out 😘,2020-11-05 10:59:41+00:00,None
25540,25540,money policy directive,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@JerrySoucyRN @ANANursingWorld It’s about the money, can’t lose that even if the policies go against their prime directive.",2020-11-05 11:14:05+00:00,None
25541,25541,thing face,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.118275092615053,False,This is one of the worst things I’ve ever seen. I’m currently trying to find a way to cringe ALL THE WAY back into my own face so I don’t ever have to see it again. https://t.co/aEJGf8Wtfx,2020-11-05 11:17:20+00:00,None
25542,25542,thank woman ireland,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,thank you - lovely to connect with women across ireland #voicesofleadership https://t.co/kFKpqDYIvv,2020-11-05 11:18:16+00:00,None
25543,25543,yumnuts,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@DrRanj They really asking who wants to chow down on Santa’s yumnuts? 🥴,2020-11-05 11:20:16+00:00,None
25544,25544,care adult sepsis shock activity basic knowledge,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Critical Care Nursing (Adult) - 90+ CH/$39.95 https://t.co/ni0CvSS6Fs From sepsis and shock to trauma and stroke, you’ll find CE activities to help you review the basics and master new knowledge. https://t.co/Igqp5Q8R8z",2020-11-05 12:00:33+00:00,None
25545,25545,session leadership task leader compassionate care patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@WestM61 presents a plenary session to #CPHVA2020 on compassionate leadership - ""the most important task of a leader is to produce compassionate care for patients"" @UniteinHealth @ObiCPHVA @unitetheunion #compassionateleadership https://t.co/gGqQZVGenF",2020-11-05 12:17:11+00:00,None
25546,25546,staff report stress patient courage commitment,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@WestM61 so so true. Where staff report stress patient outcomes go down. It needs courage and commitment #CPHVA2020 https://t.co/z6fzrJodSr,2020-11-05 12:18:16+00:00,None
25547,25547,leadership example discrimination workplace path,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"#CPHVA2020 @WestM61 declares ""If leadership is not inclusive it is not compassionate"" He cites #SouthAfrica #NelsonMandela as an example of #compassionateleadership and how discrimination does harassment in the workplace is not a path to #compassionateleadership https://t.co/iEo3RdHGDq",2020-11-05 12:23:27+00:00,None
25548,25548,claim fraud million people regime election fragility order suppression vote,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Unsubstantiated claims of fraud in the #USelection diminishes the many millions of people who are not free to vote, who struggle under dictatorial regimes and sham elections. The fragility of democratic order is threatened by the suppression of legitimate votes #EveryVoteCounts",2020-11-05 12:29:47+00:00,None
25549,25549,mine gown morning email legging jumper rest,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@Kayleig29345413 Mine will be a dressing gown for early morning emails and then possibly leggings and a jumper for the rest of the day, every day! https://t.co/eqgwVwBoB3",2020-11-05 12:36:19+00:00,None
25550,25550,attempt count discrimination people post concern covid people people risk area,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Attempts to stop the count is also discrimination against people who chose to vote by post because of concerns about Covid, vulnerable people and people who care for them, those who don't want to take unnecessary risks, particularly in urban areas #EveryVoteCounts",2020-11-05 12:37:21+00:00,None
25551,25551,immunity covid nursingcenter,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Can we count on herd immunity to stop COVID-19?| NursingCenter https://t.co/5AfjTAYKOx via @NursingCenter,2020-11-05 12:40:00+00:00,None
25552,25552,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,Thank you Gary 🙏 https://t.co/Rl63dwhBEI,2020-11-05 12:44:05+00:00,Life
25553,25553,focus workplace need people conclusion morning session,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,"@WestM61 #CompassionateLeadership ""Focus must be on learning not blame, workplaces need to meet the need for belonging and we must care for the people we work with"" An inspirational conclusion to #CPHVA2020 day 2 morning session @ObiCPHVA @Thercal https://t.co/m8KBBzu2yu",2020-11-05 12:44:26+00:00,Life
25554,25554,time break allows everyone chair janet taylor vice chair chair,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,It is time for a break and #CPHVA2020 allows everyone to unwind led by our chair Janet Taylor and our vice chair @Thercal. Get out of your chairs! #HealthVisiting #SchoolNursing @CommPrac https://t.co/TPy1TGQH9s,2020-11-05 12:51:00+00:00,None
25555,25555,analysis word biden state question vote vote decider pennsylvania winner,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2927973932989929,False,"Listening to @bob_casey great analysis of why, in his words 'Joe Biden is going to win the state - no question!' With 400k votes outstanding and overwhelming % of postal votes going to Biden this could be the decider -if Pennsylvania goes blue we have a winner #BidenForPresident https://t.co/8hLXzjBepi https://t.co/aTPdoWXBvH",2020-11-05 12:52:02+00:00,None
25556,25556,word tweet watch time thanks,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7140329030954919,False,"@Michell12255916 @AOC @esglaude Powerful words from @esgaulde - I can't do them justice in a tweet - watch him if you have time, it made me pause and reflect - thanks for sharing",2020-11-05 12:59:51+00:00,None
25557,25557,time atlanta vote count today fulton county vote hoping,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@cathalcoleman11 Yes, but better that it takes all the time necessary, Atlanta due to report further vote count later today, he needs to get 60-65% but Fulton County votes were coming in at 80/20 to Biden... never imagined it might be possible but here's hoping",2020-11-05 13:03:02+00:00,None
25558,25558,okay vitamin friend mouthwash,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0702356992261211,False,@lucyalanaxo Ooh okay! I’m currently waiting on my vitamins to be delivered as I’ve run out. I’ll see if I’ve got a friend who can pick me up some mouthwash for me 😂,2020-11-05 13:16:30+00:00,None
25559,25559,election,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Lads if you wouldn’t mind, I could really do with some election updates 🙄",2020-11-05 14:11:57+00:00,None
25560,25560,walk week break placement,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@OConnellLou A walk would be lovely! I’m not going to work at all next week to give myself bit of a break before placement! X,2020-11-05 14:27:21+00:00,None
25561,25561,boycott artist,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@Pontolemaeus @JakeSucky so you're gonna boycott artists?,2020-11-05 14:42:22+00:00,None
25562,25562,streamer actor guild screen actor streamer game devs music label agreement music game,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2431507756003704,False,@ImDarylT @drdisrespect @cloakzy @NICKMERCS Streamers need to do what actors did back in the 30's and develop a Guild such as the Screen Actors Guild. Also streamers and game devs need to come together with music labels to come to an agreement about the music in the games,2020-11-05 14:47:04+00:00,None
