Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5650288607978824e+18,2022-08-31 17:28:51+00:00,['1565028860797882368'],@AlbionObsessed Joel veltman, joel veltman,True,False
1,1.5648848989509222e+18,2022-08-31 07:56:48+00:00,['1564884898950922241'],@jw_teach @nourishworkplce Familiar environments may have an unfamiliar smell or person or lighting. Autistic people notice things others do not.,  familiar environments may have an unfamiliar smell or person or lighting autistic people notice things others do not,True,False
2,1.5648845133391954e+18,2022-08-31 07:55:16+00:00,['1564884513339195392'],@jw_teach She might mask in situations where she is concerned about fear of rejection from other for showing autistic traits. This may be a learned response from experience, she might mask in situations where she is concerned about fear of rejection from other for showing autistic traits this may be a learned response from experience,True,False
3,1.564689922174423e+18,2022-08-30 19:02:02+00:00,['1564689922174423040'],"@missm_science I had to move tables, just move them back. The kids will do it after a week of training. I did practicals around the table. All doing the same thing at the same time. Sentence starters written on a big piece of paper - and a clicker for the tv!", i had to move tables just move them back the kids will do it after a week of training i did practicals around the table all doing the same thing at the same time sentence starters written on a big piece of paper  and a clicker for the tv,True,False
4,1.5646811898096026e+18,2022-08-30 18:27:20+00:00,['1564681189809602561'],"@missm_science I had a class similar, I used a primary model, had them all round a big table, did everything together, relationships were key. Had upped them by 2 levels by the end of the year. It’s about building confidence- loads of praise", i had a class similar i used a primary model had them all round a big table did everything together relationships were key had upped them by 2 levels by the end of the year it’s about building confidence loads of praise,True,False
5,1.5645167388044493e+18,2022-08-30 07:33:52+00:00,['1564516738804449280'],@SeagullsSocial Oh there’s Graham who dislikes Brighton so much he’s considering leaving for every other premiere league team that’s struggling - NOT. #teamslikebrighton, oh there’s graham who dislikes brighton so much he’s considering leaving for every other premiere league team that’s struggling  not ,True,False
6,1.5645162801363558e+18,2022-08-30 07:32:03+00:00,['1564516280136355841'],@MisterLarky Lol I think I was in that exact spot yesterday very early in the day. Lovely 😊, lol i think i was in that exact spot yesterday very early in the day lovely ,True,False
7,1.5641392373683692e+18,2022-08-29 06:33:49+00:00,['1564139237368369152'],"@muse_wellbeing The difference is knowledge is vast, should def be taught in year 5 - I spoken to girls who started their periods in year 5", the difference is knowledge is vast should def be taught in year 5  i spoken to girls who started their periods in year 5,True,False
8,1.5641390295741563e+18,2022-08-29 06:32:59+00:00,['1564139029574156288'],@muse_wellbeing We teach it in depth in science in year 7 and also is taught in PSHE in year 7, we teach it in depth in science in year 7 and also is taught in pshe in year 7,True,False
9,1.5641334897834967e+18,2022-08-29 06:10:58+00:00,['1564133489783496705'],"Wordle 436 6/6

⬛⬛🟨⬛⬛
⬛⬛⬛⬛🟨
⬛🟨⬛⬛⬛
⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛
🟩🟩🟩🟩🟩","wordle 436 66






",True,False
10,1.5639764683000136e+18,2022-08-28 19:47:01+00:00,['1563976468300013571'],@RethinkingJames Oh dear. Let me know if you need a drive by with supply’s x, oh dear let me know if you need a drive by with supply’s x,True,False
