Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1,1.5646786538663483e+18,2022-08-30 18:17:16+00:00,['1564678653866348545'],@BuggySwires Amen., amen,True,False
2,1.564678399603376e+18,2022-08-30 18:16:15+00:00,['1564678399603376128'],@BuggySwires Sounds quite nice. 🙂, sounds quite nice ,True,False
5,1.5643281491224863e+18,2022-08-29 19:04:29+00:00,['1564328149122486272'],@lesfisher6 I wasn’t expecting it… but there it was. #lovelywife, i wasn’t expecting it… but there it was ,True,False
7,1.5643034764899492e+18,2022-08-29 17:26:26+00:00,['1564303476489949189'],@eddsirr A good motto to live your life by. 🙂, a good motto to live your life by ,True,False
8,1.5642952918635315e+18,2022-08-29 16:53:55+00:00,['1564295291863531521'],@eddsirr You don’t need to ask. #custard 🙂, you don’t need to ask  ,True,False
9,1.5642939863696384e+18,2022-08-29 16:48:44+00:00,['1564293986369638403'],I’ve just had a roast and a treacle sponge. And I’m JUST RESTING MY EYES.,i’ve just had a roast and a treacle sponge and i’m just resting my eyes,True,False
10,1.564203649525506e+18,2022-08-29 10:49:46+00:00,['1564203649525506048'],"@RobGoffee That’s me. I’m all like “Nah, nah… I’m not going… I can ride this out…
Oh okay I’m going.” #wee"," that’s me i’m all like “nah nah… i’m not going… i can ride this out…
oh okay i’m going” ",True,False
11,1.5641768743429612e+18,2022-08-29 09:03:22+00:00,['1564176874342961152'],@RobGoffee You are on the button with this Rob. It’s what we all want to know., you are on the button with this rob it’s what we all want to know,True,False
12,1.5639639499593236e+18,2022-08-28 18:57:17+00:00,['1563963949959323650'],@Ingenious76 Fab. Sequel is brilliant too. 🙂, fab sequel is brilliant too ,True,False
13,1.5639530521466675e+18,2022-08-28 18:13:59+00:00,['1563953052146667525'],@Leeslie2 Yes! 🙂, yes ,True,False
14,1.5637964512259113e+18,2022-08-28 07:51:42+00:00,['1563796451225911296'],@Matt_Mark2 Scotch egg if they’ve got any. Don’t worry though., scotch egg if they’ve got any don’t worry though,True,False
17,1.562808221114311e+18,2022-08-25 14:24:50+00:00,['1562808221114310657'],@f33lthesun We were meant to be together. 🙂, we were meant to be together ,True,False
19,1.5627158833985004e+18,2022-08-25 08:17:55+00:00,['1562715883398500353'],Reader. I finished them. #crumpets,reader i finished them ,True,False
20,1.562517025855275e+18,2022-08-24 19:07:43+00:00,['1562517025855275014'],Might have a crumpet in a bit. #ortwo,might have a crumpet in a bit ,True,False
22,1.56213404339481e+18,2022-08-23 17:45:53+00:00,['1562134043394809856'],@sheringhamfc @fakenhamtownfc @EmiratesFACup #UTS. Looking forward to the game. 🙂,    looking forward to the game ,True,False
23,1.5621218498651095e+18,2022-08-23 16:57:26+00:00,['1562121849865109505'],@SheringhamLT Looking forward to this. 🙂, looking forward to this ,True,False
24,1.5618206848542065e+18,2022-08-22 21:00:43+00:00,['1561820684854206465'],All the family back home in the UK now after a fab two weeks away together in Italy. Postponed for two years due to Covid. Worth waiting for the memories. 🇮🇹🇮🇹🇮🇹🇮🇹 https://t.co/FTunrSDsjQ,all the family back home in the uk now after a fab two weeks away together in italy postponed for two years due to covid worth waiting for the memories  ,True,False
25,1.561778945560912e+18,2022-08-22 18:14:51+00:00,['1561778945560911874'],“As for the gingerbread - you’re not getting any!” should have been the cliffhanger imho. #thearchers,“as for the gingerbread  you’re not getting any” should have been the cliffhanger imho ,True,False
26,1.5617769748210483e+18,2022-08-22 18:07:01+00:00,['1561776974821048323'],"I need to calm down with tea and gingerbread Clarrie. Actually, I don’t - I just want some tea and gingerbread. #TheArchers 🫖",i need to calm down with tea and gingerbread clarrie actually i don’t  i just want some tea and gingerbread  ,True,False
27,1.561249336486396e+18,2022-08-21 07:10:23+00:00,['1561249336486395905'],@Icelass @acorncarver @Natures_Voice @BarnOwlTrust @BirdingJohn @walseywarden @themarshtit Fantastic.,       fantastic,True,False
28,1.561089475001942e+18,2022-08-20 20:35:09+00:00,['1561089475001942017'],@CThomas663 I’m not BIG ON BEANS but I can TOLERATE them. Essentially I don’t have a CLEAR BEANS POLICY. 🙃 #breakfast, i’m not big on beans but i can tolerate them essentially i don’t have a clear beans policy  ,True,False
29,1.5610843145609585e+18,2022-08-20 20:14:38+00:00,['1561084314560958469'],The two greatest words in the English language - BREAKFAST INCLUDED. #hotel ☕️🍳🥣🥞,the two greatest words in the english language  breakfast included  ,True,False
30,1.5609934577616527e+18,2022-08-20 14:13:36+00:00,['1560993457761652737'],@tarabluesky Absolutely. 😀, absolutely ,True,False
32,1.560966202444456e+18,2022-08-20 12:25:18+00:00,['1560966202444455936'],@MaryKnightArt Thank you. 🙂, thank you ,True,False
33,1.5607112642922742e+18,2022-08-19 19:32:16+00:00,['1560711264292274176'],This is the virtual equivalent of being dragged over to family or friends houses and being forced to look through their photo album while they go on about what a great time they’ve had. #Tuscany #Holidays #Summer2022 https://t.co/Xb1psKAqfe,this is the virtual equivalent of being dragged over to family or friends houses and being forced to look through their photo album while they go on about what a great time they’ve had    ,True,False
34,1.5605502217798e+18,2022-08-19 08:52:21+00:00,['1560550221779800066'],Hey @Twitter - I’m not interested in any of your suggestions about anything ever. Many thanks.,hey   i’m not interested in any of your suggestions about anything ever many thanks,True,False
35,1.560534841019482e+18,2022-08-19 07:51:14+00:00,['1560534841019482112'],@mustntgrumble Fabulous., fabulous,True,False
