Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5630935699086746e+18,2022-08-26 09:18:42+00:00,['1563093569908674568'],This tweet perfectly encaptures the modern zeitgeist https://t.co/hxQzwhCNoT,this tweet perfectly encaptures the modern zeitgeist ,True,False
1,1.5630916003050742e+18,2022-08-26 09:10:53+00:00,['1563091600305074179'],"@CathyYoung63 I've never seen the modern zeitgeist so perfectly captured in one tweet. 

Theirs not yours"," ive never seen the modern zeitgeist so perfectly captured in one tweet 

theirs not yours",True,False
4,1.5606881235831194e+18,2022-08-19 18:00:19+00:00,['1560688123583119361'],@clairethomas1 Not one of those books look like having laser guns or space ships 😔 https://t.co/y4fRzMLik6, not one of those books look like having laser guns or space ships  ,True,False
8,1.559977130288681e+18,2022-08-17 18:55:05+00:00,['1559977130288680963'],Evening https://t.co/E4qaXxNUev,evening ,True,False
10,1.557972638357754e+18,2022-08-12 06:09:57+00:00,['1557972638357753856'],River Hull boardwalk #beautifhull https://t.co/EcbUupYXGK,river hull boardwalk  ,True,False
13,1.552202877246083e+18,2022-07-27 08:02:59+00:00,['1552202877246083072'],"Good morning #beautifhull
#hull https://t.co/HBax8wWfZZ","good morning 
 ",True,False
14,1.5514416579414426e+18,2022-07-25 05:38:10+00:00,['1551441657941442561'],"Good morning #beutifhull 
#Hull https://t.co/REdgLcGrwX","good morning  
 ",True,False
16,1.5503596614376735e+18,2022-07-22 05:58:42+00:00,['1550359661437673472'],@mrshawthorne7 This looks amazing. Thank you for sharing, this looks amazing thank you for sharing,True,False
17,1.5503573733861212e+18,2022-07-22 05:49:36+00:00,['1550357373386121216'],https://t.co/3D60CJN9x8,,True,False
18,1.5503573619189883e+18,2022-07-22 05:49:33+00:00,['1550357361918988288'],"The weather is #Hull has changed a bit since I woke up 

#beautifhull https://t.co/azw20f3eyY","the weather is  has changed a bit since i woke up 

 ",True,False
19,1.5500617613694566e+18,2022-07-21 10:14:57+00:00,['1550061761369456641'],@EmmaWrightWrite So what you're saying is I look 63 🤣🤣, so what youre saying is i look 63 ,True,False
20,1.550030605139706e+18,2022-07-21 08:11:09+00:00,['1550030605139705857'],"Sports day glitter selfie. 

Team Orlando for the win. https://t.co/hAM5rHBHmY","sports day glitter selfie 

team orlando for the win ",True,False
22,1.5496232158567956e+18,2022-07-20 05:12:19+00:00,['1549623215856795648'],"Good morning #beautifhull 
#Hull https://t.co/kktOHWGCOu","good morning  
 ",True,False
23,1.5494810317865329e+18,2022-07-19 19:47:20+00:00,['1549481031786532865'],Good evening #hull #beautifhull https://t.co/c32yiQiNL0,good evening   ,True,False
24,1.5492628281499156e+18,2022-07-19 05:20:16+00:00,['1549262828149915650'],"Good morning
#Hull
#beautifhull https://t.co/ifRjvWgpqM","good morning

 ",True,False
25,1.5490379600785777e+18,2022-07-18 14:26:44+00:00,['1549037960078577665'],"Anlaby Road. #hull 

Honest! https://t.co/0gBCsygc2I","anlaby road  

honest ",True,False
