Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5649721613658604e+18,2022-08-31 13:43:33+00:00,['1564972161365860357'],"A visit to the Turkish barbers always helps you feel ready to face the world - beard trimmed and shaped, eyebrows, ears, nose, shave, hot towels and massage. https://t.co/SkEMq7x8ZA",a visit to the turkish barbers always helps you feel ready to face the world  beard trimmed and shaped eyebrows ears nose shave hot towels and massage ,True,False
1,1.5649397237386772e+18,2022-08-31 11:34:39+00:00,['1564939723738677249'],"He just knows that we have all been eating/drinking to excess for the last 6 weeks doesn’t he?

As someone who loves exercise, it is so much harder during term time. Nice gesture from @thebodycoach https://t.co/1ZKezRnM1Z","he just knows that we have all been eatingdrinking to excess for the last 6 weeks doesn’t he

as someone who loves exercise it is so much harder during term time nice gesture from  ",True,False
2,1.564939070714823e+18,2022-08-31 11:32:04+00:00,['1564939070714822657'],Headed out for a nice 10miler and tried to clear my head a bit before tomorrow. Lot of hills in Brentwood… https://t.co/HfpnqystTK,headed out for a nice 10miler and tried to clear my head a bit before tomorrow lot of hills in brentwood… ,True,False
3,1.5648891290700718e+18,2022-08-31 08:13:37+00:00,['1564889129070071809'],"@bennewmark Any possibly of doing a part run commute? Instead of tube I run a few times a week. Appreciate this is a bit of a London thing, but if shower and suitable parking, park 5km from school and run in the morning and home. Adds 10km to your weekly total!", any possibly of doing a part run commute instead of tube i run a few times a week appreciate this is a bit of a london thing but if shower and suitable parking park 5km from school and run in the morning and home adds 10km to your weekly total,True,False
4,1.5642967225783828e+18,2022-08-29 16:59:36+00:00,['1564296722578382849'],Great day on the Broads. I do enjoy this last bank holiday to spend time with family before the busyness of the start of the year… https://t.co/tM9fgPp5Lc,great day on the broads i do enjoy this last bank holiday to spend time with family before the busyness of the start of the year… ,True,False
5,1.5632695846976965e+18,2022-08-26 20:58:07+00:00,['1563269584697696259'],"@MrShepstone @JackBaynes6 I know, and to be honest, I can defo see the appeal… not too many Catholic ones though!",  i know and to be honest i can defo see the appeal… not too many catholic ones though,True,False
6,1.563266139840336e+18,2022-08-26 20:44:26+00:00,['1563266139840335873'],@JackBaynes6 @MrShepstone I love them both. Suffolk is a bit closer to Essex/London for me… I plan to retire to the seaside somewhere between north Essex and Norfolk. Just got a few years to go 😂,  i love them both suffolk is a bit closer to essexlondon for me… i plan to retire to the seaside somewhere between north essex and norfolk just got a few years to go ,True,False
7,1.5632655600490988e+18,2022-08-26 20:42:08+00:00,['1563265560049098753'],@MrShepstone I hoped for some local knowledge 🤣, i hoped for some local knowledge ,True,False
8,1.5632056333813473e+18,2022-08-26 16:44:00+00:00,['1563205633381347332'],"@MrShepstone I know - only got a few days here sadly so chance of a beer is slim!

Any ideas which parkrun is better? Brundall or Lingwood? 🤣"," i know  only got a few days here sadly so chance of a beer is slim

any ideas which parkrun is better brundall or lingwood ",True,False
9,1.5631939628687729e+18,2022-08-26 15:57:38+00:00,['1563193962868772864'],"Norfolk. We are in you.

Amazed I haven’t seen @MrShepstone within the first half an hour. https://t.co/2a4u1oi4Ze","norfolk we are in you

amazed i haven’t seen  within the first half an hour ",True,False
12,1.562810715550847e+18,2022-08-25 14:34:44+00:00,['1562810715550846978'],"It’s been a good day, lots of happy young men. https://t.co/QEPDXWtvzH",it’s been a good day lots of happy young men ,True,False
14,1.56273616821069e+18,2022-08-25 09:38:31+00:00,['1562736168210690052'],@lisa36568476 The whole road was glowing orange when I left at 6am!, the whole road was glowing orange when i left at 6am,True,False
15,1.5626740475187732e+18,2022-08-25 05:31:40+00:00,['1562674047518773248'],"Rain, thunder and lightning, orange skies… https://t.co/A6rLvMAIL5",rain thunder and lightning orange skies… ,True,False
16,1.5620349712080443e+18,2022-08-23 11:12:12+00:00,['1562034971208044545'],This is a great way to put it. https://t.co/VsMu7c3oz4,this is a great way to put it ,True,False
17,1.5619784147179684e+18,2022-08-23 07:27:28+00:00,['1561978414717968385'],"I know there has been debate about celebrating Oxbridge success… we do always celebrate ALL our students inc those not doing A Levels. However for schools that don’t have huge numbers in to Oxbridge, I think it’s important to give aspiration for those students who would fit in: https://t.co/SIlNrzwPo0",i know there has been debate about celebrating oxbridge success… we do always celebrate all our students inc those not doing a levels however for schools that don’t have huge numbers in to oxbridge i think it’s important to give aspiration for those students who would fit in ,True,False
18,1.5610803300227154e+18,2022-08-20 19:58:48+00:00,['1561080330022715392'],"@abbiemann1982 Too right. We do so much at our place, and people often only realise when they move on… you were shouting about before most others though.", too right we do so much at our place and people often only realise when they move on… you were shouting about before most others though,True,False
19,1.5610786485805916e+18,2022-08-20 19:52:07+00:00,['1561078648580591616'],It was the biggest TeachMeet ever at the time I think? I presented asking why there wasn’t more pastoral insight at TMs… prob still true! https://t.co/bF8Px4eW73,it was the biggest teachmeet ever at the time i think i presented asking why there wasn’t more pastoral insight at tms… prob still true ,True,False
20,1.5610784040106148e+18,2022-08-20 19:51:09+00:00,['1561078404010614786'],@abbiemann1982 @TeacherToolkit @davidErogers @TeachLeadAAli I think afterwards @mrlockyer provided pretty much unlimited drinks vouchers at The Fox and I went home with 2 pints of wine. What a great night. You smashed it!,    i think afterwards  provided pretty much unlimited drinks vouchers at the fox and i went home with 2 pints of wine what a great night you smashed it,True,False
22,1.5602416052773724e+18,2022-08-18 12:26:01+00:00,['1560241605277372416'],"3 A*s and an A.

Impressive stuff. https://t.co/rQbnpaPO1F","3 as and an a

impressive stuff ",True,False
23,1.5602156105582387e+18,2022-08-18 10:42:43+00:00,['1560215610558238721'],"Brilliant to see another one of our students off to @Cambridge_Uni to join @jjamesappiah - super proud! 

@BrentwoodRC @CathEdService https://t.co/CrkNttSZkX","brilliant to see another one of our students off to  to join   super proud 

  ",True,False
24,1.559969534349566e+18,2022-08-17 18:24:54+00:00,['1559969534349565952'],"Cheers @threecard13 - the vest looks 🔥 
Perfect fit and comfortable. Some nice easy miles this evening to adjust back to 🇬🇧 running. https://t.co/lfya7sM9L9","cheers   the vest looks  
perfect fit and comfortable some nice easy miles this evening to adjust back to  running ",True,False
25,1.5592592802299945e+18,2022-08-15 19:22:36+00:00,['1559259280229994501'],"Mojácar has been great fun, as always. See you soon… 🇪🇸 https://t.co/SCFfPtfiOL",mojácar has been great fun as always see you soon…  ,True,False
26,1.5592474471127777e+18,2022-08-15 18:35:35+00:00,['1559247447112777729'],Going to miss these dawn runs up the mountain. https://t.co/vaGpVUbH8N,going to miss these dawn runs up the mountain ,True,False
27,1.557783381563302e+18,2022-08-11 17:37:55+00:00,['1557783381563301891'],"Probably cheaper to drive Spain to fill up these days.

Lovely bonus of a €4 discount too… https://t.co/aNq8fdKhb3","probably cheaper to drive spain to fill up these days

lovely bonus of a €4 discount too… ",True,False
28,1.5571142236957327e+18,2022-08-09 21:18:55+00:00,['1557114223695732737'],Yup. It’s raining here in Spain. https://t.co/IQb4h5kQJ0,yup it’s raining here in spain ,True,False
29,1.5563089424640983e+18,2022-08-07 15:59:01+00:00,['1556308942464098304'],"I’m a big fan of Sing 2.

It’s hard to not get a little emotional during A Sky Full of Stars and Still Haven’t Found What I Am Looking For. 

I really love how it exposes the kids to so much new music too… even Mercury Rev! https://t.co/7V7XkDGSE3","i’m a big fan of sing 2

it’s hard to not get a little emotional during a sky full of stars and still haven’t found what i am looking for 

i really love how it exposes the kids to so much new music too… even mercury rev ",True,False
30,1.5560076182373007e+18,2022-08-06 20:01:40+00:00,['1556007618237300740'],Not everyone attempts this on their holiday to Spain admittedly. Was still 34° and pavement was like running on a radiator. https://t.co/fAxUb5IVjA,not everyone attempts this on their holiday to spain admittedly was still 34° and pavement was like running on a radiator ,True,False
31,1.5547743066761544e+18,2022-08-03 10:20:55+00:00,['1554774306676154369'],"Any music teachers able to name all the instruments in this? 🤣
I particularly like the shotgun and handgun at the end.

I miss Morricone. Such a genius. 

 https://t.co/w66SZz4Dwp","any music teachers able to name all the instruments in this 
i particularly like the shotgun and handgun at the end

i miss morricone such a genius 

 ",True,False
32,1.5545349075856343e+18,2022-08-02 18:29:38+00:00,['1554534907585634305'],@PhilJC2 @MrTRE16 I heard an interview with him where he recognised that many potential readers wouldn’t want to hear it. Which I am quite impressed with. Plenty of people would refuse to change.,  i heard an interview with him where he recognised that many potential readers wouldn’t want to hear it which i am quite impressed with plenty of people would refuse to change,True,False
33,1.554532800518394e+18,2022-08-02 18:21:16+00:00,['1554532800518393859'],Ran up a bigger mountain today. 2 miles steady climb to 1000ft. Love running in Spain 🇪🇸. https://t.co/2d6APZIGOm,ran up a bigger mountain today 2 miles steady climb to 1000ft love running in spain  ,True,False
34,1.554532289878659e+18,2022-08-02 18:19:14+00:00,['1554532289878659073'],@PhilJC2 @MrTRE16 A lot less in the Jesse Izer book.,  a lot less in the jesse izer book,True,False
35,1.5545321835026432e+18,2022-08-02 18:18:49+00:00,['1554532183502643205'],@PhilJC2 @MrTRE16 There is a “clean edition” of the book now. Agree there is a lot of swears.,  there is a “clean edition” of the book now agree there is a lot of swears,True,False
36,1.5544445903751086e+18,2022-08-02 12:30:45+00:00,['1554444590375108608'],@josephkinnaird @MrTRE16 Yes - they are great. Also worth reading/listening to this. He doesn’t name the SEAL that is living with him - but it’s Goggins. So many funny/insane bits! https://t.co/dElOT7AmMa,  yes  they are great also worth readinglistening to this he doesn’t name the seal that is living with him  but it’s goggins so many funnyinsane bits ,True,False
37,1.554442784383406e+18,2022-08-02 12:23:34+00:00,['1554442784383406087'],@MrTRE16 It will change your life. https://t.co/dIgvM1SWBk, it will change your life ,True,False
38,1.55382377092164e+18,2022-07-31 19:23:50+00:00,['1553823770921639939'],We’re not home. But celebrated hard in Spain. https://t.co/aUVF3xSkzo,we’re not home but celebrated hard in spain ,True,False
39,1.553813103808217e+18,2022-07-31 18:41:27+00:00,['1553813103808217089'],It’s home.,it’s home,True,False
41,1.5526974680217928e+18,2022-07-28 16:48:18+00:00,['1552697468021792768'],Love a GoPro underwater selfie. Sunglasses included. https://t.co/075WJnsz5w,love a gopro underwater selfie sunglasses included ,True,False
42,1.5523617106815263e+18,2022-07-27 18:34:07+00:00,['1552361710681526272'],My favourite kind of sausage pack. Spain always wins when it comes to sausages… https://t.co/8lv1ARWt1T,my favourite kind of sausage pack spain always wins when it comes to sausages… ,True,False
43,1.5523073177309348e+18,2022-07-27 14:57:59+00:00,['1552307317730934795'],"“Finish at 3:30pm, 12 weeks paid holiday and you’re still always on strike about pay…” https://t.co/C6eRgpNppz",“finish at 330pm 12 weeks paid holiday and you’re still always on strike about pay…” ,True,False
44,1.551690606048682e+18,2022-07-25 22:07:24+00:00,['1551690606048681984'],The best thing about being on holiday is running up some mountains. Right? https://t.co/2NC2O53zLV,the best thing about being on holiday is running up some mountains right ,True,False
45,1.55145013116953e+18,2022-07-25 06:11:50+00:00,['1551450131169529856'],"@guruteaching Listen to @davidgoggins audiobook while you workout. Whatever you are doing, I guarantee you will do it for a bit longer, and at a slightly harder rate.", listen to  audiobook while you workout whatever you are doing i guarantee you will do it for a bit longer and at a slightly harder rate,True,False
46,1.5512760426728694e+18,2022-07-24 18:40:04+00:00,['1551276042672869378'],This tweet and the replies confirms that Twitter and @TeamRE_UK is the place to be: https://t.co/DFrA7MCeTN,this tweet and the replies confirms that twitter and  is the place to be ,True,False
48,1.5500865119238062e+18,2022-07-21 11:53:18+00:00,['1550086511923806209'],Love getting some trolling by some Tories for coming on holiday as a teacher when we apparently can’t afford to eat. Interesting the cost of living crisis doesn’t seem to have hit Spain quite as badly and we can live here much more cheaply. Why’s that? 🤔🤣,love getting some trolling by some tories for coming on holiday as a teacher when we apparently can’t afford to eat interesting the cost of living crisis doesn’t seem to have hit spain quite as badly and we can live here much more cheaply why’s that ,True,False
49,1.550014901053186e+18,2022-07-21 07:08:44+00:00,['1550014901053186050'],First 5km in the bag. 26C at 8am… need to go out earlier. 4 mins off my 5km PB of summer 2020 on this route. https://t.co/83LE3KIy1c,first 5km in the bag 26c at 8am… need to go out earlier 4 mins off my 5km pb of summer 2020 on this route ,True,False
50,1.5500086250029097e+18,2022-07-21 06:43:48+00:00,['1550008625002909696'],@dare_richard Thanks Richard. Much appreciated. 🤣, thanks richard much appreciated ,True,False
52,1.5498414580934984e+18,2022-07-20 19:39:32+00:00,['1549841458093498370'],"Please consider a vote for this amazing young artist who volunteers with @CAFOD @CAFODSchools @CAFODBrentwood @telcocitizens @NewhamCitizens helps @ClaptonCFC plus won @Million_Minutes award recently @stephenctimms 

- and is really kind and caring person too! @BrentwoodRC https://t.co/POcICp4Gov","please consider a vote for this amazing young artist who volunteers with      helps  plus won  award recently  

 and is really kind and caring person too  ",True,False
53,1.5498184565639168e+18,2022-07-20 18:08:08+00:00,['1549818456563916800'],"Good to see ⁦@pennybernstock1⁩ on ⁦@BBCLondonNews⁩ tonight discussing housing around ⁦@noordinarypark⁩ - residents of Newham, and certainly families of my schools, have not benefited at all. ⁦@telcocitizens⁩ ⁦@NewhamCitizens⁩  https://t.co/rVGjmQkauI",good to see ⁦⁩ on ⁦⁩ tonight discussing housing around ⁦⁩  residents of newham and certainly families of my schools have not benefited at all ⁦⁩ ⁦⁩  ,True,False
54,1.5497885805700792e+18,2022-07-20 16:09:25+00:00,['1549788580570079232'],"@Karenza_RRC @Picktreelara Haha! It’s Mojacar, Almeria in Spain. On a par with Hartlepool in many respects.",  haha it’s mojacar almeria in spain on a par with hartlepool in many respects,True,False
55,1.5496817937496228e+18,2022-07-20 09:05:05+00:00,['1549681793749622785'],Home for the next 27 days. 🇪🇸 https://t.co/zhKbF6u4E6,home for the next 27 days  ,True,False
56,1.549610375435387e+18,2022-07-20 04:21:18+00:00,['1549610375435386883'],"@bayned Off to the family home in Mojacar, Spain", off to the family home in mojacar spain,True,False
57,1.549476331653677e+18,2022-07-19 19:28:40+00:00,['1549476331653677056'],This is why students can’t just “Google it”. https://t.co/GdwkEw9KiP,this is why students can’t just “google it” ,True,False
58,1.54947380200183e+18,2022-07-19 19:18:36+00:00,['1549473802001829890'],"This is what I love about the UK…

Hottest day ever on record and currently getting soaked in the rain outside Gatwick. Troll weather. https://t.co/QUdKm1iZDd","this is what i love about the uk…

hottest day ever on record and currently getting soaked in the rain outside gatwick troll weather ",True,False
