Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.564928646162391e+18,2022-08-31 10:50:38+00:00,['1564928646162391040'],@SwailesRuth We seem to be back to judging the “deserving” poor., we seem to be back to judging the “deserving” poor,True,False
1,1.5649284808900485e+18,2022-08-31 10:49:59+00:00,['1564928480890048513'],@SwailesRuth @xtinexoop Oh yes!,  oh yes,True,False
2,1.5649280832867123e+18,2022-08-31 10:48:24+00:00,['1564928083286712322'],@Anstey_Harris @BrightLeadCoach Works wonders 😂😂😂😊,  works wonders ,True,False
3,1.564916605875798e+18,2022-08-31 10:02:48+00:00,['1564916605875798017'],@BrightLeadCoach Pay 😂😂, pay ,True,False
5,1.5647165227774935e+18,2022-08-30 20:47:44+00:00,['1564716522777493504'],@herdyshepherd1 Perfect depiction of that golden hour. And Belted Galloways too., perfect depiction of that golden hour and belted galloways too,True,False
6,1.5647161549539123e+18,2022-08-30 20:46:17+00:00,['1564716154953912322'],@johncosgrove405 My 24 year old now has her own house so she’s out of luck on that one!, my 24 year old now has her own house so she’s out of luck on that one,True,False
7,1.564647731133653e+18,2022-08-30 16:14:23+00:00,['1564647731133652992'],#ClimateEmergency doesn’t respect national borders. Ironic at a time when we seem to be ever more precious about them and yet ignoring #climate impact inevitably leads to more fleeing across them. We are focused on the wrong threat. #pakistanfloods https://t.co/OLjqSM3a4y, doesn’t respect national borders ironic at a time when we seem to be ever more precious about them and yet ignoring  impact inevitably leads to more fleeing across them we are focused on the wrong threat  ,True,False
8,1.5646379833362678e+18,2022-08-30 15:35:39+00:00,['1564637983336267777'],@Headteacherchat I have an agenda and just make notes against each agenda point. It had become much simpler since I started doing it in OneNote on an iPad. I then just have those notes filed online., i have an agenda and just make notes against each agenda point it had become much simpler since i started doing it in onenote on an ipad i then just have those notes filed online,True,False
11,1.564308165088387e+18,2022-08-29 17:45:04+00:00,['1564308165088387074'],"@herdyshepherd1 From what you’ve written - your Dad would be massively proud of how his grandchildren are being encouraged in the life you live,", from what you’ve written  your dad would be massively proud of how his grandchildren are being encouraged in the life you live,True,False
12,1.564307336612782e+18,2022-08-29 17:41:47+00:00,['1564307336612782080'],@jpembroke @InsightHQ Will be one of the first things I play with. From our conversation sounds like it fits the Insight model perfectly - just does what needs doing - sensibly,  will be one of the first things i play with from our conversation sounds like it fits the insight model perfectly  just does what needs doing  sensibly,True,False
13,1.5642389709423288e+18,2022-08-29 13:10:07+00:00,['1564238970942328835'],@jpembroke @InsightHQ Was about to look. But will have Insight v. shortly so can wait! #excited,  was about to look but will have insight v shortly so can wait ,True,False
21,1.5639898540856812e+18,2022-08-28 20:40:13+00:00,['1563989854085681157'],@Sarah_Jayne1981 Daughter swears by miso soup when feeling like this. The salt seems to help., daughter swears by miso soup when feeling like this the salt seems to help,True,False
