Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1,1.5650054365915054e+18,2022-08-31 15:55:47+00:00,['1565005436591505409'],@DeeeDoc Yep. Mine is issued every 2 months. I'm on it for life. It's such a waste of time., yep mine is issued every 2 months im on it for life its such a waste of time,True,False
3,1.5649631206611108e+18,2022-08-31 13:07:38+00:00,['1564963120661110785'],@AlisonBaker01 Private childcare too. They were already struggling., private childcare too they were already struggling,True,False
5,1.5648685791237652e+18,2022-08-31 06:51:57+00:00,['1564868579123765248'],@SaraW18 French and Saunders were the best bit. They were the comedy turn., french and saunders were the best bit they were the comedy turn,True,False
7,1.5646912785200087e+18,2022-08-30 19:07:26+00:00,['1564691278520008708'],@MathewJLyons Much worse., much worse,True,False
8,1.564688730459439e+18,2022-08-30 18:57:18+00:00,['1564688730459439108'],@MathewJLyons Fraid so., fraid so,True,False
9,1.5646878175230444e+18,2022-08-30 18:53:40+00:00,['1564687817523044352'],@DameV17 French and Saunders were alright but the rest...dreadful., french and saunders were alright but the restdreadful,True,False
11,1.5646867488772096e+18,2022-08-30 18:49:26+00:00,['1564686748877209601'],I've watched #DeathOnTheNile. I'll watch any Agatha Christie. Love them. All I can say about this one is that's 2 hours and four and a half quid I'll never see again.,ive watched  ill watch any agatha christie love them all i can say about this one is thats 2 hours and four and a half quid ill never see again,True,False
12,1.5646562311004365e+18,2022-08-30 16:48:10+00:00,['1564656231100436480'],"It's ""order too many spring bulbs"" season. And I did. Dafft.",its order too many spring bulbs season and i did dafft,True,False
13,1.564655784197251e+18,2022-08-30 16:46:23+00:00,['1564655784197251075'],@WhenIsBirths Its an awful idea. I want to talk to everyone I know. I'm not picking 150 and excluding the rest. That's school playground behaviour., its an awful idea i want to talk to everyone i know im not picking 150 and excluding the rest thats school playground behaviour,True,False
15,1.5646270349277755e+18,2022-08-30 14:52:09+00:00,['1564627034927775744'],@danielbye My name works but I wish it didn't 😪, my name works but i wish it didnt ,True,False
16,1.5645779947814584e+18,2022-08-30 11:37:17+00:00,['1564577994781458432'],@corrie_corfield @gnarlybole Same.,  same,True,False
17,1.56455876623385e+18,2022-08-30 10:20:52+00:00,['1564558766233849861'],Had to fight the bees off to get these. https://t.co/8XWFsOEX9m,had to fight the bees off to get these ,True,False
18,1.564538783575548e+18,2022-08-30 09:01:28+00:00,['1564538783575547904'],@curtisstigers My phone has blocked that photo. Poodles in the nip are too sensitive for an android's eyes., my phone has blocked that photo poodles in the nip are too sensitive for an androids eyes,True,False
