Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1,1.562017474815705e+18,2022-08-23 10:02:41+00:00,['1562017474815705088'],@Jomckee131144 So sorry you are going through this! Are you getting any support from organisations like @tymestrust or @actionforme ?, so sorry you are going through this are you getting any support from organisations like  or  ,True,False
2,1.5620162370262671e+18,2022-08-23 09:57:46+00:00,['1562016237026267136'],@MorrisonBeth It sounds like the school (I'm guessing they are mainstream) don't know how to support this pupil and therefore don't want him there (this happened to my son many years ago)., it sounds like the school im guessing they are mainstream dont know how to support this pupil and therefore dont want him there this happened to my son many years ago,True,False
4,1.5617343463519764e+18,2022-08-22 15:17:38+00:00,['1561734346351976453'],"@MorrisonBeth That's incredible! It shouldn't be happening at all, but where is the compassion &amp; understanding that the return to school causes great stress &amp; anxiety for some kids leading to ""challenging"" behaviours?", thats incredible it shouldnt be happening at all but where is the compassion amp understanding that the return to school causes great stress amp anxiety for some kids leading to challenging behaviours,True,False
6,1.560717299073663e+18,2022-08-19 19:56:15+00:00,['1560717299073662978'],@ispecter3 @endseclusion My son would be similar. He can't stand touch from others,  my son would be similar he cant stand touch from others,True,False
7,1.5606656917995848e+18,2022-08-19 16:31:11+00:00,['1560665691799584768'],@endseclusion Trying to make it sond like a hug? And for some kids touch of any kind isn't a good thing so it isn't going to be calming., trying to make it sond like a hug and for some kids touch of any kind isnt a good thing so it isnt going to be calming,True,False
9,1.5599215375908946e+18,2022-08-17 15:14:11+00:00,['1559921537590894594'],"Check out my Speech &amp; Language resources for the new term, like these What Doesn't Belong? clip cards #autism #ASN #ASL #SpeechAndLanguage https://t.co/OmAWnXgWkX",check out my speech amp language resources for the new term like these what doesnt belong clip cards     ,True,False
11,1.559060714559619e+18,2022-08-15 06:13:34+00:00,['1559060714559619074'],https://t.co/nLCOyPEtAp,,True,False
19,1.549412610608697e+18,2022-07-19 15:15:27+00:00,['1549412610608697344'],@amcampbell84 We had a similar experience., we had a similar experience,True,False
27,1.5463840387594363e+18,2022-07-11 06:40:59+00:00,['1546384038759436293'],Time for ice cream! Download these FREE colour match pages #autism #SEND #SpeechAndLanguage https://t.co/khtA731Z1S,time for ice cream download these free colour match pages    ,True,False
29,1.546152416491577e+18,2022-07-10 15:20:36+00:00,['1546152416491577346'],@NotUnexplained @tymestrust might be able to give advice to the family,  might be able to give advice to the family,True,False
34,1.5446179881161728e+18,2022-07-06 09:43:20+00:00,['1544617988116172800'],@LongCovidKids @Daltmann10 @LongCOVIDPhysio @dgurdasani1 @LCKScotland @Elodie_A_N @PriyaTew @LucindaNatDoc @LongCovidSOS @long_covid @SalBrinton BEAT charity might be worth contacting about eating disorders. A young family member with stomach pains &amp; severe wait loss due to ME found BEAT very helpful https://t.co/KBXbnibxTp,           beat charity might be worth contacting about eating disorders a young family member with stomach pains amp severe wait loss due to me found beat very helpful ,True,False
35,1.5446171268493883e+18,2022-07-06 09:39:55+00:00,['1544617126849388545'],@LongCovidKids @Daltmann10 @LongCOVIDPhysio @dgurdasani1 @LCKScotland @Elodie_A_N @PriyaTew @LucindaNatDoc @LongCovidSOS @long_covid @SalBrinton It's so sad to see how ill these children are. I wonder if Tymes Trust (who have years of experience in supporting young people with ME) might be able to offer some advice https://t.co/sLCDCxNJvZ,           its so sad to see how ill these children are i wonder if tymes trust who have years of experience in supporting young people with me might be able to offer some advice ,True,False
36,1.5444098981292603e+18,2022-07-05 19:56:28+00:00,['1544409898129260544'],@BethMooreLPM It would be more compassionate to let the hungry birds eat some grapes., it would be more compassionate to let the hungry birds eat some grapes,True,False
39,1.5424826208937656e+18,2022-06-30 12:18:09+00:00,['1542482620893765633'],Beach Theme Add to 10 cards #autism #SEND #numeracy #homeeducation https://t.co/JVpp4cjBwM,beach theme add to 10 cards     ,True,False
44,1.5395267574932316e+18,2022-06-22 08:32:36+00:00,['1539526757493231616'],Here's a fun summer themed activity to practise 1-to-1 correspondence- Counting Crabs #autism #SEND #ASN #Numeracy #homeed https://t.co/zgwt4nU9mw,heres a fun summer themed activity to practise 1to1 correspondence counting crabs      ,True,False
48,1.5387873158537093e+18,2022-06-20 07:34:20+00:00,['1538787315853709313'],Summer Subtraction fun #autism #SEND #ASN #Numeracy https://t.co/aTIBKVa54x,summer subtraction fun     ,True,False
49,1.5379069186178867e+18,2022-06-17 21:15:56+00:00,['1537906918617886722'],@Sensoryprocessi This is a great book!, this is a great book,True,False
51,1.5373749072811172e+18,2022-06-16 10:01:55+00:00,['1537374907281117184'],These Summer Garden Theme Colour / Color Match write &amp; wipe pages are FREE to download from my site #Autism #SEND #ASN #Speechandlanguage #homeed https://t.co/74tKNQ1DRc,these summer garden theme colour  color match write amp wipe pages are free to download from my site      ,True,False
53,1.5369978628019077e+18,2022-06-15 09:03:41+00:00,['1536997862801907712'],Want some ice cream for the warm weather? Download these FREE sheets #Autism #SEND #ASN #Numeracy https://t.co/nRcApzX2ac,want some ice cream for the warm weather download these free sheets     ,True,False
55,1.5366466052936172e+18,2022-06-14 09:47:54+00:00,['1536646605293617153'],Here's a fun Identical Picture Matching activity for your classroom or home-ed #Autism #ASN #SEND #SpeechAndLanguage https://t.co/xmeJ6GGQNQ,heres a fun identical picture matching activity for your classroom or homeed     ,True,False
56,1.5366436773674353e+18,2022-06-14 09:36:16+00:00,['1536643677367435266'],@SalWitcher Yes, yes,True,False
57,1.5366430100160307e+18,2022-06-14 09:33:37+00:00,['1536643010016030721'],@SalWitcher Changing the language used (eg restrictions to protections) could help change public attitudes &amp; perceptions around need for masks &amp; ventilation so that they are more willing to help protect those at high risk., changing the language used eg restrictions to protections could help change public attitudes amp perceptions around need for masks amp ventilation so that they are more willing to help protect those at high risk,True,False
58,1.5363039218153308e+18,2022-06-13 11:06:12+00:00,['1536303921815330816'],"You can use these Ocean Animals Smaller or Bigger clip cards as an indepent task or 1-to-1 activity in your classroom or home-ed #autism #ASN #SEND #SpeechAndLanguage
 https://t.co/6JvOLjmLhe","you can use these ocean animals smaller or bigger clip cards as an indepent task or 1to1 activity in your classroom or homeed    
 ",True,False
59,1.5360335863437066e+18,2022-06-12 17:11:59+00:00,['1536033586343706624'],"@Katey_Lovell The hall, on a small shelf", the hall on a small shelf,True,False
60,1.5352159200036577e+18,2022-06-10 11:02:52+00:00,['1535215920003657738'],Download these FREE Crabs Colour Match pages for your classroom or home-ed #autism #SEND #ASN #SpeechAndLanguage https://t.co/fQJPpBVJx7,download these free crabs colour match pages for your classroom or homeed     ,True,False
61,1.535193342811816e+18,2022-06-10 09:33:10+00:00,['1535193342811815936'],@laurenrebeccas2 Been there! I sat on the table with my feet on a chair for the rest of the afternoon. Kids very amused!, been there i sat on the table with my feet on a chair for the rest of the afternoon kids very amused,True,False
62,1.5349811394750792e+18,2022-06-09 19:29:56+00:00,['1534981139475079170'],@AnasSarwar Sorry to hear about the wee boy waiting for CAHMS appointment. Does his mum know about Mindroom who might be able to help/advise while they wait? https://t.co/N8WY98dvOA, sorry to hear about the wee boy waiting for cahms appointment does his mum know about mindroom who might be able to helpadvise while they wait ,True,False
63,1.534474911816761e+18,2022-06-08 09:58:22+00:00,['1534474911816761346'],Check out my Summer Theme Count 1-10 printable activities  #SEND #ASN #Autism #Numeracy https://t.co/Z10meMWDdn,check out my summer theme count 110 printable activities      ,True,False
64,1.5339248540465316e+18,2022-06-06 21:32:38+00:00,['1533924854046531584'],@SammyBroomhall White or grey chalk? (it will brush off afterwards), white or grey chalk it will brush off afterwards,True,False
65,1.5337656448434668e+18,2022-06-06 11:00:00+00:00,['1533765644843466761'],Are your kids working on basic vocabulary goals? Download these Tall or Short write &amp; wipe pages #autism #ASN #SEND #SpeechAndLanguage https://t.co/JB2fETbvZ5,are your kids working on basic vocabulary goals download these tall or short write amp wipe pages     ,True,False
68,1.5319311814696428e+18,2022-06-01 09:30:30+00:00,['1531931181469642752'],Here's a fun Summer Counting to 10 activity for your classroom or home-ed #autism #SEND #ASN  #numeracy https://t.co/b44CVA9A3W,heres a fun summer counting to 10 activity for your classroom or homeed      ,True,False
69,1.5316407622360105e+18,2022-05-31 14:16:28+00:00,['1531640762236010496'],Here's a FREE Garden Colour Matching activity to download for your classroom or home-ed #autism #SEND #ASN #SpeechAndLanguage https://t.co/74tKNQ1DRc,heres a free garden colour matching activity to download for your classroom or homeed     ,True,False
70,1.5315803495281336e+18,2022-05-31 10:16:25+00:00,['1531580349528133632'],"Check pout my new Beach theme Addition to 10 write &amp; wipe cards #SEND #ASN #autism #numeracy
https://t.co/JVpp4cjBwM","check pout my new beach theme addition to 10 write amp wipe cards    
",True,False
71,1.5312803830184264e+18,2022-05-30 14:24:27+00:00,['1531280383018426368'],Is it time for ice cream? Check out my Ice Cream Picture Count write &amp; wipe activity #autism #SEND #ASN #homeeducation #numeracy https://t.co/b44CVA9A3W,is it time for ice cream check out my ice cream picture count write amp wipe activity      ,True,False
73,1.529461539983577e+18,2022-05-25 13:57:01+00:00,['1529461539983577088'],Check out my NEW Bees Count 1-10 clip cards #autism #SEND #ASN #numeracy https://t.co/hmzCrM7qi5,check out my new bees count 110 clip cards     ,True,False
74,1.5292123962835067e+18,2022-05-24 21:27:01+00:00,['1529212396283506688'],@LucyPMLDTeacher You're welcome!, youre welcome,True,False
75,1.5288477437536256e+18,2022-05-23 21:18:01+00:00,['1528847743753625601'],@LucyPMLDTeacher Crash mats for deep pressure? Boom Whackers to hit off table/floor instead of banging doors? (they give good feedback to hands but aren't as noisy as drums).Lycra fabric (by the metre) to pull &amp; stretch?, crash mats for deep pressure boom whackers to hit off tablefloor instead of banging doors they give good feedback to hands but arent as noisy as drumslycra fabric by the metre to pull amp stretch,True,False
77,1.5287198081241416e+18,2022-05-23 12:49:39+00:00,['1528719808124141574'],"Get ready for the beach with these cute colour / color match crabs #autism #SEND #SpeechAndLanguage 
https://t.co/fQJPpBVJx7","get ready for the beach with these cute colour  color match crabs    
",True,False
79,1.5279528634056704e+18,2022-05-21 10:02:05+00:00,['1527952863405670401'],"@naomicfisher Thanks for this important thread! My son was excluded at 8 years old as school couldn't cope with him, but years later while home-educated (as agreed with the LA at age 10) the LA suddenly decided they had concerns he wasn't in school", thanks for this important thread my son was excluded at 8 years old as school couldnt cope with him but years later while homeeducated as agreed with the la at age 10 the la suddenly decided they had concerns he wasnt in school,True,False
80,1.5276129874896282e+18,2022-05-20 11:31:32+00:00,['1527612987489628160'],Elopement Scenario cards for your classroom of home-ed safety lessons #autism #SEND #ASN #SpeechAndLanguage https://t.co/EisH4cYR0E,elopement scenario cards for your classroom of homeed safety lessons     ,True,False
81,1.526856840079876e+18,2022-05-18 09:26:52+00:00,['1526856840079876097'],"Check out my new Colour/Color Matching mats for your classroom or home-ed #autism #SEND #ASN #SpeechAndLanguage 

https://t.co/KvsaQsbJ2N","check out my new colourcolor matching mats for your classroom or homeed     

",True,False
82,1.5265472359196017e+18,2022-05-17 12:56:37+00:00,['1526547235919601667'],New Research May Change How We Think About the Autism Spectrum | Psychology Today https://t.co/UPR4ej9mEg,new research may change how we think about the autism spectrum  psychology today ,True,False
83,1.524853588547322e+18,2022-05-12 20:46:40+00:00,['1524853588547321862'],@Castleviewps They're lovely!, theyre lovely,True,False
84,1.5243784432569426e+18,2022-05-11 13:18:37+00:00,['1524378443256942594'],Download these FREE Ice Cream Count 1-10 worksheets for your classroom or home-ed #autism #SEN #SEND #ASN https://t.co/nRcApzX2ac,download these free ice cream count 110 worksheets for your classroom or homeed     ,True,False
85,1.52250260102724e+18,2022-05-06 09:04:41+00:00,['1522502601027239937'],@grahamchatterl2 My son (now an adult) was excluded for 6 weeks in P3. By that stage the school had inadvertently 'taught' him that to get sent home (and away from the sensory overload) all he had to do was hit or scratch someone., my son now an adult was excluded for 6 weeks in p3 by that stage the school had inadvertently taught him that to get sent home and away from the sensory overload all he had to do was hit or scratch someone,True,False
86,1.5224997366071132e+18,2022-05-06 08:53:18+00:00,['1522499736607113219'],Are your kids working on categories? Check out these Category Puzzles #autism #SEND #ASN #SpeechAndLanguage https://t.co/kOoaRXeHLb,are your kids working on categories check out these category puzzles     ,True,False
87,1.5219524433193943e+18,2022-05-04 20:38:33+00:00,['1521952443319394306'],Here's a fun picture matching activity for your early language learners #autism #SEND #ASN #SpeechAndLanguage  https://t.co/TAZT4AabhP,heres a fun picture matching activity for your early language learners      ,True,False
