Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5649246326414746e+18,2022-08-31 10:34:41+00:00,['1564924632641474560'],@PrimaryCoHead My 3YO son loves 101 bums. I'm going to read it to our Nursery cohort when we're back at school, my 3yo son loves 101 bums im going to read it to our nursery cohort when were back at school,True,False
1,1.564924443935359e+18,2022-08-31 10:33:56+00:00,['1564924443935358977'],@authorfy @missk_prim @MrTs_NQTs @HeyPobble @LiteracyShed @ExplorifySchool @DarrellWakelam I can't wait!,       i cant wait,True,False
2,1.56489194337672e+18,2022-08-31 08:24:48+00:00,['1564891943376719872'],@MrEPrimary @davidowenauthor @JanelleLMccurdy @LawrencePatrice @tompalmerauthor @Usborne @NosyCrow @benlerwill @FaberChildrens @AnaLatese @publishing_cat @Nettdesigns @BarringtonStoke I'm just reading Mia and the Lightcasters. Enjoyable so far!,             im just reading mia and the lightcasters enjoyable so far,True,False
3,1.5648916447254446e+18,2022-08-31 08:23:37+00:00,['1564891644725444609'],"@missk_prim @MrTs_NQTs @HeyPobble Pobble 365, @LiteracyShed, @ExplorifySchool and @authorfy are all very useful logins to have. Plus @DarrellWakelam's brilliant activities",   pobble 365   and  are all very useful logins to have plus s brilliant activities,True,False
5,1.5648544607148114e+18,2022-08-31 05:55:51+00:00,['1564854460714811394'],@adamjames317 @AHT_Mrs_Healy @KnowOrganisers @CharlotteVoakes @stephenmorland these look like a great way of collating key information,     these look like a great way of collating key information,True,False
7,1.564696329913262e+18,2022-08-30 19:27:30+00:00,['1564696329913262093'],@Jo__Leighton @AidanSevers I've tried it before. IMO it raised some safeguarding concerns in terms of supervision. It wouldn't work in my school due to the layout of the building (too many blind spots and stairwells),  ive tried it before imo it raised some safeguarding concerns in terms of supervision it wouldnt work in my school due to the layout of the building too many blind spots and stairwells,True,False
9,1.5646949713194762e+18,2022-08-30 19:22:06+00:00,['1564694971319476224'],@Jo__Leighton @AidanSevers It's an opportunity to calm and settle so you're ready to learn. Plus a head count to make sure nobody is missing!,  its an opportunity to calm and settle so youre ready to learn plus a head count to make sure nobody is missing,True,False
10,1.5646680437325988e+18,2022-08-30 17:35:06+00:00,['1564668043732598784'],"@msmadax @KyrstieStubbs @CharlotteVoakes We ran a food bank for a while, but our local food bank has asked us to signpost them instead. Always good to have options though",   we ran a food bank for a while but our local food bank has asked us to signpost them instead always good to have options though,True,False
11,1.5646627736358502e+18,2022-08-30 17:14:09+00:00,['1564662773635850241'],@anson_kari @KyrstieStubbs @CharlotteVoakes Aye I'm hoping to figure out a system to facitate a number of free staff school dinners too. Fingers crossed!,   aye im hoping to figure out a system to facitate a number of free staff school dinners too fingers crossed,True,False
12,1.56466085807625e+18,2022-08-30 17:06:33+00:00,['1564660858076250113'],"@KyrstieStubbs @CharlotteVoakes this is such a lovely idea, shall we do it in our staffroom?",  this is such a lovely idea shall we do it in our staffroom,True,False
14,1.564658392534319e+18,2022-08-30 16:56:45+00:00,['1564658392534319105'],Bradford has so many brilliant places to visit. Lister Park and Cartwright Hall with Granny today... obviously a cheeky ice cream too! https://t.co/oOTxb2omAY,bradford has so many brilliant places to visit lister park and cartwright hall with granny today obviously a cheeky ice cream too ,True,False
15,1.5646547367831552e+18,2022-08-30 16:42:13+00:00,['1564654736783155200'],"@OonaghKelleher @fidsta77 I'd be on the side dipping my Yorkshire puds in

Wait that sounds awfully wrong","  id be on the side dipping my yorkshire puds in

wait that sounds awfully wrong",True,False
16,1.564654602271789e+18,2022-08-30 16:41:41+00:00,['1564654602271789056'],@BunsenLearner @BBCNews Genius pun https://t.co/5d5PwHmeWQ,  genius pun ,True,False
17,1.564628322801406e+18,2022-08-30 14:57:16+00:00,['1564628322801405956'],These carnival costumes are great! https://t.co/K1uS87eYM4,these carnival costumes are great ,True,False
18,1.5646203839694766e+18,2022-08-30 14:25:43+00:00,['1564620383969476625'],"@Headteacherchat We use @IRIS_Connect to record our staff meetings that deliver CPD. No minuting needed. We minute SLT meetings with points, actions, named person to action it and deadlines on the agenda already put together", we use  to record our staff meetings that deliver cpd no minuting needed we minute slt meetings with points actions named person to action it and deadlines on the agenda already put together,True,False
22,1.5642728806821642e+18,2022-08-29 15:24:52+00:00,['1564272880682164225'],@OlkimGar @Headteacherchat @Sharifahlee4 @KyrstieStubbs @TwinklSLT @secretHT1 I remember it... but I can't remember who!,      i remember it but i cant remember who,True,False
26,1.5636250289855406e+18,2022-08-27 20:30:32+00:00,['1563625028985540610'],"I loved this book. A brilliant retelling of Emmanuel Ofosu Yeboah's story of resilience, passion and determination https://t.co/DP11UGUi1s",i loved this book a brilliant retelling of emmanuel ofosu yeboahs story of resilience passion and determination ,True,False
27,1.5636244867962511e+18,2022-08-27 20:28:23+00:00,['1563624486796251137'],"I've heard a lot of great reviews for Bandoola and it's as good as I had hoped. A powerful mix of narrative, non-fiction and beautiful illustrations used to deliver important messages about empathy, environmentalism and kindness https://t.co/zSqD3Y5Nju",ive heard a lot of great reviews for bandoola and its as good as i had hoped a powerful mix of narrative nonfiction and beautiful illustrations used to deliver important messages about empathy environmentalism and kindness ,True,False
28,1.5634233116394578e+18,2022-08-27 07:08:59+00:00,['1563423311639457792'],@Headteacherchat @ottleyoconnor @philsharrock @joyoung1974 @SaysMiss @HeadSurrey @MrNickHart @MrMChatley @smithsmm @secretHT1 @DanEdwards_77 Good is good enough,           good is good enough,True,False
30,1.5631988998208348e+18,2022-08-26 16:17:15+00:00,['1563198899820834816'],"@Teacherglitter Your classroom looks like such a calm, welcoming space. I love it", your classroom looks like such a calm welcoming space i love it,True,False
31,1.563081048002478e+18,2022-08-26 08:28:57+00:00,['1563081048002478080'],"@EssexSmoggy I used smart sacks for a while, but they did get spoiled and I needed new every year or 2!", i used smart sacks for a while but they did get spoiled and i needed new every year or 2,True,False
32,1.5629093612398223e+18,2022-08-25 21:06:43+00:00,['1562909361239822336'],@KoryJMerritt's No Place for Monsters is great fun! Children are going missing and nobody seems to remember them when they've gone. All trace of them disappears and it takes the guts and determination of our 2 lead characters to figure out what on earth is happening https://t.co/wE3RCrNuq4,s no place for monsters is great fun children are going missing and nobody seems to remember them when theyve gone all trace of them disappears and it takes the guts and determination of our 2 lead characters to figure out what on earth is happening ,True,False
33,1.562825315466244e+18,2022-08-25 15:32:45+00:00,['1562825315466244098'],A couple of early apples and figs harvested from the garden today ❤️ https://t.co/CfFdaK9jpe,a couple of early apples and figs harvested from the garden today  ,True,False
