,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
3979,3979,adam respect nothing reply account people medium speculation thomas cook flight,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,False,"@ThomasCookCares Hi Adam, with respect that is rather obvious as nothing has happened yet. But most of the replies from this account have moved to reassure people media speculation doesn’t affect Thomas Cook flights. I’m asking why that is.", hi adam with respect that is rather obvious as nothing has happened yet but most of the replies from this account have moved to reassure people media speculation doesn’t affect thomas cook flights i’m asking why that is,2019-09-20 20:18:17+00:00,Life,1,Positive
3980,3980,voting climate candidate survey climate change,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.9422558914052312,False,The Voting Climate | A candidates survey on climate change https://t.co/LPHn3ch0VQ,the voting climate  a candidates survey on climate change ,2019-09-20 21:50:28+00:00,None,0,None
3981,3981,world evacuee graf couple bomb year,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.7676639010234312,False,"World War Two evacuee is 92, visits graves of couple who saved him from the Luftwaffe's bombs in 1939 for the 56th year in a row. https://t.co/nO5fTC1Wpm",world war two evacuee is visits graves of couple who saved him from the luftwaffe's bombs in for the year in a row ,2019-09-21 07:18:19+00:00,None,2,Negative
3982,3982,arseonist moment arsonist backside shop attack manchester city centre,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,ARSE-ONIST! This is the shocking moment an arsonist burnt his own backside during a shop attack in Manchester City Centre. https://t.co/G8y0Fri3FO,arseonist this is the shocking moment an arsonist burnt his own backside during a shop attack in manchester city centre ,2019-09-21 08:07:42+00:00,None,2,Negative
3983,3983,page today mention voice mirror page government threat welfare decency,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.5462263109447306,False,"And in print. Page two of @DailyMirror today. And a mention in the Voice of the Mirror on page eight, which calls on the government to threat those on welfare with decency and like actual human beings. https://t.co/1icBfkgc1x",and in print page two of  today and a mention in the voice of the mirror on page eight which calls on the government to threat those on welfare with decency and like actual human beings ,2019-09-21 08:14:47+00:00,None,2,Negative
3984,3984,people people,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.2097763166896842,False,2 people followed me and 2 people unfollowed me // automatically checked by https://t.co/8wCdRBb4ET,people followed me and people unfollowed me  automatically checked by ,2019-09-21 12:36:53+00:00,None,0,None
3985,3985,time ashton gate record year,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,First time at the redeveloped Ashton Gate. Far more impressive that Swansea’s record here (just the one win in 26 years if I’ve got it right). https://t.co/od0WbCL4qn,first time at the redeveloped ashton gate far more impressive that swansea’s record here just the one win in years if i’ve got it right ,2019-09-21 12:54:31+00:00,None,1,Positive
3986,3986,change swansea naughton connor robert bench george byers wayne routledge youngster cabango swansea captain williams home debut city,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"Two changes for Swansea. Kyle Naughton in for Connor Roberts who drops to the bench, George Byers in for Wayne Routledge. Youngster Ben Cabango among subs. former Swansea captain Ashley Williams starts to make home debut for Bristol City. https://t.co/MmOGTfOs0Z",two changes for swansea kyle naughton in for connor roberts who drops to the bench george byers in for wayne routledge youngster ben cabango among subs former swansea captain ashley williams starts to make home debut for bristol city ,2019-09-21 13:03:02+00:00,None,0,None
3987,3987,record home city plump swansea guess score competition concourse wall stand,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Swansea's record here made me think it could be a home win but seems not all Bristol City fans as convinced. Just spotted one plump for 4-1 Swansea on the guess the score competition on the concourse wall of the stand we're in,swansea's record here made me think it could be a home win but seems not all bristol city fans as convinced just spotted one plump for swansea on the guess the score competition on the concourse wall of the stand we're in,2019-09-21 13:31:53+00:00,None,1,Positive
3988,3988,plenty tension touch quality action city,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.7461246953270783,False,"Plenty of tension and touches of quality in this one so far, but very little in way of final third action. Bristol City arguably on top without really threatening",plenty of tension and touches of quality in this one so far but very little in way of final third action bristol city arguably on top without really threatening,2019-09-21 14:22:15+00:00,Life,1,Positive
3989,3989,change johnson diedhiou centreback nathan baker,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,0.2065226112427657,False,30 mins in and a change from Lee Johnson already. Striker Famara Diedhiou on for centre-back Nathan Baker,mins in and a change from lee johnson already striker famara diedhiou on for centreback nathan baker,2019-09-21 14:29:57+00:00,Life,0,None
3990,3990,bench diedhiou defender weimann shot inch deadlock swansea,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"Since coming off the bench,. Diedhiou has nutmegged a defender, set up a Weimann shot, and gone inches away from breaking the deadlock. Swansea sluggish",since coming off the bench diedhiou has nutmegged a defender set up a weimann shot and gone inches away from breaking the deadlock swansea sluggish,2019-09-21 14:41:56+00:00,None,2,Negative
3991,3991,right right landlord,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8483603186063462,False,Right to buy from councils = good. Right to buy from private landlords = chilling. https://t.co/bOj1LmkRWQ,right to buy from councils  good right to buy from private landlords  chilling ,2019-09-21 14:50:52+00:00,None,1,Positive
3992,3992,swansea ayew host injury time grime freekick shot target city swansea city,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Swansea not at their sharpest but Ayew does worry the hosts. Foul on him in injury time saw Grimes go close from a free-kick. First Swansea shot on target. HT Bristol City 0 Swansea City 0,swansea not at their sharpest but ayew does worry the hosts foul on him in injury time saw grimes go close from a freekick first swansea shot on target ht bristol city  swansea city ,2019-09-21 14:53:46+00:00,None,2,Negative
3993,3993,time thanks effort volunteer,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.4761662911852283,False,"@Chesterparkrun Nice as my time was...I didn't think I'd run that fast! Thanks for looking into it, the timekeeping efforts and those by other volunteers are always appreciated.", nice as my time wasi didn't think i'd run that fast thanks for looking into it the timekeeping efforts and those by other volunteers are always appreciated,2019-09-21 14:58:48+00:00,None,1,Positive
3994,3994,report twitter,2,2_tweet_twitter_account_timeline,tweet - twitter - account - timeline - people - follower - troll - like - time - reply,1.0,False,"@scfctheo Funnily enough, I have in the report I’ve drafted, just not on Twitter.", funnily enough i have in the report i’ve drafted just not on twitter,2019-09-21 15:03:01+00:00,Life,1,Positive
3995,3995,hour mark bristol city introduction palmer eliasson,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,Not yet reached the hour mark and Bristol City have now used all their subs after the introductions of Palmer and Eliasson.,not yet reached the hour mark and bristol city have now used all their subs after the introductions of palmer and eliasson,2019-09-21 15:16:57+00:00,None,2,Negative
3996,3996,look street,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,Ooh look @GuardianFashion @guardianweekend have been posing on the streets of #crystalpalace https://t.co/4K1mMqW2Sl,ooh look   have been posing on the streets of  ,2019-09-21 15:29:15+00:00,None,0,None
3997,3997,achievement part commemoration,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,What an achievement for a 97-year-old as part of commemorations of #MarketGarden75 #Arnhem75 #LestWeForget https://t.co/eW4t7sypDp,what an achievement for a as part of commemorations of    ,2019-09-21 16:12:16+00:00,None,0,None
3998,3998,bristol city swansea city result swansea chance piece host home debut,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.883263055064721,False,"FT Bristol City 0 Swansea City 0. Fair result in the end, though Swansea did have better chances and certainly could have done better from set pieces. Williams solid for hosts on home debut",ft bristol city  swansea city  fair result in the end though swansea did have better chances and certainly could have done better from set pieces williams solid for hosts on home debut,2019-09-21 16:13:00+00:00,None,1,Positive
3999,3999,time look woodman swansea nothing reading cross fuss worry beat,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,1.0,False,"First time I’ve had a proper look at Woodman for Swansea. Nothing spectacular but very impressive in his reading of crosses and how made a lot look very simple. No frills, no fuss, no real worry he’d get beat",first time i’ve had a proper look at woodman for swansea nothing spectacular but very impressive in his reading of crosses and how made a lot look very simple no frills no fuss no real worry he’d get beat,2019-09-21 16:14:13+00:00,None,1,Positive
4000,4000,start goal ramsey,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,"One start, one goal for Ramsey. What a guy!",one start one goal for ramsey what a guy,2019-09-21 16:33:11+00:00,None,0,None
4001,4001,ramsey footstep goal debut verona charles,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.0,False,So it turns out that Ramsey really is following in the footsteps of Il Gigante Buono. Goal on debut v Verona same as Charles https://t.co/Oi36uX0X3f,so it turns out that ramsey really is following in the footsteps of il gigante buono goal on debut v verona same as charles ,2019-09-21 19:24:56+00:00,None,0,None
4002,4002,cheat cheat cheat cheat,-1,-1_people_time_year_today,people - time - year - today - thing - week - news - game - story - work,0.8851135967800106,False,"@_DavePowell ""Cheat! Cheat! Cheat! Cheat!""", cheat cheat cheat cheat,2019-09-21 19:46:44+00:00,None,2,Negative
