Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,0,0,1.5650584897135657e+18,2022-08-31 19:26:35+00:00,['1565058489713565697'],@DoctorOstomy @AmyL_IoM No makers label on them. Sorry! We have a wool duvet too.,  no makers label on them sorry we have a wool duvet too,True,False
1,1,1,1.5650563065365012e+18,2022-08-31 19:17:55+00:00,['1565056306536501248'],@DoctorOstomy @AmyL_IoM They were in TK Maxx and sadly I don’t have the maker but will see if I can Google it,  they were in tk maxx and sadly i don’t have the maker but will see if i can google it,True,False
2,2,2,1.5650463653354783e+18,2022-08-31 18:38:25+00:00,['1565046365335478275'],"@DoctorOstomy @AmyL_IoM I’ve got wool filled ones that have a cooling gel in the middle
I love them","  i’ve got wool filled ones that have a cooling gel in the middle
i love them",True,False
6,6,6,1.564961650905682e+18,2022-08-31 13:01:47+00:00,['1564961650905681921'],@robertsproggit @BorisJohnson Sadly should read ‘Fucked it Up’,  sadly should read ‘fucked it up’,True,False
11,11,11,1.564895982688559e+18,2022-08-31 08:40:51+00:00,['1564895982688559105'],@Maremaidstar Post surgery it was one of the few foods I was allowed. I was so hungry they tasted like manna from the gods. The only food that ever tasted better was the NHS toast post giving birth., post surgery it was one of the few foods i was allowed i was so hungry they tasted like manna from the gods the only food that ever tasted better was the nhs toast post giving birth,True,False
12,12,12,1.564895691973038e+18,2022-08-31 08:39:41+00:00,['1564895691973038090'],@MAMBarLife @CrimBarrister There’s probably a long list,  there’s probably a long list,True,False
17,17,17,1.5647065515914772e+18,2022-08-30 20:08:07+00:00,['1564706551591477250'],@Layo_FH @mudchute @HornimanMuseum also has some interesting exhibits,   also has some interesting exhibits,True,False
18,18,18,1.5647063337938534e+18,2022-08-30 20:07:15+00:00,['1564706333793853440'],"@Layo_FH @mudchute Rotherhithe, Surrey Docks Farm

https://t.co/7FCDaNUokD","  rotherhithe surrey docks farm

",True,False
19,19,19,1.5647058773530214e+18,2022-08-30 20:05:26+00:00,['1564705877353021442'],@Layo_FH @mudchute is right near Canary Wharf,  is right near canary wharf,True,False
21,21,21,1.5646265320600863e+18,2022-08-30 14:50:09+00:00,['1564626532060086278'],"@JaneyGodley I’ve given up
It’s dire"," i’ve given up
it’s dire",True,False
23,23,23,1.564572239122649e+18,2022-08-30 11:14:24+00:00,['1564572239122649088'],@JackSerleHSJ @dr_shibley (It’s still a lot of money though!),  it’s still a lot of money though,True,False
24,24,24,1.564572089524314e+18,2022-08-30 11:13:49+00:00,['1564572089524314113'],"@JackSerleHSJ @dr_shibley It says hot drinks vending machine, that could mean quite a lot of things, including the huge ones you see in the supermarket/stations etc which could easily be that much.",  it says hot drinks vending machine that could mean quite a lot of things including the huge ones you see in the supermarketstations etc which could easily be that much,True,False
26,26,26,1.5645453528202117e+18,2022-08-30 09:27:34+00:00,['1564545352820211714'],"@Maremaidstar Their American teeth, presumably…..", their american teeth presumably…,True,False
30,30,30,1.564225251046744e+18,2022-08-29 12:15:36+00:00,['1564225251046744066'],"@EOTR @panthaduprince @robocobraquartz @smellybdrmm There’s always that *one* clash that you feel annoyed about, but it turns out ok in the end",    there’s always that one clash that you feel annoyed about but it turns out ok in the end,True,False
31,31,31,1.564225110164357e+18,2022-08-29 12:15:02+00:00,['1564225110164357121'],@EOTR @panthaduprince @robocobraquartz @smellybdrmm Magnetic Fields then maybe over to Pixies….feel that Pixies audience may be a little thin for the start of their set…,    magnetic fields then maybe over to pixies…feel that pixies audience may be a little thin for the start of their set…,True,False
32,32,32,1.5642121740961382e+18,2022-08-29 11:23:38+00:00,['1564212174096138240'],"@AshKnotty In Lewisham the @bankof_things has organised a used uniform collection. They also have essential school equipment. I have found that school bags tend to still be expensive, maybe an idea to try and get some wholesale and cheap for the school to sell?", in lewisham the  has organised a used uniform collection they also have essential school equipment i have found that school bags tend to still be expensive maybe an idea to try and get some wholesale and cheap for the school to sell,True,False
