Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,0,0,1.5651110756700037e+18,2022-08-31 22:55:33+00:00,['1565111075670003714'],Pra quem ta perdido: a crise é devida a disparada nos preços da energia - cujo mercado é todo desenhado em torno de sistema baseado em fontes de energia fósseis. O aumento do consumo após reabertura com a diminuição da oferta de gás devido à guerra levaram ao aumento dos preços,pra quem ta perdido a crise é devida a disparada nos preços da energia  cujo mercado é todo desenhado em torno de sistema baseado em fontes de energia fósseis o aumento do consumo após reabertura com a diminuição da oferta de gás devido à guerra levaram ao aumento dos preços,True,False
1,1,1,1.5651095305512632e+18,2022-08-31 22:49:25+00:00,['1565109530551263235'],alguém precisa fazer um musical sobre a crise energética da Europa com urgência https://t.co/hLuid0v6MB,alguém precisa fazer um musical sobre a crise energética da europa com urgência ,True,False
2,2,2,1.56510486737032e+18,2022-08-31 22:30:53+00:00,['1565104867370319872'],"@eliasjabbour Elias, já te acompanhava nas redes mas minha admiração cresceu demais após ver as 3h de debate. Fiquei impressionado com a sua paciência e didatismo diante da arrogância e tentativas de “lacração” da sua oponente.", elias já te acompanhava nas redes mas minha admiração cresceu demais após ver as 3h de debate fiquei impressionado com a sua paciência e didatismo diante da arrogância e tentativas de “lacração” da sua oponente,True,False
3,3,3,1.565101915620483e+18,2022-08-31 22:19:09+00:00,['1565101915620483073'],@debsbed Ele terminou com a última namorada (2 meses depois de ela fazer 25 😂) e o Extra fez uma matéria com um gráfico https://t.co/lwZmA5gFXh, ele terminou com a última namorada 2 meses depois de ela fazer 25  e o extra fez uma matéria com um gráfico ,True,False
4,4,4,1.5650832897356268e+18,2022-08-31 21:05:08+00:00,['1565083289735626755'],@femogi_,,True,False
5,5,5,1.5650832330495345e+18,2022-08-31 21:04:55+00:00,['1565083233049534469'],not all of us can afford to be romantic https://t.co/MSgHXW244A,not all of us can afford to be romantic ,True,False
6,6,6,1.565029724102992e+18,2022-08-31 17:32:17+00:00,['1565029724102991872'],@vanahauf @choracuica Hahaha eu tb não entendo,  hahaha eu tb não entendo,True,False
7,7,7,1.5650282130630246e+18,2022-08-31 17:26:17+00:00,['1565028213063024640'],@choracuica @vanahauf Isso aqui me pegou demais https://t.co/6FkTiEyJaj,  isso aqui me pegou demais ,True,False
9,9,9,1.5649903202486067e+18,2022-08-31 14:55:43+00:00,['1564990320248606723'],@camimalonso Quando o melhor take foi esse… hahahah, quando o melhor take foi esse… hahahah,True,False
10,10,10,1.5649820809242542e+18,2022-08-31 14:22:58+00:00,['1564982080924254208'],@rafaelbecker Hahaha siiim!!!, hahaha siiim,True,False
11,11,11,1.564981870995153e+18,2022-08-31 14:22:08+00:00,['1564981870995152896'],@deboralopes 1 colherada de mylanta e uma de vergonha na cara ajudariam bastante, 1 colherada de mylanta e uma de vergonha na cara ajudariam bastante,True,False
12,12,12,1.5649814342506578e+18,2022-08-31 14:20:24+00:00,['1564981434250657793'],@esdrasbeleza o candidato está claramente muito à vontade 😂, o candidato está claramente muito à vontade ,True,False
13,13,13,1.5649778718562058e+18,2022-08-31 14:06:15+00:00,['1564977871856205825'],"ele não tem: lábios
ele não tem: domicílio em SP
ele não tem: votos
ele não tem: amor próprio 

mas ele tem: refluxo https://t.co/Nr5yqJT0ii","ele não tem lábios
ele não tem domicílio em sp
ele não tem votos
ele não tem amor próprio 

mas ele tem refluxo ",True,False
14,14,14,1.564898119615238e+18,2022-08-31 08:49:20+00:00,['1564898119615238144'],@camilarrt eu não aguento mais ter que ver vídeo de 20 min pra pegar 2 dicas ou ficar repetindo reels no ig pq os nomes passam rápido demais. Voltem blogs 😭, eu não aguento mais ter que ver vídeo de 20 min pra pegar 2 dicas ou ficar repetindo reels no ig pq os nomes passam rápido demais voltem blogs ,True,False
15,15,15,1.5648902164895252e+18,2022-08-31 08:17:56+00:00,['1564890216489525249'],@MalaJine @UrbanNathalia Já salvei pra assistir!,  já salvei pra assistir,True,False
17,17,17,1.564688667305775e+18,2022-08-30 18:57:03+00:00,['1564688667305775107'],Ansiosa pelo episódio em que essa gente vai toda presa com transmissão ao vivo em rede nacional https://t.co/1XLRaHTWJ3,ansiosa pelo episódio em que essa gente vai toda presa com transmissão ao vivo em rede nacional ,True,False
18,18,18,1.5646874141987717e+18,2022-08-30 18:52:04+00:00,['1564687414198771713'],@AlexandreFenel1 O próprio, o próprio,True,False
19,19,19,1.564681184264835e+18,2022-08-30 18:27:19+00:00,['1564681184264835072'],gente se eu passasse uma vergonha ao vivo igual a essa menina Renata Barreto eu trocava de nome e não aparecia mais na internet,gente se eu passasse uma vergonha ao vivo igual a essa menina renata barreto eu trocava de nome e não aparecia mais na internet,True,False
20,20,20,1.5646176192689316e+18,2022-08-30 14:14:44+00:00,['1564617619268931585'],@lolaferreira quedizê, quedizê,True,False
21,21,21,1.564591373600301e+18,2022-08-30 12:30:26+00:00,['1564591373600301058'],"Acho curioso que na campanha pras últimas eleições municipais o câncer do Bruno Covas (confirmado, metastático, com prognóstico péssimo) era assunto proibido. 

Mas agora galera quer exigir “avaliação médica” do Lula por conta de um tumor que ele teve e tratou há 10 anos atrás","acho curioso que na campanha pras últimas eleições municipais o câncer do bruno covas confirmado metastático com prognóstico péssimo era assunto proibido 

mas agora galera quer exigir “avaliação médica” do lula por conta de um tumor que ele teve e tratou há 10 anos atrás",True,False
22,22,22,1.5645861381442355e+18,2022-08-30 12:09:38+00:00,['1564586138144235522'],@TiredTaurine Hahaha ❤️, hahaha ,True,False
23,23,23,1.564574318549504e+18,2022-08-30 11:22:40+00:00,['1564574318549504002'],@lo_silvertongue Pois é, pois é,True,False
24,24,24,1.564574251478356e+18,2022-08-30 11:22:24+00:00,['1564574251478355971'],@JoaoeFerraz Tristeza, tristeza,True,False
25,25,25,1.564469951536169e+18,2022-08-30 04:27:57+00:00,['1564469951536168960'],Se hidratem e façam xixi depois de transar 😘,se hidratem e façam xixi depois de transar ,True,False
26,26,26,1.564469770312876e+18,2022-08-30 04:27:14+00:00,['1564469770312876034'],passando com o lembrete de que infecção urinária não é doença sexualmente transmissível e que é bem comum pós sexo em quem tem vagina por questões de anatomia mesmo https://t.co/BN4MRUNsjo,passando com o lembrete de que infecção urinária não é doença sexualmente transmissível e que é bem comum pós sexo em quem tem vagina por questões de anatomia mesmo ,True,False
27,27,27,1.5643315229074268e+18,2022-08-29 19:17:53+00:00,['1564331522907426816'],@Joao_CRF81 @WestHam @LucasPaqueta97 Ok posso apoiar então,   ok posso apoiar então,True,False
28,28,28,1.5643307051732255e+18,2022-08-29 19:14:38+00:00,['1564330705173225472'],@Joao_CRF81 @WestHam @LucasPaqueta97 Ele é bolsominion?,   ele é bolsominion,True,False
29,29,29,1.5643304605447004e+18,2022-08-29 19:13:40+00:00,['1564330460544700417'],@marineleney MAI, mai,True,False
30,30,30,1.5643299586206597e+18,2022-08-29 19:11:40+00:00,['1564329958620659713'],@Joao_CRF81 @WestHam @LucasPaqueta97 Ahazô,   ahazô,True,False
31,31,31,1.5643162075320975e+18,2022-08-29 18:17:02+00:00,['1564316207532097536'],"segundou
cc: @marineleney https://t.co/H8ogZCw6Nu","segundou
cc  ",True,False
32,32,32,1.5643136156535355e+18,2022-08-29 18:06:44+00:00,['1564313615653535744'],@xmarcelax amiga nunca comi! Vamos ❤️❤️❤️❤️, amiga nunca comi vamos ,True,False
33,33,33,1.5642995019339366e+18,2022-08-29 17:10:39+00:00,['1564299501933936642'],@yuri_dantas99 justamente haha, justamente haha,True,False
34,34,34,1.5642318934401434e+18,2022-08-29 12:42:00+00:00,['1564231893440143361'],"o conceito italiano de pegar a sobra de arroz ou de macarrão, empanar e fritar",o conceito italiano de pegar a sobra de arroz ou de macarrão empanar e fritar,True,False
36,36,36,1.5639266085824184e+18,2022-08-28 16:28:54+00:00,['1563926608582418432'],“isso é um problema pra Mariana do futuro” https://t.co/B8RKD7DOpx,“isso é um problema pra mariana do futuro” ,True,False
37,37,37,1.5639231720634204e+18,2022-08-28 16:15:15+00:00,['1563923172063420423'],a @marineleney e eu nessas férias na Costa Amalfitana https://t.co/CB3wHGckWY,a  e eu nessas férias na costa amalfitana ,True,False
38,38,38,1.563890713552687e+18,2022-08-28 14:06:16+00:00,['1563890713552687106'],@rebelbia_ Lindíssima, lindíssima,True,False
40,40,40,1.5635950722053857e+18,2022-08-27 18:31:30+00:00,['1563595072205385729'],se já trabalhei não me lembro https://t.co/ro2yBsAQnV,se já trabalhei não me lembro ,True,False
41,41,41,1.5635946789512233e+18,2022-08-27 18:29:56+00:00,['1563594678951223296'],"a @marineleney: amiga, que dia é hoje? Sábado?

eu: amiga, eu to nadando no Mediterrâneo. Não sei mais o que são dias da semana","a  amiga que dia é hoje sábado

eu amiga eu to nadando no mediterrâneo não sei mais o que são dias da semana",True,False
42,42,42,1.5632496495818875e+18,2022-08-26 19:38:54+00:00,['1563249649581887488'],ah sim aquela mania de dar nomes em inglês pra coisas que existem desde que o mundo é mundo e fingir que é um super fenômeno revolucionário? https://t.co/FFgpa7HL9f,ah sim aquela mania de dar nomes em inglês pra coisas que existem desde que o mundo é mundo e fingir que é um super fenômeno revolucionário ,True,False
43,43,43,1.563236938907525e+18,2022-08-26 18:48:24+00:00,['1563236938907525122'],@otavio_ranzani Disserte, disserte,True,False
44,44,44,1.563225052577153e+18,2022-08-26 18:01:10+00:00,['1563225052577153024'],@MalaJine Bora!, bora,True,False
45,45,45,1.5632239119315968e+18,2022-08-26 17:56:38+00:00,['1563223911931596804'],@camimalonso Sempre dá pra voltar :), sempre dá pra voltar ,True,False
46,46,46,1.5632214058269532e+18,2022-08-26 17:46:41+00:00,['1563221405826953216'],"@MalaJine amiga, eu já to doida pra voltar hahaha", amiga eu já to doida pra voltar hahaha,True,False
47,47,47,1.5632188100728586e+18,2022-08-26 17:36:22+00:00,['1563218810072858625'],"Sobre duração de estadia: se você for blogayra e só quiser fazer umas fotos bonitas e ir a barzinho 3 dias dá e sobra mesmo. Mas se quiser ir aos museus e passear além do centro histórico, precisa de mais tempo",sobre duração de estadia se você for blogayra e só quiser fazer umas fotos bonitas e ir a barzinho 3 dias dá e sobra mesmo mas se quiser ir aos museus e passear além do centro histórico precisa de mais tempo,True,False
48,48,48,1.5632181505852908e+18,2022-08-26 17:33:44+00:00,['1563218150585290752'],@PoeTwittar Tem um ar bem decadente mesmo mas é parte do charme local rs, tem um ar bem decadente mesmo mas é parte do charme local rs,True,False
49,49,49,1.563217771374461e+18,2022-08-26 17:32:14+00:00,['1563217771374460930'],@CarperLourenco Vc chega no aeroporto e imediatamente é tomado pela atmosfera do dedo no cu e gritaria hahahah, vc chega no aeroporto e imediatamente é tomado pela atmosfera do dedo no cu e gritaria hahahah,True,False
50,50,50,1.5632171860883333e+18,2022-08-26 17:29:54+00:00,['1563217186088333314'],"@CarperLourenco amigo, é 100% a energia do Rio de Janeiro. Eu me senti em casa", amigo é 100 a energia do rio de janeiro eu me senti em casa,True,False
51,51,51,1.5632170120582554e+18,2022-08-26 17:29:13+00:00,['1563217012058255361'],Sobre dialeto: geral fala italiano obviamente e nas áreas turísticas a maioria fala inglês. Eu não tava esperando ouvir dialeto pq tinham me dito que era coisa de gerações mais velhas e tava sumindo: mentira. Absolutamente TODO MUNDO no centro e na periferia fala em dialeto,sobre dialeto geral fala italiano obviamente e nas áreas turísticas a maioria fala inglês eu não tava esperando ouvir dialeto pq tinham me dito que era coisa de gerações mais velhas e tava sumindo mentira absolutamente todo mundo no centro e na periferia fala em dialeto,True,False
52,52,52,1.563216011830362e+18,2022-08-26 17:25:15+00:00,['1563216011830362112'],Sobre segurança: a Camorra (organização criminosa da região) ainda existe mas ela não afeta a vida do turista em nada. A galera fala berrando e tudo é 100% energia do caos mas no geral vc só tem que se preocupar com pequenos furtos e golpes como em qualquer destino turístico,sobre segurança a camorra organização criminosa da região ainda existe mas ela não afeta a vida do turista em nada a galera fala berrando e tudo é 100 energia do caos mas no geral vc só tem que se preocupar com pequenos furtos e golpes como em qualquer destino turístico,True,False
53,53,53,1.5632134760042127e+18,2022-08-26 17:15:10+00:00,['1563213476004212737'],"Mentiras que contam sobre Nápoles:
- É uma cidade muito perigosa
- Ninguém mais fala dialeto atualmente 
- 3 dias são suficientes para conhecer","mentiras que contam sobre nápoles
 é uma cidade muito perigosa
 ninguém mais fala dialeto atualmente 
 3 dias são suficientes para conhecer",True,False
54,54,54,1.5631190835746775e+18,2022-08-26 11:00:05+00:00,['1563119083574677506'],@xmarcelax Correta, correta,True,False
56,56,56,1.562919572092625e+18,2022-08-25 21:47:18+00:00,['1562919572092624897'],@rebelbia_ @rooneythinker Grito hahahahah,  grito hahahahah,True,False
57,57,57,1.562900626505597e+18,2022-08-25 20:32:01+00:00,['1562900626505596930'],@luduvicu @carapanarana amigo você nunca passa frio né?,  amigo você nunca passa frio né,True,False
58,58,58,1.562896097026392e+18,2022-08-25 20:14:01+00:00,['1562896097026392066'],@costurandoverbo @marineleney does it almost feel like nothing changed at all,  does it almost feel like nothing changed at all,True,False
59,59,59,1.5628795878260122e+18,2022-08-25 19:08:25+00:00,['1562879587826012171'],@costurandoverbo GRITOOOO 🗣🗣🗣, gritoooo ,True,False
