id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5599848938699162e+18,2022-08-17 19:25:56+00:00,['1559984893869916162'],"Our charity is devastated to learn about this elderly mans murder. He busked right outside our premises was stabbed minutes away. He graced us with his music outside of Tesco often, he will be missed. We send love to his family and may he R.I.P https://t.co/XJbDoS7yVE https://t.co/J8t3IFOWmF",,our charity is devastated to learn about this elderly mans murder he busked right outside our premises was stabbed minutes away he graced us with his music outside of tesco often he will be missed we send love to his family and may he rip  ,charity murder premise minute music tesco family
1.559984289785254e+18,2022-08-17 19:23:32+00:00,['1559984289785253888'],"Our charity is devastated to learn about this elderly mans murder. He busked right outside our premises was stabbed minutes away. He graced us with his music outside of Tesco often, he will be missed. This is awful news, we send love to his family and may he R.I.P 💚 https://t.co/j18qbfRqIM",,our charity is devastated to learn about this elderly mans murder he busked right outside our premises was stabbed minutes away he graced us with his music outside of tesco often he will be missed this is awful news we send love to his family and may he rip  ,charity murder premise minute music tesco news family
1.55965779014212e+18,2022-08-16 21:46:08+00:00,['1559657790142119937'],It was an emotional end after delivering music workshops at @SancSL in Chelmsford for 6 weeks and they delivered a fantastic steelband performance at their bbq. We are going to miss you’ll 🥰 @ChelmsCouncil @chelmsfordindep @ChelmsfordCVS https://t.co/FucyqW6FQc,,it was an emotional end after delivering music workshops at  in chelmsford for weeks and they delivered a fantastic steelband performance at their bbq we are going to miss you’ll     ,music workshop chelmsford week steelband performance
1.559647024945025e+18,2022-08-16 21:03:22+00:00,['1559647024945025024'],"We had the pleasure to be at @MedwayCulture carnival again this year. We delivered workshops for just over 100 people in the community and meeting Cllr Roger Barrett was an absolute pleasure, he even did a workshop with us!!! @medway_council @Rehman_Chishti https://t.co/Wp6Q3TyjsC",,we had the pleasure to be at  carnival again this year we delivered workshops for just over people in the community and meeting cllr roger barrett was an absolute pleasure he even did a workshop with us   ,pleasure carnival year workshop people community meeting cllr roger barrett pleasure workshop
1.5596439144617124e+18,2022-08-16 20:51:00+00:00,['1559643914461712386'],"It was lovely to meet you @Rehman_Chishti at @MedwayCulture carnival. Cllr Roger Barrett took part in our 30-minute workshop and learned a piece of music, I later saw him in the parade 😂👌🥰. Fantastic community support from Medway representatives! https://t.co/9cLDCqR1yq",,it was lovely to meet you  at  carnival cllr roger barrett took part in our workshop and learned a piece of music i later saw him in the parade  fantastic community support from medway representatives ,carnival cllr roger barrett part workshop piece music parade community support medway representative
1.5577609935429386e+18,2022-08-11 16:08:57+00:00,['1557760993542938624'],@YouthWorking @SptInspirations @Sustrans @ConnectStars_UK @sonshinesmiless @LondonSport @catalysthousing Always so nice to work with people with a genuine love and care for their community. Thanks so much for inviting us to your summer roadshow 👌,,       always so nice to work with people with a genuine love and care for their community thanks so much for inviting us to your summer roadshow ,people love care community thanks summer roadshow
1.5537227427168911e+18,2022-07-31 12:42:23+00:00,['1553722742716891139'],It is Steel span Trust 9th Birthday today!! 🎂 https://t.co/jQ2UwsIWdo,,it is steel span trust birthday today  ,steel trust birthday today
1.5499226493249004e+18,2022-07-21 01:02:10+00:00,['1549922649324900354'],Remembering this wonderful summer festival 👌#brentfordcanalfestival https://t.co/a9G8ItgF5k,,remembering this wonderful summer festival  ,summer festival
1.5499217779329595e+18,2022-07-21 00:58:42+00:00,['1549921777932959753'],We enjoyed performing at @NELFT awards ceremony. Great people doing great works! https://t.co/9qY1JTihjc,,we enjoyed performing at  awards ceremony great people doing great works ,award ceremony people work
1.549918254495404e+18,2022-07-21 00:44:42+00:00,['1549918254495404032'],Pan music brings communities together. @LSBU open day in July. https://t.co/TNYWwo5gj1,,pan music brings communities together  open day in july ,music community july
1.5472912613416632e+18,2022-07-13 18:45:58+00:00,['1547291261341663234'],Checkout School-O-Rama highlights here @HPA_Philip_Lane. https://t.co/3uaGOX7NpC,,checkout schoolorama highlights here  ,checkout schoolorama highlight
1.5472696222018273e+18,2022-07-13 17:19:59+00:00,['1547269622201827329'],Checkout School-O-Rama highlights here @HPA_Philip_Lane. https://t.co/VUdx94EaXN,,checkout schoolorama highlights here  ,checkout schoolorama highlight
1.547269555403346e+18,2022-07-13 17:19:43+00:00,['1547269555403345920'],Thanks so much for coming guys can't believe you've only been playing for 1-year Harris Academy Philip Lane @HPA_Philip_Lane https://t.co/ezaKDiNsMb,,thanks so much for coming guys can't believe you've only been playing for harris academy philip lane  ,thanks harris academy philip lane
1.547259762366202e+18,2022-07-13 16:40:48+00:00,['1547259762366201857'],School-O-Rama competition performance are up! https://t.co/VmletNjwVi @HarrisFedMusic @elmgreenschool @ColerainePark @HarrisFed,,schoolorama competition performance are up     ,competition performance
1.5467444724694426e+18,2022-07-12 06:33:14+00:00,['1546744472469442561'],@elmgreenschool Very good piece of music we were so impressed 👏,, very good piece of music we were so impressed ,piece music
1.5466498429440369e+18,2022-07-12 00:17:12+00:00,['1546649842944036864'],"School-O-Rama highlights 2022. Stepney All Saints School performance @ our Blockorama was outstanding, thank you so much for your music 🎼💃🕺 @StepneyAS @KAPANMUSIC https://t.co/AuuWe2suln",,schoolorama highlights stepney all saints school performance  our blockorama was outstanding thank you so much for your music    ,schoolorama highlight saint school performance blockorama thank music
1.546327040730796e+18,2022-07-11 02:54:30+00:00,['1546327040730796032'],"We are still buzzing from Fridays School-O-Rama, check out the highlights @UKONCareers @elmgreenschool @ColerainePark @StepneyAS @HarrisFedMusic @KingsdaleFS https://t.co/5n9alip4BU",,we are still buzzing from fridays schoolorama check out the highlights       ,friday highlight
1.5460367033532662e+18,2022-07-10 07:40:48+00:00,['1546036703353266176'],School-O-Rama 2022 photo album now available on Steel Pan Trust Facebook https://t.co/DDNjBlIEjs @HarrisFedMusic @elmgreenschool @KingsdaleFS @StepneyAS @ColerainePark What a fantastic day thanks so much for participating! 💚 https://t.co/l1tvQLfnDQ,,schoolorama photo album now available on steel pan trust facebook       what a fantastic day thanks so much for participating  ,schoolorama photo album steel trust facebook thanks
1.5453402015470387e+18,2022-07-08 09:33:09+00:00,['1545340201547038721'],Watch School-O-Rama live now https://t.co/95TwcXXPo3,,watch schoolorama live now ,watch schoolorama
1.5442443672165458e+18,2022-07-05 08:58:42+00:00,['1544244367216545792'],"School-O-Rama on Friday; School Steelband Festival! Friday 8th July 2022 @ Canons House Grounds, Mitcham CR4 4HD 10-3pm This is an enrichment experience for school pupils to experience Caribbean culture and a day of fun! https://t.co/7MvCvmD4zV",,schoolorama on friday school steelband festival friday july  canons house grounds mitcham cr this is an enrichment experience for school pupils to experience caribbean culture and a day of fun ,schoolorama school steelband festival july canon house experience school pupil culture
1.5429301874778194e+18,2022-07-01 17:56:37+00:00,['1542930187477819393'],"NEXT FRIDAY! School-O-Rama - School Steelband Festival, Friday 8th July 2022 @ Canons House Grounds, Mitcham CR4 4HD 10-3pm This is an enrichment experience for school pupils to experience Caribbean culture and a day of fun! https://t.co/tqTLhSaVLj",,next friday schoolorama  school steelband festival friday july  canons house grounds mitcham cr this is an enrichment experience for school pupils to experience caribbean culture and a day of fun ,schoolorama school steelband festival july canon house experience school pupil culture
1.5416007823902884e+18,2022-06-28 01:54:02+00:00,['1541600782390288384'],"School-O-Rama - School Steelband Festival, Friday 8th July 2022 @ Canons House Grounds, Mitcham CR4 4HD 10-3pm @MayorOfMerton This is an enrichment experience for school pupils to experience Caribbean culture and a day of fun! https://t.co/BnbogcBgky",,schoolorama  school steelband festival friday july  canons house grounds mitcham cr  this is an enrichment experience for school pupils to experience caribbean culture and a day of fun ,schoolorama school steelband festival july canon house experience school pupil culture
1.541600526713897e+18,2022-06-28 01:53:01+00:00,['1541600526713896966'],"School-O-Rama - School Steelband Festival, Friday 8th July 2022 @ Canons House Grounds, Mitcham CR4 4HD 10-3pm @MayorOfMerton This is an enrichment experience for school pupils to experience Caribbean culture and a day of fun! https://t.co/6XV43X4mJl",,schoolorama  school steelband festival friday july  canons house grounds mitcham cr  this is an enrichment experience for school pupils to experience caribbean culture and a day of fun ,schoolorama school steelband festival july canon house experience school pupil culture
1.5415995192505672e+18,2022-06-28 01:49:01+00:00,['1541599519250567169'],"We will be @ @UKONCareers Barking Degenham Carnival 💃🏾🕺💃🏾 Great day of music, good food, workshops and Caribbean culture! https://t.co/PBImArCmv6",,we will be   barking degenham carnival  great day of music good food workshops and caribbean culture ,barking degenham carnival music food workshop culture
1.5415899984363356e+18,2022-06-28 01:11:11+00:00,['1541589998436335618'],"School-O-Rama - School Steelband Festival Friday 8th July 2022 @ Canons House Grounds, Mitcham CR4 4HD 10-3pm Competition, Blockorama or bring your pupils to come and lime. This is an enrichment experience for school pupils to experience Caribbean culture and a day of fun! https://t.co/DWXyaa6aYD",,schoolorama  school steelband festival friday july  canons house grounds mitcham cr competition blockorama or bring your pupils to come and lime this is an enrichment experience for school pupils to experience caribbean culture and a day of fun ,schoolorama school steelband festival july canon house competition blockorama pupil experience school pupil culture
1.540871564685607e+18,2022-06-26 01:36:23+00:00,['1540871564685606917'],Another lovely afternoon at @LSBU open day despite being a little slower than usual due to transportation strikes. https://t.co/n1VUjw5opk,,another lovely afternoon at  open day despite being a little slower than usual due to transportation strikes ,afternoon transportation strike
1.5408670169612657e+18,2022-06-26 01:18:19+00:00,['1540867016961265665'],"We are living for @pan_nationuk vibe at their blockorama this year, fantastic performance!!! 💚💚💚 https://t.co/hylajYtnGf",,we are living for  vibe at their blockorama this year fantastic performance  ,vibe blockorama year performance
1.539691781108994e+18,2022-06-22 19:28:21+00:00,['1539691781108994050'],@ASKI_UK @luhc @CommonsLUHC This was a fantastic event thanks so much for inviting us.,,   this was a fantastic event thanks so much for inviting us,event thanks
1.5387914514290524e+18,2022-06-20 07:50:46+00:00,['1538791451429052418'],@EdgeSchoolArts Thank you for another fabulous day at your school 😁,, thank you for another fabulous day at your school ,thank school
1.5387911069131776e+18,2022-06-20 07:49:23+00:00,['1538791106913177600'],Calling all Merton schools! Join us for our School Steelband festival on Fri 8th July @ Canons House Grounds CR4 4HD. Limited number of free 30-minute steel pan workshops are available 10am-2.30pm (maximum 30 pupils per session). @MertonCollege @mertonmusic https://t.co/hWmVR5GKlb,,calling all merton schools join us for our school steelband festival on fri july  canons house grounds cr limited number of free steel pan workshops are available maximum pupils per session   ,merton school school steelband festival july canon house number steel workshop pupil session
1.5387907837042442e+18,2022-06-20 07:48:06+00:00,['1538790783704244224'],Calling all Merton schools! Join us for our School Steelband festival on Fri 8th July @ Canons House Grounds CR4 4HD. Limited number of free 30-minute steel pan workshops are available 10am-2.30pm (maximum 30 pupils per session). @MertonChamber @Merton_Council @MayorOfMerton https://t.co/3pibHdIep4,,calling all merton schools join us for our school steelband festival on fri july  canons house grounds cr limited number of free steel pan workshops are available maximum pupils per session    ,merton school school steelband festival july canon house number steel workshop pupil session
