id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
,2022-08-28 15:16:33+00:00,['1563908401150697475'],"""The end of the road festival 2021"" by Paul Bevan on @behance: https://t.co/KsCzj17llC",,the end of the road festival by paul bevan on  ,road festival paul bevan
1.5609081311058985e+18,2022-08-20 08:34:33+00:00,['1560908131105898499'],@SamanthaTaghoy Couldn’t happen to a much nicer bunch Nigel Farage destroying our country,, couldn’t happen to a much nicer bunch nigel farage destroying our country,nicer bunch farage country
1.5609080315708703e+18,2022-08-20 08:34:09+00:00,['1560908031570870272'],@Telegraph If she becomes prime minister it will be total devastation for the UK,, if she becomes prime minister it will be total devastation for the uk,minister devastation
1.5603565166197555e+18,2022-08-18 20:02:38+00:00,['1560356516619755523'],@RefSteve316 @Scootsmith1971 I tell you why we are Supposed to be one of the most influential country in the world,,  i tell you why we are supposed to be one of the most influential country in the world,country world
1.5602406817042104e+18,2022-08-18 12:22:21+00:00,['1560240681704210433'],@Scootsmith1971 Total joke what a nerve,, total joke what a nerve,joke nerve
1.5597565898041797e+18,2022-08-17 04:18:44+00:00,['1559756589804179457'],@SkyNews From the woman who wants to destroy the UK she has a nerve,, from the woman who wants to destroy the uk she has a nerve,woman nerve
1.5597553541033329e+18,2022-08-17 04:13:49+00:00,['1559755354103332866'],"@justhavinganosy @GBNEWS Please please no, I turn the radio or TV off if there’s a female commentator I can’t stand it",,  please please no i turn the radio or tv off if there’s a female commentator i can’t stand it,please radio commentator
1.5597549686467502e+18,2022-08-17 04:12:18+00:00,['1559754968646750208'],@GBNEWS Fantastic is that Harry,, fantastic is that harry,fantastic harry
1.5597533196352102e+18,2022-08-17 04:05:44+00:00,['1559753319635210246'],@talkSPORT Well put Graeme Souness,, well put graeme souness,graeme souness
1.5583494096241295e+18,2022-08-13 07:07:06+00:00,['1558349409624129537'],"@queenb_wiov @MailOnline What a disgusting creature how come he got in to the USA I have to ask ,",,  what a disgusting creature how come he got in to the usa i have to ask ,creature come
1.5582926857436938e+18,2022-08-13 03:21:42+00:00,['1558292685743693824'],@Legalimportant Fantastic Writing and photography,, fantastic writing and photography,writing photography
1.5578587272811643e+18,2022-08-11 22:37:18+00:00,['1557858727281164288'],"@Haggis_UK Help help protecting the people of the UK how dare you , you’re a disgrace",, help help protecting the people of the uk how dare you  you’re a disgrace,help people dare disgrace
1.5578583879243205e+18,2022-08-11 22:35:57+00:00,['1557858387924320257'],@SkyNews We are being ripped off nobody can afford this now what’s gonna happen please tell me love to know I can predict civil and rest maybe in the streets of London,, we are being ripped off nobody can afford this now what’s gonna happen please tell me love to know i can predict civil and rest maybe in the streets of london,nobody gonna please street london
1.5578577568871055e+18,2022-08-11 22:33:27+00:00,['1557857756887105536'],@matthewmole @greggwatson90 Why should we pay for it this is disgraceful hang on how many billion pound profit did BP and Shell make £8 billion that’s disgraceful the hike in the prices obviously it’s clear as day,,  why should we pay for it this is disgraceful hang on how many billion pound profit did bp and shell make  billion that’s disgraceful the hike in the prices obviously it’s clear as day,hang pound profit hike price
1.5578573500436972e+18,2022-08-11 22:31:50+00:00,['1557857350043697157'],@MattCodesUK @redgolf99 @greggwatson90 Well said How dare they rip us off is a disgrace,,   well said how dare they rip us off is a disgrace,dare disgrace
1.5578570930166252e+18,2022-08-11 22:30:49+00:00,['1557857093016625152'],@greggwatson90 They can take a run and jump why not charge £1 million who cares nobody can afford this,, they can take a run and jump why not charge  million who cares nobody can afford this,jump nobody
1.55505726880213e+18,2022-08-04 05:05:19+00:00,['1555057268802129920'],@LiamThorpECHO She will be a total Disaster unbelievable I did hear this week that our passport is gone down from the top five down to about 13 most important passports in the world can’t wait to get my Irish passport to get my freedom back,, she will be a total disaster unbelievable i did hear this week that our passport is gone down from the top five down to about most important passports in the world can’t wait to get my irish passport to get my freedom back,disaster week passport passport world wait passport freedom
1.555056732984017e+18,2022-08-04 05:03:11+00:00,['1555056732984016896'],"@_Ben_Ripley @thetimes We’ve been totally ripped off and no one seems to want to do anything about this not sure how a person who earns say £25,000 a year will be able to pay electricity and gas next year",,  we’ve been totally ripped off and no one seems to want to do anything about this not sure how a person who earns say  a year will be able to pay electricity and gas next year,anything person year electricity year
1.550713054547116e+18,2022-07-23 05:22:57+00:00,['1550713054547116033'],@RevRichardColes What toast on both sides,, what toast on both sides,toast side
1.5497968382738432e+18,2022-07-20 16:42:14+00:00,['1549796838273843206'],"@here_posting @paulwaugh Yes very true , let be very honest here Sunak looks like a leader and would look better on the world stage",,  yes very true  let be very honest here sunak looks like a leader and would look better on the world stage,look leader world stage
1.549781443525722e+18,2022-07-20 15:41:04+00:00,['1549781443525722112'],@paulwaugh If she wins this country is in danger,, if she wins this country is in danger,country danger
1.549780567838933e+18,2022-07-20 15:37:35+00:00,['1549780567838932992'],@SkyNews She has finished now that’s the end of her if she wins Turn the last person left in the UK please turn the lights off,, she has finished now that’s the end of her if she wins turn the last person left in the uk please turn the lights off,person please light
1.5493325269378007e+18,2022-07-19 09:57:14+00:00,['1549332526937800708'],@Daily_Express Says the bloke that lives in California and has 18 bathrooms only 4 live in the house,, says the bloke that lives in california and has bathrooms only live in the house,bloke california house
1.5449507521409843e+18,2022-07-07 07:45:37+00:00,['1544950752140984320'],@sksanglia @ABridgen Steve Baker is a nasty piece of work,,  steve baker is a nasty piece of work,steve baker piece work
1.5447469701909586e+18,2022-07-06 18:15:52+00:00,['1544746970190958594'],@mrjamesob Have you forgotten the Russians that built the press room,, have you forgotten the russians that built the press room,russian press room
