id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5647161886718198e+18,2022-08-30 20:46:25+00:00,['1564716188671819787'],kitty scott-claws on master chef. she’s the funniest,,kitty scottclaws on master chef she’s the funniest,scottclaws master chef
1.5647068725941535e+18,2022-08-30 20:09:23+00:00,['1564706872594153479'],@sweeneygloriax @c3llypizzaz hey! do you mind sharing some more info on your work and current/past clients? happy for you to dm me,,  hey do you mind sharing some more info on your work and currentpast clients happy for you to dm me,work client
1.5636316197218875e+18,2022-08-27 20:56:43+00:00,['1563631619721887745'],already crying now but when they do the actual wedding ceremony in a few months time… I need waterproof everything 😭🥹,,already crying now but when they do the actual wedding ceremony in a few months time i need waterproof everything ,wedding ceremony month time everything
1.5636313162093855e+18,2022-08-27 20:55:31+00:00,['1563631316209385472'],"heart of stone but when i see two of my good friends getting married, it’s all over 🥹",,heart of stone but when i see two of my good friends getting married it’s all over ,heart stone friend
1.5625527261180232e+18,2022-08-24 21:29:35+00:00,['1562552726118023169'],gonna try this.. looking to connect with more uk #publicists and #radio pluggers! please @ any recommendations below or hmu on dm,,gonna try this looking to connect with more uk  and  pluggers please  any recommendations below or hmu on dm,gonna plugger recommendation
1.561839666747302e+18,2022-08-22 22:16:08+00:00,['1561839666747301890'],they said drag race philippines. FINALLY,,they said drag race philippines finally,drag race philippine
1.5595715582633615e+18,2022-08-16 16:03:29+00:00,['1559571558263361536'],brown clothes is what black clothes is to some - every day staple.,,brown clothes is what black clothes is to some  every day staple,clothes clothes staple
1.5570580611807478e+18,2022-08-09 17:35:45+00:00,['1557058061180747777'],Cereal and ice cold milk really hits the spot during these hot summer days,,cereal and ice cold milk really hits the spot during these hot summer days,cereal milk spot summer
1.5566379946265477e+18,2022-08-08 13:46:33+00:00,['1556637994626547715'],the way i wanna leave the country last min next week 😩,,the way i wanna leave the country last min next week ,country week
1.5563707237441454e+18,2022-08-07 20:04:31+00:00,['1556370723744145408'],laura whitmore looks stunning tonight.,,laura whitmore looks stunning tonight,laura whitmore tonight
1.5558796561628365e+18,2022-08-06 11:33:11+00:00,['1555879656162836481'],sad i’m not seeing soulection today 😔,,sad i’m not seeing soulection today ,soulection today
1.5549646893517537e+18,2022-08-03 22:57:26+00:00,['1554964689351753728'],sitting here wondering why i didn’t get tickets to soulection this weekend 🫠,,sitting here wondering why i didn’t get tickets to soulection this weekend ,ticket weekend
1.5549640114977014e+18,2022-08-03 22:54:44+00:00,['1554964011497701377'],google translate cannot keep up with my spanish speaking colleagues. need to learn asap.,,google translate cannot keep up with my spanish speaking colleagues need to learn asap,google translate cannot speaking colleague asap
1.5542440517042012e+18,2022-08-01 23:13:53+00:00,['1554244051704201218'],"jt’s bday post for uzi, i cannot deal. now that’s a real open love letter 🥹",,jt’s bday post for uzi i cannot deal now that’s a real open love letter ,bday post deal love letter
1.5529895130136822e+18,2022-07-29 12:08:47+00:00,['1552989513013682186'],that Colleen vs Vardy case is wild lool,,that colleen vs vardy case is wild lool,vardy case lool
1.552301609190916e+18,2022-07-27 14:35:18+00:00,['1552301609190916096'],"still on the hunt for -ugh, those feelings again in vinyl that’s not at an extortionate price. when is snoh gonna release more copies? 🥺",,still on the hunt for ugh those feelings again in vinyl that’s not at an extortionate price when is snoh gonna release more copies ,hunt feeling vinyl price release copy
1.55202763775266e+18,2022-07-26 20:26:38+00:00,['1552027637752659974'],it’s incredible to see how amazing the women english football team are doing in the euros - just wow #Lionessess,,it’s incredible to see how amazing the women english football team are doing in the euros  just wow ,woman football team
1.5507431975293747e+18,2022-07-23 07:22:44+00:00,['1550743197529374722'],yeah i am missing philippines already.,,yeah i am missing philippines already,yeah philippine
1.550186866430853e+18,2022-07-21 18:32:04+00:00,['1550186866430853122'],must’ve already said how much i want new sampha… i really cannot wait for new music,,must’ve already said how much i want new sampha i really cannot wait for new music,sampha wait music
1.549069566726312e+18,2022-07-18 16:32:19+00:00,['1549069566726311936'],anyone tried to cook an egg in this heat yet?,,anyone tried to cook an egg in this heat yet,anyone heat
1.5489691323638497e+18,2022-07-18 09:53:14+00:00,['1548969132363849733'],why didn’t i get tickets to see Tems? ☹️,,why didn’t i get tickets to see tems ,ticket tems
1.5485821660236186e+18,2022-07-17 08:15:34+00:00,['1548582166023618560'],"yeah, i need to see the weeknd live again. the footage from his us tour looks too liveeeeee",,yeah i need to see the weeknd live again the footage from his us tour looks too liveeeeee,yeah weeknd footage
1.547888973850169e+18,2022-07-15 10:21:04+00:00,['1547888973850169344'],they really did a remix of that viral louis theroux rap with jason derulo lmao - it’s the derulo adlibs for me,,they really did a remix of that viral louis theroux rap with jason derulo lmao  it’s the derulo adlibs for me,remix louis theroux jason derulo derulo adlibs
1.5469444506850304e+18,2022-07-12 19:47:52+00:00,['1546944450685030402'],@kellyridgway @EMPIRE Thanks so much Kelly!x,,  thanks so much kellyx,thanks kellyx
