id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5641504336099246e+18,2022-08-29 07:18:18+00:00,['1564150433609924610'],Nuclear waste is a threat to life - with no adequate responsible plan in place for the future. https://t.co/WS8JucUgvx,,nuclear waste is a threat to life  with no adequate responsible plan in place for the future ,waste threat life plan place future
1.5631611929562522e+18,2022-08-26 13:47:25+00:00,['1563161192956252161'],‘the high court agreed that three elderly Kenyan men had the right to sue for damages in Britain for the injuries they had sustained – beatings and torture – during the crushing of the Mau Mau resistance’ #Kenya #reparations https://t.co/bbNZR2WR9h,,the high court agreed that three elderly kenyan men had the right to sue for damages in britain for the injuries they had sustained  beatings and torture  during the crushing of the mau mau resistance   ,court right damage britain injury beating torture crushing resistance
1.5631607325433078e+18,2022-08-26 13:45:35+00:00,['1563160732543307777'],The blood never dries | Red Pepper #Kenya #reparations https://t.co/O9nUUM2oYG,,the blood never dries  red pepper   ,blood pepper
1.5608757767986094e+18,2022-08-20 06:25:59+00:00,['1560875776798609416'],‘Thousands of vulnerable people could see their smart meters automatically converted into prepayment meters this winter as the energy price cap rises. . ‘ #EnergyPrices #energybills #smartmeters https://t.co/3i6niXASYQ,,thousands of vulnerable people could see their smart meters automatically converted into prepayment meters this winter as the energy price cap rises      ,thousand people meter meter winter energy price
1.5584846662351995e+18,2022-08-13 16:04:34+00:00,['1558484666235199489'],A year of climate breakdown: July 2021 - June 2022 #ClimateCrisis #TimeToActNow https://t.co/XU9oJgDJ8l via @YouTube,,a year of climate breakdown july  june    via ,year climate june
1.5577497069268378e+18,2022-08-11 15:24:06+00:00,['1557749706926837760'],Tomorrow belongs to those that can hear it coming #Bowie https://t.co/MVda7ery11,,tomorrow belongs to those that can hear it coming  ,tomorrow belongs
1.5566629096310784e+18,2022-08-08 15:25:33+00:00,['1556662909631078400'],Demands #EnoughIsEnough Join the campaign https://t.co/GkVjF6vITn https://t.co/wI7GYcvvJE,,demands  join the campaign  ,demand campaign
1.5566512632694129e+18,2022-08-08 14:39:17+00:00,['1556651263269412864'],#EnoughIsEnough #CostOfLivingCrisis #ClimateCrisis #JustTransition + More than #AMillionClimateJobs including decent well paid jobs to ensure and secure a good quality of life for everyone in our community https://t.co/fHBq215fob,,     more than  including decent well paid jobs to ensure and secure a good quality of life for everyone in our community ,quality life everyone community
1.5560312645320704e+18,2022-08-06 21:35:37+00:00,['1556031264532070401'],"Mick Lynch DISMANTLES the Media, Keir Starmer EXTREME Right Wing Gover... https://t.co/nT2cWlJZmX via @YouTube",,mick lynch dismantles the media keir starmer extreme right wing gover  via ,mick lynch medium extreme
1.5559356797330227e+18,2022-08-06 15:15:48+00:00,['1555935679733022720'],"‘They don’t call it #ClassWar when they cut wages’ #CostOfLivingCrisis Mega-rich companies told to cut profits, not wages | Morning Star https://t.co/VLPiHZO7wr",,they don’t call it  when they cut wages  megarich companies told to cut profits not wages  morning star ,wage megarich company profit wage morning star
1.5541012761237258e+18,2022-08-01 13:46:32+00:00,['1554101276123725824'],#Big Oil v the World # ClimateCrisis #Capitalism #BBCiPlayer 3 part #FossilFuels #documentary https://t.co/y8ZjjNHZeQ,, oil v the world  climatecrisis   part   ,world climatecrisis part
1.5529990866635407e+18,2022-07-29 12:46:50+00:00,['1552999086663540736'],Pay award crucial to prevent an “exodus” from the NHS - The Lowdown https://t.co/nycnvN7Zk7,,pay award crucial to prevent an exodus from the nhs  the lowdown ,award crucial exodus
1.5529989887098757e+18,2022-07-29 12:46:26+00:00,['1552998988709875713'],"Wake-up call on NHS staffing crisis, but what is the plan? - The Lowdown https://t.co/MJditcDIvv",,wakeup call on nhs staffing crisis but what is the plan  the lowdown ,wakeup call crisis plan
1.5529978437948908e+18,2022-07-29 12:41:53+00:00,['1552997843794890753'],I have pledged to be link number 928 in the Human Chain to #FreeAssange on October 8th. Register: https://t.co/yRep3eTUiA #SurroundParliament #FreeAssange,,i have pledged to be link number in the human chain to  on october register   ,number chain register
1.552231478616023e+18,2022-07-27 09:56:38+00:00,['1552231478616023040'],I want a pay rise for everyone✊🏽 https://t.co/TvcUfOUrj4,,i want a pay rise for everyone ,rise everyone
1.5522312149243167e+18,2022-07-27 09:55:35+00:00,['1552231214924316673'],Do you not know how a picket line works ? #MickLynch @RMTunion #SupportRailWorkers #Solidarity #TShirt https://t.co/BJlASestQ1,,do you not know how a picket line works       ,picket line
1.5521928850801705e+18,2022-07-27 07:23:16+00:00,['1552192885080170496'],“do you not know how a picket line works ?” #MickLynch @RMTunion #TShirt https://t.co/BJlASestQ1,,do you not know how a picket line works     ,picket line
1.5521923473116406e+18,2022-07-27 07:21:08+00:00,['1552192347311640578'],Support the rail workers ! #Solidarity #JoinATradeUnion #SupportRailWorkers https://t.co/zAy9uerOce,,support the rail workers     ,support rail worker
1.5518124267142554e+18,2022-07-26 06:11:28+00:00,['1551812426714255360'],Free Assange because journalism is not a crime. With truth we can fight for justice - without we can’t. #FreeAssange #JournalismIsNotACrime https://t.co/2rhpIuBgs1,,free assange because journalism is not a crime with truth we can fight for justice  without we cant   ,assange journalism crime truth justice
1.550381249335804e+18,2022-07-22 07:24:29+00:00,['1550381249335803904'],Sharan Burrow on #Hardtalk @BBCWorld speaking on #CostOfLivingCrisis,,sharan burrow on   speaking on ,sharan burrow
