id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5646188785876337e+18,2022-08-30 14:19:44+00:00,['1564618878587633665'],"#LoveLondonWalkLondon a different sort of day today as I had the pleasure of joining 'Team Stink'-@Raksha_Digs, Jamie, Sam, Will Liv-for some Thames foreshore at the Tyburn outfall River Wandle filming for @DarlowSmithson's upcoming Great Stink documentary for @channel5_tv https://t.co/ZraSfVCDeN",, a different sort of day today as i had the pleasure of joining team stink jamie sam will livfor some thames foreshore at the tyburn outfall river wandle filming for s upcoming great stink documentary for  ,sort today pleasure team stink jamie thames tyburn outfall river stink documentary
1.5642957857847788e+18,2022-08-29 16:55:53+00:00,['1564295785784778757'],🤔'in-depth' @trussliz ??? shurely shome mishtake https://t.co/GCbJDYpVB0,,indepth   shurely shome mishtake ,indepth mishtake
1.5642608521564897e+18,2022-08-29 14:37:04+00:00,['1564260852156489731'],#LoveLondonWalkLondon me @innerlondonramb went on a little local stroll along @LDNLoop following the Hogsmill River to Six Acre Meadow today 🚶‍♀️🚶‍♂️👣 https://t.co/8l8NMO0l1P,, me  went on a little local stroll along  following the hogsmill river to six acre meadow today  ,stroll hogsmill river acre meadow today
1.5631984054671974e+18,2022-08-26 16:15:17+00:00,['1563198405467197440'],#LoveLondonWalkLondon on @LDNLoop* today around the Elstree area recce'ing a walk I'm leading for @CPRE in a coupla weeks (*mostly in Hertfordshire for all you pedants out there) 🚶‍♂️👣🌞 https://t.co/cNbLFaf6bb,, on  today around the elstree area recce'ing a walk i'm leading for  in a coupla weeks mostly in hertfordshire for all you pedants out there  ,today area walk week hertfordshire
1.5630474376099963e+18,2022-08-26 06:15:23+00:00,['1563047437609996289'],#FingerpostFriday down on @ThamesPathNT (very helpful if you want to learn German and/or fancy a game of Polo) #LoveLondonWalkLondon https://t.co/pVlixSEoXe,, down on  very helpful if you want to learn german andor fancy a game of polo  ,andor game polo
1.5621691671716905e+18,2022-08-23 20:05:27+00:00,['1562169167171690497'],@ShivajiShivaLaw @AtmStreetart (depends on what sort of mural),,  depends on what sort of mural,sort mural
1.5609242081080812e+18,2022-08-20 09:38:26+00:00,['1560924208108081152'],me @innerlondonramb are in Yorkshire for the olds Diamond wedding anniversary so we did @parkrunUK @Wakeyparkrun in Wakefield Thornes Park today - more hills than I'm used to but only 1 lap so I enjoyed it 🏃‍♀️🏃 https://t.co/9BR0kyUemU,,me  are in yorkshire for the olds diamond wedding anniversary so we did   in wakefield thornes park today  more hills than i'm used to but only lap so i enjoyed it  ,yorkshire diamond wedding anniversary thornes park today hill
1.5609195908252467e+18,2022-08-20 09:20:05+00:00,['1560919590825246727'],so much sense a marvellous 'distillation' of the current problem with our rivers from @Feargal_Sharkey who always tells it like it is... https://t.co/hMZtKsYVAn,,so much sense a marvellous distillation of the current problem with our rivers from  who always tells it like it is ,sense distillation problem river
1.560604091574657e+18,2022-08-19 12:26:24+00:00,['1560604091574657026'],#fingerpostfriday from my walk with @Drex80 earlier this week searching for the Gores Brook #LoveLondonWalkLondon https://t.co/kTnmlNZGHs,, from my walk with  earlier this week searching for the gores brook  ,walk week gore
1.5603049253133107e+18,2022-08-18 16:37:37+00:00,['1560304925313310722'],power to the people (&amp; all that) but special mention to @thelrm (she IS the business) https://t.co/y6FMDKnZFf,,power to the people amp all that but special mention to  she is the business ,power people mention business
