id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5650202513806705e+18,2022-08-31 16:54:39+00:00,['1565020251380670464'],@jk_rowling @KEBrightbill Damn. I want a refund! https://t.co/7kVq1exq2l,  damn i want a refund ,damn refund
1.5649766060866314e+18,2022-08-31 14:01:13+00:00,['1564976606086631424'],"@SamBarber1910 @jk_rowling She's just doubling down. And the comments she aimed to encourage just keep rolling in. Her entire account is a worryingly obsessive hate fest aimed at Joanne, her projection is off the scale. https://t.co/MBZ7t3NwfI",  she's just doubling down and the comments she aimed to encourage just keep rolling in her entire account is a worryingly obsessive hate fest aimed at joanne her projection is off the scale ,comment account hate joanne projection scale
1.564971740966654e+18,2022-08-31 13:41:53+00:00,['1564971740966653954'],"@jk_rowling @francesweetman @KEBrightbill I'm so sorry this is happening to you again. I read the rest of that thread, and her comments just get worse. No ability to acknowledge that she is wrong, no contrition. Just cruel lies, thoughtlessness, and a complete dismissal of fact. How sadly familiar does that sound...",   i'm so sorry this is happening to you again i read the rest of that thread and her comments just get worse no ability to acknowledge that she is wrong no contrition just cruel lies thoughtlessness and a complete dismissal of fact how sadly familiar does that sound,rest thread comment ability contrition thoughtlessness dismissal fact
1.5649663569147822e+18,2022-08-31 13:20:29+00:00,['1564966356914782208'],"@ABeggiz @CoastKerry @Edwina_Currie You know it's perfectly possible to have issues with effect of self ID on women's rights, while not being transphobic don't you. So no, not anti trans. Anti self ID. the assumption that all GC women are anti trans is harmful to women, oh snarky one. Enjoy your day edgelord.",   you know it's perfectly possible to have issues with effect of self id on women's rights while not being transphobic don't you so no not anti trans anti self id the assumption that all gc women are anti trans is harmful to women oh snarky one enjoy your day edgelord,issue effect self right trans assumption woman trans woman
1.5649628351211766e+18,2022-08-31 13:06:30+00:00,['1564962835121176576'],"@ABeggiz @CoastKerry @Edwina_Currie Of course she does. Because many of the most damaging Tory policies have had a disproportionately negative effect on women. They need to know how to identify them to target them. When it comes to women, politicians are all as awful as each other. They just wave different flags.",   of course she does because many of the most damaging tory policies have had a disproportionately negative effect on women they need to know how to identify them to target them when it comes to women politicians are all as awful as each other they just wave different flags,course tory policy effect woman woman politician flag
1.564950526449619e+18,2022-08-31 12:17:35+00:00,['1564950526449618945'],"@CoastKerry @Edwina_Currie £12,500 is the price of a new handbag for Currie. She gives not a fuck about your bills, my bills, or anyone else's bills. Unless people are already rich, powerful, or somebody else's partner, Edwina doesn't care. Because Edwina is a Tory.",   is the price of a new handbag for currie she gives not a fuck about your bills my bills or anyone else's bills unless people are already rich powerful or somebody else's partner edwina doesn't care because edwina is a tory,price handbag currie fuck bill bill anyone bill people somebody partner care edwina tory
1.5649493203816448e+18,2022-08-31 12:12:47+00:00,['1564949320381644803'],"@Edwina_Currie I'm disabled. My fuel bill will soon be higher than my income. That IS catastrophic, and it IS catastrophic to millions of people in this country. If I told you, Edwina, what I'd like YOU the rest of your party to do, I'd be banned from twitter.", i'm disabled my fuel bill will soon be higher than my income that is catastrophic and it is catastrophic to millions of people in this country if i told you edwina what i'd like you the rest of your party to do i'd be banned from twitter,fuel bill income million people country rest party twitter
1.5643919974226698e+18,2022-08-29 23:18:11+00:00,['1564391997422669824'],@ArfurSmith I think that's just a matter of opinion?, i think that's just a matter of opinion,matter opinion
1.5643763242062152e+18,2022-08-29 22:15:55+00:00,['1564376324206215168'],"@sueveneer One of these posts earned the account holder a week long suspension, with an appeal turned down The other was not sanctioned at all, despite multiple people reporting their posts. Guess which is which... Answer in pic. 3 - not that you'll need it. #twitterhateswomen https://t.co/vA3VtqtBpk", one of these posts earned the account holder a week long suspension with an appeal turned down the other was not sanctioned at all despite multiple people reporting their posts guess which is which answer in pic  not that you'll need it  ,post account holder week suspension appeal people post guess answer
1.564346927457735e+18,2022-08-29 20:19:06+00:00,['1564346927457734663'],@wontsomeonethi2 @j4ppleby Or iron? Or calcium?,  or iron or calcium,iron calcium
1.564326607824851e+18,2022-08-29 18:58:21+00:00,['1564326607824850945'],"@comrademihika You typed that, thinking it was some sort of win, when all you did was reveal yourself. Nice work... 👍🏽 https://t.co/IaOE5gaKn4", you typed that thinking it was some sort of win when all you did was reveal yourself nice work  ,sort work
1.5642612042179543e+18,2022-08-29 14:38:28+00:00,['1564261204217954309'],"@oilpaintwitch I'm very sorry this happened, but I was quite relieved the word ""worst"" appeared at the end of that sentence... It would have been a far more gruesome situation without it!😬", i'm very sorry this happened but i was quite relieved the word worst appeared at the end of that sentence it would have been a far more gruesome situation without it,word sentence situation
1.564259862787367e+18,2022-08-29 14:33:08+00:00,['1564259862787366912'],I'm a bit wary of Austrians who burn books. #fuelprices #fuelpoverty https://t.co/as7xww3Yog,i'm a bit wary of austrians who burn books   ,austrian book
1.5642583269590712e+18,2022-08-29 14:27:02+00:00,['1564258326959071234'],"@RichardWellings Excellent choice! If the cold won't kill 'em off, then heart attacks, strokes and lung cancer will definitely do the job! https://t.co/D50dkHEPZI", excellent choice if the cold won't kill em off then heart attacks strokes and lung cancer will definitely do the job ,choice heart attack stroke lung cancer
1.5642572017698324e+18,2022-08-29 14:22:34+00:00,['1564257201769832452'],"@PaulEmbery Even if every word you say is true, your decision to share the video of this girl was highly questionable. And the sexist, misogynistic comments abuse posted about her on the video you posted, was far more worrying and repugnant than anything she's been accused of.", even if every word you say is true your decision to share the video of this girl was highly questionable and the sexist misogynistic comments abuse posted about her on the video you posted was far more worrying and repugnant than anything she's been accused of,word decision share video girl comment video anything
1.5642449488069263e+18,2022-08-29 13:33:52+00:00,['1564244948806926336'],"@MorganBroadcast I'm so sorry. Without wishing to sound like a conspiracy theorist, it's quite some coincidence that this happened while the normally working security barriers to an establishment that has your photo, bank other personal details on their records, were out of order.", i'm so sorry without wishing to sound like a conspiracy theorist it's quite some coincidence that this happened while the normally working security barriers to an establishment that has your photo bank other personal details on their records were out of order,conspiracy theorist coincidence security barrier establishment photo bank detail record order
1.5642173631800033e+18,2022-08-29 11:44:15+00:00,['1564217363180003333'],"@Nikkala16 @sarahkendrew @lizharris72 @DrJoGrady “If I get hounded out of my house because of this, I will have a new ID, you won’t know if I am living next door to you … I will get a new ID, a makeover, the lot. Bear that in mind.” Wake up. Or stop lying. https://t.co/8cUkqIfLFk",    if i get hounded out of my house because of this i will have a new id you won’t know if i am living next door to you  i will get a new id a makeover the lot bear that in mind wake up or stop lying ,house door makeover mind lying
1.564216041814868e+18,2022-08-29 11:39:00+00:00,['1564216041814867968'],"@WomenReadWomen @bo_novak @NorwichPoliceUK “If I get hounded out of my house because of this, I will have a new ID, you won’t know if I am living next door to you … I will get a new ID, a makeover, the lot. Bear that in mind.” And there you have it. Women are still being vilified for warning people about men like this,",   if i get hounded out of my house because of this i will have a new id you won’t know if i am living next door to you  i will get a new id a makeover the lot bear that in mind and there you have it women are still being vilified for warning people about men like this,house door makeover mind woman people
1.5642120725016248e+18,2022-08-29 11:23:14+00:00,['1564212072501624832'],"@nariology Here's a thread for you, and a reminder that your safety isn't threatened by women - protesting or otherwise. Your safety is threatened by men. But I suspect you know that already. https://t.co/o9ONBDx8lq", here's a thread for you and a reminder that your safety isn't threatened by women  protesting or otherwise your safety is threatened by men but i suspect you know that already ,thread reminder safety woman safety
1.5641007981199032e+18,2022-08-29 04:01:04+00:00,['1564100798119903233'],@Asher_Newbold @FemCondition And all people with DSD's are still binary sexed.,  and all people with dsd's are still binary sexed,people sexed
1.5640992901710643e+18,2022-08-29 03:55:04+00:00,['1564099290171064320'],@FemCondition No you don't. People with DSD's are binary sexed. They're male or female. They're not a 'third sex' They're not trans. And they're definitely NOT weapons to be used in your sick attempt at ideological gameplay. Utterly shameful., no you dont people with dsd's are binary sexed they're male or female they're not a third sex they're not trans and they're definitely not weapons to be used in your sick attempt at ideological gameplay utterly shameful,people male trans weapon attempt gameplay
1.56401212532813e+18,2022-08-28 22:08:43+00:00,['1564012125328130051'],@simonjedge @lisburnett @PrideCymru Of course. Because it doesn't fit with the image she's so desperately trying (but failing) to project. https://t.co/7S9SVvkLJf,   of course because it doesn't fit with the image she's so desperately trying but failing to project ,course image
1.5640034769879368e+18,2022-08-28 21:34:21+00:00,['1564003476987936768'],@ashtonpittman Once more for the misogynistic rape apologist at the back... https://t.co/eS6i63zRWj, once more for the misogynistic rape apologist at the back ,rape apologist back
1.5640026602898104e+18,2022-08-28 21:31:06+00:00,['1564002660289810433'],"@Nikkala16 @sarahkendrew @lizharris72 @DrJoGrady This is from the Stonewall website. Here's the direct link - not that you need it, because you are totally aware of everything I'm saying, but have chosen to lie, and claim that none of this is really happening. And you call *me* fantasist... 🤥🤡 https://t.co/gkwpSyfqXG https://t.co/BzeeYi6A18",    this is from the stonewall website here's the direct link  not that you need it because you are totally aware of everything i'm saying but have chosen to lie and claim that none of this is really happening and you call me fantasist   ,stonewall website link everything none
1.5639984658977628e+18,2022-08-28 21:14:26+00:00,['1563998465897762816'],"@Nikkala16 @sarahkendrew @lizharris72 @DrJoGrady I gave you legitimate evidence of the current situation, your response it to call me a fantasist. Which tells me everything I need to know about you. You can't accept you're wrong, or that the truth isn't what you want it to be. So you lie behave abusively. Misogynist.",    i gave you legitimate evidence of the current situation your response it to call me a fantasist which tells me everything i need to know about you you can't accept you're wrong or that the truth isn't what you want it to be so you lie behave abusively misogynist,evidence situation response fantasist everything truth misogynist
1.56399688372233e+18,2022-08-28 21:08:09+00:00,['1563996883722330112'],@rohbo1 Haha! Wonderful! And thank you 😊(it was great...), haha wonderful and thank you it was great,wonderful thank
1.5639962419015885e+18,2022-08-28 21:05:36+00:00,['1563996241901588481'],"@Nikkala16 @sarahkendrew @lizharris72 @DrJoGrady Where have you been ffs?! Self ID is happening regardless of law - in every place where women want privacy, dignity, safety - schools, hospitals, prisons, sport etc. it's happening without GRC's. Your ignorance of that is not proof that you're right. https://t.co/XMW8mbR2fp",    where have you been ffs self id is happening regardless of law  in every place where women want privacy dignity safety  schools hospitals prisons sport etc it's happening without grcs your ignorance of that is not proof that you're right ,place woman privacy dignity safety school hospital prison ignorance
1.5639300074325606e+18,2022-08-28 16:42:24+00:00,['1563930007432560643'],"@alisondrury This is what happens when people know they don't have any argument, or any real point to make. They lie. They make stuff up. Because they know it will sate the appetites of their fellow fantasists, and fuel even more abuse to be directed at their target.", this is what happens when people know they don't have any argument or any real point to make they lie they make stuff up because they know it will sate the appetites of their fellow fantasists and fuel even more abuse to be directed at their target,people argument point appetite fantasist abuse target
1.563928913809707e+18,2022-08-28 16:38:04+00:00,['1563928913809707008'],@CurlyKing79 You're wasting time... Go eat!, you're wasting time go eat,wasting time
1.563907167916368e+18,2022-08-28 15:11:39+00:00,['1563907167916367873'],"So how did we get here? Well, a very rich white man, a misogynist, member of a powerful organisation that has refused to accept women for centuries, fiddled the results of a poll to pretend local people wanted it. That's how. 5/5 https://t.co/JhqvCNDVfm",so how did we get here well a very rich white man a misogynist member of a powerful organisation that has refused to accept women for centuries fiddled the results of a poll to pretend local people wanted it that's how ,member organisation woman century result poll people
1.5639071664861102e+18,2022-08-28 15:11:39+00:00,['1563907166486110212'],"All this is quite apart from the fact that religion, culture, a simple need for female only spaces should be accepted. There are 3 pools. Male bodied people can swim in all of them. Females can't have no place of their own. That's not progressive, inclusive, or right. 4/5",all this is quite apart from the fact that religion culture a simple need for female only spaces should be accepted there are pools male bodied people can swim in all of them females can't have no place of their own that's not progressive inclusive or right,fact religion culture need space pool people place inclusive right
1.5639071650180956e+18,2022-08-28 15:11:38+00:00,['1563907165018095616'],"And no, that doesn't mean that all trans women are predators. But it does mean that predators have been gifted an opportunity to exploit. And we know they will. Because they are men. And it's universally acknowledged that ""men"" ARE A danger to women. 3/5",and no that doesn't mean that all trans women are predators but it does mean that predators have been gifted an opportunity to exploit and we know they will because they are men and it's universally acknowledged that men are a danger to women,trans woman predator predator opportunity danger woman
1.5639071634913403e+18,2022-08-28 15:11:38+00:00,['1563907163491340288'],"For decades, the term ""trans women"" meant trans women. Now, thanks to Stonewall, the term also includes heterosexual men who wear women's clothing. A man does not become a woman by wearing women's clothes. wearing a bikini doesn't magically make a predatory man safe. 2/5",for decades the term trans women meant trans women now thanks to stonewall the term also includes heterosexual men who wear women's clothing a man does not become a woman by wearing women's clothes wearing a bikini doesn't magically make a predatory man safe,decade term woman trans woman term clothing woman clothes bikini predatory
1.563907161473917e+18,2022-08-28 15:11:37+00:00,['1563907161473916930'],"🧵Men like this won't say the same to people with penises who choose not to use the men's, or mixed sex pool. They just utilise an ideology that legitimises their racism misogyny, while audaciously calling GC women bigoted, right wing, fascists. #LetWomenSwim #misogyny 1/5 https://t.co/rFvF2E1ruy",men like this won't say the same to people with penises who choose not to use the mens or mixed sex pool they just utilise an ideology that legitimises their racism misogyny while audaciously calling gc women bigoted right wing fascists   ,people penis pool ideology racism misogyny woman wing fascist
