id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.564875337615417e+18,2022-08-31 07:18:49+00:00,['1564875337615417344'],Shake It Naked this Friday with the return of @ShowHomebrew https://t.co/ywSqPAzJ4c,shake it naked this friday with the return of  ,friday return
1.5648467021541868e+18,2022-08-31 05:25:01+00:00,['1564846702154186752'],Bavk this Friday and featuring the new one from our very own @MrJamieJamal 💙 #homebrewelectronica https://t.co/ibNEII9J1Y,bavk this friday and featuring the new one from our very own    ,bavk friday
1.56484583980109e+18,2022-08-31 05:21:36+00:00,['1564845839801090051'],"@RDTVF Thanks, martin!", thanks martin,thanks martin
1.564659747516711e+18,2022-08-30 17:02:08+00:00,['1564659747516710915'],Written by @MrJamieJamal and @fluxmusicuk and Normal is our most streamed song on Spotify! https://t.co/xNR1i6Xc0R,written by  and  and normal is our most streamed song on spotify ,song spotify
1.563502140294779e+18,2022-08-27 12:22:13+00:00,['1563502140294778884'],This was taken just before we were about to step onto stage at Weston Pride in 2017. https://t.co/mbcs6MBHT8,this was taken just before we were about to step onto stage at weston pride in ,stage pride
1.5619623398674514e+18,2022-08-23 06:23:36+00:00,['1561962339867451392'],Another new track in the pipeline for @MrJamieJamal https://t.co/nl5cmKptyw,another new track in the pipeline for  ,track pipeline
1.561637684224967e+18,2022-08-22 08:53:32+00:00,['1561637684224966656'],This Human Condition - Roadrunner (Live in Bristol) Written by @misterminchie plus a few lines were unconsciously taken from The Modern Lovers -Roadrunner as pointed out by the late Paul Whitrow. https://t.co/LK9Q2Pb1Nf #croftersrights #bristol,this human condition  roadrunner live in bristol written by  plus a few lines were unconsciously taken from the modern lovers roadrunner as pointed out by the late paul whitrow   ,condition roadrunner bristol line lover paul whitrow
1.5616367419660943e+18,2022-08-22 08:49:47+00:00,['1561636741966094336'],Have you seen the video for Sapphire? https://t.co/IzqYKzQApB https://t.co/Ubwkca9WRr,have you seen the video for sapphire  ,video sapphire
1.5616363191340974e+18,2022-08-22 08:48:06+00:00,['1561636319134097408'],@dorner_martina How about Psychotropic our current highest performing track on Spotify. https://t.co/JP0ifo3RZy, how about psychotropic our current highest performing track on spotify ,track spotify
1.5601200097954447e+18,2022-08-18 04:22:50+00:00,['1560120009795444736'],"@CF_psychelist Our lead singer is there, say hi to him @MrJamieJamal usually at the Disco Tent.", our lead singer is there say hi to him  usually at the disco tent,lead singer disco tent
1.5601188697459753e+18,2022-08-18 04:18:18+00:00,['1560118869745975297'],"Cheers Jay, written by @fluxmusicuk and featured on our 'Normal people are crazy' ep. https://t.co/al9A46oPev",cheers jay written by  and featured on our normal people are crazy ep ,cheer people
1.5596245512475116e+18,2022-08-16 19:34:04+00:00,['1559624551247511552'],"Awe, bless you for finding our Kitten! https://t.co/5QYEWOpYMj",awe bless you for finding our kitten ,bless kitten
1.5596241739028562e+18,2022-08-16 19:32:34+00:00,['1559624173902856197'],A @misterminchie creation based on a ted talk by @paulgilding 💚 https://t.co/fbSUjumG95,a  creation based on a ted talk by   ,creation talk
1.5595105443815793e+18,2022-08-16 12:01:02+00:00,['1559510544381579269'],Happy birthday Madge! #Madonna https://t.co/ho7VpFtu7d,happy birthday madge  ,birthday madge
1.5590458692274422e+18,2022-08-15 05:14:35+00:00,['1559045869227442177'],@dorner_martina I meant to send this from my personal page @MrJamieJamal ooops., i meant to send this from my personal page  ooops,page ooops
1.5590455198041743e+18,2022-08-15 05:13:12+00:00,['1559045519804174338'],@dorner_martina Hey Martina. Ny new one. Youtube: https://t.co/BTlnNEraZv Spotify: https://t.co/qDZkmqiiBd Soundcloud: Listen to Shake It Naked (feat. Say) by Jamie Jamal on #SoundCloud https://t.co/zjsw98wT5g Hope you enjoy and have a fab week!, hey martina ny new one youtube  spotify  soundcloud listen to shake it naked feat say by jamie jamal on   hope you enjoy and have a fab week,youtube spotify soundcloud listen feat jamie jamal week
1.5587625173080064e+18,2022-08-14 10:28:39+00:00,['1558762517308006401'],It's an honour to be included. Thanks @dorner_martina https://t.co/RcqORQjii7,it's an honour to be included thanks  ,honour thanks
1.558762187530928e+18,2022-08-14 10:27:20+00:00,['1558762187530928128'],@MrJamieJamal @fluxmusicuk @SamanthaGaetani @ScottEvan5 @wafbinthedark Mark Almond and Nile Rogers. Have they ever collaborated?,     mark almond and nile rogers have they ever collaborated,mark almond rogers
1.5579611500877947e+18,2022-08-12 05:24:18+00:00,['1557961150087794688'],Great review for Shake It Naked by @wafbinthedark https://t.co/6CyHDfz3T0,great review for shake it naked by  ,review shake
1.55796069023266e+18,2022-08-12 05:22:28+00:00,['1557960690232659968'],Sexpulse was written by @misterminchie mastered by the late #PaulWhitrow and featured on our 'Normal People Are Crazy' EP which was released in 2018. https://t.co/0bRMk8apvC,sexpulse was written by  mastered by the late  and featured on our normal people are crazy ep which was released in ,sexpulse people
1.5578231409227858e+18,2022-08-11 20:15:54+00:00,['1557823140922785793'],@JimGellatly @amazingradio @reallyunspoken @solareyesmusic @devy_iyer @colthillmusic @thisisrachwhite @StevenYMusic @treblehelix333 @edgylmusic @tomasmithmusic @StonyMacs @MrJamieJamal @BillyImrieMusic @slim_wrist @CantSaveJoell @eabhalmusic Jamie Jamal yay!,                 jamie jamal yay,jamie jamal
1.5572248097502167e+18,2022-08-10 04:38:21+00:00,['1557224809750216704'],"@bigsatsumaradio @jnormaltwit @zerocorpmusic @Voltron @softcellhq @NumanaState Thanks so much, We've only just seen this. I'm sure there's something wrong with twitter as we do check our socials. Anyway better late tham never!",      thanks so much we've only just seen this i'm sure there's something wrong with twitter as we do check our socials anyway better late tham never,thanks something twitter social tham
1.5570597602682143e+18,2022-08-09 17:42:30+00:00,['1557059760268214274'],New @MrJamieJamal track tonight on @Electronicrv from 8pm. https://t.co/JfQt4TnxoO,new  track tonight on  from ,track tonight
1.5570595222750372e+18,2022-08-09 17:41:33+00:00,['1557059522275037186'],@emom_news @mart_christie @LostHorizonHQ @TheBlueMoonCamb @WharfChambersCC @umbrella_cafe @dubrek @VirtualEMOM @urbanartslife @ShowHomebrew @duffys_bar @UnionMashUp @Brunswickpub @TheRoseHillArts @HagglersCorner @SynthFestUK @TheChameleonArt Can't wait to start heading to these nights again.,                 can't wait to start heading to these nights again,wait night
1.5570521592665375e+18,2022-08-09 17:12:18+00:00,['1557052159266537472'],"@chris_hawkins @BBC6Music Hey Chris, you need to discover 'Shake It Naked' it's released this Thursday by @MrJamieJamal which is a collaboration with SAY (@ScottEvan5) it's such a funk stomper! We think you'll love it? https://t.co/uU1gxrm53I",  hey chris you need to discover shake it naked it's released this thursday by  which is a collaboration with say  it's such a funk stomper we think you'll love it ,thursday collaboration stomper
1.556602172409799e+18,2022-08-08 11:24:12+00:00,['1556602172409798656'],Features on our Rise EP https://t.co/oJupdh39ON,features on our rise ep ,feature rise
1.5564634633707438e+18,2022-08-08 02:13:02+00:00,['1556463463370743809'],@dorner_martina Introducing Brother Blue. https://t.co/jq5IMYYtWR, introducing brother blue ,brother blue
1.5544124043431772e+18,2022-08-02 10:22:51+00:00,['1554412404343177217'],@BigJeffJohns @maryannehobbs Nice touch Jeff. I'm so glad that you are still with us. Nurses and Doctor's are amazing!,  nice touch jeff i'm so glad that you are still with us nurses and doctor's are amazing,touch jeff nurse
