,id,created_at,edit_history_tweet_ids,text
0,1.565096847793963e+18,2022-08-31 21:59:01+00:00,['1565096847793963009'],"RT @FabrizioRomano: Chelsea new official bid for Pierre Aubameyang has been received by Barcelona right now. As mentioned in the afternoon,…"
1,1.565096527416148e+18,2022-08-31 21:57:44+00:00,['1565096527416147975'],"RT @djkhaled: https://t.co/3TIUYokMwq

#GODDID 6 PM ET!"
2,1.5650963942008422e+18,2022-08-31 21:57:13+00:00,['1565096394200842244'],RT @HotFreestyle: J. Cole in Turks &amp; Caicos with Popcaan &amp; Drake https://t.co/WgZXYlerZT
3,1.565096307529851e+18,2022-08-31 21:56:52+00:00,['1565096307529850882'],RT @HKane: One point rather than the three we wanted but still unbeaten and games coming thick and fast so on we go to the weekend. https:/…
4,1.5650962291634668e+18,2022-08-31 21:56:33+00:00,['1565096229163466754'],RT @ESPNFC: Atletico Madrid will have to pay Barcelona €40m if Antoine Griezmann plays more than 45 minutes in 50% of his games during his…
5,1.5650957260943688e+18,2022-08-31 21:54:33+00:00,['1565095726094368770'],RT @JoeBiden: Whose side are you on? https://t.co/fKlr9pi2eP
6,1.5650954332439716e+18,2022-08-31 21:53:24+00:00,['1565095433243971584'],RT @brfootball: What a finish. https://t.co/ivRxrEA1qg
7,1.565095342680703e+18,2022-08-31 21:53:02+00:00,['1565095342680702976'],RT @ESPNUK: Chelsea are the first club in Europe to spend over £200m this summer 🤑 https://t.co/ETdsVIrjFW
8,1.565095271247356e+18,2022-08-31 21:52:45+00:00,['1565095271247355917'],"Believe still 
#GODDID"
9,1.5650951416894628e+18,2022-08-31 21:52:14+00:00,['1565095141689462787'],"RT @brfootball: Five goals in six games for Bayern Munich. 

Sadio Mané is making himself at home 🏡 https://t.co/5wzpSpKQNr"
10,1.5650950938953687e+18,2022-08-31 21:52:03+00:00,['1565095093895368704'],RT @IAmENISA: Invite me to your weddings 🤍 https://t.co/QRChj9091m
11,1.5650948649408348e+18,2022-08-31 21:51:08+00:00,['1565094864940834817'],"RT @UtdPlug: 🚨🇧🇷 Ten Hag asked if Antony will play on the right at #MUFC: ""If it happens, yes."" ✅"
12,1.565094729754329e+18,2022-08-31 21:50:36+00:00,['1565094729754329088'],RT @fuse7777: https://t.co/H1Ysywc7us
13,1.5650943289674752e+18,2022-08-31 21:49:00+00:00,['1565094328967475201'],RT @FabrizioRomano: Gerrard on Douglas Luiz: “I am not in control of Douglas Luiz situation. We are not in a position where we need to lose…
14,1.5650942072446075e+18,2022-08-31 21:48:31+00:00,['1565094207244607488'],"RT @FabrizioRomano: Erik ten Hag on Cristiano Ronaldo set to stay at Man Utd: “From the start we said we planned with Cristiano, it was cle…"
15,1.5650941163791974e+18,2022-08-31 21:48:10+00:00,['1565094116379197440'],"RT @FabrizioRomano: Lucas Ocampos to Ajax, deal done and confirmed. All the issues will be resolved — deal will be signed on loan between A…"
16,1.5650840220946596e+18,2022-08-31 21:08:03+00:00,['1565084022094659585'],"RT @LFC: GET IN. ✊🔴

#LIVNEW https://t.co/K0O342grkU"
17,1.5650836642029896e+18,2022-08-31 21:06:38+00:00,['1565083664202989569'],"RT @ManagingBarca: 🚨🚨| BREAKING: Bernardo Silva to FC Barcelona is activated!
@gerardromero [🎖️]"
18,1.5650811225681183e+18,2022-08-31 20:56:32+00:00,['1565081122568118272'],"RT @JohnCena: The helmet. The uniform. 
The hard-rocking awesomeness. 
#PEACEMAKER will be available in Korea exclusively on @wavve_officia…"
19,1.5650811002920878e+18,2022-08-31 20:56:26+00:00,['1565081100292087813'],"RT @ESPNFC: 37' - Neymar
50' - Mbappe

Both assisted by Lionel Messi 😎 https://t.co/swRMHHKJzO"
20,1.5650803335104965e+18,2022-08-31 20:53:23+00:00,['1565080333510496264'],Father God 🙏🙏🙏
21,1.5650721565889167e+18,2022-08-31 20:20:54+00:00,['1565072156588916736'],RT @goal: Six games. Five goals. 🔥 https://t.co/UOEbU0iLPC
22,1.565072131523756e+18,2022-08-31 20:20:48+00:00,['1565072131523756036'],"RT @brfootball: Julián Álvarez ⚽ ⚽
Erling Haaland  ⚽ ⚽ ⚽

City's summer signings doing the business 💸 https://t.co/raS2ByLx6K"
23,1.565071773107888e+18,2022-08-31 20:19:22+00:00,['1565071773107888129'],"RT @XXL: Young Thug is somehow tweeting from prison and people are really confused by what he's saying 🧐

https://t.co/KrhPgaaR6t"
24,1.565071495524655e+18,2022-08-31 20:18:16+00:00,['1565071495524655105'],"RT @NUFC: Off the mark in black and white! 🔥🇸🇪

⚫️⚪️ https://t.co/xjBRnpJUGi"
25,1.565071410334163e+18,2022-08-31 20:17:56+00:00,['1565071410334162944'],"RT @WhoScored: Lost Erik Ten Hag
Lost Ryan Gravenberch
Lost Noussair Mazraoui
Lost Sebastien Haller
Lost Andre Onana
Lost Nicolas Tagliafic…"
26,1.565071065667322e+18,2022-08-31 20:16:34+00:00,['1565071065667321866'],"RT @premierleague: GOAL Man City 6-0 Nott'm Forest (87 mins)

Julian Alvarez emphatically finishes a slick counter-attack, Man City can't s…"
27,1.5650693545422766e+18,2022-08-31 20:09:46+00:00,['1565069354542276608'],RT @FrankKhalidUK: Neymar Jr would love to play with Cristiano Ronaldo in the future. https://t.co/8SlARFhOqs
28,1.5650680908361933e+18,2022-08-31 20:04:45+00:00,['1565068090836193289'],"RT @FabrizioRomano: Ruud van Nistelrooy: “I will do all my best to keep Cody Gakpo. We are doing our best, but we don’t know what’s gonna h…"
29,1.565068027724546e+18,2022-08-31 20:04:30+00:00,['1565068027724546051'],"RT @FabrizioRomano: Official, confirmed. Amad Diallo has joined Sunderland on loan until June 2023 with no buy option included. ⚪️🔴 #SAFC…"
30,1.565067890222588e+18,2022-08-31 20:03:57+00:00,['1565067890222587905'],"RT @Pontifex: God wants children, not slaves: free children. And love can only be lived in freedom. To learn to live one must learn to love…"
31,1.5650677976669553e+18,2022-08-31 20:03:35+00:00,['1565067797666955264'],RT @TheSunFootball: Erling Haaland nets ANOTHER hat-trick to overtake Harry Kane for all-time Prem goals in August… after just FIVE games #…
32,1.565067531102163e+18,2022-08-31 20:02:31+00:00,['1565067531102162946'],RT @SpursOfficial: SONNYYYYYYYYYYY https://t.co/89lDsyaFeo
33,1.565067452068909e+18,2022-08-31 20:02:12+00:00,['1565067452068909056'],"RT @LFC: 38' - Goal for Newcastle. Alexander Isak.

[0-1]

#LIVNEW"
34,1.56506741276407e+18,2022-08-31 20:02:03+00:00,['1565067412764069889'],"RT @ManUtd: Wishing you the best of luck for the 2022/23 season at Sunderland, @AmadDiallo_19 👏

#MUFC"
35,1.5650673114968064e+18,2022-08-31 20:01:39+00:00,['1565067311496806408'],"RT @UnitedStandMUFC: Ten Hag: ""I think so for this window, it will be the end [no more transfers after Dubravka signs]."" #mufc"
36,1.5650672573063823e+18,2022-08-31 20:01:26+00:00,['1565067257306382339'],"RT @goal: Welcome to the Premier League, Alexander Isak 💫 https://t.co/CtQJoc6k5O"
37,1.5650671620914053e+18,2022-08-31 20:01:03+00:00,['1565067162091405313'],"RT @DeadlineDayLive: 🚨 BREAKING: Inter Milan have reached an agreement with Barcelona for the loan of Jordi Alba.

(Source: @gerardromero)"
