,Unnamed: 0,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
3102,3102,46934,string pluckers thanks,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,1.0,True,A little one for my fellow string pluckers. #Justsaying With thanks to @fesshole for pointing this out: https://t.co/GRJjJ03EUr,2019-11-05 23:00:15+00:00,Life
3103,3103,7419,motherwell concert hall motherwell kingdom,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.5809654751569566,False,"I'm going to @twinatlantic at Motherwell Concert Hall in Motherwell, United Kingdom - Mar 3 https://t.co/JeokTz9k6w",2019-11-06 00:09:38+00:00,None
3104,3104,35683,college tuesday,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,The is right @Ltatm_shels went back to College to learn how to run @LTATM_RADIO professional. I am on @KGRG 3pm-6pm every Tuesday. https://t.co/H1mSkedH52,2019-11-06 00:29:16+00:00,None
3105,3105,12646,isle town santa,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.2308980675699431,False,Only on the sun-kissed Isle of Sheppey! Seaside town is appealing for Santas. Can you help? https://t.co/abwA9GApYp,2019-11-06 13:00:50+00:00,None
3106,3106,46933,robinson editor salmond question fact length minute detail,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,"#politicslive So a bit like what Nick Robinson, your then political editor, did with Alex Salmond in 2014. He showed his own question, and then stated, ""He didn't answer,"" when in fact he'd answered at some length, roughly fifteen minutes, and in some detail. A bare-faced lie.",2019-11-06 13:01:47+00:00,None
3107,3107,7418,part resignation,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.9711679055881256,False,"@rossd9711 More the first part, tbh. But resignation should be a given",2019-11-06 13:35:01+00:00,None
3108,3108,7417,academy glasgow glasgow kingdom,12,12_scotland_glasgow_kingdom_composer,scotland - glasgow - kingdom - composer - independence - lineup - agenda - hydro - bias - edinburgh,1.0,True,"I might go to @OfficialWASP at O2 Academy Glasgow in Glasgow, United Kingdom - Oct 5 https://t.co/2L4pPTu51S",2019-11-06 14:31:25+00:00,Life
3109,3109,13201,music photographer winchester photo,4,4_photo_camera_photographer_shot,photo - camera - photographer - shot - shape - picture - photography - image - google - photograph,1.0,False,@CarryOnPress hi I’m a music photographer based nr Winchester if you need any photos done had lots published,2019-11-07 13:43:03+00:00,Life
3110,3110,70042,music radio promo,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.1802461949157036,False,Send us your new music for radio promo #ThursdayThoughts https://t.co/spGy0Z7q5D,2019-11-07 16:50:03+00:00,None
3111,3111,70041,master estate game,8,8_festival_jazz_tree_glastonbury,festival - jazz - tree - glastonbury - plant - road - string - decade - quartet - agent,0.9204186010697712,False,How Master P Mastered the Real Estate Game | ExpediTIously Podcast https://t.co/q0h4XaJmKv via @YouTube,2019-11-07 17:05:56+00:00,Life
3112,3112,46932,country year austin work tory trade envoy,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0393878424065199,False,"@BBCNews Back in the country after many years away, already shocked at how biased the BBC has become. It's no @ABCNews that's for sure. I'm going to have to start #FactCheckingTheBBC #1 ""Ian Austin doesn't work for the Tories!"" No, he works for the PM himself!! As a trade envoy!",2019-11-07 19:48:05+00:00,None
3113,3113,46931,claim tory publicity austin today celebrity state heard,1,1_tory_corbyn_labour_party,tory - corbyn - labour - party - union - policy - truss - flag - pension - starmer,0.645555696364869,False,"@BBCNews @abcnews I therefore find Christian Fraser's claim that he does not work for the Tories MISLEADING. (Despite all the free publicity Austin has had on @BBCNews today, I had to google him to find out who he was. Derek's Law of Celebrity states: If I haven't heard of you, you're NOT FAMOUS)",2019-11-07 19:59:25+00:00,Life
3114,3114,63064,friday saturday music pitch artist cowrite,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,Friday and Saturday I shall be working on new music and a pitch to one of the UK's biggest selling male artists! This involves a co-write ;),2019-11-07 21:28:10+00:00,None
3115,3115,63063,inductee vote time songwriter hall fame luck nominee,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.794467188362051,False,"Just submitted by inductee votes for this time around at the U.S, Songwriters Hall of Fame. Good luck to all the nominees. @SongwritersHOF",2019-11-07 21:36:51+00:00,None
3116,3116,63062,popcountry style area songwriting demo,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.0,False,I need a male #vocalist who has a pop/country style and is based in the #Bristol or #Somerset area of the UK for some songwriting demos.,2019-11-07 22:13:15+00:00,None
3117,3117,70040,listen tamera juelz,5,5_morning_listen_burg_ralph,morning - listen - burg - ralph - breakfast - chris - sailor - blog - mornin - kanye,0.579383289193854,False,Listen to Tia Tamera by Juelz #np on #SoundCloud https://t.co/ar0YrpZCPL,2019-11-08 03:25:41+00:00,Life
3118,3118,46930,life everything thanks,-1,-1_people_year_time_thing,people - year - time - thing - music - today - week - song - life - thanks,0.7261499580916099,False,"The latest Life, the Universe and Everything! https://t.co/VFOb4MVHIe Thanks to @dazza50 @CntrlPimpernel @Forthleft2 #auspol #scotref",2019-11-08 08:07:18+00:00,None
