,Topic,Count,Name,details
0,-1,96788,-1_school_time_year_people,"['school', 'time', 'year', 'people', 'child', 'teacher', 'thing', 'week', 'work', 'today']"
1,0,1952,0_tweet_twitter_account_follower,"['tweet', 'twitter', 'account', 'follower', 'people', 'timeline', 'parody', 'someone', 'reply', 'thread']"
2,1,1757,1_tory_election_vote_pension,"['tory', 'election', 'vote', 'pension', 'party', 'donation', 'seat', 'voter', 'voting', 'people']"
3,2,1381,2_bird_enjoy_today_theme,"['bird', 'enjoy', 'today', 'theme', 'butterfly', 'insect', 'shot', 'flower', 'dragon', 'beetle']"
4,3,1300,3_birthday_hope_sorry_look,"['birthday', 'hope', 'sorry', 'look', 'care', 'loss', 'festival', 'wish', 'thanks', 'condolence']"
5,4,1294,4_prince_photograph_duchess_duke,"['prince', 'photograph', 'duchess', 'duke', 'celebration', 'queen', 'princess', 'virginia', 'jeffrey', 'andrew']"
6,5,1143,5_mask_virus_face_pandemic,"['mask', 'virus', 'face', 'pandemic', 'school', 'detention', 'propaganda', 'supermarket', 'infection', 'people']"
7,6,1111,6_today_tomorrow_mine_gift,"['today', 'tomorrow', 'mine', 'gift', 'yesterday', 'word', 'emma', 'talent', 'whoop', 'favourite']"
8,7,1039,7_money_funding_school_cost,"['money', 'funding', 'school', 'cost', 'budget', 'crisis', 'loan', 'pocket', 'debt', 'pledge']"
9,8,945,8_news_inspection_journalist_facebook,"['news', 'inspection', 'journalist', 'facebook', 'irony', 'people', 'netflix', 'inspector', 'others', 'qualification']"
10,9,941,9_thank_thanks_goodness_response,"['thank', 'thanks', 'goodness', 'response', 'pleasure', 'reply', 'kate', 'glad', 'answer', 'hello']"
11,10,925,10_congratulation_order_news_wait,"['congratulation', 'order', 'news', 'wait', 'credit', 'adventure', 'amazon', 'claire', 'chloe', 'instagram']"
12,11,889,11_sign_petition_birmingham_share,"['sign', 'petition', 'birmingham', 'share', 'kingdom', 'campaign', 'moon', 'moseley', 'beer', 'signature']"
13,12,883,12_academy_trust_solidarity_school,"['academy', 'trust', 'solidarity', 'school', 'member', 'academisation', 'community', 'council', 'gavin', 'education']"
14,13,875,13_energy_bill_water_inflation,"['energy', 'bill', 'water', 'inflation', 'price', 'company', 'river', 'sewage', 'petrol', 'waste']"
15,14,874,14_kind_thank_thanks_mind,"['kind', 'thank', 'thanks', 'mind', 'support', 'word', 'soul', 'blanket', 'corner', 'thought']"
16,15,862,15_leadership_leader_culture_chip,"['leadership', 'leader', 'culture', 'chip', 'flag', 'school', 'list', 'governor', 'pride', 'tshirt']"
17,16,842,16_johnson_boris_integrity_liar,"['johnson', 'boris', 'integrity', 'liar', 'promise', 'party', 'criticism', 'quiz', 'tory', 'investigation']"
18,17,724,17_photo_picture_image_camera,"['photo', 'picture', 'image', 'camera', 'museum', 'exhibition', 'adam', 'print', 'typo', 'mirror']"
19,18,696,18_weekend_tour_fridge_page,"['weekend', 'tour', 'fridge', 'page', 'tube', 'simon', 'changer', 'shark', 'book', 'planner']"
20,19,687,19_morning_humphrey_sleep_brain,"['morning', 'humphrey', 'sleep', 'brain', 'alarm', 'cuddle', 'empathy', 'litter', 'shock', 'today']"
