,Topic,Count,Name,details
0,-1,135135,-1_nurse_care_day_health,[]
1,0,7604,0_nan_noah_nandos_deliver,"['nan', 'noah', 'nandos', 'deliver', 'nanna', 'nannm', 'granny', 'gifs', 'disco', 'apart']"
2,1,3866,1_day_hope_morning_chris,"['day', 'hope', 'morning', 'chris', 'kenny', 'friend', 'yep', 'thankyou', 'sam', 'tomorrow']"
3,2,3861,2_thank_whoop_question_match,"['thank', 'whoop', 'question', 'match', 'sorry', 'tonight', 'god', 'day', 'kind', 'shirt']"
4,3,3693,3_year_love_hug_finger,"['year', 'love', 'hug', 'finger', 'business', 'peace', 'data', 'track', 'occupancy', 'mine']"
5,4,3238,4_food_school_meal_life,"['food', 'school', 'meal', 'life', 'child', 'climate', 'lunch', 'caterer', 'community', 'change']"
6,5,3159,5_ticket_conference_event_trust,"['ticket', 'conference', 'event', 'trust', 'stuff', 'career', 'face', 'jenny', 'recruitment', 'job']"
7,6,2937,6_time_word_point_way,"['time', 'word', 'point', 'way', 'bird', 'life', 'something', 'people', 'folk', 'fact']"
8,7,2764,7_week_mile_city_wait,"['week', 'mile', 'city', 'wait', 'medsurg', 'pleasure', 'run', 'start', 'radio', 'guess']"
9,8,2413,8_hey_thanks_follow_thing,"['hey', 'thanks', 'follow', 'thing', 'lot', 'help', 'rus', 'sea', 'mind', 'reply']"
10,9,2196,9_morning_friend_everyone_glove,"['morning', 'friend', 'everyone', 'glove', 'goodness', 'yeah', 'afternoon', 'maggie', 'tina', 'brother']"
