,Topic,Count,Name,details
0,-1,86693,-1_nurse_people_time_care,"['nurse', 'people', 'time', 'care', 'health', 'patient', 'today', 'year', 'week', 'work']"
1,0,1709,0_thanks_work_jenny_morning,"['thanks', 'work', 'jenny', 'morning', 'jackie', 'evening', 'thanks thanks', 'afternoon', 'work work', 'goodness']"
2,1,1570,1_thank thank thank_thank thank_thank_comin thank thank,"['thank thank thank', 'thank thank', 'thank', 'comin thank thank', 'thank comin', 'thank thank mine', 'aaaaaaahhhhh', 'aaaaaaahhhhh thanks', 'aaaaaaahhhhh thanks thank', 'comin']"
3,2,1425,2_baby_charity_donation_unit,"['baby', 'charity', 'donation', 'unit', 'claire', 'thanks', 'family', 'thank', 'staff', 'fund']"
4,3,1193,3_journal_article_issue_research,"['journal', 'article', 'issue', 'research', 'dementia', 'health', 'collection', 'journal health', 'street', 'bioinformatics']"
5,4,1126,4_morning_morning morning_morning morning morning_chris,"['morning', 'morning morning', 'morning morning morning', 'chris', 'friend', 'kenny', 'morning kenny', 'morning chris', 'morning kenny friend', 'kenny friend']"
6,5,1080,5_song_bless_music_reason,"['song', 'bless', 'music', 'reason', 'awww', 'tune', 'hamilton', 'feeling', 'fredster', 'album']"
7,6,980,6_time_time time_time time time_glad,"['time', 'time time', 'time time time', 'glad', 'time glad', 'glad time', 'time thank', 'time issue', 'issue time', 'thank time']"
8,7,977,7_congratulation_congratulation congratulation_congratulation congratulation congratulation_order,"['congratulation', 'congratulation congratulation', 'congratulation congratulation congratulation', 'order', 'achievement', 'congrats', 'medal', 'winner', 'programme', 'programme module']"
9,8,826,8_mask_face_look_train,"['mask', 'face', 'look', 'train', 'station', 'whatwho today', 'whatwho', 'smile', 'petrol', 'people']"
10,9,821,9_hope_morning_hope hope_merv,"['hope', 'morning', 'hope hope', 'merv', 'morning hope', 'hope morning', 'morning merv', 'anniversary', 'carol', 'kath']"
11,10,820,10_card_christmas_gift_pocket,"['card', 'christmas', 'gift', 'pocket', 'pocket card', 'merry', 'pack', 'nursing pocket', 'nursing pocket card', 'scrub']"
12,11,795,11_today_thing_today today_tomorrow,"['today', 'thing', 'today today', 'tomorrow', 'today thing', 'thing today', 'thing thing', 'yesterday', 'today today today', 'tomorrow today']"
13,12,783,12_year_year year_year year year_time year,"['year', 'year year', 'year year year', 'time year', 'georgie', 'year time', 'time', 'walkout', 'voter', 'year today']"
14,13,779,13_tweet_twitter_chat_question,"['tweet', 'twitter', 'chat', 'question', 'tweet tweet', 'answer', 'read', 'prechat', 'twitter tweet', 'transcript']"
15,14,772,14_photo_picture_hill_passport,"['photo', 'picture', 'hill', 'passport', 'cute', 'beautiful', 'photo photo', 'shot', 'image', 'credit']"
16,15,753,15_plant_flower_seed_space,"['plant', 'flower', 'seed', 'space', 'activity', 'grant', 'snap', 'carrot', 'share', 'grass']"
17,16,712,16_tory_party_labour_corbyn,"['tory', 'party', 'labour', 'corbyn', 'idiot', 'election', 'tory tory', 'fool', 'tory party', 'party party']"
18,17,686,17_weekend_everyone_oklahoma_saturday,"['weekend', 'everyone', 'oklahoma', 'saturday', 'morning', 'shaun', 'dear', 'weekend weekend', 'everyone everyone', 'friday']"
19,18,686,18_school_food_meal_food life,"['school', 'food', 'meal', 'food life', 'summer', 'school meal', 'child', 'life', 'school food', 'award']"
20,19,673,19_vaccine_vaccination_booster_covid,"['vaccine', 'vaccination', 'booster', 'covid', 'covid vaccine', 'people', 'stay', 'vaccine vaccine', 'immunity', 'virus']"
