,Topic,Count,Name,details
0,-1,135970,-1_nurse_care_health_time,[]
1,0,3137,0_thank thank_thank_thank thank thank_word,"['thank thank', 'thank', 'thank thank thank', 'word', 'kind', 'word thank', 'evening', 'thank word', 'thank kind', 'word thank thank']"
2,1,2386,1_morning_morning morning_morning morning morning_thanks,"['morning', 'morning morning', 'morning morning morning', 'thanks', 'friend', 'chris', 'kenny', 'morning kenny', 'morning chris', 'morning kenny friend']"
3,2,1667,2_year_year year_year year year_challenge,"['year', 'year year', 'year year year', 'challenge', 'medal', 'island', 'dream', 'shinymind', 'shinymind shinymind', 'shinymind shinymind shinymind']"
4,3,1644,3_congratulation_congratulation congratulation_congratulation congratulation congratulation_fons,"['congratulation', 'congratulation congratulation', 'congratulation congratulation congratulation', 'fons', 'achievement', 'news', 'news congratulation', 'congratulation news', 'congrats', 'congratulation achievement']"
5,4,1573,4_time time_time time time_time_list,"['time time', 'time time time', 'time', 'list', 'problem', 'time list', 'list time', 'time problem', 'problem time', 'issue time']"
6,5,1429,5_tory_party_labour_corbyn,"['tory', 'party', 'labour', 'corbyn', 'starmer', 'idiot', 'stay', 'voter', 'tory tory', 'chaos']"
7,6,1378,6_vaccine_vaccination_covid_booster,"['vaccine', 'vaccination', 'covid', 'booster', 'covid vaccine', 'volunteer', 'people', 'shot', 'allergy', 'dose']"
8,7,1270,7_support_charity_baby_donation,"['support', 'charity', 'baby', 'donation', 'thank', 'milk', 'thanks', 'unit', 'fund', 'ridgecrest']"
9,8,1232,8_love_christmas_peace_love peace,"['love', 'christmas', 'peace', 'love peace', 'film', 'love love', 'peace love', 'love peace love', 'peace love peace', 'merry']"
10,9,1223,9_news_news daily_daily_story news,"['news', 'news daily', 'daily', 'story news', 'story', 'story news daily', 'news daily story', 'daily story', 'daily story news', 'news news']"
11,10,1201,10_wine_flower_glass_bottle,"['wine', 'flower', 'glass', 'bottle', 'riversway', 'guess', 'hero', 'pizza', 'toast', 'scholarship']"
12,11,1192,11_hope_morning_hope hope_morning hope,"['hope', 'morning', 'hope hope', 'morning hope', 'merv', 'carol', 'hope morning', 'morning merv', 'friday', 'yesterday']"
13,12,1147,12_school_food_holiday_meal,"['school', 'food', 'holiday', 'meal', 'child', 'summer', 'food life', 'school meal', 'life', 'school food']"
14,13,1081,13_night_night night_bless_show,"['night', 'night night', 'bless', 'show', 'beautiful', 'bloody', 'degree', 'help', 'time night', 'night night night']"
15,14,1050,14_photo_lady_mine_picture,"['photo', 'lady', 'mine', 'picture', 'birch', 'facebook', 'part', 'tina', 'photo photo', 'instagram']"
