,Topic,Count,Name,details
0,-1,71180,-1_nurse_people_time_care,"['nurse', 'people', 'time', 'care', 'health', 'patient', 'today', 'work', 'year', 'nursing']"
1,0,3454,0_thank_team_match_support,"['thank', 'team', 'match', 'support', 'daughter', 'sound', 'ielts', 'space', 'question', 'disney']"
2,1,3302,1_food_school_life_meal,"['food', 'school', 'life', 'meal', 'child', 'garden', 'video', 'caterer', 'share', 'community']"
3,2,2466,2_morning_everyone_jenny_evening,"['morning', 'everyone', 'jenny', 'evening', 'girl', 'afternoon', 'load', 'message', 'maggie', 'dear']"
4,3,2407,3_baby_charity_christmas_card,"['baby', 'charity', 'christmas', 'card', 'gift', 'unit', 'donation', 'break', 'lunch', 'claire']"
5,4,2286,4_book_conference_head_ruth,"['book', 'conference', 'head', 'ruth', 'programme', 'review', 'name', 'stadium', 'club', 'hotel']"
6,5,1894,5_hope_weekend_chris_morning,"['hope', 'weekend', 'chris', 'morning', 'scotland', 'bonnie', 'rain', 'radio', 'oklahoma', 'kind']"
7,6,1830,6_today_thing_stuff_flower,"['today', 'thing', 'stuff', 'flower', 'tomorrow', 'bless', 'reason', 'yesterday', 'anyone', 'nothing']"
8,7,1829,7_friend_kenny_thanks_home,"['friend', 'kenny', 'thanks', 'home', 'morning', 'brilliant', 'something', 'place', 'yeah', 'quiz']"
9,8,1812,8_time_world_machine_folk,"['time', 'world', 'machine', 'folk', 'awww', 'propaganda', 'nurse', 'banana', 'guess', 'fuck']"
10,9,1569,9_mile_walk_mate_jackie,"['mile', 'walk', 'mate', 'jackie', 'morning', 'trip', 'week', 'road', 'moon', 'linda']"
11,10,1319,10_congratulation_luck_achievement_goodness,"['congratulation', 'luck', 'achievement', 'goodness', 'nail', 'glad', 'ring', 'audience', 'artist', 'congrats']"
12,11,1287,11_birthday_please_dance_song,"['birthday', 'please', 'dance', 'song', 'wish', 'chance', 'salad', 'eurovision', 'louise', 'balloon']"
13,12,1273,12_idea_shoe_week_whoop,"['idea', 'shoe', 'week', 'whoop', 'cream', 'sock', 'pair', 'pocket', 'rosie', 'neck']"
14,13,1144,13_tory_party_labour_vote,"['tory', 'party', 'labour', 'vote', 'beach', 'corbyn', 'brexit', 'voter', 'election', 'bone']"
15,14,1142,14_year_finger_mine_round,"['year', 'finger', 'mine', 'round', 'mind', 'shirt', 'fact', 'taylor', 'track', 'tail']"
