,Topic,Count,Name,details
0,-1,113337,-1_nurse_time_people_care,"['nurse', 'time', 'people', 'care', 'health', 'year', 'today', 'work', 'patient', 'week']"
1,0,2637,0_thank thank_thank_word_kind,"['thank thank', 'thank', 'word', 'kind', 'word thank', 'thank word', 'thank kind', 'kind thank', 'guess', 'word word']"
2,1,2348,1_christmas_card_gift_support,"['christmas', 'card', 'gift', 'support', 'pocket', 'charity', 'room', 'pocket card', 'merry', 'order']"
3,2,2201,2_congratulation_congratulation congratulation_award_jenny,"['congratulation', 'congratulation congratulation', 'award', 'jenny', 'achievement', 'appointment', 'prize', 'hero', 'winner', 'congrats']"
4,3,1730,3_morning_morning morning_thanks_afternoon,"['morning', 'morning morning', 'thanks', 'afternoon', 'goodness', 'thanks thanks', 'morning thanks', 'maggie', 'thanks morning', 'winter']"
5,4,1655,4_food_school_food life_meal,"['food', 'school', 'food life', 'meal', 'child', 'life', 'caterer', 'school meal', 'school food', 'community']"
6,5,1641,5_shift_night_night shift_hour,"['shift', 'night', 'night shift', 'hour', 'break', 'sleep', 'alarm', 'shift night', 'night night', 'sunday']"
7,6,1616,6_hope_morning_chris_kenny,"['hope', 'morning', 'chris', 'kenny', 'morning kenny', 'friend', 'morning chris', 'kindness', 'kenny friend', 'chris friend']"
8,7,1565,7_student_nursing_nurse_quiz,"['student', 'nursing', 'nurse', 'quiz', 'thread', 'student nurse', 'skill', 'nursing student', 'police', 'knowledge']"
9,8,1493,8_vaccine_covid_vaccination_booster,"['vaccine', 'covid', 'vaccination', 'booster', 'covid vaccine', 'result', 'people', 'dose', 'stay', 'patient']"
10,9,1491,9_year_year year_finger_mate,"['year', 'year year', 'finger', 'mate', 'everything', 'button', 'ring', 'shit', 'nurse', 'load']"
11,10,1451,10_today_thing_today today_tomorrow,"['today', 'thing', 'today today', 'tomorrow', 'today thing', 'thing thing', 'nothing', 'thing today', 'yesterday', 'feeling']"
12,11,1417,11_photo_brilliant_picture_view,"['photo', 'brilliant', 'picture', 'view', 'beautiful', 'smile', 'cute', 'part', 'whatwho today', 'whatwho']"
13,12,1415,12_article_journal_dementia_hair,"['article', 'journal', 'dementia', 'hair', 'issue', 'collection', 'throat', 'research', 'street', 'bioinformatics']"
14,13,1391,13_thankyou_pleasure_sorry_whoop,"['thankyou', 'pleasure', 'sorry', 'whoop', 'jackie', 'thankyou thankyou', 'whoop whoop', 'round', 'daphne', 'paul']"
15,14,1157,14_energy_cost_price_yeah,"['energy', 'cost', 'price', 'yeah', 'bill', 'minister', 'inflation', 'parking', 'company', 'petrol']"
