,Topic,Count,Name,details
0,-1,68989,-1_nurse_people_care_time,"['nurse', 'people', 'care', 'time', 'year', 'health', 'patient', 'work', 'today', 'thing']"
1,0,2770,0_morning_mile_walk_jenny,"['morning', 'mile', 'walk', 'jenny', 'breakfast', 'view', 'pool', 'sofa', 'week', 'swim']"
2,1,2623,1_food_school_life_meal,"['food', 'school', 'life', 'meal', 'child', 'caterer', 'government', 'plant', 'part', 'community']"
3,2,2075,2_book_conference_ruth_review,"['book', 'conference', 'ruth', 'review', 'place', 'programme', 'band', 'series', 'apology', 'speaker']"
4,3,1997,3_thank_jackie_soul_thanks,"['thank', 'jackie', 'soul', 'thanks', 'company', 'jamie', 'player', 'david', 'diane', 'gang']"
5,4,1799,4_birthday_girl_lady_daughter,"['birthday', 'girl', 'lady', 'daughter', 'reason', 'awww', 'brother', 'wish', 'spring', 'miss']"
6,5,1573,5_baby_card_gift_video,"['baby', 'card', 'gift', 'video', 'unit', 'order', 'door', 'ventilator', 'youtube', 'pack']"
7,6,1544,6_hope_scotland_prayer_bonnie,"['hope', 'scotland', 'prayer', 'bonnie', 'weather', 'thought', 'load', 'morning', 'paul', 'friday']"
8,7,1504,7_week_luck_mine_bless,"['week', 'luck', 'mine', 'bless', 'glad', 'version', 'comment', 'storm', 'payment', 'ankle']"
9,8,1417,8_scorpio_love_peace_memory,"['scorpio', 'love', 'peace', 'memory', 'stress', 'someone', 'mind', 'tina', 'vibe', 'today']"
10,9,1406,9_photo_thing_picture_colleague,"['photo', 'thing', 'picture', 'colleague', 'cute', 'colour', 'beautiful', 'album', 'lockdown', 'cornwall']"
11,10,1392,10_tweet_twitter_hashtag_joke,"['tweet', 'twitter', 'hashtag', 'joke', 'follower', 'button', 'medal', 'post', 'facebook', 'update']"
12,11,1390,11_enjoy_game_sorry_pleasure,"['enjoy', 'game', 'sorry', 'pleasure', 'welcome', 'tonight', 'wait', 'round', 'reminder', 'birmingham']"
13,12,1330,12_student_step_course_nursing,"['student', 'step', 'course', 'nursing', 'loss', 'career', 'experience', 'count', 'condolence', 'opportunity']"
14,13,1279,13_time_stuff_world_folk,"['time', 'stuff', 'world', 'folk', 'fuck', 'nurse', 'banana', 'period', 'lmao', 'table']"
15,14,1257,14_tory_party_vote_labour,"['tory', 'party', 'vote', 'labour', 'election', 'corbyn', 'starmer', 'voter', 'brexit', 'biden']"
16,15,1226,15_hand_thanks_everyone_cream,"['hand', 'thanks', 'everyone', 'cream', 'evening', 'goodness', 'afternoon', 'message', 'glove', 'session']"
17,16,1214,16_night_shift_sound_show,"['night', 'shift', 'sound', 'show', 'watch', 'sleep', 'stage', 'ptsd', 'hour', 'tune']"
18,17,1194,17_journal_look_article_dementia,"['journal', 'look', 'article', 'dementia', 'paper', 'disease', 'collection', 'kidney', 'throat', 'bioinformatics']"
19,18,1121,18_friend_chris_kenny_morning,"['friend', 'chris', 'kenny', 'morning', 'hello', 'line', 'mate', 'seed', 'picket', 'emotion']"
20,19,1094,19_today_tomorrow_yeah_yesterday,"['today', 'tomorrow', 'yeah', 'yesterday', 'anyone', 'mark', 'proud', 'feeling', 'gonna', 'feel']"
