,id,created_at,edit_history_tweet_ids,text,withheld
0,1.460284119993172e+18,2021-11-15 16:30:39+00:00,['1460284119993171975'],RT @OMGno2trump: My vote for meme of the day. https://t.co/FH1YsGCt4K,
1,1.4594790000116613e+18,2021-11-13 11:11:24+00:00,['1459479000011661314'],I've just signed this petition calling on water companies to stop dumping raw sewage into our seas and waterways. Will you add your name? https://t.co/MefmuWoYTZ,
2,1.4594785864617206e+18,2021-11-13 11:09:45+00:00,['1459478586461720580'],RT @singharj: Spotted in Sir Geoffrey Cox’s constituency… https://t.co/ecYzYwCQ4Y,
3,1.459477756639687e+18,2021-11-13 11:06:27+00:00,['1459477756639686656'],"RT @laoneill111: Amazing video of how vaccines and your immune system works against Covid19- share widely!
 https://t.co/Yz7HHIg1PD https:/…",
4,1.4594771499545846e+18,2021-11-13 11:04:02+00:00,['1459477149954584578'],RT @Robertboston62: Not remotely a corrupt country. https://t.co/8oJJsRxJbx,
5,1.459475268221952e+18,2021-11-13 10:56:34+00:00,['1459475268221952005'],"RT @DavidLammy: Print, laminate and keep in your wallet or purse just in case. https://t.co/907YAiVvlG",
6,1.4594752003790807e+18,2021-11-13 10:56:18+00:00,['1459475200379080711'],RT @FreeNazanin: Day 20 #FreeNazanin https://t.co/CcPZSyHTb7,
7,1.4592012901610332e+18,2021-11-12 16:47:52+00:00,['1459201290161033221'],RT @RosamundUrwin: Oh this is just perfect https://t.co/u8xcIFqlA9,
8,1.4592012410792428e+18,2021-11-12 16:47:41+00:00,['1459201241079242767'],RT @FreeNazanin: Day 19 #FreeNazanin https://t.co/D6AfDfJZGC,
9,1.4592006216140882e+18,2021-11-12 16:45:13+00:00,['1459200621614088192'],@raggedgeorge It suits you you’ve got the legs and figure for itself,
10,1.4588979932650373e+18,2021-11-11 20:42:41+00:00,['1458897993265037320'],"RT @DrAmirKhanGP: Paramedic appreciation post!

I had a medical emergency in my room today that I needed an ambulance for

I know times are…",
11,1.458833357186478e+18,2021-11-11 16:25:50+00:00,['1458833357186478085'],I just signed this petition to get MPs to support a new human rights and environmental law: https://t.co/Hn2qKUsOXr,
