,id,created_at,edit_history_tweet_ids,text,withheld
0,1.5650854489088082e+18,2022-08-31 21:13:43+00:00,['1565085448908808192'],"RT @PourMoiLtd: 💕🕶🌸WANT TO WIN?💕🕶🌸
⁠
To win a £50 Voucher for both Pour Moi and Sunglasses Bay😍…⁠

⁠1️⃣ Like &amp; Retweet this post⁠
2️⃣ Tag y…",
1,1.565085413638918e+18,2022-08-31 21:13:35+00:00,['1565085413638918149'],@PourMoiLtd @HelenB_Coach @france_sherrie,
2,1.5650852132349624e+18,2022-08-31 21:12:47+00:00,['1565085213234962432'],@PizzaExpress @coopuk Fab treat 😋 @HelenB_Coach,
3,1.565084703799087e+18,2022-08-31 21:10:45+00:00,['1565084703799087107'],"RT @FoodhubUK: This #WinItWednesday we want to know - what Thai dish is your ultimate fave?

Tell us yours for a chance to win one of three…",
4,1.5650846803738132e+18,2022-08-31 21:10:40+00:00,['1565084680373813250'],@FoodhubUK Thai green curry 😋,
5,1.56508425168248e+18,2022-08-31 21:08:58+00:00,['1565084251682480130'],@Typhoo_Tea @HelenB_Coach @france_sherrie #OOplease,
6,1.5650840952851743e+18,2022-08-31 21:08:20+00:00,['1565084095285174272'],"RT @Typhoo_Tea: ☕COMPETITION ALERT☕
Time for a cuppa! We're giving away some Typhoo and merch to ONE lucky winner! 🙌

For your chance to WI…",
7,1.5650839577078252e+18,2022-08-31 21:07:48+00:00,['1565083957707825154'],@CraghoppersUK Black please #craghoppers,
8,1.5650838416599e+18,2022-08-31 21:07:20+00:00,['1565083841659899904'],"RT @CraghoppersUK: A great school backpack if we do say so ourselves... Fancy winning one? #WinItWednesday
 
To enter:
✅ Follow @Craghopper…",
9,1.5650696064815473e+18,2022-08-31 20:10:46+00:00,['1565069606481547264'],@LaRedouteUK Love to win for Nhala &amp; Oreo 🐶 https://t.co/LUmSnyqvo9,
10,1.56506828933163e+18,2022-08-31 20:05:32+00:00,['1565068289331630084'],"RT @MartinSLewis: Dear @trussliz / @RishiSunak the cost of living crisis has left millions worried how they'll make ends meet.

I'd like to…",
11,1.565068103981179e+18,2022-08-31 20:04:48+00:00,['1565068103981178882'],"RT @RevRichardColes: We’re going to need public places that are heated and open to all to help people through this coming winter, so maybe…",
12,1.5650676781211034e+18,2022-08-31 20:03:06+00:00,['1565067678121103360'],"RT @TheWiganRunner: 🔥 🇵🇱 WIN a 2 Night Stay In
Gdansk, Poland 🇵🇱 🔥
(Worth £250)

🇵🇱 LIKE
🇵🇱 RETWEET
🇵🇱 FOLLOW  @TheWiganRunner 🙋🏻‍♂️

Iv te…",
13,1.564904262106243e+18,2022-08-31 09:13:45+00:00,['1564904262106243072'],"RT @Dogs_Today: It's #WinItWednesday once again! Follow us and RT to #win these delicious, healthy treats for your dog! 
UK only. https://t…",
14,1.564903895733883e+18,2022-08-31 09:12:17+00:00,['1564903895733882880'],"RT @JujuliaGrace: RT this if you’d like to see headlines about elderly patients waiting longer than 12 hours for an ambulance, rather than…",
15,1.5649038329702236e+18,2022-08-31 09:12:02+00:00,['1564903832970223616'],@protectyrbubble #BubblyHols3,
16,1.564903773578961e+18,2022-08-31 09:11:48+00:00,['1564903773578960899'],"RT @protectyrbubble: 🌴🌞 Bubbly Hols Comp – Day 3

It’s summer-holiday season! For your chance to #WIN £500:

✅ Reply with the hashtag #Bubb…",
17,1.5647204242603622e+18,2022-08-30 21:03:14+00:00,['1564720424260362240'],@BandQ @france_sherrie 🏡 🙌🏼,
18,1.5646948628632453e+18,2022-08-30 19:21:40+00:00,['1564694862863245317'],@holland_barrett Plan healthy meals &amp; walk more 🙌🏼😀,
19,1.5646444951064453e+18,2022-08-30 16:01:31+00:00,['1564644495106445316'],"@Stairliftrental Wow , fantastic giveaway would be very handy 🙌🏼❤️",
20,1.5646442863266038e+18,2022-08-30 16:00:42+00:00,['1564644286326603777'],"RT @Stairliftrental: ✏️#BacktoSchool Competition✏️ 

We are giving you the chance to WIN a £25 Tesco Voucher! This might be helpful for sch…",
