,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
73,73,73,1.560611152538714e+18,2022-08-19 12:54:28+00:00,['1560611152538714113'],https://t.co/SG3bZaU9tt
82,82,82,1.5605763276184822e+18,2022-08-19 10:36:05+00:00,['1560576327618482176'],"Meer dan de helft van de sterfte door kanker is verbonden met riskant gedrag: roken, alcoholgebruik en overgewicht. https://t.co/BtRmp8dWn6 Informatie gegeven door niet rokende, geen alcohol gebruikende arts met kanker."
85,85,85,1.5603314199011e+18,2022-08-18 18:22:54+00:00,['1560331419901100034'],Niemand kent het juiste uur. https://t.co/cZAEnBfBhB
104,104,104,1.560273558214832e+18,2022-08-18 14:32:59+00:00,['1560273558214832132'],"Ik houd mijn ogen op de hoofdprijs, jouw boek. https://t.co/58bLdl9CWd"
105,105,105,1.5602669248182395e+18,2022-08-18 14:06:37+00:00,['1560266924818239490'],"Een stukje over Indische herdenkingen.
https://t.co/5OTAth5SxM"
106,106,106,1.560263359533949e+18,2022-08-18 13:52:27+00:00,['1560263359533948929'],Er ontbreekt een punt
107,107,107,1.5602594396758794e+18,2022-08-18 13:36:53+00:00,['1560259439675879426'],"Ik heb nog wat geschreven, maar het is erg onbelangrijk. Moet ik beter gaan kiezen?  https//www.ivanwolffers.nl/week-2022-34/"
108,108,108,1.560257194469126e+18,2022-08-18 13:27:57+00:00,['1560257194469126144'],2 jaar na COVID-19 nog verhoogd risico op psychiatrische aandoeningen. https://t.co/hLlSJLUO7y
109,109,109,1.560220675721273e+18,2022-08-18 11:02:51+00:00,['1560220675721273347'],"Voor dat ik heenga zou ik nog graag alle foto’s die ik maakte een laatste keer bekijken. Een reserveleven bewonderen, maar er zal te weinig tijd voor zijn. https://t.co/PYTI6RTXPn"
111,111,111,1.5602183887938888e+18,2022-08-18 10:53:46+00:00,['1560218388793888772'],Voor ik heenga wil ik iedereen die me schreef om naar mijn geheim te vragen waardoor ik zo lang bleef leven verklappen dat er nooit een geheim recept bestond.
112,112,112,1.5602154671422917e+18,2022-08-18 10:42:09+00:00,['1560215467142291456'],Voor ik heenga wil ik nog spelen met mijn drie kleindochters en ze de drie regels voor een goed leven influisteren.
113,113,113,1.5602138805084897e+18,2022-08-18 10:35:51+00:00,['1560213880508489729'],"Voor ik heenga wil ik nog drie stukken schrijven. Iets met een knal, iets met een boodschap en iets met een traan. https://t.co/ULTPsUnabQ"
114,114,114,1.5602127566656143e+18,2022-08-18 10:31:23+00:00,['1560212756665614337'],Voor ik heenga wil ik nog een keer het beste boek van @MarionBloem doorlezen: een schatkist voor echte leesliefhebbers. EEN MEISJE VAN HONDERD Mijn ogen dansen met de woorden. https://t.co/qtwS6Zu8EG
115,115,115,1.5602114521657672e+18,2022-08-18 10:26:12+00:00,['1560211452165767168'],Voor ik heenga moet ik dit boek nog uitlezen. Gaat dat lukken? https://t.co/38t91FcLKy
135,135,135,1.5598420735614976e+18,2022-08-17 09:58:25+00:00,['1559842073561497601'],D.V. Ik ben onder de indruk. https://t.co/ZgFgwAgqoo
157,157,157,1.5595677106815304e+18,2022-08-16 15:48:12+00:00,['1559567710681530371'],"Yes, you are going to die alone. Is that a problem? Be happy that others do not have to accompany you. https://t.co/j1FqsAFtOK"
189,189,189,1.5580316510364344e+18,2022-08-12 10:04:27+00:00,['1558031651036434432'],"Maandag 15 augustus vlaggen we ter gelegenheid van de overgave van het Japanse leger en daarmee het einde van WO2. Daarbij worden 4751 NL-soldaten, 5000 - 30.000 NL-Burgers en van 100.000 INDON burgers herdacht. Mag die gekke opzijnkop vlag uit respect weggehaald worden?"
192,192,192,1.5580244202197033e+18,2022-08-12 09:35:43+00:00,['1558024420219703296'],"De geschiedenis is geplaveid met pogingen de boodschap te brengen met lichte woorden, humor, ironie, zo zacht mogelijk, maar het hielp niet. We hebben nog een kans. https://t.co/qcJMRnychq"
195,195,195,1.5576645592252498e+18,2022-08-11 09:45:45+00:00,['1557664559225249793'],Samen met @MarionBloem geschreven. 😎 https://t.co/oh0Stz7p5V
197,197,197,1.5576631533282017e+18,2022-08-11 09:40:10+00:00,['1557663153328201729'],"De opwarming van de aarde vindt plaats onder onze neus. Lees de waarschuwing op de muur. Mene tekel , mene tekel. Doe iets voor het point of no return is bereikt. https://t.co/YMgxNuuyo6"
208,208,208,1.5570124319599534e+18,2022-08-09 14:34:26+00:00,['1557012431959953409'],"Ik belde naar de huisartspraktijk en de huisarts bleek naar ons huis te willen komen vanwege die ontstoken tekenbeet, waar we de grens bespraken van de grens van een goed leven vind. Ik ben nog van plan even te blijven en laat me zeker door een tekenbeet niet aan de kant zetten. https://t.co/R32qmQ48iH"
209,209,209,1.557009834012287e+18,2022-08-09 14:24:06+00:00,['1557009834012286976'],"Het is mijn schouder, hoewel de foto anders suggereert. https://t.co/E4vc9fPGIw"
212,212,212,1.5567422091223122e+18,2022-08-08 20:40:40+00:00,['1556742209122312192'],True colours!! Zet Miles David op! https://t.co/tOYj4Y1mrR
221,221,221,1.5555799291018486e+18,2022-08-05 15:42:11+00:00,['1555579929101848577'],"Wereldwijd zijn er zo’n 43 miljoen gezondheidswerkers tekort voor het bereiken van wereldgezondheid https://t.co/f2pNHCGdup.
Misschien moeten gezondheidswerkers anders worden ingezet. Niet als gatenvuller in de zorgen, maar om verandering te brengen en info te geven."
249,249,249,1.5544180495911483e+18,2022-08-02 10:45:17+00:00,['1554418049591148544'],"Denk niet ‘oh dat gebeurt in de vs’, want de gekste oerconservatieve ideeën zijn in de loop van de tijd hier omarmd, louter en alleen om een vlag te planten."
250,250,250,1.5544166252516557e+18,2022-08-02 10:39:37+00:00,['1554416625251655683'],Roe vs Wade de wetgeving die vrije keuze over abortus aan vrouwen mogelijk te maken en die door conservatief Amerika onderuit gehaald werd zorgt nu voor onrust en bedreiging in spreekkamers Amerikaanse artsen: https://t.co/XbzfHCJ4ci
251,251,251,1.5540653192616018e+18,2022-08-01 11:23:39+00:00,['1554065319261601792'],"Ja, wat een absurd drama. https://t.co/iiJbEu8eTT"
270,270,270,1.553023181342081e+18,2022-07-29 14:22:34+00:00,['1553023181342081026'],UITZICHT #6 2022 https://t.co/tF1EIqwVNe
282,282,282,1.5529666925564805e+18,2022-07-29 10:38:06+00:00,['1552966692556480512'],"Het is het gevolg van als je interventies op bevolkingsniveau gaat beoordelen op het niveau van een individu, iets wat onze rekenmeesters graag doen. https://t.co/jJcYrxScs3"
284,284,284,1.552964998288343e+18,2022-07-29 10:31:22+00:00,['1552964998288343040'],Marion zegt dat ik trots op dat verhaal moet zijn. https://t.co/zrzphwvu9k
289,289,289,1.5526421547654554e+18,2022-07-28 13:08:31+00:00,['1552642154765455361'],Haarverlies en seksueel disfunctioneren bij long COVID.    https://t.co/dOTsUlCR6A.
294,294,294,1.5526018624524206e+18,2022-07-28 10:28:24+00:00,['1552601862452420609'],De man die sneller schreef dan God kon lezen.  https://t.co/2SU2Pay1UE Mijn weekboek
307,307,307,1.5518868403865272e+18,2022-07-26 11:07:10+00:00,['1551886840386527233'],@HuisartsRossen En de meest pessimistisch: WE’re on the eve of destruction door Barry McGuire.
311,311,311,1.5515204654365243e+18,2022-07-25 10:51:19+00:00,['1551520465436524544'],Het gevolg van het laten vallen op school van het vak geschiedenis. https://t.co/94wp6PmQPc
314,314,314,1.5515183503453962e+18,2022-07-25 10:42:55+00:00,['1551518350345396227'],"@Mentos94308739 @ProfFeynman Yes, I agree. I know after working most of my life in poor countries, Trying to develop health care in context of inequality, hunger, and the need to be innovative to make best choices. And het meanwhile fall in love, be positive in the moments of dissapointment."
315,315,315,1.551514341446484e+18,2022-07-25 10:26:59+00:00,['1551514341446483969'],Dank je Stephan https://t.co/hlu1XglBbF
325,325,325,1.550452810021585e+18,2022-07-22 12:08:50+00:00,['1550452810021584899'],De vrouwen die hier op de dagverpleging liggen hebben er alle vertrouwen in. Ze lachen als een van hen per abuis zegt bij het naderen van de verpleegkundige zegt ‘daar komt de grote boze wolf aan’ en samen lachend: ‘we vechten tegen de grote boze K’. https://t.co/qelbP5u5E0
326,326,326,1.5504488470669066e+18,2022-07-22 11:53:05+00:00,['1550448847066906626'],Nu al. https://t.co/kDLfbs8vnb
327,327,327,1.5504487183647416e+18,2022-07-22 11:52:35+00:00,['1550448718364741632'],Who knows? I am not the kind that sneaks out of the trap. https://t.co/qelbP5u5E0
330,330,330,1.5504435654609797e+18,2022-07-22 11:32:06+00:00,['1550443565460979714'],With most things in THIS list I can live. The last one is hard. And I would add one: IT’s EASY TO DY BUT HARD TO ADMIT. https://t.co/pIkYooqOTi
332,332,332,1.550441452177658e+18,2022-07-22 11:23:42+00:00,['1550441452177657856'],Drie zakken bloed boven mijn bed in het AvL https://t.co/ghCWEmIDF9
337,337,337,1.5500575693890929e+18,2022-07-21 09:58:17+00:00,['1550057569389092865'],Jaren lang mijn MEDICIJNEN boek bijgehouden en benadrukt dat de werking van serotonineheropnamerenners gebaseerd is op de theorie dat depressie en tekort aan serotonine samenhangen. Maar is er wel bewijs ? Nu in BMJ: is dat wel zo: https://t.co/2998aDH8zO
345,345,345,1.5496820839200522e+18,2022-07-20 09:06:15+00:00,['1549682083920052226'],"Een ‘scriant’, wat een goede term! https://t.co/Xc3gy1UFUD"
349,349,349,1.5494076285514138e+18,2022-07-19 14:55:39+00:00,['1549407628551413760'],Thanks Greta. Keep teminding us.
350,350,350,1.5494076268568904e+18,2022-07-19 14:55:39+00:00,['1549407626856890372'],Dit is niet het nieuwe normaal! Dat komt nog. https://t.co/1U5fxDI9b4
374,374,374,1.5486637018757038e+18,2022-07-17 13:39:33+00:00,['1548663701875703808'],"Voor mezelf maakt het niet zoveel meer uit, maar ik hoop van harte dat de planeet straks nog leefbaar is. https://t.co/THW6hEZdp1"
