,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
754,754,754,1.446070098687664e+18,2021-10-07 11:09:12+00:00,['1446070098687664131'],@wesstreeting I’m not sure a right wing think tank think the PM is economically illiterate for the same reason we do!
755,755,755,1.4460686671338578e+18,2021-10-07 11:03:31+00:00,['1446068667133857793'],@wesstreeting Even out of context clip sounds very bad! Really wouldn’t expect quoting it to be relevant in a discussion about wages but rather the focus being on in work poverty. Increased wages don’t exist in vacuum. Tories almost matching our min wage commitments now - worrying!
756,756,756,1.44606464579883e+18,2021-10-07 10:47:32+00:00,['1446064645798830086'],https://t.co/4RFVYdUibI https://t.co/oSw6p4Hz20
760,760,760,1.4455547699474678e+18,2021-10-06 01:01:28+00:00,['1445554769947467776'],@DannyFiler Love science
762,762,762,1.445488534744232e+18,2021-10-05 20:38:17+00:00,['1445488534744231943'],@JamesAsser Yes ! Except I sort of missed it as didn’t know at the time they had it 😂
763,763,763,1.4454462042344858e+18,2021-10-05 17:50:04+00:00,['1445446204234485760'],@RachelBurge8 Innit! Funny thing is we didn’t even examine their chest or anything as it was not relevant 😂 and saw the XR after. I was like get them back in
764,764,764,1.4454432462730117e+18,2021-10-05 17:38:19+00:00,['1445443246273011715'],@isamamarracha Asymptomatic !
765,765,765,1.445441997817385e+18,2021-10-05 17:33:21+00:00,['1445441997817384960'],@charlotte2153 Basically but in Latin
766,766,766,1.445439287302951e+18,2021-10-05 17:22:35+00:00,['1445439287302950913'],"@CharlieJGray Well yes, but not just the heart"
767,767,767,1.4454389673530655e+18,2021-10-05 17:21:19+00:00,['1445438967353065477'],"@CharlieJGray Nope, check stomach bubble"
768,768,768,1.4454351334152645e+18,2021-10-05 17:06:05+00:00,['1445435133415264257'],@GRTSocialists https://t.co/jVk4FZ1MeZ
769,769,769,1.445435042210136e+18,2021-10-05 17:05:43+00:00,['1445435042210136074'],@avocadamn https://t.co/jVk4FZ1MeZ
770,770,770,1.4454350034800353e+18,2021-10-05 17:05:34+00:00,['1445435003480035331'],@iDontHaveTawita https://t.co/jVk4FZ1MeZ
771,771,771,1.4454349417230008e+18,2021-10-05 17:05:19+00:00,['1445434941723000839'],"@CarlRogan See the stomach bubble, that’s how u can tell dextrocardia Vs situs inversus"
772,772,772,1.445434706112168e+18,2021-10-05 17:04:23+00:00,['1445434706112167937'],@CarlRogan Boom
773,773,773,1.4454333457694597e+18,2021-10-05 16:58:59+00:00,['1445433345769459717'],@iDontHaveTawita Not higher but yes it is on the wrong side. What condition
774,774,774,1.4454332692066222e+18,2021-10-05 16:58:40+00:00,['1445433269206622211'],"@ted_pen Always start with the obvious, correct"
775,775,775,1.4454322902559826e+18,2021-10-05 16:54:47+00:00,['1445432290255982592'],@avocadamn They’re all good though
776,776,776,1.4454320767324447e+18,2021-10-05 16:53:56+00:00,['1445432076732444678'],@avocadamn Indeed
777,777,777,1.4454317985996636e+18,2021-10-05 16:52:50+00:00,['1445431798599663623'],@GRTSocialists No - big white bit = heart
778,778,778,1.445431683977732e+18,2021-10-05 16:52:22+00:00,['1445431683977732096'],@CharlieJGray Altho first differential for this is the radiographer making a mistake ! ;)
779,779,779,1.445431450514477e+18,2021-10-05 16:51:27+00:00,['1445431450514477065'],@CharlieJGray She deffo will!
780,780,780,1.445430745967825e+18,2021-10-05 16:48:39+00:00,['1445430745967824897'],This is a medicine only account now soz. Politicos can guess the diagnosis
781,781,781,1.4454304543797617e+18,2021-10-05 16:47:29+00:00,['1445430454379761665'],Patient in our clinic doesn’t mention any medical history then their X-ray looks like this! (This is not their actual CXR) BRB bringing them in for a particularly cruel finals cardiovascular examination station... V interesting https://t.co/mguK7rDwie
782,782,782,1.4454070764910715e+18,2021-10-05 15:14:36+00:00,['1445407076491071492'],Booked my triple vax 💉
783,783,783,1.445143740440535e+18,2021-10-04 21:48:11+00:00,['1445143740440535048'],@sigmalphabet Best place!!!
784,784,784,1.4451157668403814e+18,2021-10-04 19:57:02+00:00,['1445115766840381454'],@dan_o_1989 I’m really not. Cute pics of Maeve only
785,785,785,1.4451059231150735e+18,2021-10-04 19:17:55+00:00,['1445105923115073544'],On calls without WhatsApp are annoying but I’ve received no political messages or links to tweets so life’s good
786,786,786,1.4450363290798203e+18,2021-10-04 14:41:22+00:00,['1445036329079820288'],@min_esh You’d be a fantastic councillor. Best of luck and let me know if I can help I’m not too far away!
788,788,788,1.4447434284416123e+18,2021-10-03 19:17:30+00:00,['1444743428441612294'],@charlotte2153 @WWRLFoundation @LabourNorthWest @NWYoungLab @AndyBurnhamGM @AngelaRayner @warringtonnews @warringtonworld @WarringtonRLFC @adamhillscomedy Amazing achievement !
789,789,789,1.4446860508116828e+18,2021-10-03 15:29:30+00:00,['1444686050811682821'],@joanne321joanne ♥️♥️ even those who don’t like tattoos like it ;)
790,790,790,1.4443992617440911e+18,2021-10-02 20:29:54+00:00,['1444399261744091140'],@_kayayem Gorgeous
791,791,791,1.44439584099976e+18,2021-10-02 20:16:18+00:00,['1444395840999759875'],@msorlopp Thanks! Sorry I didn’t say hi @ conf. Hope you had a good time
792,792,792,1.444395298147783e+18,2021-10-02 20:14:09+00:00,['1444395298147782659'],@_kayayem Ah amazing ! Pics !!
793,793,793,1.4443917145762734e+18,2021-10-02 19:59:54+00:00,['1444391714576273408'],It’s his signature ✍️
794,794,794,1.4443915830010266e+18,2021-10-02 19:59:23+00:00,['1444391583001026564'],I do find it funny when I get attacked by MPs and other senior figures for lack of loyalty to the leadership. Some of my NHS colleagues aren’t as restrained in their comments on the Labour Party’s commitment to NHS staff. The stuff I could tweet and I don’t 🤐
795,795,795,1.444390745956356e+18,2021-10-02 19:56:03+00:00,['1444390745956356098'],Post conference tatt of my dads writing ♥️ https://t.co/pvTGlAQd0H
797,797,797,1.4440114015850373e+18,2021-10-01 18:48:41+00:00,['1444011401585037330'],@fsrtweet @Rossaholden @WillSheret 😍😍😍😍
798,798,798,1.4439118931403162e+18,2021-10-01 12:13:16+00:00,['1443911893140316195'],@jawadkhan1998 Incredible
800,800,800,1.4435686757478728e+18,2021-09-30 13:29:27+00:00,['1443568675747872769'],@sarandon11 @chuang_3 Amazing to have you xxxx
801,801,801,1.4435684398727373e+18,2021-09-30 13:28:30+00:00,['1443568439872737288'],"@ted_pen Hope is infectious, socialism will win!"
802,802,802,1.443568009025446e+18,2021-09-30 13:26:48+00:00,['1443568009025445889'],#Lab21 I’m full of hope for the future 🌹 https://t.co/pOCcXNudWY
803,803,803,1.443565456888148e+18,2021-09-30 13:16:39+00:00,['1443565456888147969'],@samuelsweek @corbyn_project Congrats!
804,804,804,1.4435654050045174e+18,2021-09-30 13:16:27+00:00,['1443565405004517377'],@zarahsultana @AyoCaesar No keeping our snogging secret now @AyoCaesar
805,805,805,1.4435393849685688e+18,2021-09-30 11:33:03+00:00,['1443539384968568832'],The best analysis in this is from @AndyBurnhamGM https://t.co/ySvlcd5p0h
806,806,806,1.443342028226564e+18,2021-09-29 22:28:50+00:00,['1443342028226564103'],@shnnnjzzrd @TWT_NOW @YoungLabourUK @JessicaLBarnard ♥️♥️♥️♥️♥️👼
809,809,809,1.4431336066715648e+18,2021-09-29 08:40:38+00:00,['1443133606671564803'],@red_____dawn @AndyMcDonaldMP Hero ! Good luck for next endeavours Karl
813,813,813,1.442668441635332e+18,2021-09-28 01:52:14+00:00,['1442668441635332100'],Proud to fight for socialism with this one @JessicaLBarnard https://t.co/41NYkrZtSB
816,816,816,1.4425887716108124e+18,2021-09-27 20:35:39+00:00,['1442588771610812419'],Very proud. @YoungLabourUK @jawadkhan1998 https://t.co/UpSjzrHUmi
818,818,818,1.4425878937264333e+18,2021-09-27 20:32:10+00:00,['1442587893726433283'],Big up @AndyMcDonaldMP https://t.co/tAFnA0sD4T
819,819,819,1.442547166258479e+18,2021-09-27 17:50:20+00:00,['1442547166258479104'],@liamcrowter @CubaSolidarity Ah sorry I didn’t bump into you mate xx
821,821,821,1.4425381016293294e+18,2021-09-27 17:14:19+00:00,['1442538101629329413'],🇨🇺 https://t.co/P5D5sTXcB4
823,823,823,1.442537878236631e+18,2021-09-27 17:13:25+00:00,['1442537878236631041'],@DannyFiler ♥️♥️
825,825,825,1.4425203370826383e+18,2021-09-27 16:03:43+00:00,['1442520337082638337'],I’ll be speaking at this soon! Come along for rum &amp; solidarity 🇨🇺 https://t.co/7TNOG77OfF
830,830,830,1.4419455337996e+18,2021-09-26 01:59:39+00:00,['1441945533799600131'],@DrFlob @nononocialism @PhilJenkins86 @YoungLabourUK @jeremycorbyn @johnmcdonnellMP Ok I’m fucking 24
839,839,839,1.4418548974193254e+18,2021-09-25 19:59:30+00:00,['1441854897419325440'],@AaronBastani @JessicaLBarnard We’re the present not the future 🎉🙏
842,842,842,1.441844760122114e+18,2021-09-25 19:19:13+00:00,['1441844760122114048'],The boys are back in town 🎵 https://t.co/xiVkNIqUZr
862,862,862,1.4403993980269527e+18,2021-09-21 19:35:52+00:00,['1440399398026952709'],"#SpeakUpForPalestine - now is the time.

Labour must stand in solidarity with the Palestinian people and their fundamental rights, including to self-determination.

RT and add your name.

https://t.co/YpF6zQ6by3"
865,865,865,1.440044568829829e+18,2021-09-20 20:05:54+00:00,['1440044568829829126'],https://t.co/hSXbQIJlQR https://t.co/ckNe3XAZX9
866,866,866,1.4400078976609935e+18,2021-09-20 17:40:11+00:00,['1440007897660993545'],It’s been a long few years! Listen to these stars 👇 https://t.co/fR6J8u0vXa
868,868,868,1.439968284498092e+18,2021-09-20 15:02:46+00:00,['1439968284498092033'],@abdi_d96 Sorry for your loss Abdi. Love and prayers
872,872,872,1.4384794064445194e+18,2021-09-16 12:26:30+00:00,['1438479406444519432'],@conradlandin @YoungLabourUK @JessicaLBarnard 🙄
873,873,873,1.4384422821774008e+18,2021-09-16 09:58:59+00:00,['1438442282177400835'],@hennassh Who’s been suspended for antisemitism ?
875,875,875,1.4381583002400973e+18,2021-09-15 15:10:33+00:00,['1438158300240097280'],@veritynevitt This gave me Clav flashbacks
876,876,876,1.4380850585360837e+18,2021-09-15 10:19:30+00:00,['1438085058536083461'],@AmyJ_N4 Poor little thing &amp; you!!! 🥺 outrageous you can’t get an ambulance for that. F the tories
878,878,878,1.4375566985043886e+18,2021-09-13 23:20:00+00:00,['1437556698504388611'],@ronanburtenshaw 💫
879,879,879,1.4374688463661097e+18,2021-09-13 17:30:54+00:00,['1437468846366109699'],@fsrtweet @AmeliaHorgan Influencer #ad
881,881,881,1.437402309001089e+18,2021-09-13 13:06:30+00:00,['1437402309001089025'],@fsrtweet You look the same age as now
882,882,882,1.4371666887059497e+18,2021-09-12 21:30:14+00:00,['1437166688705949696'],@ShellyAsquith Happy birthday Shelly ♥️ hope you had a lovely day &amp; thinking of Dawn too
883,883,883,1.4367673269684265e+18,2021-09-11 19:03:19+00:00,['1436767326968426498'],We’re already on £570 - thanks for all the donations and keep sending them! #HateRunningLoveAbortions https://t.co/gW1m1Ot8Eb
886,886,886,1.4367217549998285e+18,2021-09-11 16:02:14+00:00,['1436721754999828481'],@dan_o_1989 😂 like you’ll have any energy left
890,890,890,1.4366862200678031e+18,2021-09-11 13:41:01+00:00,['1436686220067803140'],"@JessicaLBarnard She’s a runner, she’s a track star"
893,893,893,1.4366829775688704e+18,2021-09-11 13:28:08+00:00,['1436682977568870400'],"I've #justsponsored Hate Running, Love Abortions, who's fundraising for Abortion Support Network on @JustGiving. Donate now https://t.co/29GwwmljRL"
895,895,895,1.436681250912211e+18,2021-09-11 13:21:17+00:00,['1436681250912210945'],"A group of 12 young women inc me and @chloelou_k are running 60km each over October to raise money for @AbortionSupport to support every woman to face free safe and legal access to abortions 

💰 pls donate💰 

https://t.co/K40Ttk16bp 

#ASNGoTheDistance
#HateRunningLoveAbortions"
898,898,898,1.4364535147677368e+18,2021-09-10 22:16:20+00:00,['1436453514767736840'],@AlbertoRebolla7 Solidaridad de inglaterra a cuba Alberto 🙌🏼
899,899,899,1.436452710665044e+18,2021-09-10 22:13:08+00:00,['1436452710665043970'],"@gwnrthr @UKLabour I’m so sorry, solidarity"
900,900,900,1.4364507225566495e+18,2021-09-10 22:05:14+00:00,['1436450722556649530'],@TheMattWain Vile
901,901,901,1.4364148092774523e+18,2021-09-10 19:42:32+00:00,['1436414809277452293'],@may0farmer I don’t think there’s been any victories. It’s been a hell of a few weeks and longer for many comrades. Solidarity needed more than ever
902,902,902,1.4364146316821873e+18,2021-09-10 19:41:50+00:00,['1436414631682187267'],@kathxrineharlow Ooh let me know when!
903,903,903,1.4364128136023409e+18,2021-09-10 19:34:36+00:00,['1436412813602340864'],@kathxrineharlow Amongst the stress I’ve booked another tattoo for after conference haha
904,904,904,1.4364123573920768e+18,2021-09-10 19:32:47+00:00,['1436412357392076800'],Solidarity is a beautiful thing
907,907,907,1.4364006864853445e+18,2021-09-10 18:46:25+00:00,['1436400686485344281'],@RichardBurgon @JessicaLBarnard 🤝
909,909,909,1.4364000391952998e+18,2021-09-10 18:43:51+00:00,['1436400039195299846'],Come for the 👸🏼 best not miss https://t.co/kreJA1YQH5
911,911,911,1.4363676273797898e+18,2021-09-10 16:35:03+00:00,['1436367627379789833'],Awful to see things like this. The Party’s obsession &amp; paranoia with factionalism and protecting those who discriminate means we lose talented young members like Arthur. Shooting itself in the foot. Solidarity @BernieTranders https://t.co/6Jq7UM3XNn
912,912,912,1.4363668192422584e+18,2021-09-10 16:31:50+00:00,['1436366819242258435'],@JessicaLBarnard ♥️♥️
914,914,914,1.436147876091007e+18,2021-09-10 02:01:50+00:00,['1436147876091006977'],@karenizobel This makes me sad cos I haven’t had my GKT graduation yet &amp; I’m now FY2 😢 cute outfit tho!
915,915,915,1.4361474973621453e+18,2021-09-10 02:00:20+00:00,['1436147497362145284'],@sam_jja Admin staff shouldn’t be put in the same category as managers on loads of 💰 imo. Anyway clinical staff end up  still too much organising their rotas / booking patients in clinics / organising our own training &amp; teaching days / doing the admin for moving job every few months
918,918,918,1.4359646973422182e+18,2021-09-09 13:53:57+00:00,['1435964697342218247'],@connor_mcgeary @tom_usher_ Amazing
920,920,920,1.435956109177729e+18,2021-09-09 13:19:49+00:00,['1435956109177729034'],@iammightor Can’t believe every doctor earns over £80k I’m getting scammed
927,927,927,1.4342046718837432e+18,2021-09-04 17:20:14+00:00,['1434204671883743234'],@O_lloyd @KierinOfflands @Sarah_Cundy https://t.co/KBVmo4HvOG
928,928,928,1.4341941578122977e+18,2021-09-04 16:38:27+00:00,['1434194157812297728'],@O_lloyd @KierinOfflands @Sarah_Cundy Did a double take then
931,931,931,1.4338653893610168e+18,2021-09-03 18:52:03+00:00,['1433865389361016832'],"@lukeakehurst Thing is those things aren’t mutually exclusive of course - people have to campaign for something &amp; you hold a different view when it comes to NOLS out batting for remain after the referendum. YL have no desire to trash the party’s electoral prospects, that’s just a fact"
936,936,936,1.4338129831808942e+18,2021-09-03 15:23:48+00:00,['1433812983180894212'],Please share widely
937,937,937,1.433812675117654e+18,2021-09-03 15:22:35+00:00,['1433812675117654020'],"Since the election of the new @YoungLabourUK committee @UKLabour Leader’s Office &amp; HQ have worked to undermine us for holding socialist &amp; anti-imperialist political views.

Sign our petition to defend Young Labour -

 https://t.co/vv1JYiwqOe"
939,939,939,1.433749427055911e+18,2021-09-03 11:11:15+00:00,['1433749427055910924'],@AaronBastani ♥️
944,944,944,1.433205636850983e+18,2021-09-01 23:10:26+00:00,['1433205636850982922'],"@zackferguson I’m just watching now too - the “do you have any more questions” “yes nurse, when’s the doctor coming to see me” was extremely triggering"
950,950,950,1.4327870842684826e+18,2021-08-31 19:27:15+00:00,['1432787084268482562'],"@SeemaChandwani @CRoseTweets @JessicaLBarnard Well I believe they’re selling the youth tickets, no?"
952,952,952,1.4327153898432553e+18,2021-08-31 14:42:22+00:00,['1432715389843255298'],@jackrae1510 @JessicaLBarnard We’re too nice to the party by not sharing the receipts!
954,954,954,1.4327031034181263e+18,2021-08-31 13:53:32+00:00,['1432703103418126343'],@shnnnjzzrd Real talk from Shannon
957,957,957,1.4326780934125036e+18,2021-08-31 12:14:09+00:00,['1432678093412503556'],Appreciation tweet for @JessicaLBarnard ♥️
958,958,958,1.432677864395182e+18,2021-08-31 12:13:15+00:00,['1432677864395182088'],"The lack of engagement from Keir Starmer’s office and the Party with their young members and voters is astonishing given the current electoral situation. 

Can only assume it is meant to demoralise us further as socialists until we burn out &amp; leave. We’re continuing to fight 🌹 https://t.co/x8kRRQBBDU"
960,960,960,1.4315912204852388e+18,2021-08-28 12:15:19+00:00,['1431591220485238788'],@AyoCaesar 🔥
961,961,961,1.4312586702606991e+18,2021-08-27 14:13:53+00:00,['1431258670260699141'],🇲🇹 https://t.co/3hww6yRpqx
962,962,962,1.4308286149421343e+18,2021-08-26 09:44:59+00:00,['1430828614942134272'],@jamiewahyu 🙏
964,964,964,1.4301541950307123e+18,2021-08-24 13:05:05+00:00,['1430154195030712321'],"@fsrtweet Stick to VN please, pics only for medical advice"
967,967,967,1.4297800852304732e+18,2021-08-23 12:18:31+00:00,['1429780085230473220'],@Speck1275 @PamelaFitzNWC I didn’t vote to autoexclude people involved with SA
968,968,968,1.428826121903161e+18,2021-08-20 21:07:48+00:00,['1428826121903161348'],@queenesther95 What u gonna do!
969,969,969,1.4287834377380946e+18,2021-08-20 18:18:11+00:00,['1428783437738094597'],@queenesther95 Your stubbornness shined through that day
970,970,970,1.428783400316543e+18,2021-08-20 18:18:02+00:00,['1428783400316542977'],@queenesther95 Lol what??? You had slipped disks
971,971,971,1.428727433398788e+18,2021-08-20 14:35:39+00:00,['1428727433398788097'],@craigdawson90 @HazelJN @GMBNorthern Congrats @HazelJN !
974,974,974,1.4265442469039514e+18,2021-08-14 14:00:27+00:00,['1426544246903951361'],@DailyPolitik I don’t think that’s accurate
978,978,978,1.4264682980536238e+18,2021-08-14 08:58:39+00:00,['1426468298053623809'],I did one (1) useful thing in lockdown 🎉 https://t.co/pEEr5kBYNP
988,988,988,1.4228922078713037e+18,2021-08-04 12:08:33+00:00,['1422892207871303683'],@Toby_G15 It is indeed!
989,989,989,1.4227122880128696e+18,2021-08-04 00:13:36+00:00,['1422712288012869632'],@figrollin Thanks !
990,990,990,1.4227122162734408e+18,2021-08-04 00:13:19+00:00,['1422712216273440769'],"I’m not sure this even makes grammatical sense, I am TIRED"
991,991,991,1.4227084483918316e+18,2021-08-03 23:58:21+00:00,['1422708448391831556'],"Understaffed as ever, I’ve just finished FY1 ✅ looking forward to years more of caffeinated shifts https://t.co/zFIwAKB9ip"
994,994,994,1.421129776706859e+18,2021-07-30 15:25:16+00:00,['1421129776706859012'],@ApsanaBegumMP Massive solidarity
995,995,995,1.4210313667838648e+18,2021-07-30 08:54:13+00:00,['1421031366783864834'],@dan_o_1989 Omg 😍😍 beautiful
1002,1002,1002,1.4185406926751744e+18,2021-07-23 11:57:11+00:00,['1418540692675174401'],@imteddybless Damnn
1006,1006,1006,1.4181146050339676e+18,2021-07-22 07:44:03+00:00,['1418114605033967617'],🥴 https://t.co/8zQWwVzFXU
1007,1007,1007,1.4177829320355758e+18,2021-07-21 09:46:06+00:00,['1417782932035575808'],@ChrisKPH @wariotifo I don’t think this paper changes anything at all about attacks on the left or makes it easier / harder. I don’t consider the proscribed organisations &amp; their aims and values as comrades I’m afraid
1009,1009,1009,1.4176193079583498e+18,2021-07-20 22:55:55+00:00,['1417619307958349828'],@wariotifo Unfortunately that’s not the decision that was being asked to be voted on today &amp; I may be wrong but I don’t see that happening
1010,1010,1010,1.4176148592151798e+18,2021-07-20 22:38:15+00:00,['1417614859215179777'],I proposed an amendment for the full NEC to decide rather than a panel. It was not taken as a similar amendment was taken first for the full NEC to ratify any panel’s decision
1011,1011,1011,1.4176144740019814e+18,2021-07-20 22:36:43+00:00,['1417614474001981444'],I think it was a fairly difficult decision as I don’t want a precedent to be set for socialist groupings within the party - but these groups are really not socialist
1012,1012,1012,1.417614268321706e+18,2021-07-20 22:35:54+00:00,['1417614268321705988'],Socialist Appeal had the flimsiest reasons for proscription but the others I think were fairly clear. I think members who wish to be involved in the Labour movement should not be involved with those organisations
1013,1013,1013,1.4176138654587986e+18,2021-07-20 22:34:18+00:00,['1417613865458798598'],"I worry about the future in which autoexpulsion for socialist members will come closer &amp; and think this is paper is awful timed. However I could not oppose organisations that harass staff, harbour racism and undermine the left to be compatible with Labour Party membership"
1014,1014,1014,1.417613308782338e+18,2021-07-20 22:32:05+00:00,['1417613308782338051'],This was a hefty meeting &amp; I unfortunately missed the end. For transparency on not necessarily the most important but more controversial issue - I voted for papers to auto-expel members of organisations besides Socialist Appeal.
1015,1015,1015,1.417604106793988e+18,2021-07-20 21:55:31+00:00,['1417604106793988098'],I love pre night shift days 🥲 https://t.co/2HjdK8nTN3
1020,1020,1020,1.4163636757079777e+18,2021-07-17 11:46:29+00:00,['1416363675707977733'],"Important tweet 👇 

Booked my first smear test in for next week as I am 24 &amp; 6 months! 

Do it now if you’re eligible. No need to be apprehensive but if you are speak to your nurse / doctor with any questions ❤️ https://t.co/UTtaQoFC8G"
1031,1031,1031,1.4157165008e+18,2021-07-15 16:54:51+00:00,['1415716500800000003'],@Sarah_Woolley @DawnHFoster ❤️
1032,1032,1032,1.4157115020912927e+18,2021-07-15 16:34:59+00:00,['1415711502091292675'],Can’t believe that Dawn has died. A kind friend who always stood so strong in her beliefs even when it cost her personally. Dealt some hard cards in life but never let it stop her. Far far too young 😔 RIP https://t.co/c2voh4yG3U
1041,1041,1041,1.4143353860971766e+18,2021-07-11 21:26:47+00:00,['1414335386097176576'],@ShellyAsquith 🥵
1044,1044,1044,1.4127961888191816e+18,2021-07-07 15:30:34+00:00,['1412796188819181574'],@dan_o_1989 Wholesome 😊
1045,1045,1045,1.4127947315752673e+18,2021-07-07 15:24:47+00:00,['1412794731575267329'],@dan_o_1989 Hope everything is okay ♥️
1046,1046,1046,1.412486295931306e+18,2021-07-06 18:59:10+00:00,['1412486295931305990'],Insufferable person https://t.co/H0aVsZKacC
1048,1048,1048,1.412146302167683e+18,2021-07-05 20:28:09+00:00,['1412146302167683078'],keep the masks on 😷 https://t.co/vrY5LeqAU9
1056,1056,1056,1.4114413898676183e+18,2021-07-03 21:47:05+00:00,['1411441389867618304'],@charlotte2153 ♥️♥️♥️ 🏴󠁧󠁢󠁥󠁮󠁧󠁿
1057,1057,1057,1.4114261164689408e+18,2021-07-03 20:46:23+00:00,['1411426116468940809'],"@tariqjenner @Ket_Tweetal Ah 1,2,3 THREE MAR-"
1058,1058,1058,1.4114217369150628e+18,2021-07-03 20:28:59+00:00,['1411421736915062788'],@grugg87 Hahah everyone was like right go back and stand there
1059,1059,1059,1.4114208364651889e+18,2021-07-03 20:25:25+00:00,['1411420836465188871'],@tariqjenner @JessicaLBarnard What’s this being ganged up on by you 2
1060,1060,1060,1.4114207530697605e+18,2021-07-03 20:25:05+00:00,['1411420753069760518'],@tariqjenner @JessicaLBarnard Hahahahaha fuck off got enough likes for my validation this week
1061,1061,1061,1.411417228193538e+18,2021-07-03 20:11:04+00:00,['1411417228193538048'],@rosagilbert Ayyy
1062,1062,1062,1.4114171725014835e+18,2021-07-03 20:10:51+00:00,['1411417172501483522'],Fuck off that I queued for the toilet and missed two goals
1063,1063,1063,1.4113481808647332e+18,2021-07-03 15:36:42+00:00,['1411348180864733184'],@luke_elgar 💪🏼
1065,1065,1065,1.4113413829758976e+18,2021-07-03 15:09:41+00:00,['1411341382975897600'],@jhospitalw It will be absolutely fine just prioritise !
1066,1066,1066,1.4113413112281907e+18,2021-07-03 15:09:24+00:00,['1411341311228190725'],"@jhospitalw Get your seniors numbers &amp; don’t be scared to contact, make friends with nurses, you can politely say no to jobs that don’t need to be done overnight, make neat lists &amp; know who your sickies are from the day &amp; their plan &amp; eat lots of food it will fuck your more than no sleep"
1067,1067,1067,1.411083658992173e+18,2021-07-02 22:05:35+00:00,['1411083658992173057'],@alexnunns @JessicaLBarnard My chair ♥️♥️♥️
1070,1070,1070,1.410995224088879e+18,2021-07-02 16:14:11+00:00,['1410995224088879108'],@GreenfordBlog @IainDale @LBC @TomJCulley @JaneyisLittle @CouldBeKel @charlottearmit7 I like you
1073,1073,1073,1.4105569575603487e+18,2021-07-01 11:12:40+00:00,['1410556957560348674'],@rory_maclean Amazing!
1074,1074,1074,1.410280183995773e+18,2021-06-30 16:52:52+00:00,['1410280183995772934'],"Yeah, this https://t.co/w040sL16l3"
1077,1077,1077,1.409946767332946e+18,2021-06-29 18:47:59+00:00,['1409946767332945928'],@tariqjenner @JessicaLBarnard 👀 just tweeting for the numbers
1078,1078,1078,1.4099384901046313e+18,2021-06-29 18:15:06+00:00,['1409938490104631300'],Incredible 😂😂😂😂 https://t.co/4CPl2Wr10U
1079,1079,1079,1.409931048398512e+18,2021-06-29 17:45:31+00:00,['1409931048398512131'],@Ian_bill1 Sub Kane for your nan
1080,1080,1080,1.4099308705599365e+18,2021-06-29 17:44:49+00:00,['1409930870559936515'],@becs_lou Innit 😂
1081,1081,1081,1.4099307703119626e+18,2021-06-29 17:44:25+00:00,['1409930770311962626'],@CharlieJGray Looool
1082,1082,1082,1.409930570621141e+18,2021-06-29 17:43:37+00:00,['1409930570621140992'],Everyone’s deleting their Kane tweets now
1090,1090,1090,1.40945993640124e+18,2021-06-28 10:33:29+00:00,['1409459936401240067'],@JessicaLBarnard Did I hear you say Zoom pub?
1091,1091,1091,1.4092828980002363e+18,2021-06-27 22:50:00+00:00,['1409282898000236553'],@nishat76 FRCEM! Fingers and toes crossed
1092,1092,1092,1.4092821324978668e+18,2021-06-27 22:46:58+00:00,['1409282132497866754'],I’m aware I need to find another news source / get a life
1093,1093,1093,1.4092816797730284e+18,2021-06-27 22:45:10+00:00,['1409281679773028357'],@abi_victoriab 🥺🥺
1096,1096,1096,1.4092806499917578e+18,2021-06-27 22:41:04+00:00,['1409280649991757824'],Omg I got locked out of my account when I deleted the Twitter app for my exam but I’m back 🎉
1099,1099,1099,1.4069004242972877e+18,2021-06-21 09:02:54+00:00,['1406900424297287682'],@becs_lou You’ll smash it!! You’ll have real understanding of patients xx
1100,1100,1100,1.4059403229122437e+18,2021-06-18 17:27:48+00:00,['1405940322912243726'],@DawnHFoster @gildy61 @NadiaKamil I assume so!
1103,1103,1103,1.4056375542301532e+18,2021-06-17 21:24:43+00:00,['1405637554230153217'],@YaisalFousif Hello actual GMC fees 🥺
1105,1105,1105,1.4055031893953864e+18,2021-06-17 12:30:47+00:00,['1405503189395386374'],Join us tonight to virtually phone bank! Training provided. 📱 📞 https://t.co/NY7zZSXlh1
1106,1106,1106,1.4051710131056312e+18,2021-06-16 14:30:50+00:00,['1405171013105631233'],@ShellyAsquith ♥️
1108,1108,1108,1.405152736614703e+18,2021-06-16 13:18:13+00:00,['1405152736614703107'],@ted_pen 😅🙃
1109,1109,1109,1.4051506119859077e+18,2021-06-16 13:09:46+00:00,['1405150611985907715'],@JakeMaxBaker Congrats 🥳
1110,1110,1110,1.4051472955454423e+18,2021-06-16 12:56:36+00:00,['1405147295545442305'],@JakeMaxBaker Yours all go well? 😃
1111,1111,1111,1.4051453841047388e+18,2021-06-16 12:49:00+00:00,['1405145384104738819'],@aneesa_akbar @Trolleywise Tell me you’re a councillor without telling me you’re a councillor
1112,1112,1112,1.4051354909956588e+18,2021-06-16 12:09:41+00:00,['1405135490995658760'],I guess I’m an SHO come August 🥰 what a year! https://t.co/yHWjTZKzt6
1113,1113,1113,1.4050921615200297e+18,2021-06-16 09:17:31+00:00,['1405092161520029699'],@broseph_stalin 👏
1115,1115,1115,1.4048627923399516e+18,2021-06-15 18:06:05+00:00,['1404862792339951620'],"@ellenlmorrison Solidarity mate, hope you get in contact with the right people ASAP xx"
