id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5646885475416187e+18,2022-08-30 18:56:34+00:00,['1564688547541618694'],"We also had a #vegan roast in Brighton! It’s been so long since I had a roast! Lovely Wellington, red cabbage my favourite! #veganhour #whatveganseat #vegansontour https://t.co/7ampzj44lw",we also had a  roast in brighton it’s been so long since i had a roast lovely wellington red cabbage my favourite    ,roast brighton roast cabbage
1.5646880707790807e+18,2022-08-30 18:54:41+00:00,['1564688070779080704'],"Nearly missed #veganhour after a very long day. Wanted to share this lunch I had at @theLodgeSpace yesterday - so delicious! Tempeh, kimchi, avocado, blue noodles. All great! I need to eat more tempeh! https://t.co/kzfzw6sDRj",nearly missed  after a very long day wanted to share this lunch i had at  yesterday  so delicious tempeh kimchi avocado blue noodles all great i need to eat more tempeh ,share lunch yesterday tempeh kimchi noodle tempeh
1.5646753944349e+18,2022-08-30 18:04:18+00:00,['1564675394434899968'],I can do all sorts of procedures prescribe all sorts of drugs which have risks +++ But I am not trusted with access to Microsoft forms by @KingsCollegeNHS so can’t progress QI work. One of the many many reasons people are frustrated in the #NHS https://t.co/IdK8AsG0nO,i can do all sorts of procedures prescribe all sorts of drugs which have risks  but i am not trusted with access to microsoft forms by  so can’t progress qi work one of the many many reasons people are frustrated in the  ,sort procedure sort drug risk access form progress work reason people
1.5642619535723151e+18,2022-08-29 14:41:26+00:00,['1564261953572315136'],Can anyone help me find reference for #airpollution exposure being higher inside car in traffic than walking/cycling? Thanks! @AirFairy04 @CleanAirLondon @HealthyAirLDN @DefraUKAir @EllaRobertaFdn @annamoore83 @London_Cycling @APPGairpoll @DoctorsXr @ScientistRebel1,can anyone help me find reference for  exposure being higher inside car in traffic than walkingcycling thanks          ,anyone reference exposure inside traffic thanks
1.564215234524582e+18,2022-08-29 11:35:48+00:00,['1564215234524581889'],@marinadpol I use @evernote - also has a to do list now which is as long as a very long thing, i use   also has a to do list now which is as long as a very long thing,list thing
1.5634640979200655e+18,2022-08-27 09:51:03+00:00,['1563464097920065540'],"This poster of @LeWeezeE, Michelle I from last year’s @supportkings hike is everywhere! Imagine how full of joy we’ll be this year if you sponsor us! Send us your cash! It’s for a very good cause! #TeamKings https://t.co/CHP7WeVDqF",this poster of  michelle i from last year’s  hike is everywhere imagine how full of joy we’ll be this year if you sponsor us send us your cash it’s for a very good cause  ,poster hike year cash cause
1.5630904354252022e+18,2022-08-26 09:06:15+00:00,['1563090435425202176'],@tb_doc @onepeloton @fitxkendall It’s quite far! Would you cycle if there were truly segregated cycle paths all the way?,   it’s quite far would you cycle if there were truly segregated cycle paths all the way,cycle cycle path
1.563058205927674e+18,2022-08-26 06:58:11+00:00,['1563058205927673856'],@tb_doc @onepeloton @fitxkendall Loving the #DoctorsActive commitment but why don’t you cycle to work - exercise + travel + a cooling breeze! #BikeIsBest #CycleToWork,   loving the  commitment but why don’t you cycle to work  exercise  travel  a cooling breeze  ,commitment cycle exercise travel cooling breeze
1.562880548791808e+18,2022-08-25 19:12:14+00:00,['1562880548791808000'],"At least make buses free! You will get so much value from this 1 intervention. Access to resources, education, work opportunities, community support etc etc etc 🚌",at least make buses free you will get so much value from this intervention access to resources education work opportunities community support etc etc etc ,value intervention access resource education work opportunity community support
1.562880065846727e+18,2022-08-25 19:10:19+00:00,['1562880065846726657'],"Should public transport be free? Yes of course it should! It’s an essential service! There are loads of examples that show this is not as expensive as you think, often cost neutral very very valuable as soon as you measure literally anything extra https://t.co/CyufyymXBx",should public transport be free yes of course it should it’s an essential service there are loads of examples that show this is not as expensive as you think often cost neutral very very valuable as soon as you measure literally anything extra ,transport course service load example anything
