id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.564661281122132e+18,2022-08-30 17:08:14+00:00,['1564661281122131968'],Relatable https://t.co/69SFlA20El,relatable,False
1.5636650644014367e+18,2022-08-27 23:09:37+00:00,['1563665064401436672'],"@DavidKHarbour, BillPullman, &amp; @kikibaby79 excellent in @madhousetheplay  (@Lolly81 ) Absolutely worth getting to if possible in its last week https://t.co/QxmPbqgizE https://t.co/vYaQPkvm4e",billpullman amp excellent absolutely worth getting possible last week,False
1.562915799354032e+18,2022-08-25 21:32:18+00:00,['1562915799354032129'],@paulanthjones So exciting. Well done! 👏 https://t.co/nGmYiat63D,exciting well done,False
1.5627582674112676e+18,2022-08-25 11:06:20+00:00,['1562758267411267584'],@clifford0584 I’m sorry. Sending hugs. C x,im sorry sending hug c x,False
1.5596272428793078e+18,2022-08-16 19:44:45+00:00,['1559627242879307779'],@DrANChekroud Yes.,yes,False
1.5582222610223268e+18,2022-08-12 22:41:52+00:00,['1558222261022326785'],@picucat @paulsgubbins Me too. First stage show I went to. At @LyricHammer Fond memories.,first stage show went fond memory,False
1.5581954779753677e+18,2022-08-12 20:55:26+00:00,['1558195477975367682'],"I booked my ticket for The Trials @DonmarWarehouse without knowing anything about it except that @wiggedy wrote it. I was not disappointed. It’s excellent, as are the (mostly) young cast including @joelocke03 @EliseAlexandre6 @TayaTower Recommended https://t.co/aOEpUgiJLu",booked ticket trial without knowing anything except wrote wa disappointed excellent mostly young cast including recommended,False
1.5575993445257052e+18,2022-08-11 05:26:37+00:00,['1557599344525705216'],"@MJA9622 It’s the exact dates of your primary imms with each new job that gets me. Mate it was 1981, another century, there were no red books.",exact date primary imms new job get mate wa another century red book,False
1.557598550787244e+18,2022-08-11 05:23:27+00:00,['1557598550787244032'],@paulanthjones Happy Belated Birthday! 🍾🥳🎉 https://t.co/EqcnOQTbli,happy belated birthday,False
1.5574941579874836e+18,2022-08-10 22:28:38+00:00,['1557494157987483649'],@LeylsTurk I’ve been saying “when I win the lotto” since before I was conned into this life by Hawkeye Pierce &amp; Doug Ross &amp; “when I win €m” since before I qualified. And 99% of the time I’ll stay a dr. But with a better lifestyle. And happier friends &amp; colleagues.,ive saying win lotto since wa conned life hawkeye pierce amp doug ross amp win since qualified time ill stay dr better lifestyle happier friend amp colleague,False
