id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.5650219595571036e+18,2022-08-31 17:01:26+00:00,['1565021959557103616'],@fodor La sudadera de @Doctoralia: gran calité! https://t.co/p4mlM5drKb,sudadera gran calit,True,sudadera gran calit 
1.5649303802637435e+18,2022-08-31 10:57:32+00:00,['1564930380263743493'],"Un maestro cansado pone una ""cara feliz"" antes de entrar en una aula lleno de estudiantes.

Un gran maestro puede cambiar tu vida. https://t.co/0zZq3VAzDI",maestro cansado pone una cara feliz ante entrar una aula lleno estudiantes gran maestro puede cambiar vida,True,maestro cansado pone cara feliz ante aula lleno maestro puede cambiar vida 
1.5649118788868833e+18,2022-08-31 09:44:01+00:00,['1564911878886883328'],"@josemiguelcacho @juanjobeunza @Pilar_Villanova @manyez @CuraeSalud Es como dice @drjoaquinlopez comprar negocio para meterle tecnologia, usando best practices entre ellos. IMHO",como dice comprar negocio para meterle tecnologia usando best practice entre ellos imho,True,como dice comprar para meterle tecnologia usando practice entre ellos imho 
1.5648858708005233e+18,2022-08-31 08:00:40+00:00,['1564885870800523264'],"@juanjobeunza @Pilar_Villanova @manyez @CuraeSalud Tampoco se han ido muy lejos… la compra de One Medical sigue adelante… quizá solamente en vez de ir de digital a presencial, invierten la ecuación para empezar mas sólidos. Es un cambio de estrategia.",tampoco han ido muy lejos compra one medical sigue adelante quiz solamente vez digital presencial invierten ecuacin para empezar slidos cambio estrategia,True,tampoco han ido muy lejos sigue adelante quiz solamente invierten ecuacin para empezar slidos cambio estrategia 
1.564859659625939e+18,2022-08-31 06:16:31+00:00,['1564859659625938946'],"@etfelicitofill Amor y gravedad, qué puede salir mal? @PareceEMT https://t.co/ojdzEXvbGZ",amor gravedad puede salir mal,True,amor gravedad puede salir mal 
1.5645165145726894e+18,2022-08-30 07:32:59+00:00,['1564516514572689409'],"E-Sports for Accountants: The World Excel Championship is being broadcast on @ESPN and it's absolutely wild @etfelicitofill @PareceEMT I guess @microsoft and @redbull should sponsor it!
https://t.co/XUUP5gfQoK",esports accountant world excel championship broadcast absolutely wild guess sponsor,True,world excel championship broadcast guess sponsor 
1.5641542532115866e+18,2022-08-29 07:33:29+00:00,['1564154253211586560'],Porque la historia la escribe el bando vencedor (que quería borrar de las cosas buenas a los judíos). @PareceEMT https://t.co/mEeWf6JK1d,porque historia escribe bando vencedor que quera borrar cosas buenas los judo,True,porque vencedor que quera borrar cosas judo 
1.5641231182218854e+18,2022-08-29 05:29:46+00:00,['1564123118221885440'],Research by the Center for Countering Digital Hate earlier this summer found one in 10 Google search results for abortions in states with trigger laws led to crisis pregnancy centers. https://t.co/inx6A5daIV,research center countering digital hate earlier summer found one google search result abortion state trigger law led crisis pregnancy center,True,research center hate summer google search result abortion state trigger law crisis pregnancy center 
1.5641213059595674e+18,2022-08-29 05:22:33+00:00,['1564121305959567360'],Lo mejor es enemigo de lo bueno. @PareceEMT https://t.co/ca1V38hsIH,mejor enemigo bueno,True,enemigo bueno 
1.5639359035041055e+18,2022-08-28 17:05:50+00:00,['1563935903504105473'],Guillermo de Barnola #reconocimiento ¡Qué haríamos sin ti! Eres una gran #inspiraciónparalosdemás https://t.co/K4zM9W8T9P,guillermo barnola haramos sin eres una gran nparalosdems,True,guillermo barnola haramos sin gran 
1.5636027634893742e+18,2022-08-27 19:02:03+00:00,['1563602763489374209'],@chemacepeda @manyez @conectantes Ruffalo? Felicidades!,ruffalo felicidades,True,ruffalo 
