id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5650503097261588e+18,2022-08-31 18:54:05+00:00,['1565050309726158848'],"Spot on MSc tutors, spot on. https://t.co/kaybwFWJi2",spot on msc tutors spot on ,spot tutor
1.5647021590773596e+18,2022-08-30 19:50:40+00:00,['1564702159077359617'],So much of Gawande’s book ‘Complications’ seems timeless. Until I read paragraphs like this which remind me it came out in 2002..! https://t.co/9pnPvu3NjH,so much of gawande’s book complications seems timeless until i read paragraphs like this which remind me it came out in ,book complication
1.5645225686311608e+18,2022-08-30 07:57:02+00:00,['1564522568631160833'],"“Physicians' failure to understand the nature of suffering can result in medical intervention that (though technically adequate) not only fails to relieve suffering but becomes a source of suffering itself.” EJ Cassell, NEJM 1982. https://t.co/BRLj0dYqmd",physicians failure to understand the nature of suffering can result in medical intervention that though technically adequate not only fails to relieve suffering but becomes a source of suffering itself ej cassell nejm ,physician nature intervention suffering source cassell nejm
1.564210965318615e+18,2022-08-29 11:18:50+00:00,['1564210965318615040'],"@agesbadly Wow, how amazing. Lots of swimmers there this weekend.", wow how amazing lots of swimmers there this weekend,swimmer weekend
1.5641857649797898e+18,2022-08-29 09:38:42+00:00,['1564185764979789824'],@andy_welch_ Its stunning. I did my GCSE geography fieldwork in the area too!, its stunning i did my gcse geography fieldwork in the area too,gcse geography fieldwork area
1.563965084333998e+18,2022-08-28 19:01:47+00:00,['1563965084333998080'],"Llyn Idwal, a stunning glacial lake at Cwm Idwal in Snowdonia National Park 😍 https://t.co/mzGrkMAjez",llyn idwal a stunning glacial lake at cwm idwal in snowdonia national park  ,llyn lake idwal park
1.5636204491326177e+18,2022-08-27 20:12:20+00:00,['1563620449132617730'],@Esteban09090 Thank you - taking a break from dissertation writing!, thank you  taking a break from dissertation writing,thank break dissertation
1.56360308559095e+18,2022-08-27 19:03:20+00:00,['1563603085590949889'],Bethesda in N Wales - so beautiful! https://t.co/GKo49dWPLT,bethesda in n wales  so beautiful ,bethesda wale
1.5634573989954642e+18,2022-08-27 09:24:26+00:00,['1563457398995464193'],LIVE on @sohoradio at @ara_deg from 10-12 this morning @rapclassroom talking all things #WelshPlural playing some great tunes from Welsh artists! Tune in on the culture channel https://t.co/UVnFmSJsrF https://t.co/2uK0rKn04e,live on  at  from this morning  talking all things  playing some great tunes from welsh artists tune in on the culture channel  ,live morning thing tune artist culture channel
1.5631837658618266e+18,2022-08-26 15:17:06+00:00,['1563183765861826561'],"Now for the #WelshPlural panel @ara_deg with editors Grug Muse, @rapclassroom National Poet of Wales @hanan_issa_ ! Just missing fourth editor @iestyn_tyne. You can listen live on @sohoradio. Thanks to @gruffingtonpost, Dilwyn @NeuaddOgwen team for organising. https://t.co/qOQMLfs2dO",now for the  panel  with editors grug muse  national poet of wales   just missing fourth editor  you can listen live on  thanks to  dilwyn  team for organising ,panel editor muse poet wale editor thanks dilwyn team
1.563161226238382e+18,2022-08-26 13:47:33+00:00,['1563161226238382081'],Check out one of South Africa’s finest @BCUCband at @ara_deg in Bethesda. So much talent and energy good vibes 💜👏🏽💜 https://t.co/alFeA0DoIN,check out one of south africa’s finest  at  in bethesda so much talent and energy good vibes  ,bethesda talent energy vibe
1.5631599925128763e+18,2022-08-26 13:42:38+00:00,['1563159992512876545'],First night of @ara_deg 2022 - an incredible line up - @SageTodz @adwaithmusic @BCUCband! https://t.co/RSIJGhHK8B,first night of   an incredible line up     ,night line
1.5628378468172513e+18,2022-08-25 16:22:33+00:00,['1562837846817251329'],@smayman Huge congratulations Sarah! Incredible news 😍, huge congratulations sarah incredible news ,congratulation news
1.5619781796019814e+18,2022-08-23 07:26:32+00:00,['1561978179601981441'],Surfacing for a short update - first draft of dissertation submitted to supervisors some writing done! 😴 🤗 Taking the day off to mainly read this masterpiece (Gawande writes with such suspense!) https://t.co/TmxzsprOD6,surfacing for a short update  first draft of dissertation submitted to supervisors some writing done   taking the day off to mainly read this masterpiece gawande writes with such suspense ,update draft dissertation masterpiece gawande suspense
1.559314971489702e+18,2022-08-15 23:03:54+00:00,['1559314971489701889'],Having a short break from this app to get my head down finish my dissertation some other projects. Wish me luck and see you in September! 🤞🏽🤞🏽🤞🏽 https://t.co/Bi7mV6tPhp,having a short break from this app to get my head down finish my dissertation some other projects wish me luck and see you in september  ,break head dissertation project september
1.5588574405229036e+18,2022-08-14 16:45:50+00:00,['1558857440522903554'],@Matthew_Hodson Take all the time you need to rest and recuperate. I’m not good at this either so understand it can be hard. Lots of love, take all the time you need to rest and recuperate i’m not good at this either so understand it can be hard lots of love,time love
1.5581569016696545e+18,2022-08-12 18:22:09+00:00,['1558156901669654528'],I’m a big fan of the documentary ‘I for India’ so great to see it in this touching piece in @TheLancet about healthcare workers who migrated here. Sad to hear Dr Suri has recently passed away. https://t.co/BOJQyKrb9D,i’m a big fan of the documentary i for india so great to see it in this touching piece in  about healthcare workers who migrated here sad to hear dr suri has recently passed away ,documentary india piece worker suri
1.5580466098454118e+18,2022-08-12 11:03:53+00:00,['1558046609845411840'],@elizabethsmout Thank you! And thanks for listening - it’s a great series., thank you and thanks for listening  it’s a great series,thank thanks series
1.5580267062581002e+18,2022-08-12 09:44:48+00:00,['1558026706258100224'],For #SouthAsianHeritageMonth listen to HIV activist advocate @Sham_WRcH talk about stigma in our communities on this episode of A Positive Life. I’m also on discussing health inequalities communities left behind in the response @SAHM_UK @BinitaKane https://t.co/GkylQpuEOT,for  listen to hiv activist advocate  talk about stigma in our communities on this episode of a positive life i’m also on discussing health inequalities communities left behind in the response   ,advocate talk stigma community episode life health inequality community response
1.557985326982992e+18,2022-08-12 07:00:22+00:00,['1557985326982991872'],"When I think about health inequalities, this quote by Tarana Burke comes to mind: “If you cannot hear us, you cannot see us” Thanks @ArlieAdlington @overcoatmedia @samsmith team for getting these stories heard.",when i think about health inequalities this quote by tarana burke comes to mind if you cannot hear us you cannot see us thanks    team for getting these stories heard,health inequality quote tarana burke thanks team story
1.5579846890377585e+18,2022-08-12 06:57:50+00:00,['1557984689037758465'],Very proud to be on this episode of A Positive Life with @Sham_WRcH @BakitaKK @samsmith talking about HIV stigma health inequalities. https://t.co/GkylQpuEOT,very proud to be on this episode of a positive life with    talking about hiv stigma health inequalities ,episode life stigma health inequality
1.5578350104131338e+18,2022-08-11 21:03:04+00:00,['1557835010413133826'],"@thisiselsajames @BBCWomansHour My parents are, but I’m in East London!",  my parents are but i’m in east london,parent london
1.5577763007896044e+18,2022-08-11 17:09:46+00:00,['1557776300789604352'],Was really fortunate to be interviewed with @thisiselsajames in a piece by author Sarah Perry a couple of years ago! https://t.co/pXc34aRt3I,was really fortunate to be interviewed with  in a piece by author sarah perry a couple of years ago ,piece author sarah couple year
1.5577753262850212e+18,2022-08-11 17:05:54+00:00,['1557775326285021184'],"Belatedly catching up with ⁦@BBCWomansHour⁩ featuring artist ⁦@thisiselsajames⁩, part of the Essex Girl Liberation Front. As someone who grew up as a brown girl in Essex in the 80’s 90’s, I think this is very cool! https://t.co/lKqpS7KA32",belatedly catching up with  featuring artist  part of the essex girl liberation front as someone who grew up as a brown girl in essex in the i think this is very cool ,artist part essex girl liberation front someone girl essex
1.557657086539989e+18,2022-08-11 09:16:03+00:00,['1557657086539988994'],This 1982 issue of Capital Gay reports on the formation of @THTorguk https://t.co/HiGDFLOjGo,this issue of capital gay reports on the formation of  ,issue capital report formation
1.5576562814055956e+18,2022-08-11 09:12:51+00:00,['1557656281405595648'],Great little free exhibition at @britishlibrary - Proud Words. On consciousness raising and activism by LGBTQ+ communities in the 70’s 80’s https://t.co/gMlM7wO3oj,great little free exhibition at   proud words on consciousness raising and activism by lgbtq communities in the ,exhibition word consciousness raising activism community
1.557306974693462e+18,2022-08-10 10:04:50+00:00,['1557306974693462016'],Important piece from a brilliant writer @DesiDocMI! Can’t wait to read more of her work. https://t.co/5nuzojcLiI,important piece from a brilliant writer  can’t wait to read more of her work ,piece writer wait work
1.5570385125154652e+18,2022-08-09 16:18:04+00:00,['1557038512515465219'],At the William Morris gallery today https://t.co/AnqUHMUR8y,at the william morris gallery today ,william morris gallery today
1.5570269750714696e+18,2022-08-09 15:32:13+00:00,['1557026975071469569'],"@paimadhu Faces (2018) by @jadesunloye and @NazProjectLdn - about HIV, sexuality and relationships. https://t.co/nsb0CDSWGt https://t.co/saSnbAqBM9", faces  by  and   about hiv sexuality and relationships  ,sexuality relationship
1.5562419670419702e+18,2022-08-07 11:32:53+00:00,['1556241967041970178'],@agesbadly Thanks for the recommendation, thanks for the recommendation,thanks recommendation
1.5562361578805166e+18,2022-08-07 11:09:48+00:00,['1556236157880516610'],@finnertf A good way to spend the time. Hope you’re not feeling too unwell. Thanks for the recommendations!, a good way to spend the time hope you’re not feeling too unwell thanks for the recommendations,time hope thanks recommendation
1.556231448415408e+18,2022-08-07 10:51:05+00:00,['1556231448415408129'],**Book twitter!** Hit me with your best light summer holiday reads ☀️🏝🍦,book twitter hit me with your best light summer holiday reads ,book twitter summer holiday
1.556204561353818e+18,2022-08-07 09:04:14+00:00,['1556204561353818112'],I’ve just signed @NAT_AIDS_Trust petition: Demand fertility equality for people living with HIV. https://t.co/grCYW51fyo https://t.co/qtJeontbol,i’ve just signed  petition demand fertility equality for people living with hiv  ,petition demand fertility equality people
1.5556441667171942e+18,2022-08-05 19:57:26+00:00,['1555644166717194241'],‘The Small House’ @Southwarkcathed by Richard Woods. There until the end of August! https://t.co/Fpj72wO90C,the small house  by richard woods there until the end of august ,house richard wood
1.5555924035111772e+18,2022-08-05 16:31:45+00:00,['1555592403511177216'],This week’s episode features the supercool ⁦@susancolehaley⁩ ⁦@BakitaKK⁩. Plus a bit from me on the links between partner violence and HIV. https://t.co/j0QszeNrP0,this week’s episode features the supercool   plus a bit from me on the links between partner violence and hiv ,episode supercool link partner violence
1.5547493007055585e+18,2022-08-03 08:41:33+00:00,['1554749300705558528'],"“It isn’t merely a choice to keep people out when we lock our doors to our countries, it’s also a choice to lock ourselves in. I think that choice is a very stifling choice” Mohsin Hamid discussing his novel Exit West. Fascinating discussion on migration https://t.co/4L0HRF9qNy",it isn’t merely a choice to keep people out when we lock our doors to our countries it’s also a choice to lock ourselves in i think that choice is a very stifling choice mohsin hamid discussing his novel exit west fascinating discussion on migration ,choice people door country choice choice choice mohsin hamid exit discussion migration
1.554517131190014e+18,2022-08-02 17:19:00+00:00,['1554517131190013952'],Really excited to be contributing an essay to upcoming @unbounders anthology ‘No One Talks About This Stuff’ about my experience of childlessness infertility. It’s edited by the amazing @katbrown is available to preorder here: https://t.co/NwBDZaJfip https://t.co/TUyOvPGEwN,really excited to be contributing an essay to upcoming  anthology no one talks about this stuff about my experience of childlessness infertility it’s edited by the amazing  is available to preorder here  ,essay anthology stuff experience childlessness infertility
1.5540638298138214e+18,2022-08-01 11:17:44+00:00,['1554063829813821444'],Loved being a part of this event 💜 Thanks again to @yoitsmistadee @FrankiLander for the invite. https://t.co/1VKGhKiPSy,loved being a part of this event  thanks again to   for the invite ,part event thanks
1.5540370617574031e+18,2022-08-01 09:31:22+00:00,['1554037061757403139'],"@Evakinder Back at you! Just ordered your novel and can’t wait to read it. Brilliant to see what you’re up to. I’d managed to erase that uniform from my mind, but it’s back!", back at you just ordered your novel and can’t wait to read it brilliant to see what you’re up to i’d managed to erase that uniform from my mind but it’s back,novel wait uniform mind
1.554032274739454e+18,2022-08-01 09:12:21+00:00,['1554032274739453953'],"@Evakinder Wow! I do, because you were one of the people that made them bearable. What a small world! Thank you for saying hi! 🥰", wow i do because you were one of the people that made them bearable what a small world thank you for saying hi ,people world thank
1.5540149424324608e+18,2022-08-01 08:03:29+00:00,['1554014942432460800'],Can’t believe it’s been 18 years since my first day as a doctor ☺️ Best of luck to the new cohort!,can’t believe it’s been years since my first day as a doctor  best of luck to the new cohort,year doctor luck cohort
1.5538464633560842e+18,2022-07-31 20:54:00+00:00,['1553846463356084229'],"Just watched episode 5 of #TheNewsreader on @BBCiPlayer - it has a devastating storyline about HIV stigma, homophobia the media in the 1980’s (in Australia). Wondering how much has this changed? This is why @NAT_AIDS_Trust produced media guidance ⬇️ https://t.co/SasOAji4bK",just watched episode of  on   it has a devastating storyline about hiv stigma homophobia the media in the in australia wondering how much has this changed this is why  produced media guidance  ,episode storyline stigma medium medium guidance
1.5537278345306683e+18,2022-07-31 13:02:37+00:00,['1553727834530668544'],"@DiLeed Blushing, but thank you!", blushing but thank you,blushing thank
1.553723428070359e+18,2022-07-31 12:45:06+00:00,['1553723428070359041'],"Finally put up a couple of my paintings from a few years ago! They’re copies, but the colour bring me joy. https://t.co/UQjAvKYA4n",finally put up a couple of my paintings from a few years ago they’re copies but the colour bring me joy ,couple painting year copy colour
1.5532962024809472e+18,2022-07-30 08:27:28+00:00,['1553296202480947202'],“Acknowledging past and ongoing epistemic violence is necessary for healing—and may facilitate action.” https://t.co/sV9C8sYrYv,acknowledging past and ongoing epistemic violence is necessary for healingand may facilitate action ,past violence healingand action
1.553068324828975e+18,2022-07-29 17:21:57+00:00,['1553068324828975104'],The penultimate episode of #Neighbours is making me very happy. Mike Jane reuniting! Shane his golden locks! All of it. #NeighboursFinale,the penultimate episode of  is making me very happy mike jane reuniting shane his golden locks all of it ,penultimate episode mike jane lock
