id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.56408128145707e+18,2022-08-29 02:43:31+00:00,['1564081281457070082'],Facts don't care about your emotions. https://t.co/MxzXjNrtxe,,facts don't care about your emotions ,fact emotion
1.5613598734340588e+18,2022-08-21 14:29:37+00:00,['1561359873434058752'],Sometimes small violence broda 🤣🤣. https://t.co/EFj8cin3ja,,sometimes small violence broda  ,violence broda
1.5602631959145677e+18,2022-08-18 13:51:48+00:00,['1560263195914567681'],The Europeans did a lot of harm to Africa but that still doesn’t mean we were communicating and understanding each other across our vast continent before they came to our shores along with their languages. Simple something. https://t.co/bIcqgdFyWs,,the europeans did a lot of harm to africa but that still doesn’t mean we were communicating and understanding each other across our vast continent before they came to our shores along with their languages simple something ,european harm mean continent shore language something
1.5600229719175168e+18,2022-08-17 21:57:14+00:00,['1560022971917516802'],anuerysmal bone cyst https://t.co/wKzitS3M4B,,anuerysmal bone cyst ,bone cyst
1.5433771545866936e+18,2022-07-02 23:32:42+00:00,['1543377154586693635'],"whatever makes you sleep at night, Gary. https://t.co/k5LQyV7Guf",,whatever makes you sleep at night gary ,night gary
1.5427661203267912e+18,2022-07-01 07:04:40+00:00,['1542766120326791170'],Fibrous dysplasia showing shepherd’s crook deformity. https://t.co/GLwpbWqWFu,,fibrous dysplasia showing shepherd’s crook deformity ,dysplasia crook deformity
1.5392126030750474e+18,2022-06-21 11:44:16+00:00,['1539212603075047425'],You know.. United States of Africa... Very funny something. https://t.co/dp1DOzFsFZ,,you know united states of africa very funny something ,state something
1.5385106459891958e+18,2022-06-19 13:14:56+00:00,['1538510645989195776'],"Yea, the whole endeavor is a complex undertaking and only prayer is key and should be constant. https://t.co/EHZiWD0OQo",,yea the whole endeavor is a complex undertaking and only prayer is key and should be constant ,endeavor undertaking prayer
1.5359791543651082e+18,2022-06-12 13:35:42+00:00,['1535979154365108225'],Osteopetrosis (marble bone disease) https://t.co/xGqPheKttF,,osteopetrosis marble bone disease ,osteopetrosis bone disease
1.5284289061513912e+18,2022-05-22 17:33:42+00:00,['1528428906151391233'],I thought money automatically buys you success. https://t.co/1atg3GqUHQ,,i thought money automatically buys you success ,money success
