id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.5643004430896087e+18,2022-08-29 17:14:23+00:00,['1564300443089608706'],Read this article. Horrors.... https://t.co/fkNABOe4ty,,read this article horrors ,article horror
1.5642546170300826e+18,2022-08-29 14:12:17+00:00,['1564254617030082562'],We need to be very alert if we care about the happiness of fellow sentient beings. Putin's ideas may be insane but he'll try to manipulate things to shape the world he envisions--a world you won't want to live in.,,we need to be very alert if we care about the happiness of fellow sentient beings putin's ideas may be insane but he'll try to manipulate things to shape the world he envisionsa world you won't want to live in,happiness idea insane thing world world
1.5642538213453332e+18,2022-08-29 14:09:08+00:00,['1564253821345333250'],"As a teenager I was very much against nation states, and designed an entire system of world government, presented in essay form to my history teacher. My views have evolved over the decades, as I have come to value liberal democracy and, above all, human rights.",,as a teenager i was very much against nation states and designed an entire system of world government presented in essay form to my history teacher my views have evolved over the decades as i have come to value liberal democracy and above all human rights,teenager nation state system world government form history teacher view decade value democracy right
1.5642538184849162e+18,2022-08-29 14:09:07+00:00,['1564253818484916226'],"Dugin is quite important in that he is part of a movement known as Traditionalism, which rejects the Enlightenment and liberal democracy. Traditionalists were also involved in Italian fascism.",,dugin is quite important in that he is part of a movement known as traditionalism which rejects the enlightenment and liberal democracy traditionalists were also involved in italian fascism,dugin part movement traditionalism enlightenment democracy traditionalist fascism
1.564248314320769e+18,2022-08-29 13:47:15+00:00,['1564248314320769030'],"Please read this thread. It goes into stuff that I personally have explored since I was a teenager, back in the Sixties. Everyone desires good by their own lights; but Putin's heaven on earth may be most people's hell. https://t.co/mRCXMdih7j",,please read this thread it goes into stuff that i personally have explored since i was a teenager back in the sixties everyone desires good by their own lights but putin's heaven on earth may be most people's hell ,thread stuff teenager sixty everyone light heaven earth hell
1.5642368625411604e+18,2022-08-29 13:01:44+00:00,['1564236862541160451'],"@ReallyMrSteve @RobCraw56091570 @davelevitan OK, I think I got mixed up. When I clicked into the tweet I saw 'this tweet has been deleted' but it must have been the tweet that one by the expert was replying to.",,   ok i think i got mixed up when i clicked into the tweet i saw this tweet has been deleted but it must have been the tweet that one by the expert was replying to,tweet tweet tweet expert
1.5639022538404332e+18,2022-08-28 14:52:07+00:00,['1563902253840433153'],Today's To Do list was already long. It did not include: remove half-eaten rabbit from living room. #CatsOfTwitter.,,today's to do list was already long it did not include remove halfeaten rabbit from living room ,list rabbit room
1.5638945568521912e+18,2022-08-28 14:21:32+00:00,['1563894556852191232'],@xr_cambridge In 2010 we put on a fundraiser to send money to rebuild lives and villages after the superflood. But now the problem is far greater as it affects the whole country. #ClimateEmergency.,, in we put on a fundraiser to send money to rebuild lives and villages after the superflood but now the problem is far greater as it affects the whole country ,fundraiser money life village superflood problem country
1.5635763454307492e+18,2022-08-27 17:17:05+00:00,['1563576345430749184'],@LoveInYourTummy I have an EDS patient who is experiencing Long COVD-like symptoms following upon vaccination. (I'm totally not anti-vac or anything). I would love any insights on this.,, i have an eds patient who is experiencing long covdlike symptoms following upon vaccination im totally not antivac or anything i would love any insights on this,patient covdlike symptom vaccination anything insight
1.560988140810244e+18,2022-08-20 13:52:29+00:00,['1560988140810244096'],@danielgoyal Doesn't mass disability harm the economy?,, doesn't mass disability harm the economy,mass disability economy
