id,created_at,edit_history_tweet_ids,text,clean_text
1.5650373331450757e+18,2022-08-31 18:02:31+00:00,['1565037333145075713'],@scarlettmcnally Absolutely lovely to meet you too @scarlettmcnally!,absolutely lovely meet
1.5647016674965258e+18,2022-08-30 19:48:42+00:00,['1564701667496525824'],"Pregnancy is a risk factor for serious Covid. We have seen young pregnant women with Covid on ventilators in ICU. Anti-vaxxers are misrepresenting historic comments from 2020, when we knew so much less about Covid than we do now. They're scaremongering &amp; lying to you.",pregnancy risk factor serious covid seen young pregnant woman covid ventilator icu antivaxxers misrepresenting historic comment knew much covid they're scaremongering amp lying
1.5647007483735286e+18,2022-08-30 19:45:03+00:00,['1564700748373528578'],"The anti-vaxxers are out in force over this - but they're lying. If you are pregnant or breastfeeding, please know that the alarmist misinformation out there is unscientific nonsense. Why on earth would NHS doctors lie about this? Please, please trust us &amp; get your booster/jab 🙏 https://t.co/1l5zZ5nsWF",antivaxxers force they're lying pregnant breastfeeding please know alarmist misinformation unscientific nonsense earth would doctor lie please please trust amp get boosterjab
1.5643314320419144e+18,2022-08-29 19:17:31+00:00,['1564331432041914369'],@niamh_anderson @LittleBrownUK @edbookfest Hugely envious! xx,hugely envious
1.5643254656570737e+18,2022-08-29 18:53:49+00:00,['1564325465657073676'],Thank you so much @Medicalenglishb 🙂 https://t.co/mI6KUIRgHv,thank much
1.5642348304092365e+18,2022-08-29 12:53:40+00:00,['1564234830409236481'],@MorganBroadcast How horrifying. Am so sorry you’re going through this.,horrifying sorry youre going
1.5638701264280207e+18,2022-08-28 12:44:28+00:00,['1563870126428020740'],"@AdamWagner1 This looks brilliant, @AdamWagner1",look brilliant
1.5638154544639918e+18,2022-08-28 09:07:13+00:00,['1563815454463991808'],This 👇 https://t.co/8dqbU82vyx,
1.5638144078047887e+18,2022-08-28 09:03:03+00:00,['1563814407804788738'],@DavidAHaslam My pleasure - it's superb,pleasure superb
1.5638140990787666e+18,2022-08-28 09:01:50+00:00,['1563814099078766592'],"""It is simply unacceptable to rewrite history, by blaming scientists, to save a political class that has systematically failed to respond to the messages that scientists have been providing to them for many, many years.""

Brilliant from Prof Ian Boyd 🔥
https://t.co/lYad29bnm2",simply unacceptable rewrite history blaming scientist save political class systematically failed respond message scientist providing many many year brilliant prof ian boyd
1.5637942864114893e+18,2022-08-28 07:43:06+00:00,['1563794286411489280'],@DrSdeG @hannahfearn It is and it really works! Transformed my family wash workload…,really work transformed family wash workload
1.563786710093369e+18,2022-08-28 07:13:00+00:00,['1563786710093369345'],"I’ve reviewed Side Effects, David Haslam’s brilliant new book on the challenges bedevilling modern healthcare. It’s important, profound and a cracking read. Hugely recommend it 👇 https://t.co/v3h3XWal3e",ive reviewed side effect david haslams brilliant new book challenge bedevilling modern healthcare important profound cracking read hugely recommend
1.5637769223283753e+18,2022-08-28 06:34:06+00:00,['1563776922328375297'],"Rishi Sunak, Fraser Nelson, Jonathan Sumption - all the usual suspects trying to rewrite pandemic history. But even with lockdowns, Covid killed over 170,000 of us. These deaths are real. They cannot be spun away. This libertarian revisionism is sinister stuff. https://t.co/kLiXIYj5uA",rishi sunak fraser nelson jonathan sumption usual suspect trying rewrite pandemic history even lockdown covid killed death real cannot spun away libertarian revisionism sinister stuff
1.563441447881216e+18,2022-08-27 08:21:03+00:00,['1563441447881216002'],"@BDevlin1 Thank you, Brian",thank brian
1.5634410964069458e+18,2022-08-27 08:19:39+00:00,['1563441096406945798'],"Thank you @IndyVoices for giving me the chance to explain why the NHS so desperately needs the government to finally, urgently - now - address the workforce crisis it’s created. Patients’ lives depend on it.
#HowToHealTheNHS  https://t.co/J9EmvZzlGo",thank giving chance explain desperately need government finally urgently address workforce crisis created patient life depend
1.563438850181329e+18,2022-08-27 08:10:43+00:00,['1563438850181328896'],@Kit_Yates_Maths Thank you Kit,thank kit
1.563238589190013e+18,2022-08-26 18:54:57+00:00,['1563238589190012930'],"Full piece here behind paywall: 
https://t.co/IfVDlJ9CMD",full piece behind paywall
1.5632383880433582e+18,2022-08-26 18:54:09+00:00,['1563238388043358208'],"Absolutely brilliant, blistering piece from @MattChorley on the utter, irredeemable crapness of this government for the last six years since the Brexit. Please read - he nails it beautifully 🔥 https://t.co/bqj31mqfO8",absolutely brilliant blistering piece utter irredeemable crapness government last six year since brexit please read nail beautifully
1.5631978596876493e+18,2022-08-26 16:13:07+00:00,['1563197859687649281'],@GlennChaney Thank you,thank
1.5630862834249275e+18,2022-08-26 08:49:45+00:00,['1563086283424927744'],@cpeedell @RishiSunak Thanks Clive,thanks clive
1.5630857578035364e+18,2022-08-26 08:47:40+00:00,['1563085757803536384'],@sheencr Thanks Sheena,thanks sheena
1.563059436872016e+18,2022-08-26 07:03:04+00:00,['1563059436872015874'],@trishgreenhalgh Thank you 🙏,thank
1.563054694041518e+18,2022-08-26 06:44:13+00:00,['1563054694041518080'],"Blaming Covid ills on overly “empowered” scientists who “screwed” the country with lockdowns is nasty, populist stuff from Sunak.

My piece on how he’s debased himself with anti-lockdown posturing and lies.
https://t.co/6SHoHFHthb",blaming covid ill overly empowered scientist screwed country lockdown nasty populist stuff sunak piece debased antilockdown posturing lie
1.562873510262743e+18,2022-08-25 18:44:16+00:00,['1562873510262743040'],@catherine_mayer @schooltruth It’s horrendous both inside &amp; out of the hospital. Worst conditions I’ve ever known. We are sick with dread for winter. And Truss planning to take £13bn from NHS…,horrendous inside amp hospital worst condition ive ever known sick dread winter truss planning take
1.562845419687686e+18,2022-08-25 16:52:38+00:00,['1562845419687686144'],@whippletom Precisely. Published in its entirety on 16 Mar 2020 - all in public domain then 🤷‍♀️,precisely published entirety mar public domain
