id,created_at,edit_history_tweet_ids,text,clean_text,non_english,nouns
1.5651110756700037e+18,2022-08-31 22:55:33+00:00,['1565111075670003714'],Pra quem ta perdido: a crise é devida a disparada nos preços da energia - cujo mercado é todo desenhado em torno de sistema baseado em fontes de energia fósseis. O aumento do consumo após reabertura com a diminuição da oferta de gás devido à guerra levaram ao aumento dos preços,pra quem perdido crise devida disparada preos energia cujo mercado todo desenhado torno sistema baseado fontes energia fsseis aumento consumo aps reabertura com diminuio oferta devido guerra levaram aumento preos,True,pra quem perdido crise devida disparada preos energia cujo mercado todo desenhado torno sistema baseado fsseis consumo diminuio oferta devido guerra levaram preos 
1.5651095305512632e+18,2022-08-31 22:49:25+00:00,['1565109530551263235'],alguém precisa fazer um musical sobre a crise energética da Europa com urgência https://t.co/hLuid0v6MB,algum precisa fazer musical sobre crise energtica europa com urgncia,True,algum precisa fazer sobre crise energtica com urgncia 
1.56510486737032e+18,2022-08-31 22:30:53+00:00,['1565104867370319872'],"@eliasjabbour Elias, já te acompanhava nas redes mas minha admiração cresceu demais após ver as 3h de debate. Fiquei impressionado com a sua paciência e didatismo diante da arrogância e tentativas de “lacração” da sua oponente.",elia acompanhava redes minha admirao cresceu demais aps ver debate fiquei impressionado com sua pacincia didatismo diante arrogncia tentativas lacrao sua oponente,True,acompanhava cresceu demais com sua pacincia didatismo diante arrogncia tentativas lacrao sua oponente 
1.565101915620483e+18,2022-08-31 22:19:09+00:00,['1565101915620483073'],@debsbed Ele terminou com a última namorada (2 meses depois de ela fazer 25 😂) e o Extra fez uma matéria com um gráfico https://t.co/lwZmA5gFXh,ele terminou com ltima namorada depois ela fazer extra fez uma matria com grfico,True,terminou com depois fazer fez matria com grfico 
1.5650832330495345e+18,2022-08-31 21:04:55+00:00,['1565083233049534469'],not all of us can afford to be romantic https://t.co/MSgHXW244A,afford romantic,True,afford romantic 
1.565029724102992e+18,2022-08-31 17:32:17+00:00,['1565029724102991872'],@vanahauf @choracuica Hahaha eu tb não entendo,hahaha entendo,True,hahaha entendo 
1.5650282130630246e+18,2022-08-31 17:26:17+00:00,['1565028213063024640'],@choracuica @vanahauf Isso aqui me pegou demais https://t.co/6FkTiEyJaj,isso aqui pegou demais,True,isso aqui pegou demais 
1.5649903202486067e+18,2022-08-31 14:55:43+00:00,['1564990320248606723'],@camimalonso Quando o melhor take foi esse… hahahah,quando melhor take foi esse hahahah,True,esse hahahah 
1.5649820809242542e+18,2022-08-31 14:22:58+00:00,['1564982080924254208'],@rafaelbecker Hahaha siiim!!!,hahaha siiim,True,hahaha siiim 
1.564981870995153e+18,2022-08-31 14:22:08+00:00,['1564981870995152896'],@deboralopes 1 colherada de mylanta e uma de vergonha na cara ajudariam bastante,colherada mylanta uma vergonha cara ajudariam bastante,True,colherada mylanta vergonha cara ajudariam bastante 
