,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
33683,33683,music twitter saving novation launchpad sort anyone experience,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,Music twitter - I'm thinking about spending those lockdown savings and getting a Novation Launchpad of some sort for use with Ableton/Logic. Anyone got experience with them or similar? https://t.co/DxQRMW5S0C
13876,13876,twitter break stress event year month granddaughter,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.6909639088765805,False,"Not been on Twitter for a while now. I needed to take a break from the stress of events over the last year. Lately, I’ve seen more of my 6 month old granddaughter instead 😁 https://t.co/NW6MjZr46S"
98904,98904,someone timeline time please,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.8129736975348434,False,"@TabitaSurge As someone who’s followed you for a while it would be preferable if your timeline could be reassuringly uneventful for a good long time, please 😉"
62161,62161,twitter,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,@thervt @stonewalluk @amylame @BoyzMagazine @QXMagazine @rpdrukfans Twitter has decided that I just have to deal with it.. but it’s ok because at least they “get it” 🙄 https://t.co/nA2p6GE0LD
113555,113555,tweet timeline,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,@LouiseWalters12 Coincidentally just above your tweet in my timeline https://t.co/2YMLoVgFHL https://t.co/UHpOdQ4esR
57683,57683,name issue reply complaint,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.1707600702360308,False,@ThreeUKSupport Basically I can't remember my memorable name and until I reset it I am stuffed. I got a new Sim but it was blocked for same issue . I have a new reply from complaints ID 25072022-154646-000001
35234,35234,paul ministry encouragement reply others tweet,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.7126109441031881,False,@Revd_Paul_Monk Hi Paul. You have a wonderful ministry in encouragement. I’ve noticed this in so many of your replies to others and in quote tweets. Thank you
111275,111275,twitter search,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.9374581585969176,False,@touristcol Do a Twitter search. It’s too depressing
109014,109014,tweet dont tweet time variety stop medium content basis hell choice,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"Seen a few tweets of the “don’t be a sad act and tweet about teaching in holiday time” variety. How about - stop policing social media content on the basis of whether it is ‘holiday enough’ for you. Let ppl do what they want when they want, hell - they deserve that choice!"
121678,121678,minute look friend collaboration retweet,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"https://t.co/WV3QLHg0eC I would be forever grateful If you have 5 minutes to spare, to take a look at my friends collaboration - and if you like purchase ♥️ A retweet would also be welcomed 😍"
67806,67806,inexplicably action neighbour word disbelief people twitter moment time,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"The inexplicably, inexcusably stupid actions of many of my neighbours have knocked me for six. I don’t have words to express my disbelief. So please, good people of Twitter, give me some hope and/or joy at this moment in time."
12185,12185,timeline article google,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.0874797124572373,False,"@benjitweets86 But check my timeline, I’ve tweeted three articles from a quick Google. They articulate it pretty well."
37534,37534,conversation twitter,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,@KefentseDennis @AdiDee_Gee @AshRouth @Daniel_Laycock1 @AwokeRoseArisen @ministryofwings Yes - a constructive conversation on Twitter is possible 😮💚💚💚
2327,2327,sound tweet restraint people,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"@domeofchrome @BritishAlba @tom7p @NASUWT Sound rattled to me mate - all the same, your tweets add up to pay restraint for the little people, but don’t think about coming after the rich. We’ve all heard that one before."
100625,100625,response reply,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.5160551925905706,False,"@missD_Maths If you do it, please tag me in the responses! I love reading the children’s replies🥰"
62534,62534,people spoiler field privilege effort spoiler others twitter thing,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"@absolutPHILth 1. What people consider a “spoiler” is different so it’s still a mine field! 2. Not sure can call it “privilege” because I make an effort to avoid spoilers rather than expect others to behave a certain way? 3. Because that’s literally what Twitter is for, discussing things 🤷‍♀️"
30468,30468,people twitter people twitter love child people,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"@Loriagne2 MOST PEOPLE ON TWITTER ARE LOVELY. SADLY, THERE A A FEW PEOPLE ON TWITTER WHO I THINK DIDN'T GET ENOUGH LOVE AS CHILDREN AND ARE SO BITTER THEY NEED TO BE NASTY TO OTHER PEOPLE. THEY ARE SAD AND TO BE IGNORED. SENDING BIG HUGS LORRAINE 💖"
100932,100932,book tweet,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"If you need books, get them from here. That’s it. That’s the tweet. https://t.co/2D88WqhyFM"
67197,67197,teacher copy tweet book link book work principle something phoney,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,You see some teachers on here writing these blatantly copy and pasted tweets like “I’m so sorry to hear you’re struggling; perhaps my book will help” and then a link to their book. Does this work? I wouldn’t buy it on principle if I received something as phoney as that.
120783,120783,tweet symptom hope,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.7714514576451356,False,"@annitht Ok. Your tweet really worried me, as the symptoms did not sound good. Hope you are ok."
69644,69644,thing reason teacher twitter question stuff,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,1.0,False,"@tombennett71 @jamieamartin1 Agree. We should all be able to identify those trying to help, even if we might not do things exactly as suggested. This was a good reason for teachers joining twitter Ed, explore, listen, learn, ask questions … Not the often ridiculous stuff"
52903,52903,twitter lack edit button,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.7962605265283963,False,@judythevet I hate Twitter sometimes for it’s lack of an edit button. Why can’t we just type well hell without it changing to we’ll he’ll 😂 https://t.co/c5jbPyg4l8
127,127,rushdie discussion idea,0,0_tweet_twitter_account_people,tweet - twitter - account - people - reply - response - timeline - hashtag - someone - parody,0.4194787366629866,False,"@DanGuerrard Yes, I think that is why it is so offensive. I'm not entirely sure, but I think it is the way Rushdie portrays God. If was a documentary - a discussion of ideas - it would be much less offensive."
