,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
102323,102323,inhaler period,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.6069207785691993,False,@BeverleyTaylo @justmecharl @mymoodstars @SOClassroom @Jaye1812 @Toriaclaire @Suey2chaussures @debsybear @9teaNinePercent @pennywpennyw @kejcox @Gaiinz @Headteacherchat @NoshiA100 @suziebooks @NurtureGnomes @Beth_Tastic @martinimarie @RachelH82471802 @BexHeadTeacher @ReallyschoolK @Wizzyswords @sensorytreasur @jomo14729 @faustisland @meredithfox22 @joannemlloyd @amandarussell35 @kezwick_98765 @ClareCampbell7 @anita_cheshire7 @Hattiesfriends @SukhjitSandhu17 @AimeeAll1 @pepe_hart I have needed my inhalers during this period too.
14143,14143,stance mouthpiece decision care home debacle,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.7010669427617652,False,"@NEUnion Does she realise - she probably does, that by taking this stance, she’s a mouthpiece for those who made poor decisions on PPE for the NHS and created the care home debacle."
109567,109567,hope hiviz,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,False,Hope all are ok? #BloodyBarrier in #Lambeth must have come out of nowhere! If only it had been wearing hi-viz? #EverydayDriving https://t.co/x0PVgFopap
101154,101154,look thanks ceri,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.1714694574025372,False,@Teacherglitter @primaryteachew You’re right - I love the look of this! Thanks for sharing Ceri🥳
43658,43658,mike,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,True,"@MikeAda09133075 Hi Mike, thank you. I hope your day has been a good one! ☀️"
5861,5861,sorry hope,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,True,@ros_luff @JulesDaulby Sorry to hear that. It's Sunday - hope you're resting now!
99849,99849,take care,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,True,@ablokewotwrites Because that’s a lot. Take care.
85686,85686,thanks,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.611915295012884,True,@smithsmm @KarlDuke8 @MissC_1717 @PaulWat5 @chrisdysonHT Thanks Simon. The feeling's mutual.
22361,22361,thanks,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.6924080434557094,True,@MrAllington @blondebonce @SwailesRuth Thanks so much
92001,92001,brilliant look,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.1763410051286006,False,@itsaishathomas @keziah70 Brilliant. Look forward to reading it.
82161,82161,something hope,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,False,@DrPragyaAgarwal wow. So sorry to hear you have been on the end of something so horrible. Hope you are ok.
100856,100856,thanks support,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,True,@OneOf15percent Thanks so much. The support has been overwhelming to be honest. I feel very lucky
105812,105812,thanks,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.0074037541306514,True,@virkjay @Constant55 @NicolaWood64 @jjb3621 Thanks Jay
17553,17553,stephen intellect story lama insight intuition jimmy carr dalai lama,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.1882912011724809,False,@JamesMelville Stephen Fry for the intellect and stories. Dalai Lama for insight and intuition. Jimmy Carr to see how easily the Dalai Lama could be shocked!!
106638,106638,thanks,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.2442541837409781,True,@Constant55 @virkjay @NicolaWood64 @jjb3621 Thanks for sharing 🤣
52991,52991,help thank,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,1.0,False,@f33lthesun @keziah70 I always need help 😂 Thank you lovely
108952,108952,yeah sorry,4,4_thanks_hope_look_care,thanks - hope - look - care - sorry - please - thank - friend - wish - mike,0.8732585446137043,True,"@Missymusician81 Yeah sorry about that, I was running really late"
