,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
20579,20579,friend party dress wedding diesel world,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,1.0,False,"@agirlcalledlina At my friends 25th wedding anniversary party, I wore the dress I’d worn to their wedding. Can I keep my diesel car now, as I’ve proved I’m saving the world?"
7531,7531,year story,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,0.469511186291007,False,"@YoucanAxel @steveocrom Yes, I only learnt about that last year due to this particular story. All very odd."
10754,10754,person person help others view,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,0.7746915002517248,False,"Become the richest person, and then what? … Be a happy person and help others to be happy and well. Far more desirable in my view. https://t.co/5CIRPy6wB0"
17477,17477,world year,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,1.0,False,@RobGMacfarlane Rob - I am so glad you are out into the beautiful big wide world. Happy happy New Year
17724,17724,message apology colleague parttime family commitment hour,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,0.3963686996061934,False,@EstherMcVey1 Hope you are briefed better before posting such messages. An apologies due to hard working GP colleagues? Many GPs are working part-time due to family commitments. Many work well beyond contracted hours. @DrPhilBanfield @TheBMA @ClaytonChrissie @DrShanHussain @DrSelvarajah
21394,21394,sorry matter,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,1.0,True,@DrJessPotter That's so rubbish- sorry it happened to you! It really does matter.
12576,12576,reason rotation,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,1.0,False,"@anidioticfool @laurevans311 @DrSeanMon @medstudentalice @mrdlprice @Qudsia_h Yup, one of the reasons I didn’t like my ED rotation!"
4523,4523,sorry letter aerobiumy,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,1.0,False,"@Microbedoc2 Sorry but it's pretty obvious you've just rearranged the letters from ""J ye Aerobiumy cok"""
22261,22261,thank year,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,0.7427902929159911,False,@PeterBoneUK Thank you. After 12 appalling years of the #ToxicTories we need rid of the lot of you. Electing #ThickLizzy will make this happen.
25730,25730,stint year,1,1_year_paeds_rotation_rota,year - paeds - rotation - rota - sorry - finger - apology - lingering - dose - commiseration,1.0,False,"@nickopotamus @Dominic_G_M ...until F3 😎 Have managed a few 10 day stints off this year, so I’ll take that!"
