,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
12512,12512,consultant computer,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,0.9947600699513964,False,@Lector @DentistGoneBadd Probably never made it to a consultant for grading- outright computer says no.
26125,26125,thank child baby vein,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,"@dr_emmacoombe Thank you! Super helpful tips - I think I’m getting better with the children, I just find it hard on babies because they’re constantly screaming and SO strong, with tiny little veins!"
26075,26075,foundation programme,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,True,"@danielyusef @TheAlexBrighton I wish I could... but yknow, well-rounded foundation programme and all that 😶"
6560,6560,mention training turn,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,Lots of notable mentions- but the most important one by far is @EmSehmer! She has been incredibly supportive throughout all my training and I couldn’t have done it without her ❤️ Her turn next 💪
11886,11886,core trainee degree thing workforce shortage pool locum,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,"@AliQureishi2 @adders3880 @AKAbouFoul If I may butt in, the dental SHO’s are all core trainees whereas the ENT SHO could be an F2 I’m not convinced that it’s a dental degree vs medical degree thing but may represent a more acute workforce shortage and smaller pool of locums."
4022,4022,treatment trainee,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,0.773237300804752,False,Treatment of medical trainees has been appalling on this @RCPLondon https://t.co/VUge0fqpxP
11419,11419,course share lift cost,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,"@theveindoc We did, of course share lifts but there’s still an upfront cost there."
19068,19068,fellow regsshosfellows imgsamptrainees fellowsregsshos regs,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,"@RobJimFleming Mostly clinical fellows but not all. So sometimes we type Regs/SHOs/fellows, sometimes we type IMGs&amp;trainees, sometimes we type fellows/regs/SHOs but all very wordy so ppl give up just write regs."
11012,11012,thing beginning salary work future taxi driver waiter doctor,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,0.8673121356896,False,"@DerekOrd @UniverCurious @TechInsider These things are the beginning where the use of robot gets taxed and a universal salary is paid for all not in work. I future we won’t need taxi drivers, waiters, … AI might even replace some doctors reading etc"
14524,14524,course value money rate hmmm,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,True,"@Naomimiii Interesting one. HEE have agreed to pay for mandatory courses, but it isn’t unreasonable for them to try to get reasonable value for money, so if the “going rate” is £275 then I could understand them saying “hmmm” at £460. But that needs to be made explicit before you pay…"
11304,11304,reprisal training screw thing,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,@dr_emmacoombe I am so tempted. I fear there would be reprisals in training but I’m almost at the screw the whole thing you can have my NTN back.
2385,2385,consultant manager ward metal,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,0.2461632489937037,False,"@gabyadkins I’ll never forget my first consultant, as a senior manager came onto the ward… “And which precious metal are you?”"
13015,13015,trainee training covid educationalist training trainee circumstance,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,0.8940633045590158,False,I’m slowly realising that I am one of the few surgical trainees who do training has been largely unaffected by COVID. Never mind the educationalists true training is when you’re still training a trainee when circumstances change.
16129,16129,episode training issue,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,@claire_horwell Excellent! Episode does suggest a training issue...
2425,2425,basic course,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,True,@doc_matt_jacko @DocGRennie @ceracycloan Did you do the Basic or Intermediate course?
3042,3042,point vein safety,7,7_trainee_consultant_training_course,trainee - consultant - training - course - trainer - foundation - vein - time - deanery - cost,1.0,False,"@JonJHilton @TimBalthazar @iceman_ex If you can find the point where the vein is over the first rib, it’ll give you that extra bit of safety. But, as always, just don’t move the needle unless you can see it!"
