,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
131662,131662,point people,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.5558628869311676,False,@GerardoRiordan8 @lisa_mcaree You miss the point so many people have now got a flu because we dropped masking.
100837,100837,independence people freedom salute frontliners,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,False,Happy Independence Day 🇵🇭 even if some people undermine your freedom and salute to all frontliners in this pandemic! #no2antiterrorismbill #letofwleave #freedom2workanywhere #no2ofwmilkingmoney https://t.co/2eKjd22ETl
110239,110239,morning kenny friday kindness feeling couple daughter place,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.553387871250783,False,"@kennygibsonnhs @IanGould5 @TinaSouth3 @NorthwayRuth @Lodge4Betty @LindaChibuzor @LeighLeigh1991 @MAAPPUK @Cosmicwomble @4AdsthePoet @kwelsh1 @richardlittleda @ccarmichael_83 @jomwlever @NickiSparling1 @oldnanchris @JackieSmith_nmc @dmonty007 @lynnturner31 @Ewout1985 @DebEvans66 @DrJude_G @CatherineNeary @The_Debs_Effect @matronlindy @irisbenson100 @OOhhMatron @CalvinMoorley @reboverend_RNc @Louise90999815 @JennytheM @KathEvans2 @KateSlater2 @warnetony @paularich1977 @WeNurses @RoyLilley @WeStandTogether @PhilJeffery19 @NHSsafeguarding @SAPHNAsharonOBE @iHealthVisiting @Alison_Morton2 Good morning Kenny and all #earlyrisersclub wishing all a Friday filled with kindness. I’m feeling blessed to have a couple of days off, spending them with my daughter, by my happy place 💖 #pinksocks https://t.co/aiQkWUzcoV"
89276,89276,people,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,True,"@BenjiBoyW Haha a few people said that, but I don’t see it 😂😂"
109446,109446,ooooo,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.9794770947440428,False,@Mazipita Déjé ooooo
39284,39284,mate,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.6669830136093801,True,@Darreng85031479 I feel the same mate.
19689,19689,home,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.0899300353041291,True,Staying Physically and Mentally Healthy While Away from Home https://t.co/bMlgGYoUdq
35705,35705,people,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,True,Then there are our internally displaced people. Now homeless #BIPOC @SHJNetwork @TODropinNetwork https://t.co/yWeG4oSC4g
109916,109916,ichie,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.0005576643509851,False,Ichie go to the dm
32048,32048,chance brain queen shop analyst insight share thursdayfriday woman conference,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.8577289655729012,False,A chance to delve into the brilliant brain of @maryportas - the Queen of Shops - a great analyst with insights to share on retail and the new #KindnessEconomy - unmissable - join me and @TraversSarah Thursday/Friday for the first All Island Women Entrepeneurs Conference @wibni https://t.co/Fynn86VgBt
