,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
7925,7925,issue information,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Issue Information https://t.co/rFk934vGd9,2020-01-06 02:23:10+00:00,None
7926,7926,analysis barrier facilitator pain management nursing home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5944958681919359,False,A Contextual Analysis to Explore Barriers and Facilitators of Pain Management in Swiss Nursing Homes https://t.co/LNd9faYZWt,2020-01-06 02:23:10+00:00,None
7927,7927,work cafe meat burger grill food excuse,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.56792113559808,False,"@MadAlix14 @guardian I mean come on, I work in a cafe and our meat free burgers are cooked on a separate grill and prepared away from the other food. No excuse really.",2020-01-06 02:43:45+00:00,None
7928,7928,monday luvly,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,0.0243511192719759,False,@jennifersterri1 Happy Monday luvly https://t.co/2D6hvH2JWm,2020-01-06 07:49:04+00:00,Life
7929,7929,evidence situation root forgood information,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0969612802083648,False,Always check the evidence in any situation and find the root forgood information https://t.co/TAnN8Nhf7E,2020-01-06 10:28:58+00:00,None
7930,7930,friend thesis defense sharifah mohidin achievement beginning,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.4534418588403249,False,I would like to congratulate my friend for passing her PhD thesis defense Dr Sharifah Mohidin wish her more achievements in #2020NewYear this is just the beginning @Zahrah_Dean @MAHSAedu https://t.co/fudZSvyGXc,2020-01-06 10:54:30+00:00,Life
7931,7931,thinking family,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@edanaming Thinking of you and family,2020-01-06 11:22:30+00:00,None
7932,7932,thing school,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,10 Things No One Ever Tells You About Nursing School | https://t.co/fu4ArFaypl https://t.co/PGFAQ1t5NJ,2020-01-06 13:55:18+00:00,None
7933,7933,week monday january modernising child programme background read,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,NEXT WEEK - Monday January 13th at 6pm: #WeNurses on The Modernising Healthy Child Programme with @WendyJNicholson @Greenwoodpj Background read here &gt; https://t.co/TcZ6zuRPiV https://t.co/L6UHeH4Ibh,2020-01-06 15:11:00+00:00,None
7934,7934,welearn student prevention promotion protection discus peer connection register please,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"**WeLearn #AllOurHealth 2020** ✅Open to all HCPs Students ✅Apply prevention, promotion protection ✅Discuss learning with peers ✅Make lots of connections Find out more and register here &gt;&gt; https://t.co/OZ6RDMpYT7 Please RT pass it on :D https://t.co/OGewUFHfSE",2020-01-06 16:09:00+00:00,None
7935,7935,goal future,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.0332151137696803,False,Setting Financial Goals for Your Future https://t.co/jKvtSCZHsB,2020-01-06 16:50:11+00:00,Work
7936,7936,water bathroom,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.8425787908460294,False,@wambamthankymam Lukewarm water from the bathroom tap??,2020-01-06 19:18:02+00:00,Life
