,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
1872,1872,invest business conference ireland audience belfast week agency offer support investor budget uncertainty,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.535768847180714,False,"A major Invest NI business conference aimed at promoting Northern Ireland to an international audience is to go ahead in Belfast next week, despite the agency being forced to suspend new offers of financial support to investors due to budget uncertainty https://t.co/DDaW4wgRTp"
70362,70362,belfast update security alert,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.6484923788013367,False,East Belfast: Live updates as PSNI attend ongoing 'security alert' https://t.co/LEd5ZQrROL
20528,20528,declaration france traveller flight dublin,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.990293835115784,False,@MaryMc_31 Tell them they must have a declaration on entering France printed out for all travellers as well. These are checked before boarding flight in Dublin
78135,78135,thought friend country covidperhaps piece place move piece incl opening para ireland leprechaun,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.9945415237819344,False,"A thought. If you’re struggling to make friends in the country you’ve moved to during Covid,perhaps writing a piece about how awful the place is may not be a good move… And much of the piece is ridiculous, incl this in the opening para: “I associated Ireland with leprechauns”. https://t.co/ZvIkmUpy7B"
30468,30468,overlaid protest brighton trump couple year accent,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,True,"@carolecadwalla This is actually audio overlaid from an LGBT protest in Brighton when Trump was here a couple of years ago. If you listen closely, you can tell the accents are British."
84412,84412,channel magazine return derry girl,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,"""Channel 4 Revived Smash Hits Magazine to Celebrate the Return of Derry Girl"" https://t.co/8xcaEkeL2f"
70652,70652,belfast riot part court,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,"Belfast riot accused “disgusted with himself” for taking part, court told https://t.co/NjvigFKCjS"
57483,57483,hand press conference paul givan tender resignation minister master stroke,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.8833215966509805,False,You really have to hand it to @sinnfeinireland. Holding a press conference before DUP MLA Paul Givan tenders his resignation as First Minister is a master stroke! #Brexit #DUP #NIProtocol https://t.co/MvWUk1atYf
2666,2666,code story partition belfast tech firm software insight century census data,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,Using code to unlock the story of partition: How a Belfast tech firm is using software to offer new insight into century old census data https://t.co/9CGz5vxeKJ
76943,76943,conflict ship belfast port limbo news,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,Ukraine conflict: Russian-linked ship in Belfast port limbo - BBC News https://t.co/jiQL6H9K0R
32712,32712,govt property dublin home people house house memory plenty space clutter,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,"@PatKennyNT even if the Govt doubled the property tax on Dublin homes, old people wouldn't downsize. They don't want smaller houses. They want their old houses, with their memories - and plenty of space for their clutter."
2864,2864,poundland store hibernation belfast castlecourt buttercrane quay ferryquay drop footfall shopping centre street,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.6654113330507546,False,"Poundland, which has 33 NI stores, is to put 5 of them into 'hibernation' from Sunday: Belfast (Castlecourt), Newry (Buttercrane Quays), Enniskillen (Erneside), Derry (Ferryquay St). PL say it's temporary reflecting 80% drop in footfall at some shopping centres high streets."
33926,33926,irish morbid fascination death topic conversation country town murdersuicides,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,The Irish have a morbid fascination with death. It's the favourite topic of conversation in country towns. Maybe this is why there are so many murder-suicides. @Niall_Boylan
50866,50866,people ireland,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,"@MountainAsh2020 ""Enough"" people in middle Ireland, not all. 😉"
77565,77565,bank ireland operation north result review source time,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.8323285496044238,False,"“Bank of Ireland is already preparing to significantly scale back its operations in the North as a result of a strategic review,” sources have previously told The Irish Times https://t.co/0TDc6hhmCc"
70469,70469,light part ireland evening,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,Northern Lights could be visible in parts of Northern Ireland this evening https://t.co/AGVCB6WByw
57614,57614,total utter ball power sharing ireland brexit boris negotiator david essence protocol market,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.9149953208900022,False,"@KEdge23 @tomhfh He got Brexit done, did he? Total and utter balls. Power sharing could collapse in Northern Ireland because of the hard Brexit Boris and world’s worst negotiator David Frost agreed. In essence the NI Protocol proves just how utterly stupid it was for GB to leave single market."
70826,70826,blockbuster belfast cinema demolition,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,Blockbuster at Belfast cinema as demolition gets underway https://t.co/zhzhHnGNj3
27369,27369,coauthor paper parliamentarian change ireland change scotland importance evidence base policy legislation,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.8332839285612839,False,"“Jillian van Turnhout, co-author of the paper …, added: “As a former parliamentarian who championed the change in the law in Ireland directly supported the legislative change in Scotland and Wales, I know the importance of ensuring an evidence base for policy and legislation” https://t.co/qakPbwIUec"
51791,51791,match dublin today,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,0.902099861390044,False,The first Euro 2020 match in Dublin should have been on today.
35095,35095,question brexit border issue flaw deal bloody flaw forefront mind people ireland,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,"@Benwillz7 Oh I agree there are questions to be answered about the flat. As for Brexit, the Irish Sea border issue is the only major flaw in the deal that was done. It's a bloody big flaw, it concerns me, but it's not at the forefront of the minds of many people beyond Northern Ireland."
70628,70628,belfast doctor triathlon fund charity,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,False,Belfast doctor taking on triathlon to raise funds for NHS charity https://t.co/DHWyHoYeH3
50095,50095,couple sentence accent thing language someone,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,True,"Rather, I just want to add a couple of sentences about generally mocking people's accents and the way they phrase things if English isn't their second language. It's a really easy way to make fun of someone and it demeans them."
