,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
51273,51273,case woman politics,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,0.7283556193619992,False,"@MountainAsh2020 ""the (very valid) case for women in politics"""
63508,63508,something male psyche,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,0.8528431629654287,False,Says something about the male psyche https://t.co/Rn33454FlQ
110063,110063,chat currie yesterday week window idea masculinity,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,0.8361873500443957,False,"@CampbellX It is indeed! I had a lovely chat with Max Currie about it yesterday, and will be publishing next week. We were talking about what an interesting window it provides on ideas about masculinity more widely."
85887,85887,vital moment reckoning rape culture school,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,0.7077782687490012,False,"Today’s must-read by @SEMcBain - difficult, painful, vital, on the most vulnerable #MeToo moment and the long-overdue reckoning over rape culture in British schools https://t.co/rdfkMXYXlR"
85788,85788,excellent take violence issue issue,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,1.0,False,"Excellent and refreshing take from @jameskirkup - domestic violence is a national issue, not a women’s issue https://t.co/S1GbLpYYUl"
6651,6651,facebook violence incitement trend,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,1.0,False,Facebook Has A Metric For “Violence And Incitement Trends.” It’s Rising. https://t.co/7FjZJfEstZ
108555,108555,reading piece wiki page woman title thank,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,1.0,False,@flamingnora Yes I ended up reading that and another piece having gone through her Wiki page. She had to fight so hard to get published. And Excellent Women is such a good title. Thank you 🙏
89820,89820,gender term people variety gender criticism university writer none bigot,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,1.0,False,"@iskandrah I find “gender critical” a very odd term for them to use as, like lots of people, I studied a variety of “gender criticism” at university, including leading feminist writers, and none of it tied in with what the anti-trans bigots are now arguing."
87197,87197,moment bigotry feminism arses,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,1.0,False,That awkward moment when this lot try to dress up bigotry as feminism and actually end up showing their arses
69287,69287,masterclass whataboutism sophistry refusal ally cost answer,9,9_woman_violence_gender_culture,woman - violence - gender - culture - misogyny - rape - abuse - stranger - feminism - sexism,0.1113939759021076,False,"A masterclass in whataboutism, sophistry and refusal to condemn an ally at all costs. Hint: the implied answer is ‘yes’ https://t.co/huZag4BDna"
