,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
43204,43204,prayer wish,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.5194726186854992,False,@raymcgovern 🙏🙏🙏 Sir you are in my prayers. Love and good wishes.
103695,103695,friend comeback show memory tribute reason download festival comeback datesafter farewell tour,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.2490782626566728,False,"@StokesLetsGo The same could be said for Funeral For A Friend as well. Played some comeback shows in memory of their biggest fan, a lovely tribute and a fantastic reason to come back, to now play Download Festival after fans rushed for those 'one off' comeback dates...After a farewell tour"
27110,27110,woman sister,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,False,It’s easy to tell women to ignore toxic men when they’re being abusive. Much harder to actually do it. Stay strong sisters. https://t.co/wEVDJCSXuc
61805,61805,love something,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,"@jabberwock951 @DawnHFoster I’d love to chat more though for something else I’m working on, if you’d be up for that?"
82265,82265,fond farewell,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,False,A fond farewell. https://t.co/TLPBU6nNoO
84435,84435,jonathan bailey nicola coughlan pleasure bridgerton,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.8845054791385677,False,"""Jonathan Bailey And Nicola Coughlan Discussed Why Showcasing Female Pleasure In ""Bridgerton"" Is So Important"" https://t.co/7RKlpe0fP0"
82293,82293,item blog piece time,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,This item from @MichaelRosenYes on his blog a few days ago is the most moving piece I have read in a long time. https://t.co/1NSJutAZ63
68978,68978,time goodbye time,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.2753208674073488,False,@AlcoholicDad4 That’s how it should always be. I’m glad she had time to say goodbye in her own time. ❤️
82198,82198,thank girl miss,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,False,@shhmurrrr @JeffreeStar Thank u girl! Miss u
75573,75573,love thank,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.779074542932208,True,@MrDominicWalker @johnpickford @RadioCityNews Big love Dom! Thank you!
